[10:02:08]	LightRinger has connected.
[18:36:32]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2702)
[18:36:33]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2701)
[18:36:35]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2703)
[18:36:39]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2704)
[18:36:54]	Sergeant LS-7979 has taken 172 damage from Agent Zeak Rold.
[18:36:54]	Agent Zeak Rold has killed Sergeant LS-7979 with rw_sw_dh17.
[18:37:04]	Agent Zeak Rold has taken 3 damage from Private TK-8096.
[18:37:04]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:37:08]	Private TK-8096 has taken 30 damage from Agent Zeak Rold.
[18:37:08]	Private TK-8096 has taken 31 damage from Agent Zeak Rold.
[18:37:08]	Private TK-8096 has taken 29 damage from Agent Zeak Rold.
[18:37:09]	Private TK-8096 has taken 29 damage from Agent Zeak Rold.
[18:37:09]	Agent Zeak Rold has killed Private TK-8096 with rw_sw_dh17.
[18:37:34]	Sergeant LS-7979 ran 'Equip' on item 'DLT-20a Blaster' (#972)
[18:37:35]	Sergeant LS-7979 ran 'use' on item 'Tibanna Cartridge' (#1553)
[18:37:36]	Private TK-8096 used the 'Supply Locker' vendor.
[18:37:40]	Private TK-8096 has gained 0 credits.
[18:37:40]	Private TK-8096 has gained a 'Tibanna Cartridge' #2701.
[18:37:40]	Private TK-8096 has gained 0 credits.
[18:37:40]	Private TK-8096 has gained a 'Tibanna Cartridge' #2702.
[18:37:41]	Private TK-8096 has gained 0 credits.
[18:37:41]	Private TK-8096 has gained a 'Tibanna Cartridge' #2703.
[18:37:41]	Private TK-8096 has gained 0 credits.
[18:37:41]	Private TK-8096 has gained a 'Tibanna Cartridge' #2704.
[18:37:45]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2704)
[18:37:46]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2701)
[18:37:47]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2702)
[18:37:48]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2703)
[18:37:52]	Private TK-8096 ran 'Equip' on item 'E-10 Blaster' (#2650)
[18:37:53]	Private TK-8096 ran 'Equip' on item 'EC-17 Blaster' (#2645)
[18:39:44]	Agent Zeak Rold has taken 91 damage from Sergeant LS-7979.
[18:39:44]	Agent Zeak Rold has taken 25 damage from Private TK-8096.
[18:39:44]	Private TK-8096 has killed Agent Zeak Rold with rw_sw_e10.
[18:39:59]	Agent Zeak Rold has taken 120 damage from Sergeant LS-7979.
[18:39:59]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:40:10]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:40:11]	Agent Zeak Rold has taken 117 damage from Sergeant LS-7979.
[18:40:11]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:40:18]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:40:21]	Agent Zeak Rold has taken 114 damage from Sergeant LS-7979.
[18:40:21]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:40:29]	Agent Zeak Rold has taken 95 damage from Sergeant LS-7979.
[18:40:30]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:40:30]	Agent Zeak Rold has taken 88 damage from Sergeant LS-7979.
[18:40:30]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:40:38]	Agent Zeak Rold has taken 3 damage from Private TK-8096.
[18:40:38]	Agent Zeak Rold has taken 4 damage from Private TK-8096.
[18:40:39]	Agent Zeak Rold has taken 29 damage from Private TK-8096.
[18:40:39]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:40:45]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:40:55]	Agent Zeak Rold has taken 11 damage from Sergeant LS-7979.
[18:40:56]	Agent Zeak Rold has taken 12 damage from Sergeant LS-7979.
[18:41:03]	Agent Zeak Rold has taken 12 damage from Sergeant LS-7979.
[18:41:04]	Agent Zeak Rold has taken 12 damage from Sergeant LS-7979.
[18:41:07]	Agent Zeak Rold has taken 3 damage from Private TK-8096.
[18:41:07]	Agent Zeak Rold has taken 110 damage from Sergeant LS-7979.
[18:41:07]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:41:15]	Agent Zeak Rold has taken 94 damage from Sergeant LS-7979.
[18:41:17]	Agent Zeak Rold has taken 723 damage from Sergeant LS-7979.
[18:41:17]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:41:23]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:41:25]	Agent Zeak Rold has taken 3 damage from Private TK-8096.
[18:41:26]	Agent Zeak Rold has taken 3 damage from Private TK-8096.
[18:41:26]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:41:27]	Agent Zeak Rold has taken 117 damage from Sergeant LS-7979.
[18:41:27]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:41:37]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:41:40]	Agent Zeak Rold has taken 23 damage from Private TK-8096.
[18:41:40]	Agent Zeak Rold has taken 3 damage from Private TK-8096.
[18:41:40]	Agent Zeak Rold has taken 23 damage from Private TK-8096.
[18:41:44]	Agent Zeak Rold has taken 94 damage from Sergeant LS-7979.
[18:41:44]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:41:52]	Agent Zeak Rold has taken 3 damage from Private TK-8096.
[18:41:53]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:41:53]	Agent Zeak Rold has taken 114 damage from Sergeant LS-7979.
[18:41:53]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:42:16]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:42:46]	Agent Zeak Rold has taken 4 damage from Private TK-8096.
[18:42:46]	Agent Zeak Rold has taken 4 damage from Private TK-8096.
[18:42:46]	Agent Zeak Rold has taken 4 damage from Private TK-8096.
[18:42:46]	Agent Zeak Rold has taken 3 damage from Private TK-8096.
[18:42:46]	Agent Zeak Rold has taken 3 damage from Private TK-8096.
[18:42:47]	Agent Zeak Rold has taken 4 damage from Private TK-8096.
[18:42:47]	Agent Zeak Rold has taken 658 damage from Sergeant LS-7979.
[18:42:47]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:42:54]	Agent Zeak Rold has taken 12 damage from Sergeant LS-7979.
[18:42:55]	Agent Zeak Rold has taken 93 damage from Sergeant LS-7979.
[18:42:55]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:43:01]	Agent Zeak Rold ran 'Equip' on item 'DH-17 Blaster' (#2442)
[18:43:04]	Agent Zeak Rold ran 'use' on item 'Tibanna Cartridge' (#2695)
[18:43:08]	Agent Zeak Rold has taken 114 damage from Sergeant LS-7979.
[18:43:08]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:43:16]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:43:18]	Agent Zeak Rold has taken 23 damage from Private TK-8096.
[18:43:18]	Agent Zeak Rold has taken 31 damage from Private TK-8096.
[18:43:18]	Agent Zeak Rold has taken 110 damage from Sergeant LS-7979.
[18:43:18]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:43:29]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:43:29]	Agent Zeak Rold has taken 4 damage from Private TK-8096.
[18:43:31]	Agent Zeak Rold has taken 4 damage from Private TK-8096.
[18:43:38]	Agent Zeak Rold has taken 177 damage from Private TK-8096.
[18:43:38]	Private TK-8096 has killed Agent Zeak Rold with rw_sw_e10.
[18:43:45]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:43:46]	Agent Zeak Rold has taken 31 damage from Private TK-8096.
[18:43:46]	Agent Zeak Rold has taken 3 damage from Private TK-8096.
[18:43:46]	Agent Zeak Rold has taken 4 damage from Private TK-8096.
[18:43:47]	Agent Zeak Rold has taken 4 damage from Private TK-8096.
[18:43:48]	Agent Zeak Rold has taken 25 damage from Private TK-8096.
[18:43:48]	Agent Zeak Rold has taken 29 damage from Private TK-8096.
[18:43:49]	Agent Zeak Rold has taken 4 damage from Private TK-8096.
[18:43:50]	Agent Zeak Rold has taken 23 damage from Private TK-8096.
[18:43:50]	Private TK-8096 has killed Agent Zeak Rold with rw_sw_e10.
[18:43:57]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:44:01]	Agent Zeak Rold has taken 8 damage from worldspawn.
[18:44:24]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:44:33]	Agent Zeak Rold has taken 96 damage from Sergeant LS-7979.
[18:44:33]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:44:41]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:44:43]	Agent Zeak Rold has taken 117 damage from Sergeant LS-7979.
[18:44:43]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:44:53]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[18:45:07]	Sergeant LS-7979 has taken 2 damage from Agent Zeak Rold.
[18:45:07]	Agent Zeak Rold has taken 30 damage from Private TK-8096.
[18:45:12]	Private TK-8096 has taken 2 damage from Agent Zeak Rold.
[18:45:15]	Agent Zeak Rold ran 'Equip' on item 'DH-17 Blaster' (#2442)
[18:45:17]	Agent Zeak Rold ran 'use' on item 'Tibanna Cartridge' (#2696)
[18:45:23]	Sergeant LS-7979 has taken 174 damage from Agent Zeak Rold.
[18:45:23]	Agent Zeak Rold has killed Sergeant LS-7979 with rw_sw_dh17.
[18:45:25]	Private TK-8096 has taken 29 damage from Agent Zeak Rold.
[18:45:25]	Private TK-8096 has taken 29 damage from Agent Zeak Rold.
[18:45:26]	Private TK-8096 has taken 29 damage from Agent Zeak Rold.
[18:45:26]	Private TK-8096 has taken 29 damage from Agent Zeak Rold.
[18:45:26]	Agent Zeak Rold has killed Private TK-8096 with rw_sw_dh17.
[18:45:33]	Sergeant LS-7979 ran 'Equip' on item 'DLT-20a Blaster' (#972)
[18:45:37]	Sergeant LS-7979 ran 'drop' on item 'E-11 Stun Blaster' (#2395)
[18:45:37]	Sergeant LS-7979 has lost a 'E-11 Stun Blaster' #2395.
[18:45:38]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 29 damage from Agent Zeak Rold.
[18:45:41]	Sergeant LS-7979 ran 'drop' on item 'Defender Pistol' (#2527)
[18:45:41]	Sergeant LS-7979 has lost a 'Defender Pistol' #2527.
[18:45:45]	Private TK-8096 used the 'Supply Locker' vendor.
[18:45:46]	Sergeant LS-7979 ran 'use' on item 'Tibanna Cartridge' (#2629)
[18:45:47]	Private TK-8096 has gained 0 credits.
[18:45:47]	Private TK-8096 has gained a 'Tibanna Cartridge' #2701.
[18:45:48]	Private TK-8096 has gained 0 credits.
[18:45:48]	Private TK-8096 has gained a 'Tibanna Cartridge' #2702.
[18:45:48]	Private TK-8096 has gained 0 credits.
[18:45:48]	Private TK-8096 has gained a 'Tibanna Cartridge' #2703.
[18:45:48]	Private TK-8096 has gained 0 credits.
[18:45:48]	Private TK-8096 has gained a 'Tibanna Cartridge' #2704.
[18:45:49]	Private TK-8096 has gained 0 credits.
[18:45:49]	Private TK-8096 has gained a 'Tibanna Cartridge' #2705.
[18:45:49]	Private TK-8096 has gained 0 credits.
[18:45:49]	Private TK-8096 has gained a 'Tibanna Cartridge' #2706.
[18:45:51]	Sergeant LS-7979 destroyed a 'E-11 Stun Blaster' #2395.
[18:45:53]	Sergeant LS-7979 destroyed a 'Tibanna Cartridge' #2662.
[18:45:54]	Sergeant LS-7979 destroyed a 'Tibanna Cartridge' #2658.
[18:45:56]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2705)
[18:45:56]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2701)
[18:45:57]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2702)
[18:45:58]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2706)
[18:45:59]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2703)
[18:46:00]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2704)
[18:46:02]	Private TK-8096 ran 'Equip' on item 'E-10 Blaster' (#2650)
[18:46:03]	Private TK-8096 ran 'Equip' on item 'EC-17 Blaster' (#2645)
[18:46:03]	Sergeant LS-7979 destroyed a 'E-11 Stun Blaster' #2398.
[18:46:10]	Sergeant LS-7979 destroyed a 'E-11 Blaster' #2691.
[18:46:15]	Sergeant LS-7979 destroyed a 'Comlink' #2633.
[18:46:17]	Sergeant LS-7979 destroyed a 'Armor Dirtifier' #2427.
[18:46:19]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 31 damage from Agent Zeak Rold.
[18:46:20]	Sergeant LS-7979 used the 'Supply Locker' vendor.
[18:46:22]	Sergeant LS-7979 has gained 0 credits.
[18:46:22]	Sergeant LS-7979 has gained a 'Tibanna Cartridge' #2701.
[18:46:22]	Sergeant LS-7979 has gained 0 credits.
[18:46:22]	Sergeant LS-7979 has gained a 'Tibanna Cartridge' #2702.
[18:46:23]	Sergeant LS-7979 has gained 0 credits.
[18:46:23]	Sergeant LS-7979 has gained a 'Tibanna Cartridge' #2703.
[18:46:23]	Sergeant LS-7979 has gained 0 credits.
[18:46:23]	Sergeant LS-7979 has gained a 'Tibanna Cartridge' #2704.
[18:47:31]	Agent Zeak Rold has taken 705 damage from Sergeant LS-7979.
[18:47:31]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:47:54]	Agent Zeak Rold has taken 660 damage from Sergeant LS-7979.
[18:47:54]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:48:09]	Agent Zeak Rold has taken 689 damage from Sergeant LS-7979.
[18:48:09]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:48:20]	Agent Zeak Rold has taken 669 damage from Sergeant LS-7979.
[18:48:20]	Sergeant LS-7979 has killed Agent Zeak Rold with rw_sw_dlt20a.
[18:51:57]	Agent Zeak Rold ran 'Equip' on item 'DH-17 Blaster' (#2442)
[18:51:58]	Agent Zeak Rold ran 'use' on item 'Tibanna Cartridge' (#2694)
[18:52:02]	Sergeant LS-7979 has taken 174 damage from Agent Zeak Rold.
[18:52:02]	Agent Zeak Rold has killed Sergeant LS-7979 with rw_sw_dh17.
[18:52:14]	Private TK-8096 has taken 1 damage from liftDoor4_1.
[18:52:14]	Private TK-8096 has taken 1 damage from liftDoor4_1.
[18:52:14]	Private TK-8096 has taken 1 damage from liftDoor4_1.
[18:52:14]	Private TK-8096 has taken 1 damage from liftDoor4_1.
[18:52:14]	Private TK-8096 has taken 1 damage from liftDoor4_1.
[18:52:14]	Private TK-8096 has taken 1 damage from liftDoor4_1.
[18:52:14]	Private TK-8096 has taken 1 damage from liftDoor4_1.
[18:52:14]	Private TK-8096 has taken 1 damage from liftDoor4_1.
[18:52:18]	Agent Zeak Rold has taken 143 damage from worldspawn.
[18:52:18]	worldspawn has killed Agent Zeak Rold.
[18:53:15]	Private TK-8096 ran 'take' on item 'Box of Crackers' (#2440)
[18:53:15]	Private TK-8096 has gained a 'Box of Crackers' #2440.
[18:53:18]	Private TK-8096 ran 'drop' on item 'Box of Crackers' (#2440)
[18:53:18]	Private TK-8096 has lost a 'Box of Crackers' #2440.
[18:55:47]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'take' on item 'Box of Crackers' (#2440)
[18:55:51]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'drop' on item 'Tibanna Cartridge' (#2674)
[18:55:51]	Lance Corporal Lastimosa 'Marauder' Oldblood has lost a 'Tibanna Cartridge' #2674.
[18:55:53]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'take' on item 'Box of Crackers' (#2440)
[18:55:53]	Lance Corporal Lastimosa 'Marauder' Oldblood has gained a 'Box of Crackers' #2440.
[18:56:28]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[18:56:30]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[18:56:37]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[18:56:41]	Private TK-8096 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[18:56:45]	Private TK-8096 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[18:56:50]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 31 damage from Private TK-8096.
[18:56:50]	Private TK-8096 has killed Lance Corporal Lastimosa 'Marauder' Oldblood with rw_sw_e10.
[18:57:02]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'Equip' on item 'T-21 Blaster' (#2455)
[18:57:03]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'EquipUn' on item 'T-21 Blaster' (#2455)
[18:57:04]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'Equip' on item 'E-11D Blaster' (#2566)
[18:57:05]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'use' on item 'Tibanna Cartridge' (#2668)
[18:57:05]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'use' on item 'Tibanna Cartridge' (#2667)
[18:57:06]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'use' on item 'Tibanna Cartridge' (#2673)
[18:57:08]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[18:57:27]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 31 damage from Private TK-8096.
[18:57:27]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 3 damage from Private TK-8096.
[18:57:28]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 23 damage from Private TK-8096.
[18:57:28]	Private TK-8096 has taken 35 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[18:57:28]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 23 damage from Private TK-8096.
[18:57:28]	Private TK-8096 has taken 36 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[18:57:28]	Lance Corporal Lastimosa 'Marauder' Oldblood has killed Private TK-8096 with rw_sw_e11d.
[18:57:29]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[18:58:51]	Private TK-8096 ran 'Equip' on item 'E-10 Blaster' (#2650)
[18:58:52]	Private TK-8096 ran 'Equip' on item 'EC-17 Blaster' (#2645)
[18:59:05]	Private TK-8096 used the 'Supply Locker' vendor.
[18:59:07]	Private TK-8096 has gained 0 credits.
[18:59:07]	Private TK-8096 has gained a 'Tibanna Cartridge' #2705.
[18:59:07]	Private TK-8096 has gained 0 credits.
[18:59:07]	Private TK-8096 has gained a 'Tibanna Cartridge' #2706.
[18:59:08]	Private TK-8096 has gained 0 credits.
[18:59:08]	Private TK-8096 has gained a 'Tibanna Cartridge' #2707.
[18:59:08]	Private TK-8096 has gained 0 credits.
[18:59:08]	Private TK-8096 has gained a 'Tibanna Cartridge' #2708.
[18:59:09]	Private TK-8096 has gained 0 credits.
[18:59:09]	Private TK-8096 has gained a 'Tibanna Cartridge' #2709.
[18:59:09]	Private TK-8096 has gained 0 credits.
[18:59:09]	Private TK-8096 has gained a 'Tibanna Cartridge' #2710.
[18:59:10]	Private TK-8096 has gained 0 credits.
[18:59:10]	Private TK-8096 has gained a 'Tibanna Cartridge' #2711.
[18:59:10]	Private TK-8096 has gained 0 credits.
[18:59:10]	Private TK-8096 has gained a 'Tibanna Cartridge' #2712.
[18:59:14]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2710)
[18:59:15]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2709)
[18:59:16]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2711)
[18:59:16]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2712)
[18:59:17]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2707)
[18:59:19]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2706)
[18:59:20]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2705)
[18:59:21]	Private TK-8096 ran 'use' on item 'Tibanna Cartridge' (#2708)
[19:01:32]	xtxt13 loaded the character 'Recruit TK-4401'
[19:01:42]	xtxt13 (STEAM_0:0:539178938) has disconnected.
[19:02:17]	xtxt13 has connected.
[19:03:19]	xtxt13 created the character 'jeff'
[19:03:19]	xtxt13 loaded the character 'jeff'
[19:03:23]	jeff used the 'Supply Locker' vendor.
[19:03:26]	jeff has gained 0 credits.
[19:03:26]	jeff has gained a 'Tibanna Cartridge' #2705.
[19:03:27]	jeff has gained 0 credits.
[19:03:27]	jeff has gained a 'Tibanna Cartridge' #2706.
[19:03:27]	jeff has gained 0 credits.
[19:03:27]	jeff has gained a 'Tibanna Cartridge' #2707.
[19:03:28]	jeff has gained 0 credits.
[19:03:28]	jeff has gained a 'Tibanna Cartridge' #2708.
[19:03:28]	jeff has gained 0 credits.
[19:03:28]	jeff has gained a 'Tibanna Cartridge' #2709.
[19:03:30]	jeff has gained 0 credits.
[19:03:30]	jeff has gained a 'EC-17 Blaster' #2710.
[19:03:35]	jeff used the 'Supply Locker' vendor.
[19:03:38]	jeff has gained 0 credits.
[19:03:38]	jeff has gained a 'DH-17a Blaster' #2711.
[19:03:45]	jeff used the 'Supply Locker' vendor.
[19:03:49]	jeff has gained 0 credits.
[19:03:49]	jeff has gained a 'EC-17 Blaster' #2712.
[19:03:55]	jeff ran 'Equip' on item 'EC-17 Blaster' (#2712)
[19:03:57]	jeff ran 'use' on item 'Tibanna Cartridge' (#2705)
[19:03:57]	jeff ran 'use' on item 'Tibanna Cartridge' (#2706)
[19:03:58]	jeff ran 'use' on item 'Tibanna Cartridge' (#2707)
[19:03:59]	jeff ran 'use' on item 'Tibanna Cartridge' (#2708)
[19:04:00]	jeff ran 'use' on item 'Tibanna Cartridge' (#2709)
[19:05:34]	xtxt13 (STEAM_0:0:539178938) has disconnected.
