[00:00:00]	[OOC] Unknown: rejoin*
[20:07:08]	Corporal RT-9824 ''Bulwark'' has taken 50 damage from prop_physics.
[20:07:08]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:08]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:08]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:09]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:09]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:09]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:09]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:09]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:10]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:10]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:10]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:10]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:10]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:11]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:11]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:11]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:11]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:07:11]	Corporal RT-9824 ''Bulwark'' has taken 10 damage from Corporal IN-3331.
[20:07:11]	Corporal IN-3331 has killed Corporal RT-9824 ''Bulwark'' with fo_flamethrower.
[20:07:12]	Corporal IN-3331 used command '/ToggleRaise'.
[20:07:17]	Corporal IN-3331 entered observer.
[20:07:33]	Corporal IN-3331 exited observer at their location.
[20:07:44]	[OOC] Crewman Second Class Vutta Crogour: Hey ollie can I get the Physgun and tool gun flags on my characters that need it?
[20:07:57]	R2-M3 has spawned 'models/props_c17/FurnitureSink001a.mdl'.
[20:07:58]	R2-M3 has taken 20 damage from prop_physics.
[20:07:58]	R2-M3 has taken 5 damage from prop_physics.
[20:08:00]	R2-M3 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[20:08:00]	R2-M3 has taken 50 damage from prop_physics.
[20:08:00]	R2-M3 has taken 200 damage from rp_kaktusownia_swrp_v1.
[20:08:00]	rp_kaktusownia_swrp_v1 has killed R2-M3.
[20:08:05]	Corporal RT-9824 ''Bulwark'' ran 'Equip' on item 'E-22 Blaster' (#536)
[20:08:14]	[OOC] Corporal IN-3331: Uh,yeah
[20:08:26]	Corporal IN-3331 used command '/CharGiveFlag Vutta pet'.
[20:08:36]	[OOC] Crewman Second Class Vutta Crogour: Paid for the supporter last night
[20:08:37]	Corporal IN-3331 used command '/ToggleRaise'.
[20:08:41]	[OOC] Corporal IN-3331: yeah, I checked.
[20:08:46]	Vutta loaded the character 'Woz Crogour'
[20:09:07]	R2-M3 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[20:09:07]	R2-M3 has taken 200 damage from rp_kaktusownia_swrp_v1.
[20:09:07]	rp_kaktusownia_swrp_v1 has killed R2-M3.
[20:09:23]	[OOC] R2-M3: e
[20:09:24]	[OOC] Woz Crogour: L
[20:09:27]	Corporal IN-3331 used command '/CharGiveFlag Woz pet'.
[20:09:32]	Corporal RT-9824 ''Bulwark'' has spawned 'models/props_c17/canister_propane01a.mdl'.
[20:09:32]	Corporal IN-3331 used command '/ToggleRaise'.
[20:09:32]	Corporal RT-9824 ''Bulwark'' has taken 20 damage from prop_physics.
[20:09:34]	Corporal RT-9824 ''Bulwark'' has spawned 'models/props_c17/display_cooler01a.mdl'.
[20:09:34]	Corporal RT-9824 ''Bulwark'' has taken 10 damage from prop_physics.
[20:09:34]	Corporal RT-9824 ''Bulwark'' has taken 5 damage from prop_physics.
[20:09:35]	Corporal IN-3331 used command '/ToggleRaise'.
[20:09:36]	Corporal RT-9824 ''Bulwark'' has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[20:09:36]	Corporal RT-9824 ''Bulwark'' has taken 10 damage from prop_physics.
[20:09:36]	Corporal RT-9824 ''Bulwark'' has taken 5 damage from prop_physics.
[20:09:37]	Corporal RT-9824 ''Bulwark'' has taken 10 damage from Corporal IN-3331.
[20:09:37]	Corporal RT-9824 ''Bulwark'' has taken 10 damage from Corporal IN-3331.
[20:09:37]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:09:37]	Corporal RT-9824 ''Bulwark'' has taken 10 damage from Corporal IN-3331.
[20:09:37]	Corporal RT-9824 ''Bulwark'' has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[20:09:37]	Corporal RT-9824 ''Bulwark'' has taken 1 damage from entityflame.
[20:09:38]	Corporal RT-9824 ''Bulwark'' has taken 10 damage from Corporal IN-3331.
[20:09:38]	Corporal RT-9824 ''Bulwark'' has taken 10 damage from Corporal IN-3331.
[20:09:38]	Corporal IN-3331 has killed Corporal RT-9824 ''Bulwark'' with fo_flamethrower.
[20:09:41]	Corporal IN-3331 used command '/ToggleRaise'.
[20:09:43]	R2-M3 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[20:09:45]	Vutta loaded the character 'R5-89'
[20:09:46]	R5-89 has taken 500 damage from lfs_speederbike.
[20:09:46]	lfs_speederbike has killed R5-89.
[20:09:46]	R2-M3 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[20:09:48]	Corporal IN-3331 entered observer.
[20:09:54]	Corporal IN-3331 exited observer at their location.
[20:09:55]	R2-M3 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[20:09:59]	R2-M3 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[20:09:59]	R5-89 has taken 200 damage from rp_kaktusownia_swrp_v1.
[20:09:59]	rp_kaktusownia_swrp_v1 has killed R5-89.
[20:10:05]	Corporal IN-3331 used command '/CharGiveFlag R5 pet'.
[20:10:18]	Vutta loaded the character 'Probe Droid'
[20:10:25]	Corporal RT-9824 ''Bulwark'' ran 'Equip' on item 'E-22 Blaster' (#536)
[20:10:27]	Corporal IN-3331 used command '/CharGiveFlag probe pet'.
[20:10:30]	Corporal IN-3331 entered observer.
[20:10:43]	Corporal IN-3331 exited observer at their location.
[20:10:44]	Corporal IN-3331 entered observer.
[20:10:45]	Corporal IN-3331 exited observer at their location.
[20:10:47]	R2-M3 has spawned 'models/gagprobe/gagprobe.mdl'.
[20:10:48]	Vutta loaded the character 'Crewman Second Class Vutta Crogour'
[20:10:51]	[OOC] R2-M3: models/gagprobe/gagprobe.mdl
[20:10:56]	R2-M3 has spawned 'models/gagprobe/gagprobe.mdl'.
[20:10:56]	Corporal IN-3331 entered observer.
[20:10:59]	Corporal RT-9824 ''Bulwark'' used the 'Armory' vendor.
[20:11:01]	Corporal RT-9824 ''Bulwark'' has gained 0 credits.
[20:11:01]	Corporal RT-9824 ''Bulwark'' has gained a 'Tibanna Cartridge' #894.
[20:11:01]	Corporal RT-9824 ''Bulwark'' has gained 0 credits.
[20:11:01]	Corporal RT-9824 ''Bulwark'' has gained a 'Tibanna Cartridge' #895.
[20:11:02]	Corporal RT-9824 ''Bulwark'' has gained 0 credits.
[20:11:02]	Corporal RT-9824 ''Bulwark'' has gained a 'Tibanna Cartridge' #896.
[20:11:02]	Corporal RT-9824 ''Bulwark'' has gained 0 credits.
[20:11:02]	Corporal RT-9824 ''Bulwark'' has gained a 'Tibanna Cartridge' #897.
[20:11:02]	Corporal RT-9824 ''Bulwark'' has gained 0 credits.
[20:11:02]	Corporal RT-9824 ''Bulwark'' has gained a 'Tibanna Cartridge' #898.
[20:11:03]	Corporal RT-9824 ''Bulwark'' has gained 0 credits.
[20:11:03]	Corporal RT-9824 ''Bulwark'' has gained a 'Tibanna Cartridge' #899.
[20:11:03]	Corporal RT-9824 ''Bulwark'' has gained 0 credits.
[20:11:03]	Corporal RT-9824 ''Bulwark'' has gained a 'Tibanna Cartridge' #900.
[20:11:05]	R2-M3 has spawned 'models/gagprobe/gagprobe.mdl'.
[20:11:05]	Corporal RT-9824 ''Bulwark'' ran 'use' on item 'Tibanna Cartridge' (#895)
[20:11:05]	R2-M3 has taken 45 damage from Lance Corporal LS-7979.
[20:11:05]	R2-M3 has taken 45 damage from Lance Corporal LS-7979.
[20:11:06]	Corporal RT-9824 ''Bulwark'' ran 'use' on item 'Tibanna Cartridge' (#896)
[20:11:06]	R2-M3 has taken 45 damage from Lance Corporal LS-7979.
[20:11:06]	Lance Corporal LS-7979 has killed R2-M3 with ix_hands.
[20:11:06]	Corporal RT-9824 ''Bulwark'' has taken 45 damage from Lance Corporal LS-7979.
[20:11:06]	Corporal IN-3331 exited observer at their location.
[20:11:06]	Corporal RT-9824 ''Bulwark'' ran 'use' on item 'Tibanna Cartridge' (#897)
[20:11:07]	Corporal RT-9824 ''Bulwark'' ran 'use' on item 'Tibanna Cartridge' (#898)
[20:11:07]	Corporal RT-9824 ''Bulwark'' ran 'use' on item 'Tibanna Cartridge' (#900)
[20:11:08]	Corporal RT-9824 ''Bulwark'' ran 'use' on item 'Tibanna Cartridge' (#894)
[20:11:08]	Corporal RT-9824 ''Bulwark'' ran 'use' on item 'Tibanna Cartridge' (#899)
[20:11:11]	Ollie Garner (STEAM_0:1:52892973) has disconnected.
[20:11:25]	R2-M3 has spawned 'models/gagprobe/gagprobe.mdl'.
[20:11:26]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[20:12:25]	Vutta (STEAM_0:0:70853523) has disconnected.
[20:13:16]	DRD (STEAM_0:0:193599766) has disconnected.
[20:13:17]	Vutta has connected.
[20:14:22]	Vutta loaded the character 'Crewman Second Class Vutta Crogour'
[20:22:44]	Vutta (STEAM_0:0:70853523) has disconnected.
[20:56:49]	NamRm (STEAM_0:0:69476140) has disconnected.
[20:59:31]	A Mandalorian (STEAM_0:1:176186550) has disconnected.
[21:48:21]	Chicken has connected.
[21:49:04]	Chicken loaded the character 'Flight Crewman Second Class Dash Rene'
[21:52:56]	Flight Crewman Second Class Dash Rene has taken 200 damage from rp_kaktusownia_swrp_v1.
[21:52:56]	rp_kaktusownia_swrp_v1 has killed Flight Crewman Second Class Dash Rene.
[21:58:55]	FB|| light ROOM has connected.
[21:59:54]	FB|| light ROOM loaded the character 'Corporal RT-9824 ''Bulwark'''
[21:59:59]	[OOC] Corporal RT-9824 ''Bulwark'': Gamer
[22:00:40]	Corporal RT-9824 ''Bulwark'' used command '/CharDesc'.
[22:01:03]	Chicken loaded the character 'Private TK-6185'
[22:01:21]	[OOC] Private TK-6185: light room
[22:01:25]	[OOC] Private TK-6185: go to st bunks not meta
[22:01:43]	Corporal RT-9824 ''Bulwark'' used command '/CharDesc Large suit with a cloak and some fur | Around 6'4" | Large Gription boots | Chaotic and loud voice |'.
[22:01:46]	[OOC] Corporal RT-9824 ''Bulwark'': Cringe
[22:01:59]	[OOC] Corporal RT-9824 ''Bulwark'': I do be a Bulwark though
[22:02:18]	[OOC] Corporal RT-9824 ''Bulwark'': Namely because my RT has never dodged or blocked a attack.
[22:02:25]	[OOC] Corporal RT-9824 ''Bulwark'': Atleast recently.
[22:03:53]	[ME] Private TK-6185: sits on bunk
[22:04:05]	[ME] Corporal RT-9824 ''Bulwark'': Sits his ass down onto he bed, his weight fucking makes him sink into the bunk.
[22:06:37]	[ME] Corporal RT-9824 ''Bulwark'': Chuckles
[22:07:09]	[IT] Corporal RT-9824 ''Bulwark'': The RT just passively called you all fucking bad.
[22:07:16]	[LOOC] Private TK-6185: how?
[22:07:31]	[LOOC] Corporal RT-9824 ''Bulwark'': I said the training "might" even spit out some affective troopers.
[22:07:37]	[LOOC] Private TK-6185: ah
[22:09:44]	[ME] Corporal RT-9824 ''Bulwark'': Fucking lets out a audible laugh.
[22:18:33]	[LOOC] Corporal RT-9824 ''Bulwark'': Jedi be like
[22:20:32]	[OOC] Corporal RT-9824 ''Bulwark'': Heheh, broken bones go CRACK
[22:20:42]	[ME] Corporal RT-9824 ''Bulwark'': Switches on his Gription boots.
[22:20:52]	Corporal RT-9824 ''Bulwark'' rolled 36 out of 100.
[22:20:52]	Corporal RT-9824 ''Bulwark'' used command '/Roll'.
[22:20:57]	Private TK-6185 rolled 41 out of 100.
[22:20:57]	Private TK-6185 used command '/Roll'.
[22:20:59]	[LOOC] Corporal RT-9824 ''Bulwark'': F
[22:21:04]	[LOOC] Corporal RT-9824 ''Bulwark'': Your turn nerd
[22:21:17]	[ME] Private TK-6185: punches helemt
[22:21:30]	[IT] Corporal RT-9824 ''Bulwark'': It does jackshit.
[22:21:41]	[ME] Corporal RT-9824 ''Bulwark'': Fucking roundhouse kicks the Trooper in the kidney area.
[22:22:00]	[ME] Private TK-6185: steps back
[22:22:28]	[IT] Corporal RT-9824 ''Bulwark'': It hurts but your arm absorbs most of the impact.
[22:22:32]	[ME] Private TK-6185: kicks IN THE KIDNEY AREA
[22:22:40]	[IT] Corporal RT-9824 ''Bulwark'': Does jackshit
[22:23:00]	[ME] Corporal RT-9824 ''Bulwark'': Fucking attempts to steamroll the TK, i'm around 300 pounds so have fun.
[22:23:17]	[ME] Private TK-6185: dashes to right
[22:23:35]	[ME] Private TK-6185: gives a good old wack on the back of his head
[22:23:47]	[IT] Corporal RT-9824 ''Bulwark'': Does jackshit
[22:23:58]	[ME] Corporal RT-9824 ''Bulwark'': Fucking throws a punch at the Tk's face.
[22:24:04]	[ME] Private TK-6185: ducks
[22:24:21]	[ME] Private TK-6185: punches in lense
[22:24:41]	[IT] Corporal RT-9824 ''Bulwark'': Does jackshit, soon this is going to start hurting you
[22:24:44]	[ME] Private TK-6185: bangs head against wall
[22:24:58]	[ME] Corporal RT-9824 ''Bulwark'': Fucking headbutts the Tk.
[22:25:22]	[ME] Private TK-6185: ducks
[22:25:40]	[ME] Private TK-6185: punches in helmet lense
[22:26:01]	[IT] Corporal RT-9824 ''Bulwark'': It just barely hurts him due to how close those rolls were.
[22:26:21]	[ME] Corporal RT-9824 ''Bulwark'': Fucking attempts to grab his lower waist, have fun on the next /me if this works.
[22:26:35]	[ME] Private TK-6185: backs away
[22:26:56]	[ME] Private TK-6185: kicks in the stupid little waste
[22:27:01]	[LOOC] Corporal RT-9824 ''Bulwark'': waist*
[22:27:23]	[ME] Corporal RT-9824 ''Bulwark'': Attempts to grab his leg before he can hit.
[22:27:51]	[ME] Corporal RT-9824 ''Bulwark'': Attempts to fucking knock the man off balance.
[22:28:16]	[ME] Private TK-6185: trys prying hand off
[22:28:40]	[ME] Corporal RT-9824 ''Bulwark'': Grabs the hand he's using to pry.
[22:29:34]	[IT] Corporal RT-9824 ''Bulwark'': Your prying is so fucking weak it does literally nothing, the RT barely notices it.
[22:29:54]	[ME] Corporal RT-9824 ''Bulwark'': Throws a kick at the TK's chest.
[22:30:07]	[ME] Private TK-6185: dashes back
[22:30:33]	[IT] Corporal RT-9824 ''Bulwark'': It fucking hurts bad, you're knocked on your ass.
[22:31:00]	[ME] Private TK-6185: punches in knee with the un protected area
[22:31:21]	[IT] Corporal RT-9824 ''Bulwark'': Your hurt your hand, BAD.
[22:31:23]	Private TK-6185 has taken 10 damage from Corporal RT-9824 ''Bulwark''.
[22:31:33]	[ME] Corporal RT-9824 ''Bulwark'': Fucking slams his foot into the TK's chest.
[22:31:45]	[ME] Private TK-6185: rolls to side
[22:32:14]	[IT] Corporal RT-9824 ''Bulwark'': You're pinned and your chest hurts.
[22:32:22]	[ME] Private TK-6185: taps out
[22:32:30]	[ME] Corporal RT-9824 ''Bulwark'': Steps off of the poor fucking man.
[22:33:05]	[ME] Private TK-6185: shits pants in fear
[22:33:59]	Private TK-6185 used command '/CharFallOver'.
[22:34:01]	Private TK-6185 used command '/CharGetUp'.
[22:34:02]	Private TK-6185 used command '/CharGetUp'.
[22:34:02]	Private TK-6185 used command '/CharGetUp'.
[22:34:03]	Private TK-6185 used command '/CharGetUp'.
[22:34:04]	Private TK-6185 used command '/CharGetUp'.
[22:34:04]	Private TK-6185 used command '/CharGetUp'.
[22:34:05]	Private TK-6185 used command '/CharGetUp'.
[22:34:06]	Private TK-6185 used command '/CharGetUp'.
[22:34:08]	[ME] Corporal RT-9824 ''Bulwark'': Sits in his fucking slightly fucked bed due to his weight.
[22:34:12]	Private TK-6185 used command '/CharFallOver'.
[22:34:26]	Corporal RT-9824 ''Bulwark'' ran 'Equip' on item 'Thermal Detonator' (#55)
[22:34:30]	Private TK-6185 used command '/CharGetUp'.
[22:34:45]	Private TK-6185 used command '/CharFallOver'.
[22:35:01]	Private TK-6185 used command '/CharGetUp'.
[22:35:02]	Private TK-6185 used command '/CharGetUp'.
[22:35:02]	Private TK-6185 used command '/CharGetUp'.
[22:35:03]	Private TK-6185 used command '/CharGetUp'.
[22:35:03]	Private TK-6185 used command '/CharGetUp'.
[22:35:04]	Private TK-6185 used command '/CharGetUp'.
[22:35:05]	Private TK-6185 used command '/CharGetUp'.
[22:35:05]	Private TK-6185 used command '/CharGetUp'.
[22:35:35]	[ME] Private TK-6185: takes off gear and puts in cabnit
[22:35:56]	[ME] Private TK-6185: lays on bed trying to go to sleep while being stared at by a mamath
[22:36:01]	Private TK-6185 used command '/CharFallOver'.
[22:36:17]	[ME] Corporal RT-9824 ''Bulwark'': Deactivates his heavy fucking boots and slips them off.
[22:37:31]	[ME] Corporal RT-9824 ''Bulwark'': Slep
[22:37:35]	Corporal RT-9824 ''Bulwark'' used command '/CharFallOver'.
[22:37:36]	Private TK-6185 used command '/CharGetUp'.
[22:37:41]	Corporal RT-9824 ''Bulwark'' used command '/CharGetUp'.
[22:37:49]	[ME] Private TK-6185: grabs marker
[22:37:50]	Corporal RT-9824 ''Bulwark'' used command '/CharFallOver'.
[22:38:19]	[ME] Private TK-6185: draws a penis on forhead
[22:38:25]	Private TK-6185 rolled 8 out of 100.
[22:38:25]	Private TK-6185 used command '/Roll'.
[22:38:34]	[ME] Corporal RT-9824 ''Bulwark'': Notices what that motherfucker is doing.
[22:38:34]	Corporal RT-9824 ''Bulwark'' used command '/CharGetUp'.
[22:38:40]	[ME] Private TK-6185: dashes for it
[22:39:10]	[ME] Corporal RT-9824 ''Bulwark'': Fucking grabs the man by his throat.
[22:39:32]	[ME] Corporal RT-9824 ''Bulwark'': Just fucking stares at the man, obvious anger radiating off of him.
[22:39:47]	[ME] Private TK-6185: just kinda prepares for the attack
[22:39:55]	[ME] Corporal RT-9824 ''Bulwark'': Starts walking with the TK in his hand.
[22:40:14]	[ME] Corporal RT-9824 ''Bulwark'': Fucking slams him onto the bed and holds out his mask to the Tk.
[22:40:34]	[ME] Private TK-6185: trys rubbing the marker off the mask
[22:40:36]	Private TK-6185 rolled 46 out of 100.
[22:40:36]	Private TK-6185 used command '/Roll'.
[22:40:42]	[IT] Corporal RT-9824 ''Bulwark'': You fail.
[22:40:53]	[Y] Corporal RT-9824 ''Bulwark'': NOT GOOD ENOUGH, KEEP CLEANING!
[22:40:57]	[ME] Private TK-6185: trys rubbing the marker off again adding some spit
[22:40:59]	Private TK-6185 rolled 17 out of 100.
