[00:10:52]	_--Ashley--_ has connected.
[14:02:22]	[LOOC] Alex Palovichov: idfk
[14:02:30]	[LOOC] Alex Palovichov: Just put something that sounds right
[14:02:43]	[LOOC] Ashley Adams: shiiitt 
[14:02:58]	Ashley Adams ran 'Edit' on item 'Notepad' (#25014)
[14:03:46]	[ME] Ashley Adams: continues writing, until you see me write my signiture.
[14:04:04]	Ashley Adams ran 'drop' on item 'Notepad' (#25014)
[14:04:04]	Ashley Adams has lost a 'Notepad' #25014.
[14:04:07]	Alex Palovichov ran 'take' on item 'Notepad' (#25014)
[14:04:07]	Alex Palovichov has gained a 'Notepad' #25014.
[14:04:08]	Alex Palovichov ran 'View' on item 'Notepad' (#25014)
[14:04:10]	[ME] Ashley Adams: places on desk
[14:05:05]	Alex Palovichov ran 'Edit' on item 'Notepad' (#25014)
[14:05:05]	[LOOC] Ashley Adams: I mean technally I do, Unless its changed. becuase they were changing the trespass charge from 5 to something else
[14:05:21]	[LOOC] Alex Palovichov: CZ?
[14:05:26]	[LOOC] Ashley Adams: yep
[14:05:38]	[LOOC] Alex Palovichov: Huh its 3 now
[14:05:42]	[LOOC] Alex Palovichov: doesn't count as 5
[14:05:52]	[LOOC] Ashley Adams: funny they said a five to me XD
[14:06:06]	[LOOC] Alex Palovichov: Minor Violation 3 723b Trespassing in the Construction Zone
[14:06:26]	[LOOC] Alex Palovichov: f3 me
[14:06:34]	[LOOC] Ashley Adams: void
[14:07:34]	Alex Palovichov opened the '' #2415 container.
[14:07:37]	Alex Palovichov ran 'View' on item 'Notepad' (#25014)
[14:07:39]	Alex Palovichov closed the '' #2415 container.
[14:08:04]	Alex Palovichov ran 'drop' on item 'Notepad' (#25014)
[14:08:04]	Alex Palovichov has lost a 'Notepad' #25014.
[14:08:09]	Alex Palovichov ran 'take' on item 'Notepad' (#25014)
[14:08:09]	Alex Palovichov has gained a 'Notepad' #25014.
[14:08:10]	Alex Palovichov ran 'View' on item 'Notepad' (#25014)
[14:09:12]	Alex Palovichov opened the '' #2383 container.
[14:09:16]	Alex Palovichov closed the '' #2383 container.
[14:09:16]	Alex Palovichov opened the '' #2415 container.
[14:09:19]	Alex Palovichov closed the '' #2415 container.
[14:09:29]	[OOC] Alex Palovichov: afk
[14:10:11]	Ashley Adams opened the '' #239 container.
[14:10:13]	Ashley Adams ran 'drop' on item 'Pan' (#27321)
[14:10:15]	Ashley Adams closed the '' #239 container.
[14:10:26]	Ashley Adams destroyed a 'Pan' #27321.
[14:10:58]	Ashley Adams has gained a 'Empty Bleach Bottle' #27372.
[14:11:17]	Ashley Adams ran 'drop' on item 'Empty Bleach Bottle' (#27372)
[14:11:17]	Ashley Adams has lost a 'Empty Bleach Bottle' #27372.
[14:11:21]	Ashley Adams destroyed a 'Empty Bleach Bottle' #27372.
[14:12:11]	Ashley Adams has gained a 'Empty Soda Bottle' #27372.
[14:12:32]	Ashley Adams ran 'drop' on item 'Empty Soda Bottle' (#27372)
[14:12:32]	Ashley Adams has lost a 'Empty Soda Bottle' #27372.
[14:12:34]	Ashley Adams destroyed a 'Empty Soda Bottle' #27372.
[14:12:56]	Ashley Adams used the 'Shopkeeper' vendor.
[14:12:59]	Ashley Adams has lost 10 tokens.
[14:12:59]	Ashley Adams has gained a 'Flashlight' #27372.
[14:14:56]	Ashley Adams has gained a 'Empty Chinese Takeout' #27373.
[14:15:00]	Ashley Adams ran 'drop' on item 'Empty Chinese Takeout' (#27373)
[14:15:00]	Ashley Adams has lost a 'Empty Chinese Takeout' #27373.
[14:15:03]	Ashley Adams destroyed a 'Empty Chinese Takeout' #27373.
[14:16:46]	Ashley Adams has gained a 'Empty Cooking Oil Bottle' #27373.
[14:16:49]	Ashley Adams has gained a 'Minimum Grade Food Product (No Flavor)' #27374.
[14:16:50]	Ashley Adams opened the '' #2551 container.
[14:16:56]	Ashley Adams closed the '' #2551 container.
[14:17:01]	Ashley Adams ran 'Consume' on item 'Minimum Grade Food Product (Liver Flavor)' (#27330)
[14:17:03]	Ashley Adams ran 'Consume' on item 'Minimum Grade Food Product (No Flavor)' (#27374)
[14:18:56]	_--Ashley--_ (STEAM_0:0:25179524) has disconnected.
[14:19:57]	Bean (STEAM_0:1:591779303) has disconnected.
[14:21:52]	Bean has connected.
[14:22:17]	Bean loaded the character 'Alex Palovichov'
[14:22:20]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[14:23:41]	Alex Palovichov has gained a 'Circuit Board' #27374.
[14:23:43]	Alex Palovichov ran 'drop' on item 'Circuit Board' (#27374)
[14:23:43]	Alex Palovichov has lost a 'Circuit Board' #27374.
[14:23:45]	Alex Palovichov destroyed a 'Circuit Board' #27374.
[14:23:50]	Alex Palovichov has gained a 'Car Battery' #27374.
[14:23:54]	Alex Palovichov ran 'drop' on item 'Car Battery' (#27374)
[14:23:54]	Alex Palovichov has lost a 'Car Battery' #27374.
[14:23:56]	Alex Palovichov destroyed a 'Car Battery' #27374.
[14:24:07]	Alex Palovichov has gained 20 tokens.
[14:24:08]	Alex Palovichov has gained a 'Scrap Metal' #27374.
[14:24:10]	Alex Palovichov destroyed a 'Broken Keyboard' #27303.
[14:24:12]	Alex Palovichov destroyed a 'Human Science Eye Poster' #27302.
[14:24:14]	Alex Palovichov ran 'drop' on item 'Scrap Metal' (#27374)
[14:24:14]	Alex Palovichov has lost a 'Scrap Metal' #27374.
[14:24:16]	Alex Palovichov destroyed a 'Scrap Metal' #27374.
[14:24:28]	Alex Palovichov has gained a 'Empty Paint Can' #27374.
[14:24:29]	Alex Palovichov ran 'drop' on item 'Empty Paint Can' (#27374)
[14:24:29]	Alex Palovichov has lost a 'Empty Paint Can' #27374.
[14:24:31]	Alex Palovichov destroyed a 'Empty Paint Can' #27374.
[14:24:41]	Alex Palovichov ran 'take' on item 'Padlock' (#25111)
[14:24:41]	Alex Palovichov has gained a 'Padlock' #25111.
[14:24:43]	Alex Palovichov ran 'take' on item 'Padlock' (#23726)
[14:24:43]	Alex Palovichov has gained a 'Padlock' #23726.
[14:24:52]	Alex Palovichov ran 'take' on item 'Resin' (#1989)
[14:24:52]	Alex Palovichov has gained a 'Resin' #1989.
[14:25:03]	Alex Palovichov destroyed a 'Boot' #26986.
[14:25:04]	Alex Palovichov destroyed a 'Paper' #27090.
[14:25:10]	Alex Palovichov has gained 10 tokens.
[14:25:12]	Alex Palovichov ran 'take' on item 'Bleach' (#26076)
[14:25:12]	Alex Palovichov has gained a 'Bleach' #26076.
[14:25:14]	Alex Palovichov destroyed a 'Pack of Nails' #27091.
[14:25:15]	Alex Palovichov has gained a 'Light Bulb' #27375.
[14:25:17]	Alex Palovichov destroyed a 'Scrap Electronics' #26040.
[14:25:18]	Alex Palovichov ran 'drop' on item 'Light Bulb' (#27375)
[14:25:18]	Alex Palovichov has lost a 'Light Bulb' #27375.
[14:25:20]	Alex Palovichov destroyed a 'Light Bulb' #27375.
[14:25:22]	Alex Palovichov destroyed a 'Empty Tin Can' #26524.
[14:25:27]	Alex Palovichov destroyed a 'Powercord' #27375.
[14:25:30]	Alex Palovichov destroyed a 'Broken Computer Monitor' #26425.
[14:25:35]	Alex Palovichov destroyed a 'Broken Keyboard' #26714.
[14:25:35]	Alex Palovichov destroyed a 'Consul Poster' #26601.
[14:25:37]	Alex Palovichov destroyed a 'Empty Milk Gallon' #26064.
[14:25:38]	Alex Palovichov has gained a 'Cloth Scrap' #27375.
[14:25:40]	Alex Palovichov destroyed a 'Broken Keyboard' #27288.
[14:25:43]	Alex Palovichov destroyed a 'Broken Clock' #27305.
[14:25:45]	Alex Palovichov destroyed a 'Sewn Cloth' #27236.
[14:25:47]	Alex Palovichov destroyed a 'Paper' #26988.
[14:25:49]	Alex Palovichov destroyed a 'Old Newspaper' #26531.
[14:25:53]	Alex Palovichov ran 'drop' on item 'Cloth Scrap' (#27375)
[14:25:53]	Alex Palovichov has lost a 'Cloth Scrap' #27375.
[14:25:55]	Alex Palovichov destroyed a 'Cloth Scrap' #27375.
[14:26:02]	Alex Palovichov destroyed a 'Broken Computer Monitor' #25875.
[14:26:30]	Alex Palovichov has gained 10 tokens.
[14:26:35]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[14:26:36]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[14:26:36]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[14:26:37]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[14:27:12]	Alex Palovichov has gained a 'Bar of Soap' #27375.
[14:27:20]	Alex Palovichov has gained a 'Horse Statue' #27376.
[14:27:26]	Alex Palovichov has gained a 'Empty Chinese Takeout' #27377.
[14:27:28]	Alex Palovichov ran 'drop' on item 'Empty Chinese Takeout' (#27377)
[14:27:28]	Alex Palovichov has lost a 'Empty Chinese Takeout' #27377.
[14:27:30]	Alex Palovichov destroyed a 'Empty Chinese Takeout' #27377.
[14:27:34]	Alex Palovichov has gained a 'Minimum Grade Supplements (No Flavor)' #27377.
[14:27:44]	Alex Palovichov has gained a 'Scrap Electronics' #27378.
[14:27:45]	Alex Palovichov ran 'drop' on item 'Scrap Electronics' (#27378)
[14:27:45]	Alex Palovichov has lost a 'Scrap Electronics' #27378.
[14:27:47]	Alex Palovichov destroyed a 'Scrap Electronics' #27378.
[14:28:10]	Alex Palovichov has gained a 'Pin' #27378.
[14:28:13]	Alex Palovichov ran 'Attach' on item 'Pin' (#27378)
[14:28:13]	Alex Palovichov ran 'drop' on item 'Pin' (#27378)
[14:28:13]	Alex Palovichov has lost a 'Pin' #27378.
[14:28:15]	Alex Palovichov ran 'Attach' on item 'Pin' (#27378)
[14:28:24]	Alex Palovichov has gained a 'Handcannon Packing' #27379.
[14:28:53]	Alex Palovichov destroyed a 'Empty Paint Can' #25377.
[14:29:00]	Alex Palovichov destroyed a 'AA Battery' #27380.
[14:29:26]	Alex Palovichov has gained a 'Scrap Glass' #27380.
[14:29:29]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[14:29:30]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[14:29:30]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[14:29:37]	Alex Palovichov has gained a 'A Roll of Toilet Paper' #27381.
[14:29:38]	Alex Palovichov ran 'drop' on item 'A Roll of Toilet Paper' (#27381)
[14:29:38]	Alex Palovichov has lost a 'A Roll of Toilet Paper' #27381.
[14:29:40]	Alex Palovichov destroyed a 'A Roll of Toilet Paper' #27381.
[14:29:49]	Alex Palovichov has gained a 'Empty Soda Bottle' #27381.
[14:29:51]	Alex Palovichov ran 'drop' on item 'Empty Soda Bottle' (#27381)
[14:29:51]	Alex Palovichov has lost a 'Empty Soda Bottle' #27381.
[14:29:54]	Alex Palovichov destroyed a 'Empty Soda Bottle' #27381.
[14:30:57]	Alex Palovichov has gained a 'Cinderblock' #27381.
[14:31:00]	Alex Palovichov ran 'drop' on item 'Cinderblock' (#27381)
[14:31:00]	Alex Palovichov has lost a 'Cinderblock' #27381.
[14:31:03]	Alex Palovichov destroyed a 'Cinderblock' #27381.
[14:31:38]	Alex Palovichov has gained a 'Nylon Cord' #27381.
[14:31:50]	Alex Palovichov has gained a 'Broken Clock' #27382.
[14:31:51]	Alex Palovichov ran 'drop' on item 'Broken Clock' (#27382)
[14:31:51]	Alex Palovichov has lost a 'Broken Clock' #27382.
[14:31:53]	Alex Palovichov destroyed a 'Broken Clock' #27382.
[14:33:04]	Alex Palovichov opened the '' #2385 container.
[14:33:11]	Alex Palovichov closed the '' #2385 container.
[14:33:13]	Alex Palovichov used the 'Infestation Control Storage' vendor.
[14:33:18]	Alex Palovichov has gained 0 tokens.
[14:33:19]	Alex Palovichov has gained 0 tokens.
[14:33:25]	Alex Palovichov ran 'drop' on item 'Bar of Soap' (#27375)
[14:33:25]	Alex Palovichov has lost a 'Bar of Soap' #27375.
[14:33:36]	Alex Palovichov ran 'drop' on item 'Horse Statue' (#27376)
[14:33:36]	Alex Palovichov has lost a 'Horse Statue' #27376.
[14:33:53]	Alex Palovichov ran 'drop' on item 'Nylon Cord' (#27381)
[14:33:53]	Alex Palovichov has lost a 'Nylon Cord' #27381.
[14:34:38]	Alex Palovichov ran 'drop' on item 'Minimum Grade Supplements (No Flavor)' (#27377)
[14:34:38]	Alex Palovichov has lost a 'Minimum Grade Supplements (No Flavor)' #27377.
[14:34:40]	Alex Palovichov ran 'take' on item 'Minimum Grade Supplements (No Flavor)' (#27377)
[14:34:40]	Alex Palovichov has gained a 'Minimum Grade Supplements (No Flavor)' #27377.
[14:34:44]	Alex Palovichov ran 'View' on item 'Paper' (#24871)
[14:34:49]	Alex Palovichov opened the '' #2386 container.
[14:34:56]	Alex Palovichov closed the '' #2386 container.
[14:34:59]	Alex Palovichov used the 'Infestation Control Storage' vendor.
[14:35:03]	Alex Palovichov has gained 0 tokens.
[14:35:03]	Alex Palovichov has gained a 'Bleach' #27382.
[14:35:04]	Alex Palovichov has gained 0 tokens.
[14:35:07]	Alex Palovichov ran 'drop' on item 'Thermobag' (#25180)
[14:35:07]	Alex Palovichov has lost a 'Thermobag' #25180.
[14:35:07]	Alex Palovichov has lost a 'Resin' #1989.
[14:35:07]	Alex Palovichov has lost a 'Flashlight' #24485.
[14:35:07]	Alex Palovichov has lost a 'Bleach' #26076.
[14:35:07]	Alex Palovichov has lost a 'Handcannon Packing' #27379.
[14:35:07]	Alex Palovichov has lost a 'Scrap Glass' #27380.
[14:35:08]	Alex Palovichov ran 'take' on item 'Thermobag' (#25180)
[14:35:08]	Alex Palovichov has gained a 'Thermobag' #25180.
[14:35:08]	Alex Palovichov has gained a 'Resin' #1989.
[14:35:08]	Alex Palovichov has gained a 'Flashlight' #24485.
[14:35:08]	Alex Palovichov has gained a 'Bleach' #26076.
[14:35:08]	Alex Palovichov has gained a 'Handcannon Packing' #27379.
[14:35:08]	Alex Palovichov has gained a 'Scrap Glass' #27380.
[14:35:12]	Alex Palovichov used the 'Infestation Control Storage' vendor.
[14:35:20]	Alex Palovichov ran 'drop' on item 'Bleach' (#26076)
[14:35:20]	Alex Palovichov has lost a 'Bleach' #26076.
[14:35:44]	Alex Palovichov ran 'drop' on item 'Scrap Glass' (#27380)
[14:35:44]	Alex Palovichov has lost a 'Scrap Glass' #27380.
[14:35:59]	Alex Palovichov used the 'Infestation Control Storage' vendor.
[14:36:57]	Alex Palovichov opened the '' #2396 container.
[14:36:59]	Alex Palovichov closed the '' #2396 container.
[14:37:00]	Alex Palovichov opened the '' #2395 container.
[14:37:04]	Alex Palovichov closed the '' #2395 container.
[14:37:16]	Bean (STEAM_0:1:591779303) has disconnected.
[16:28:58]	cytoplasm has connected.
[16:30:18]	cytoplasm loaded the character 'Emily Brown'
[16:37:10]	_--Ashley--_ has connected.
[16:37:38]	_--Ashley--_ loaded the character 'Ashley Adams'
[16:43:33]	Ashley Adams has gained a 'Empty Cooking Oil Bottle' #27382.
[16:43:37]	Ashley Adams has gained a 'Empty Glass Bottle' #27383.
[16:43:39]	Ashley Adams ran 'drop' on item 'Empty Glass Bottle' (#27383)
[16:43:39]	Ashley Adams has lost a 'Empty Glass Bottle' #27383.
[16:43:40]	Ashley Adams ran 'drop' on item 'Empty Cooking Oil Bottle' (#27382)
[16:43:40]	Ashley Adams has lost a 'Empty Cooking Oil Bottle' #27382.
[16:43:42]	Ashley Adams destroyed a 'Empty Glass Bottle' #27383.
[16:43:44]	Ashley Adams destroyed a 'Empty Cooking Oil Bottle' #27382.
[16:44:23]	Ashley Adams ran 'View' on item 'Paper' (#5259)
[16:45:18]	Ashley Adams has gained a 'Empty Flavored Consulate Water Can' #27382.
[16:45:22]	Ashley Adams has gained a 'Bar of Soap' #27383.
[16:45:32]	Ashley Adams ran 'drop' on item 'Bar of Soap' (#27383)
[16:45:32]	Ashley Adams has lost a 'Bar of Soap' #27383.
[16:45:33]	Ashley Adams ran 'drop' on item 'Empty Flavored Consulate Water Can' (#27382)
[16:45:33]	Ashley Adams has lost a 'Empty Flavored Consulate Water Can' #27382.
[16:45:36]	Ashley Adams destroyed a 'Empty Flavored Consulate Water Can' #27382.
[16:45:37]	Ashley Adams destroyed a 'Bar of Soap' #27383.
[16:45:38]	Ashley Adams destroyed a 'Paper' #27344.
[16:48:20]	DRD has connected.
[16:48:55]	DRD loaded the character 'CCA.C17-GRID.i1.23710'
[16:48:59]	CCA.C17-GRID.i1.23710 entered observer.
[16:49:39]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:49:40]	CCA.C17-GRID.i1.23710 entered observer.
[16:49:40]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:49:43]	CCA.C17-GRID.i1.23710 entered observer.
[16:49:44]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:49:46]	CCA.C17-GRID.i1.23710 entered observer.
[16:49:46]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:49:49]	CCA.C17-GRID.i1.23710 entered observer.
[16:49:49]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:49:53]	CCA.C17-GRID.i1.23710 entered observer.
[16:49:53]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:49:56]	CCA.C17-GRID.i1.23710 entered observer.
[16:49:58]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:02]	CCA.C17-GRID.i1.23710 entered observer.
[16:50:02]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:03]	CCA.C17-GRID.i1.23710 entered observer.
[16:50:04]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:05]	CCA.C17-GRID.i1.23710 entered observer.
[16:50:07]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:10]	CCA.C17-GRID.i1.23710 entered observer.
[16:50:10]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:14]	CCA.C17-GRID.i1.23710 entered observer.
[16:50:14]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:16]	CCA.C17-GRID.i1.23710 entered observer.
[16:50:17]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:19]	CCA.C17-GRID.i1.23710 entered observer.
[16:50:22]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:24]	CCA.C17-GRID.i1.23710 entered observer.
[16:50:24]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:26]	CCA.C17-GRID.i1.23710 entered observer.
[16:50:26]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:29]	CCA.C17-GRID.i1.23710 entered observer.
[16:50:29]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:31]	CCA.C17-GRID.i1.23710 entered observer.
[16:50:39]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:39]	CCA.C17-GRID.i1.23710 entered observer.
[16:50:41]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:41]	CCA.C17-GRID.i1.23710 has taken 3 damage from worldspawn.
[16:50:52]	CCA.C17-GRID.i1.23710 entered observer.
[16:50:53]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:50:54]	CCA.C17-GRID.i1.23710 entered observer.
[16:51:08]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:51:10]	CCA.C17-GRID.i1.23710 entered observer.
[16:51:11]	CCA.C17-GRID.i1.23710 exited observer at their location.
[16:51:12]	CCA.C17-GRID.i1.23710 has taken 19 damage from worldspawn.
[16:51:12]	CCA.C17-GRID.i1.23710 entered observer.
[16:51:52]	[OOC] CCA.C17-GRID.i1.23710: hello
[16:52:35]	CCA.C17-GRID.i1.23710 used command '/ToggleRaise'.
[16:53:06]	CCA.C17-GRID.i1.23710 used command '/ToggleRaise'.
[16:53:15]	CCA.C17-GRID.i1.23710 used command '/ToggleRaise'.
[16:53:19]	Emily Brown has taken 100 damage from worldspawn.
[16:53:19]	worldspawn has killed Emily Brown.
[16:53:38]	DRD (STEAM_0:0:193599766) has disconnected.
[17:04:32]	_--Ashley--_ (STEAM_0:0:25179524) has disconnected.
[17:08:26]	cytoplasm (STEAM_0:0:38537787) has disconnected.
[20:27:16]	_--Ashley--_ has connected.
[20:27:46]	_--Ashley--_ loaded the character 'Ashley Adams'
[20:32:03]	Ashley Adams has gained a 'Empty Chinese Takeout' #27382.
[20:32:07]	Ashley Adams ran 'drop' on item 'Empty Chinese Takeout' (#27382)
[20:32:07]	Ashley Adams has lost a 'Empty Chinese Takeout' #27382.
[20:32:09]	Ashley Adams destroyed a 'Empty Chinese Takeout' #27382.
[20:32:16]	Ashley Adams has gained a 'Broken Computer Monitor' #27382.
[20:32:18]	Ashley Adams ran 'drop' on item 'Broken Computer Monitor' (#27382)
[20:32:18]	Ashley Adams has lost a 'Broken Computer Monitor' #27382.
[20:32:20]	Ashley Adams destroyed a 'Broken Computer Monitor' #27382.
[20:32:39]	Ashley Adams has lost 5 tokens.
[20:32:41]	Ashley Adams ran 'take' on item 'Consulate Water' (#27382)
[20:32:41]	Ashley Adams has gained a 'Consulate Water' #27382.
[20:32:43]	Ashley Adams ran 'Consume' on item 'Consulate Water' (#27382)
[20:33:42]	Ashley Adams has gained a 'Horse Statue' #27382.
