[00:13:47]	beansman67 has connected.
[22:07:16]	CCA.C08-UNION.i1.51023 entered observer.
[22:07:23]	[Y] Andrew 'Razor' Gonzalez: Nothing.
[22:07:25]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:07:27]	CCA.C08-UNION.i1.51023 entered observer.
[22:07:31]	[OOC] Paul-Henri Cartier: why
[22:07:32]	[OOC] Ethan King: Wha
[22:07:35]	[OOC] CCA.C08-UNION.i1.51023: it hought it was blocked off
[22:07:51]	matt saton loaded the character 'Freluci'
[22:07:51]	Freluci has taken 1 damage from worldspawn.
[22:07:52]	Freluci entered observer.
[22:07:52]	[OOC] Ethan King: Bruh
[22:07:58]	models/vortigaunt.mdl used command '/CharSetName freluci models/vortigaunt.mdl'.
[22:08:06]	Freluci used command '/CharSetName vortigaunt Freluci'.
[22:08:12]	Freluci used command '/CharSetModel freluci models/vortigaunt.mdl'.
[22:08:20]	[Y] Jim Bostello: Come along!
[22:08:26]	Ethan King used command '/Radio Get back here!'.
[22:09:22]	Paul-Henri Cartier entered observer.
[22:09:23]	Paul-Henri Cartier exited observer at their location.
[22:09:40]	Freluci has spawned a 'NPC [322][npc_vortigaunt]'.
[22:09:45]	Freluci has spawned a 'NPC [322][npc_vortigaunt]'.
[22:09:56]	Drake Salvador has taken 1 damage from worldspawn.
[22:09:57]	Drake Salvador has taken 1 damage from worldspawn.
[22:09:57]	[ME] Drake Salvador: lifts his mask, showing the scar.
[22:09:57]	Drake Salvador has taken 1 damage from worldspawn.
[22:09:58]	Drake Salvador has taken 1 damage from worldspawn.
[22:09:59]	Drake Salvador has taken 1 damage from worldspawn.
[22:09:59]	Freluci has spawned a 'NPC [322][npc_vortigaunt]'.
[22:10:00]	Drake Salvador has taken 1 damage from worldspawn.
[22:10:00]	Drake Salvador ran 'equip' on item 'Citizen Filter' (#13951)
[22:10:15]	Freluci has spawned a 'NPC [322][npc_vortigaunt]'.
[22:10:19]	Paul-Henri Cartier entered observer.
[22:10:19]	Paul-Henri Cartier exited observer at their location.
[22:10:23]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:10:41]	[OOC] 1LT Samuel Brody: lightrooms lost
[22:10:45]	[OOC] Drake Salvador: Jo mama
[22:10:47]	[LOOC] Freluci: many*
[22:12:51]	Freluci has gained 50 tokens.
[22:13:39]	[LOOC] Paul-Henri Cartier: piggy back ride
[22:14:27]	matt saton loaded the character 'CCA.C08-UNION.i1.51023'
[22:14:28]	CCA.C08-UNION.i1.51023 entered observer.
[22:14:35]	[ME] Drake Salvador: kneels down, searching through the stove's drawers for anything of use.
[22:14:40]	Paul-Henri Cartier entered observer.
[22:14:50]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:14:52]	Paul-Henri Cartier exited observer at their location.
[22:14:52]	Drake Salvador rolled 18 out of 100.
[22:14:52]	Drake Salvador used command '/Roll'.
[22:14:53]	[LOOC] CCA.C08-UNION.i1.51023: what are you searching
[22:14:53]	CCA.C08-UNION.i1.51023 entered observer.
[22:14:54]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:14:54]	CCA.C08-UNION.i1.51023 entered observer.
[22:14:54]	[LOOC] Drake Salvador: nvm
[22:14:55]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:15:00]	[LOOC] CCA.C08-UNION.i1.51023: okay
[22:15:00]	CCA.C08-UNION.i1.51023 entered observer.
[22:15:03]	[LOOC] Drake Salvador: 18, found nothing
[22:15:08]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:15:09]	CCA.C08-UNION.i1.51023 entered observer.
[22:15:09]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:15:10]	CCA.C08-UNION.i1.51023 entered observer.
[22:15:10]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:15:12]	[Y] CCA.C08-UNION.i1.51023: <:: Got it. ::>
[22:15:35]	[Y] Ethan King: I have to!
[22:15:44]	CCA.C08-UNION.i1.51023 has gained a 'Flashlight' #14132.
[22:15:44]	CCA.C08-UNION.i1.51023 used command '/CharGiveItem union flashlight'.
[22:15:49]	CCA.C08-UNION.i1.51023 ran 'drop' on item 'Flashlight' (#14132)
[22:15:49]	CCA.C08-UNION.i1.51023 has lost a 'Flashlight' #14132.
[22:15:54]	CCA.C08-UNION.i1.51023 has gained a 'CCA Filter' #14133.
[22:15:54]	CCA.C08-UNION.i1.51023 has gained a 'CCA Filter' #14134.
[22:15:54]	CCA.C08-UNION.i1.51023 used command '/CharGiveItem union cca filter 2'.
[22:15:57]	Areth  Martin ran 'take' on item 'Flashlight' (#14132)
[22:15:57]	Areth  Martin has gained a 'Flashlight' #14132.
[22:15:58]	CCA.C08-UNION.i1.51023 ran 'drop' on item 'CCA Filter' (#14134)
[22:15:58]	CCA.C08-UNION.i1.51023 has lost a 'CCA Filter' #14134.
[22:16:04]	CCA.C08-UNION.i1.51023 ran 'drop' on item 'CCA Filter' (#14133)
[22:16:04]	CCA.C08-UNION.i1.51023 has lost a 'CCA Filter' #14133.
[22:16:18]	Areth  Martin ran 'take' on item 'CCA Filter' (#14133)
[22:16:18]	Areth  Martin has gained a 'CCA Filter' #14133.
[22:16:19]	Areth  Martin ran 'take' on item 'CCA Filter' (#14134)
[22:16:19]	Areth  Martin has gained a 'CCA Filter' #14134.
[22:16:37]	[Y] Ethan King: Okay!
[22:16:39]	[Y] CCA.C08-UNION.i1.51023: <:: Everyone, meet in the lobby. ::>
[22:16:46]	[Y] Ethan King: We're just gonna sit at the Shellbeach entrance!
[22:16:55]	[Y] CCA.C08-UNION.i1.51023: <:: Congratulations, you all are temporarily conscripts. ::>
[22:17:06]	Paul-Henri Cartier entered observer.
[22:17:07]	Ethan King used command '/Radio Watcher, just move to the Shellbeach entrance.'.
[22:17:12]	[Y] CCA.C08-UNION.i1.51023: <:: I've been authorized by a captain and an officer to grant you thistitle. ::>
[22:17:13]	Paul-Henri Cartier exited observer at their location.
[22:17:18]	Ethan King used command '/Radio Move it!'.
[22:17:29]	[Y] Jim Bostello: THE SEWER ENTRANCE IS RIGHT HERE!
[22:17:42]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:18:07]	Ethan King entered observer.
[22:18:07]	Ethan King exited observer at their location.
[22:18:08]	Ethan King entered observer.
[22:18:09]	Ethan King exited observer at their location.
[22:18:18]	[Y] Jim Bostello: ETHAN!
[22:18:21]	[LOOC] Drake Salvador: There's an extra space between your name
[22:18:49]	1LT Samuel Brody has taken 5 damage from prop_physics.
[22:19:22]	[OOC] 1LT Samuel Brody: brb gotta piss again
[22:19:36]	Paul-Henri Cartier has spawned 'models/map10_doors/singledoor.mdl'.
[22:19:42]	[ME] Drake Salvador: takes out a cheese wheel from a small pack on his waist. He unwraps it and starts to slowly munch on it.
[22:19:51]	Paul-Henri Cartier has spawned 'models/props_c17/door01_left.mdl'.
[22:20:05]	Ethan King used command '/Radio Status on the cover?'.
[22:20:41]	[LOOC] Andrew 'Razor' Gonzalez: ?*
[22:21:50]	Paul-Henri Cartier used command '/Radio Help me drag this dumposter!'.
[22:21:55]	[ME] Paul-Henri Cartier: drag
[22:21:56]	[ME] Ethan King: Does the funny.
[22:22:03]	[ME] Jim Bostello: joins in 
[22:22:04]	[ME] Drake Salvador: squints suddenly, before gently patting his body... "Those... they stole my CID."
[22:22:15]	[LOOC] Jim Bostello: bro
[22:22:17]	Paul-Henri Cartier entered observer.
[22:22:19]	Paul-Henri Cartier exited observer at their location.
[22:22:20]	[LOOC] Ethan King: We still got it
[22:22:22]	[LOOC] Ethan King: Don't worry
[22:22:29]	Paul-Henri Cartier has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[22:22:38]	[LOOC] Jim Bostello: can i get my flags for this character
[22:22:46]	Ethan King used command '/Radio Soldiers! barricades are set!.'.
[22:22:54]	Ethan King used command '/Radio Be ready for soldiers!'.
[22:23:16]	Jim Bostello opened the 'Dumpster' #1511 container.
[22:23:16]	[OOC] 1LT Samuel Brody: i have returend
[22:23:18]	Jim Bostello closed the 'Dumpster' #1511 container.
[22:23:22]	[OOC] CCA.C08-UNION.i1.51023: he is back
[22:23:28]	[LOOC] Drake Salvador: eaern
[22:23:35]	[LOOC] Drake Salvador: Earn?
[22:23:42]	[LOOC] CCA.C08-UNION.i1.51023: yeah
[22:23:53]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:24:06]	[ME] Andrew 'Razor' Gonzalez: facepalms
[22:24:12]	[OOC] 1LT Samuel Brody: get off of my head
[22:24:27]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:24:33]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:25:46]	[OOC] Jim Bostello: it seems we are all set?
[22:25:56]	[Y] Paul-Henri Cartier: Hey, Watcher, get into position!
[22:26:06]	1LT Samuel Brody opened the 'Dumpster' #1511 container.
[22:26:10]	1LT Samuel Brody closed the 'Dumpster' #1511 container.
[22:27:00]	[ME] CCA.C08-UNION.i1.51023: looks over either of his shoulders.
[22:27:08]	[OOC] 1LT Samuel Brody: theres a giant ass dumpster in the way, ffs they aint gonna drive down the road
[22:27:18]	[ME] Andrew 'Razor' Gonzalez: facepalms his visor
[22:27:48]	[OOC] Jim Bostello: idk dumpster vs giant metal machine
[22:28:02]	[OOC] Jim Bostello: especially if the giant machine was driving how fast it was when i saw it
[22:28:15]	[OOC] 1LT Samuel Brody: they're not gonna drive down afaik
[22:29:13]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:29:16]	[OOC] 1LT Samuel Brody: guys lets do this
[22:29:17]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:29:22]	[OOC] 1LT Samuel Brody: lets do the funne
[22:29:27]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:29:27]	[OOC] Ethan King: Soldier boys pog
[22:30:08]	[LOOC] Drake Salvador: My fucking
[22:30:12]	[LOOC] Drake Salvador: Unit instinct kicked in
[22:30:25]	[LOOC] CCA.C08-UNION.i1.51023: what'd you do
[22:30:38]	[LOOC] Drake Salvador: I turned around and just started walking like I was a unit on the way to the armory to resupply
[22:30:50]	[LOOC] Andrew 'Razor' Gonzalez: Good times
[22:31:29]	1LT Samuel Brody used command '/CharDesc'.
[22:31:38]	[OOC] Drake Salvador: I made some dude a Combine Alloy bone for his forearms.
[22:31:43]	[OOC] Drake Salvador: In i17.
[22:31:49]	[OOC] Ethan King: Excuse me
[22:31:54]	[ME] CCA.C08-UNION.i1.51023: takes three MP7s off of the wall.
[22:31:56]	[OOC] 1LT Samuel Brody: beg pardon
[22:31:56]	CCA.C08-UNION.i1.51023 used command '/adminspawnmenu'.
[22:32:03]	CCA.C08-UNION.i1.51023 has spawned "MP7"
[22:32:03]	CCA.C08-UNION.i1.51023 has spawned "MP7"
[22:32:03]	CCA.C08-UNION.i1.51023 has spawned "MP7"
[22:32:08]	Andrew 'Razor' Gonzalez ran 'take' on item 'MP7' (#14136)
[22:32:13]	Andrew 'Razor' Gonzalez ran 'drop' on item 'Wrench' (#14087)
[22:32:13]	Andrew 'Razor' Gonzalez has lost a 'Wrench' #14087.
[22:32:16]	Andrew 'Razor' Gonzalez ran 'take' on item 'MP7' (#14136)
[22:32:18]	Andrew 'Razor' Gonzalez ran 'take' on item 'MP7' (#14136)
[22:32:19]	Andrew 'Razor' Gonzalez ran 'take' on item 'MP7' (#14136)
[22:32:24]	Andrew 'Razor' Gonzalez ran 'take' on item 'MP7' (#14136)
[22:32:24]	Andrew 'Razor' Gonzalez has gained a 'MP7' #14136.
[22:32:26]	Andrew 'Razor' Gonzalez ran 'Equip' on item 'MP7' (#14136)
[22:32:29]	[OOC] Drake Salvador: I just casted a combine alloy mold of both forearm bones and removed their original bones. Implanted the alloy ones, and made them punch a wall.
[22:32:33]	Areth  Martin ran 'take' on item 'MP7' (#14137)
[22:32:33]	Areth  Martin has gained a 'MP7' #14137.
[22:32:36]	Areth  Martin ran 'Equip' on item 'MP7' (#14137)
[22:32:48]	[OOC] Jim Bostello: is q rping?
[22:32:51]	[OOC] CCA.C08-UNION.i1.51023: yes
[22:32:55]	[OOC] CCA.C08-UNION.i1.51023: with the other group
[22:32:57]	[OOC] Jim Bostello: give him a minute
[22:32:58]	[ME] Andrew 'Razor' Gonzalez: would take it, grabbing some mags and stuffing it into his coat
[22:33:00]	[OOC] Drake Salvador: it was in a lore where experimentation was highly important because they were testing for OTA.
[22:33:12]	Drake Salvador ran 'take' on item 'MP7' (#14135)
[22:33:13]	[OOC] Jim Bostello: can i get my pet flags
[22:33:14]	Drake Salvador ran 'EquipUn' on item 'Pickaxe' (#14054)
[22:33:15]	Drake Salvador ran 'drop' on item 'Pickaxe' (#14054)
[22:33:15]	Drake Salvador has lost a 'Pickaxe' #14054.
[22:33:16]	Drake Salvador ran 'take' on item 'MP7' (#14135)
[22:33:18]	[OOC] Jim Bostello: after
[22:33:19]	CCA.C08-UNION.i1.51023 used command '/CharGiveItem jim pet'.
[22:33:20]	Drake Salvador ran 'take' on item 'MP7' (#14135)
[22:33:20]	Drake Salvador has gained a 'MP7' #14135.
[22:33:20]	[OOC] Jim Bostello: lol
[22:33:21]	[LOOC] Andrew 'Razor' Gonzalez: 6 square space
[22:33:29]	Drake Salvador ran 'drop' on item 'Flavored Consulate Water' (#14080)
[22:33:29]	Drake Salvador has lost a 'Flavored Consulate Water' #14080.
[22:33:30]	Drake Salvador ran 'drop' on item 'Sparkling Consulate Water' (#14079)
[22:33:30]	Drake Salvador has lost a 'Sparkling Consulate Water' #14079.
[22:33:30]	CCA.C08-UNION.i1.51023 used command '/CharGiveFlag jim pet'.
[22:33:37]	Drake Salvador ran 'Equip' on item 'MP7' (#14135)
[22:33:39]	[OOC] Jim Bostello: swag<3
[22:33:48]	Jim Bostello has spawned 'models/props_c17/chair02a.mdl'.
[22:34:08]	Paul-Henri Cartier entered observer.
[22:34:12]	Paul-Henri Cartier exited observer at their location.
[22:34:13]	Paul-Henri Cartier entered observer.
[22:34:15]	CCA.C08-UNION.i1.51023 used command '/adminspawnmenu'.
[22:34:23]	Paul-Henri Cartier exited observer at their location.
[22:34:24]	Paul-Henri Cartier entered observer.
[22:34:24]	Paul-Henri Cartier exited observer at their location.
[22:34:27]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:34:53]	CCA.C08-UNION.i1.51023 has spawned "Conscript Hazmat Armor"
[22:34:53]	CCA.C08-UNION.i1.51023 has spawned "Conscript Hazmat Armor"
[22:34:55]	CCA.C08-UNION.i1.51023 has spawned "Conscript Hazmat Armor"
[22:35:13]	Paul-Henri Cartier used command '/ToggleRaise'.
[22:35:18]	Areth  Martin ran 'take' on item 'Conscript Hazmat Armor' (#14138)
[22:35:18]	Areth  Martin has gained a 'Conscript Hazmat Armor' #14138.
[22:35:19]	Drake Salvador ran 'take' on item 'Conscript Hazmat Armor' (#14140)
[22:35:19]	Drake Salvador has gained a 'Conscript Hazmat Armor' #14140.
[22:35:19]	Andrew 'Razor' Gonzalez ran 'take' on item 'Conscript Hazmat Armor' (#14139)
[22:35:19]	Andrew 'Razor' Gonzalez has gained a 'Conscript Hazmat Armor' #14139.
[22:35:22]	Areth  Martin ran 'Equip' on item 'Conscript Hazmat Armor' (#14138)
[22:35:23]	Paul-Henri Cartier entered observer.
[22:35:23]	Andrew 'Razor' Gonzalez ran 'Equip' on item 'Conscript Hazmat Armor' (#14139)
[22:35:24]	Paul-Henri Cartier exited observer at their location.
[22:35:24]	Areth  Martin ran 'Equip' on item 'Conscript Hazmat Armor' (#14138)
[22:35:26]	Andrew 'Razor' Gonzalez ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#13007)
[22:35:28]	Andrew 'Razor' Gonzalez ran 'Equip' on item 'Conscript Hazmat Armor' (#14139)
[22:35:30]	Areth  Martin ran 'EquipUn' on item 'Green Citizen Suit' (#14131)
[22:35:31]	Paul-Henri Cartier entered observer.
[22:35:31]	Paul-Henri Cartier exited observer at their location.
[22:35:31]	Paul-Henri Cartier entered observer.
[22:35:31]	Andrew 'Razor' Gonzalez ran 'equip' on item 'OTA Filter' (#14097)
[22:35:31]	Paul-Henri Cartier exited observer at their location.
[22:35:31]	Paul-Henri Cartier entered observer.
[22:35:32]	Paul-Henri Cartier exited observer at their location.
[22:35:32]	Paul-Henri Cartier entered observer.
[22:35:32]	Paul-Henri Cartier exited observer at their location.
[22:35:32]	Paul-Henri Cartier entered observer.
[22:35:32]	Paul-Henri Cartier exited observer at their location.
[22:35:33]	Paul-Henri Cartier entered observer.
[22:35:33]	Drake Salvador ran 'EquipUn' on item 'Green Citizen Suit' (#13989)
[22:35:33]	Paul-Henri Cartier exited observer at their location.
[22:35:33]	Paul-Henri Cartier entered observer.
[22:35:33]	Paul-Henri Cartier exited observer at their location.
[22:35:33]	Paul-Henri Cartier entered observer.
[22:35:34]	Paul-Henri Cartier exited observer at their location.
[22:35:34]	Paul-Henri Cartier entered observer.
[22:35:34]	Drake Salvador ran 'drop' on item 'Suitcase' (#13987)
[22:35:34]	Drake Salvador has lost a 'Suitcase' #13987.
[22:35:34]	Drake Salvador has lost a 'Sewn Cloth' #14018.
[22:35:34]	Drake Salvador has lost a 'Citizen Filter' #14013.
[22:35:34]	Drake Salvador has lost a 'Citizen Filter' #14009.
[22:35:34]	Drake Salvador has lost a 'Cloth Scrap' #14019.
[22:35:34]	Drake Salvador has lost a 'Flashlight' #14042.
[22:35:34]	Paul-Henri Cartier exited observer at their location.
[22:35:34]	Paul-Henri Cartier entered observer.
[22:35:34]	Paul-Henri Cartier exited observer at their location.
[22:35:36]	Drake Salvador ran 'take' on item 'Suitcase' (#13987)
[22:35:36]	Drake Salvador has gained a 'Suitcase' #13987.
[22:35:36]	Drake Salvador has gained a 'Sewn Cloth' #14018.
[22:35:36]	Drake Salvador has gained a 'Citizen Filter' #14013.
[22:35:36]	Drake Salvador has gained a 'Citizen Filter' #14009.
[22:35:36]	Drake Salvador has gained a 'Cloth Scrap' #14019.
[22:35:36]	Drake Salvador has gained a 'Flashlight' #14042.
[22:35:37]	Drake Salvador ran 'Equip' on item 'Conscript Hazmat Armor' (#14140)
[22:35:41]	Areth  Martin has taken 1 damage from worldspawn.
[22:35:41]	Areth  Martin ran 'Equip' on item 'Conscript Hazmat Armor' (#14138)
[22:35:42]	Areth  Martin has taken 1 damage from worldspawn.
[22:35:43]	Areth  Martin has taken 1 damage from worldspawn.
[22:35:43]	Areth  Martin has taken 1 damage from worldspawn.
[22:35:44]	Areth  Martin has taken 1 damage from worldspawn.
[22:35:45]	Areth  Martin ran 'equip' on item 'CCA Filter' (#14133)
[22:35:49]	Andrew 'Razor' Gonzalez ran 'drop' on item 'Cyclopic Citizen Suit' (#13007)
[22:35:49]	Andrew 'Razor' Gonzalez has lost a 'Cyclopic Citizen Suit' #13007.
[22:35:51]	Drake Salvador ran 'equip' on item 'OTA Filter' (#14124)
[22:36:01]	Andrew 'Razor' Gonzalez ran 'drop' on item 'Suitcase' (#13005)
[22:36:01]	Andrew 'Razor' Gonzalez has lost a 'Suitcase' #13005.
[22:36:01]	Andrew 'Razor' Gonzalez has lost a 'Citizen Filter' #11928.
[22:36:01]	Andrew 'Razor' Gonzalez has lost a 'Citizen Filter' #11926.
[22:36:01]	Andrew 'Razor' Gonzalez has lost a 'Citizen Filter' #11912.
[22:36:01]	Andrew 'Razor' Gonzalez has lost a 'Citizen Filter' #11916.
[22:36:03]	Areth  Martin ran 'drop' on item 'CCA Filter' (#14134)
[22:36:03]	Areth  Martin has lost a 'CCA Filter' #14134.
[22:36:04]	Andrew 'Razor' Gonzalez ran 'drop' on item 'Duct Tape' (#12952)
[22:36:04]	Andrew 'Razor' Gonzalez has lost a 'Duct Tape' #12952.
[22:36:06]	Areth  Martin ran 'take' on item 'CCA Filter' (#14134)
[22:36:06]	Areth  Martin has gained a 'CCA Filter' #14134.
[22:36:07]	Andrew 'Razor' Gonzalez ran 'take' on item 'Suitcase' (#13005)
[22:36:07]	Andrew 'Razor' Gonzalez has gained a 'Suitcase' #13005.
[22:36:07]	Andrew 'Razor' Gonzalez has gained a 'Citizen Filter' #11928.
[22:36:07]	Andrew 'Razor' Gonzalez has gained a 'Citizen Filter' #11926.
[22:36:07]	Andrew 'Razor' Gonzalez has gained a 'Citizen Filter' #11912.
[22:36:07]	Andrew 'Razor' Gonzalez has gained a 'Citizen Filter' #11916.
[22:36:12]	Andrew 'Razor' Gonzalez ran 'drop' on item 'Suitcase' (#13005)
[22:36:12]	Andrew 'Razor' Gonzalez has lost a 'Suitcase' #13005.
[22:36:12]	Andrew 'Razor' Gonzalez has lost a 'Citizen Filter' #11928.
[22:36:12]	Andrew 'Razor' Gonzalez has lost a 'Citizen Filter' #11926.
[22:36:12]	Andrew 'Razor' Gonzalez has lost a 'Citizen Filter' #11912.
[22:36:18]	[OOC] 1LT Samuel Brody: q im starting to get bored
[22:36:26]	[OOC] CCA.C08-UNION.i1.51023: brody i'm trying to RP with these guys
[22:36:47]	1LT Samuel Brody used command '/CharDesc'.
[22:36:56]	Areth  Martin ran 'take' on item 'Duct Tape' (#12952)
[22:36:56]	Areth  Martin has gained a 'Duct Tape' #12952.
[22:37:00]	Areth  Martin ran 'take' on item 'Suitcase' (#13005)
[22:37:00]	Areth  Martin has gained a 'Suitcase' #13005.
[22:37:00]	Areth  Martin has gained a 'Citizen Filter' #11928.
[22:37:00]	Areth  Martin has gained a 'Citizen Filter' #11926.
[22:37:00]	Areth  Martin has gained a 'Citizen Filter' #11912.
[22:37:07]	Areth  Martin ran 'drop' on item 'Suitcase' (#13005)
[22:37:07]	Areth  Martin has lost a 'Suitcase' #13005.
[22:37:07]	Areth  Martin has lost a 'Citizen Filter' #11928.
[22:37:07]	Areth  Martin has lost a 'Citizen Filter' #11926.
[22:37:07]	Areth  Martin has lost a 'Citizen Filter' #11912.
[22:37:09]	Areth  Martin ran 'take' on item 'Suitcase' (#13005)
[22:37:09]	Areth  Martin has gained a 'Suitcase' #13005.
[22:37:09]	Areth  Martin has gained a 'Citizen Filter' #11928.
[22:37:09]	Areth  Martin has gained a 'Citizen Filter' #11926.
[22:37:09]	Areth  Martin has gained a 'Citizen Filter' #11912.
[22:37:11]	Areth  Martin ran 'drop' on item 'Suitcase' (#14129)
[22:37:11]	Areth  Martin has lost a 'Suitcase' #14129.
[22:37:12]	[OOC] Jim Bostello: make some rp
[22:37:23]	[OOC] CCA.C08-UNION.i1.51023: i'm trying to get the staff to do something to keep you guys occupied
