[04:54:45]	Dakoda has connected.
[23:10:22]	[OOC] Alfred Langenberg: I don't think anything's really gonna happen for the rest of tonight tbh
[23:10:28]	UU-SeC.17 used command '/CharSetBodygroup sec mask 1'.
[23:10:35]	[OOC] UU-SeC.17: actually i was ognan do mini evnet ngl
[23:10:41]	UU-SeC.17 used command '/CharSetBodygroup sec mask 4'.
[23:10:42]	[OOC] CCA.C17-RCT.37117: ;3;
[23:10:43]	[OOC] Alfred Langenberg: oh alright ill stick around then
[23:10:52]	UU-SeC.17 entered observer.
[23:10:53]	[OOC] Alfred Langenberg: appreciated
[23:10:56]	[OOC] UU-SeC.17: yep
[23:10:58]	UU-SeC.17 exited observer at their location.
[23:11:02]	[LOOC] UU-SeC.17: like my sec?
[23:11:06]	[LOOC] Alfred Langenberg: why are you wearing my uniform
[23:11:10]	[LOOC] UU-SeC.17: lmao
[23:11:25]	[LOOC] Alfred Langenberg: it is cannon that alfred has just every job
[23:11:28]	CCA.C17-RCT.37117 ran 'take' on item 'Civil Protection Functionary Grade Ration' (#37753)
[23:11:28]	CCA.C17-RCT.37117 has gained a 'Civil Protection Functionary Grade Ration' #37753.
[23:11:33]	DRD has connected.
[23:11:34]	CCA.C17-RCT.37117 ran 'Consume' on item 'Breen's Water' (#37735)
[23:11:34]	[LOOC] Alfred Langenberg: everyone else is just a coverup for his powers
[23:11:35]	CCA.C17-RCT.37117 ran 'Consume' on item 'Standard Grade Citizen Supplements' (#37734)
[23:11:36]	CCA.C17-RCT.37117 ran 'Eat' on item 'Standard Grade Citizen Food Product' (#37733)
[23:11:37]	CCA.C17-RCT.37117 ran 'Eat' on item 'Standard Grade Citizen Food Product' (#37737)
[23:11:47]	UU-SeC.17 entered observer.
[23:11:52]	UU-SeC.17 exited observer at their location.
[23:11:54]	CCA.C17-RCT.37117 ran 'drop' on item 'Civil Protection Functionary Grade Ration' (#37753)
[23:11:54]	CCA.C17-RCT.37117 has lost a 'Civil Protection Functionary Grade Ration' #37753.
[23:12:24]	[OOC] Jordan Forland: This server looks oddly familiar.
[23:12:27]	matt saton loaded the character 'CCA.C17-HELIX.i2.13412'
[23:12:37]	[OOC] Alfred Langenberg: probably because it's from your dreams
[23:12:39]	[OOC] CCA.C17-HELIX.i2.13412: Oh shit, didn't see you join, welcome to the server!
[23:12:40]	CCA.C17-HELIX.i2.13412 entered observer.
[23:12:54]	[OOC] CCA.C17-HELIX.i2.13412: First thing's first, do you need the content?
[23:13:00]	matt saton loaded the character 'CCA.C17-GRID.i3.69192'
[23:13:06]	CCA.C17-GRID.i3.69192 entered observer.
[23:13:12]	CCA.C17-GRID.i3.69192 exited observer at their location.
[23:13:14]	[OOC] Jordan Forland: Nope I am good.
[23:13:22]	[OOC] CCA.C17-GRID.i3.69192: alright, i'll be righjt over to print you an ID
[23:13:30]	[OOC] Alfred Langenberg: ill be right there to stalk
[23:13:46]	[OOC] Jordan Forland: What?
[23:13:54]	[OOC] CCA.C17-GRID.i3.69192: he's kidding around
[23:13:57]	CCA.C17-RCT.37117 has gained 10 tokens.
[23:14:01]	[OOC] Alfred Langenberg: but what if :eyes:
[23:14:08]	[OOC] CCA.C17-GRID.i3.69192: but what if doe
[23:14:11]	[OOC] Alfred Langenberg: God I need to stop being a minge tbh
[23:14:21]	[OOC] Alfred Langenberg: it's fun but I'm never gonna get taken seriously
[23:14:30]	[OOC] CCA.C17-GRID.i3.69192: i mean your RP is good, you just minge in OOC
[23:14:31]	CCA.C17-RCT.37117 ran 'take' on item 'Civil Protection Functionary Grade Ration' (#37753)
[23:14:31]	CCA.C17-RCT.37117 has gained a 'Civil Protection Functionary Grade Ration' #37753.
[23:14:35]	CCA.C17-RCT.37117 ran 'Open' on item 'Civil Protection Functionary Grade Ration' (#37753)
[23:14:35]	CCA.C17-RCT.37117 has gained a 'Civil Protection Functionary Grade Food Product' #37754.
[23:14:35]	CCA.C17-RCT.37117 has gained a 'Civil Protection Functionary Grade Supplements' #37755.
[23:14:35]	CCA.C17-RCT.37117 has gained a 'Civil Protection Functionary Grade Drink' #37756.
[23:14:35]	CCA.C17-GRID.i3.69192 used command '/PlySearch'.
[23:14:36]	CCA.C17-RCT.37117 ran 'Eat' on item 'Civil Protection Functionary Grade Food Product' (#37754)
[23:14:39]	[LOOC] CCA.C17-GRID.i3.69192: oh fuck
[23:14:39]	CCA.C17-RCT.37117 ran 'Consume' on item 'Civil Protection Functionary Grade Drink' (#37756)
[23:14:41]	[LOOC] CCA.C17-GRID.i3.69192: so you don't
[23:14:41]	CCA.C17-RCT.37117 ran 'Consume' on item 'Civil Protection Functionary Grade Supplements' (#37755)
[23:14:45]	[LOOC] CCA.C17-GRID.i3.69192: alright just apply
[23:14:50]	[OOC] CCA.C17-GRID.i3.69192: that's more just kidding around
[23:14:51]	Jordan Forland used command '/Apply'.
[23:15:06]	[OOC] Alfred Langenberg: But what if I wasn't hrrrmmmm
[23:15:18]	[OOC] CCA.C17-GRID.i3.69192: then b&
[23:15:33]	CCA.C17-GRID.i3.69192 has gained a 'Citizen ID' #37753.
[23:15:33]	CCA.C17-GRID.i3.69192 used command '/CreateCID Jordan Forland 75413'.
[23:16:02]	CCA.C17-GRID.i3.69192 used command '/PlySearch'.
[23:16:03]	CCA.C17-GRID.i3.69192 has gained a 'Suitcase' #27688.
[23:16:06]	CCA.C17-GRID.i3.69192 used command '/PlySearch'.
[23:16:07]	Jordan Forland has gained a 'Suitcase' #27688.
[23:16:27]	[ME] CCA.C17-GRID.i3.69192: holds a printer new, still warm ID card for the citizen.
[23:16:48]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Citizen ID' (#37753)
[23:16:48]	CCA.C17-GRID.i3.69192 has lost a 'Citizen ID' #37753.
[23:16:54]	Jordan Forland ran 'take' on item 'Citizen ID' (#37753)
[23:16:54]	Jordan Forland has gained a 'Citizen ID' #37753.
[23:17:15]	[LOOC] CCA.C17-GRID.i3.69192: rekt liberal
[23:17:40]	DRD (STEAM_0:0:193599766) has disconnected.
[23:17:42]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[23:17:44]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[23:17:48]	[OOC] CCA.C17-GRID.i3.69192: f
[23:17:58]	[OOC] Jordan Forland: Floating Combine Lock in the plaza.
[23:18:00]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[23:18:09]	[OOC] CCA.C17-GRID.i3.69192: yeah, that's because the doors on the map are fucky, we just have to deal
[23:18:11]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[23:18:12]	CCA.C17-GRID.i3.69192 entered observer.
[23:18:13]	CCA.C17-GRID.i3.69192 exited observer at their location.
[23:18:15]	CCA.C17-GRID.i3.69192 entered observer.
[23:18:16]	[OOC] Alfred Langenberg: :/
[23:18:26]	CCA.C17-GRID.i3.69192 exited observer at their location.
[23:18:32]	[OOC] Alfred Langenberg: you really should just use the normal locks man. They may look cool but the floating doesn't
[23:18:38]	Jordan Forland has taken 5 damage from Jordan Forland.
[23:18:38]	Jordan Forland has gained 10 tokens.
[23:18:41]	[OOC] CCA.C17-GRID.i3.69192: that is until i get around to fixing it, but it's more a small QoL thing so it's not high on my dev priority
[23:18:50]	CCA.C17-GRID.i3.69192 entered observer.
[23:18:50]	CCA.C17-GRID.i3.69192 exited observer at their location.
[23:18:50]	CCA.C17-GRID.i3.69192 entered observer.
[23:19:13]	[OOC] CCA.C17-GRID.i3.69192: hmm today i will put resin around
[23:19:20]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Combine Hazmat Worker Suit' (#36521)
[23:19:20]	CCA.C17-GRID.i3.69192 has lost a 'Combine Hazmat Worker Suit' #36521.
[23:19:21]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Combine Hazmat Worker Suit' (#36522)
[23:19:21]	CCA.C17-GRID.i3.69192 has lost a 'Combine Hazmat Worker Suit' #36522.
[23:19:21]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Combine Hazmat Worker Suit' (#37004)
[23:19:21]	CCA.C17-GRID.i3.69192 has lost a 'Combine Hazmat Worker Suit' #37004.
[23:19:28]	[OOC] Alfred Langenberg: hnnng resin
[23:19:29]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Civil Workers' Union ID' (#33391)
[23:19:29]	CCA.C17-GRID.i3.69192 has lost a 'Civil Workers' Union ID' #33391.
[23:19:37]	[OOC] CCA.C17-GRID.i3.69192: haha 2 token exchange rate go brrr
[23:19:44]	[OOC] Alfred Langenberg: sory the server's empty jordan you caught us at a bad time
[23:19:47]	[OOC] Alfred Langenberg: sorry*
[23:19:58]	[OOC] CCA.C17-GRID.i3.69192: yeah, slow day today. we normally average anywehre from like, 5-7 players
[23:20:14]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37754.
[23:20:14]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37755.
[23:20:14]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37756.
[23:20:14]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37757.
[23:20:14]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37758.
[23:20:14]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37759.
[23:20:14]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37760.
[23:20:14]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37761.
[23:20:14]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37762.
[23:20:14]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37763.
[23:20:14]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37764.
[23:20:14]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37765.
[23:20:14]	CCA.C17-GRID.i3.69192 used command '/CharGiveItem grid resin 12'.
[23:20:19]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Resin' (#37755)
[23:20:19]	CCA.C17-GRID.i3.69192 has lost a 'Resin' #37755.
[23:20:24]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Resin' (#37757)
[23:20:24]	CCA.C17-GRID.i3.69192 has lost a 'Resin' #37757.
[23:20:35]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Resin' (#37756)
[23:20:35]	CCA.C17-GRID.i3.69192 has lost a 'Resin' #37756.
[23:20:42]	CCA.C17-GRID.i3.69192 ran 'take' on item 'Resin' (#37756)
[23:20:42]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37756.
[23:20:45]	[OOC] Jordan Forland: Its like the lock is normally placed in the air lol
[23:21:08]	[OOC] CCA.C17-GRID.i3.69192: yeah, it's weird. i'll bet it has to do where the door attaches to the handles, these doors here must be done different than standard
[23:21:12]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Resin' (#37756)
[23:21:12]	CCA.C17-GRID.i3.69192 has lost a 'Resin' #37756.
[23:21:23]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Resin' (#37762)
[23:21:23]	CCA.C17-GRID.i3.69192 has lost a 'Resin' #37762.
[23:21:29]	Jordan Forland used the 'Paper Stash' vendor.
[23:21:35]	Jordan Forland has lost 2 tokens.
[23:21:35]	Jordan Forland has gained a 'Notepad' #37766.
[23:21:41]	[OOC] Alfred Langenberg: man fuck me I'm gettin tired
[23:21:44]	Jordan Forland ran 'Edit' on item 'Notepad' (#37766)
[23:21:51]	[OOC] CCA.C17-GRID.i3.69192: i used to be a huge night owl but had to fixmy sleep schedule
[23:22:01]	[OOC] CCA.C17-GRID.i3.69192: i think i'm gonna add a lil antlion farm if i can find a place for it
[23:22:06]	[OOC] Alfred Langenberg: same. still havent, now im just tired all the time woooooh
[23:22:07]	[OOC] CCA.C17-GRID.i3.69192: combine managed of course
[23:22:14]	Jordan Forland ran 'drop' on item 'Notepad' (#37766)
[23:22:14]	Jordan Forland has lost a 'Notepad' #37766.
[23:22:22]	[OOC] CCA.C17-GRID.i3.69192: i'm going back to college in a week or so from now, so
[23:22:23]	Jordan Forland ran 'View' on item 'Notepad' (#37766)
[23:22:25]	[OOC] CCA.C17-GRID.i3.69192: i gotta fix this shit
[23:22:32]	CCA.C17-GRID.i3.69192 opened the '' #2707 container.
[23:22:34]	CCA.C17-GRID.i3.69192 closed the '' #2707 container.
[23:22:36]	[OOC] Alfred Langenberg: damn you're *still* on break?
[23:22:36]	Jordan Forland ran 'take' on item 'Notepad' (#37766)
[23:22:36]	Jordan Forland has gained a 'Notepad' #37766.
[23:22:40]	[OOC] CCA.C17-GRID.i3.69192: yeah
[23:22:44]	Jordan Forland ran 'drop' on item 'Notepad' (#37766)
[23:22:44]	Jordan Forland has lost a 'Notepad' #37766.
[23:22:45]	[OOC] Alfred Langenberg: mine ended a week ago
[23:22:51]	Jordan Forland has lost 10 tokens.
[23:22:53]	[OOC] CCA.C17-GRID.i3.69192: it's purdue, we need it
[23:22:54]	Jordan Forland ran 'take' on item 'Sparkling Breen's Water' (#37767)
[23:22:54]	Jordan Forland has gained a 'Sparkling Breen's Water' #37767.
[23:22:59]	Jordan Forland ran 'Consume' on item 'Sparkling Breen's Water' (#37767)
[23:23:00]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[23:23:02]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Resin' (#37758)
[23:23:02]	CCA.C17-GRID.i3.69192 has lost a 'Resin' #37758.
[23:23:23]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Resin' (#37761)
[23:23:23]	CCA.C17-GRID.i3.69192 has lost a 'Resin' #37761.
[23:23:25]	CCA.C17-GRID.i3.69192 ran 'take' on item 'Resin' (#37761)
[23:23:25]	CCA.C17-GRID.i3.69192 has gained a 'Resin' #37761.
[23:23:40]	[OOC] Alfred Langenberg: bro I'm sorry to say but I think I gotta go fuckin pass out
[23:23:50]	[OOC] CCA.C17-GRID.i3.69192: nah you're good man, you're not obligated to spend every hour here
[23:23:55]	CCA.C17-GRID.i3.69192 exited observer at their location.
[23:23:57]	[OOC] CCA.C17-GRID.i3.69192: take care man, goodnight
[23:23:58]	CCA.C17-GRID.i3.69192 entered observer.
[23:23:58]	CCA.C17-GRID.i3.69192 exited observer at their location.
[23:23:58]	[OOC] Alfred Langenberg: Yes I am, I'm the owner
[23:23:59]	CCA.C17-GRID.i3.69192 entered observer.
[23:24:11]	[OOC] CCA.C17-GRID.i3.69192: no you're just advisor cremator sectorial commander
[23:24:32]	[OOC] Alfred Langenberg: Damn I really gotta give up my position just to get those whitelists? Alright, I'll do it begrudgingly.
[23:24:38]	[OOC] CCA.C17-GRID.i3.69192: lmao
[23:24:49]	[OOC] Alfred Langenberg: Now you owe me
[23:24:52]	[OOC] Alfred Langenberg: alright, night dude
[23:24:56]	[OOC] CCA.C17-GRID.i3.69192: night man, take care
[23:25:00]	[OOC] Alfred Langenberg: likewise
[23:25:01]	Methfred (STEAM_0:1:48276840) has disconnected.
[23:25:07]	[OOC] CCA.C17-GRID.i3.69192: but yeah, welcome to the server. We're a smaller, tight-knit community
[23:25:16]	[OOC] CCA.C17-GRID.i3.69192: single dev, that's me, staff team of two other
[23:25:19]	[OOC] CCA.C17-GRID.i3.69192: others*
[23:25:30]	[OOC] CCA.C17-GRID.i3.69192: but we try to make it as fun as we can, trying to make citizen RP fun and all that.
[23:25:38]	CCA.C17-GRID.i3.69192 exited observer at their location.
[23:25:39]	CCA.C17-GRID.i3.69192 entered observer.
[23:25:39]	CCA.C17-GRID.i3.69192 exited observer at their location.
[23:25:40]	CCA.C17-GRID.i3.69192 entered observer.
[23:25:40]	CCA.C17-GRID.i3.69192 exited observer at their location.
[23:25:41]	CCA.C17-GRID.i3.69192 entered observer.
[23:25:41]	CCA.C17-GRID.i3.69192 exited observer at their location.
[23:25:42]	CCA.C17-GRID.i3.69192 entered observer.
[23:26:16]	[OOC] CCA.C17-GRID.i3.69192: great to have you though
[23:26:22]	[OOC] CCA.C17-GRID.i3.69192: how's your friday going?
[23:26:27]	DRD has connected.
[23:26:45]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Resin' (#37764)
[23:26:45]	CCA.C17-GRID.i3.69192 has lost a 'Resin' #37764.
[23:26:55]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Resin' (#37765)
[23:26:55]	CCA.C17-GRID.i3.69192 has lost a 'Resin' #37765.
[23:26:58]	[OOC] Jordan Forland: Uhh just a normal friday I guess.
[23:27:11]	[OOC] Jordan Forland: I was sick a few days ago.
[23:27:13]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Resin' (#37763)
[23:27:13]	CCA.C17-GRID.i3.69192 has lost a 'Resin' #37763.
[23:27:19]	[OOC] CCA.C17-GRID.i3.69192: sorry to hear. 
[23:27:30]	[OOC] CCA.C17-GRID.i3.69192: i recommend doing lines of vitamin c, pure powder
[23:27:45]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Resin' (#37761)
[23:27:45]	CCA.C17-GRID.i3.69192 has lost a 'Resin' #37761.
[23:28:00]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[23:28:02]	[OOC] Jordan Forland: Just had to get waer and rest for abit
[23:28:04]	CCA.C17-GRID.i3.69192 used command '/DoorSetTitle'.
[23:28:06]	CCA.C17-GRID.i3.69192 used command '/DoorSetTitle'.
[23:28:06]	[OOC] Jordan Forland: water
[23:28:07]	DRD loaded the character 'CCA.C17-GRID.i2.36307'
[23:28:09]	CCA.C17-GRID.i3.69192 used command '/DoorSetTitle'.
[23:28:11]	CCA.C17-GRID.i3.69192 used command '/DoorSetTitle  '.
[23:28:13]	[OOC] CCA.C17-GRID.i2.36307: fuck
[23:28:17]	CCA.C17-GRID.i3.69192 used command '/DoorSetTitle test'.
[23:28:19]	CCA.C17-GRID.i3.69192 used command '/DoorSetTitle'.
[23:28:23]	CCA.C17-GRID.i3.69192 used command '/DoorSetHidden true'.
[23:28:32]	[OOC] CCA.C17-GRID.i2.36307: where did everyone go?
[23:28:41]	[OOC] Jordan Forland: idk
[23:28:45]	[OOC] CCA.C17-GRID.i3.69192: chicken didn't come back, he's doing helix stuff, learning or something
[23:28:47]	CCA.C17-GRID.i3.69192 exited observer at their location.
[23:28:52]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Civil Protection Functionary Grade Ration' (#37767)
[23:28:52]	CCA.C17-GRID.i2.36307 has gained a 'Civil Protection Functionary Grade Ration' #37767.
[23:28:55]	[OOC] CCA.C17-GRID.i3.69192: lightroom got tired, so did meth
[23:28:55]	CCA.C17-GRID.i3.69192 entered observer.
[23:28:55]	[OOC] CCA.C17-GRID.i2.36307: dilly?
[23:28:59]	[OOC] Jordan Forland: Im at sector C.
[23:29:06]	[OOC] CCA.C17-GRID.i3.69192: dilly left without a word, likely out of boredomn
[23:29:37]	Jordan Forland opened the '' #1619 container.
[23:29:40]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Resin' (#37759)
[23:29:40]	CCA.C17-GRID.i3.69192 has lost a 'Resin' #37759.
[23:29:41]	Jordan Forland closed the '' #1619 container.
[23:29:46]	CCA.C17-GRID.i3.69192 ran 'drop' on item 'Resin' (#37760)
[23:29:46]	CCA.C17-GRID.i3.69192 has lost a 'Resin' #37760.
[23:29:52]	[OOC] CCA.C17-GRID.i3.69192: 12 resin has been hidden across the map
[23:29:59]	[OOC] CCA.C17-GRID.i2.36307: why 12
[23:30:04]	[OOC] CCA.C17-GRID.i3.69192: yes
[23:30:15]	[OOC] CCA.C17-GRID.i3.69192: Any question about the server, Jordon?
[23:30:27]	matt saton loaded the character 'CCA.C14-GRID.OfC.29402'
[23:30:30]	CCA.C14-GRID.OfC.29402 entered observer.
[23:30:30]	[OOC] Jordan Forland: Not really I think I do need content.
[23:30:37]	[OOC] CCA.C14-GRID.OfC.29402: alright, you can grab it with /content
[23:30:42]	[OOC] CCA.C14-GRID.OfC.29402: and you can grab our discord with /discord
[23:30:43]	Jordan Forland used command '/Content'.
[23:30:47]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:31:17]	[OOC] Jordan Forland: Nvm I got the content
[23:31:25]	Jordan Forland used command '/Discord'.
[23:33:01]	[OOC] Jordan Forland: My friend has a server with the same map and has the red thing but its blue instead.. its alittle different.
[23:33:07]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[23:33:11]	Jordan Forland used the 'Resin Deposit' vendor.
[23:33:37]	[OOC] CCA.C14-GRID.OfC.29402: hold up, let me take a look
[23:33:37]	CCA.C14-GRID.OfC.29402 entered observer.
[23:33:43]	[LOOC] CCA.C14-GRID.OfC.29402: which red thing?
[23:34:20]	[OOC] CCA.C17-GRID.i2.36307: what red thing
[23:34:27]	[OOC] Jordan Forland: No its the chat and the thing where you press umm I fogot but it shows red stuff and other things.
[23:34:33]	[OOC] CCA.C14-GRID.OfC.29402: ah, yeah
[23:34:33]	[OOC] CCA.C17-GRID.i2.36307: ah
[23:34:38]	[OOC] CCA.C14-GRID.OfC.29402: that's a setting in helix
[23:34:41]	[OOC] CCA.C17-GRID.i2.36307: imo it should be purple
[23:34:43]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:34:49]	[OOC] CCA.C14-GRID.OfC.29402: i like red because it kinda fits wiht the color schema
[23:34:51]	[OOC] CCA.C17-GRID.i2.36307: q you should make a purple squad identification device colour
[23:34:58]	[OOC] CCA.C14-GRID.OfC.29402: good idea
[23:35:06]	[OOC] CCA.C17-GRID.i2.36307: pink is too pink
[23:35:14]	[OOC] CCA.C14-GRID.OfC.29402: i feel you, yellow is too yellow
[23:35:27]	CCA.C14-GRID.OfC.29402 has gained 10 tokens.
[23:35:30]	[OOC] Jordan Forland: My friends server stuff got wiped or whatever they say now Its been shutdown.
[23:35:47]	[OOC] CCA.C14-GRID.OfC.29402: Sorry to hear. Well, we're here to be your next server, we'd be happy to have you.
[23:36:11]	[OOC] Jordan Forland: oh and I have cp experiance.
[23:36:15]	[OOC] CCA.C14-GRID.OfC.29402: Nice, nice.
[23:36:28]	[OOC] CCA.C14-GRID.OfC.29402: we're always searching for new CC
[23:36:31]	[OOC] CCA.C14-GRID.OfC.29402: CCA*
[23:36:42]	CCA.C14-GRID.OfC.29402 used command '/DoorSetHidden true'.
[23:37:26]	[OOC] Jordan Forland: I've got to 05 after my training didn't get to do much cause I wasn't always on until the wip came.
[23:37:38]	[OOC] CCA.C14-GRID.OfC.29402: Ah, sorry to hear, man.
[23:37:39]	[OOC] Jordan Forland: wipe
[23:38:07]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[23:38:31]	[OOC] Jordan Forland: Isn't City 17 in europe?
[23:38:36]	[OOC] CCA.C17-GRID.i2.36307: yes
[23:38:39]	[OOC] CCA.C17-GRID.i2.36307: latvia
[23:38:42]	[OOC] CCA.C14-GRID.OfC.29402: yeah, around the eastern russian area or so
[23:38:48]	[OOC] CCA.C14-GRID.OfC.29402: to be fair there's no confirmed location
[23:38:51]	[OOC] CCA.C14-GRID.OfC.29402: only assumptions
