[05:11:20]	Mr.Ganar has connected.
[23:28:57]	CCA.C17-GRID.EpU.06912 ran 'drop' on item 'Health Vial' (#10921)
[23:28:57]	CCA.C17-GRID.EpU.06912 has lost a 'Health Vial' #10921.
[23:28:57]	CCA.C17-GRID.EpU.06912 ran 'drop' on item 'A Bottle of Alkali' (#12043)
[23:28:57]	CCA.C17-GRID.EpU.06912 has lost a 'A Bottle of Alkali' #12043.
[23:28:58]	CCA.C17-GRID.EpU.06912 ran 'drop' on item 'Notepad' (#26881)
[23:28:58]	CCA.C17-GRID.EpU.06912 has lost a 'Notepad' #26881.
[23:29:00]	CCA.C17-GRID.EpU.06912 closed the 'Crate' #2726 container.
[23:29:07]	CCA.C17-GRID.EpU.06912 has gained a 'A Set of Tools' #28578.
[23:29:07]	CCA.C17-GRID.EpU.06912 used command '/CharGiveItem epu set of tools'.
[23:29:11]	CCA.C17-GRID.EpU.06912 has gained a 'Pliers' #28579.
[23:29:11]	CCA.C17-GRID.EpU.06912 has gained a 'Pliers' #28580.
[23:29:11]	CCA.C17-GRID.EpU.06912 used command '/CharGiveItem epu pliers 2'.
[23:29:15]	CCA.C17-GRID.EpU.06912 has gained a 'A Set of Tools' #28581.
[23:29:15]	CCA.C17-GRID.EpU.06912 used command '/CharGiveItem epu set of tools'.
[23:29:42]	Major-General Sir Issac Brock KB used command '/CharSetSkin major 1'.
[23:29:43]	Major-General Sir Issac Brock KB used command '/CharSetSkin major 2'.
[23:29:44]	Major-General Sir Issac Brock KB used command '/CharSetSkin major 3'.
[23:29:46]	Major-General Sir Issac Brock KB used command '/CharSetSkin major 1'.
[23:29:51]	CCA.C17-GRID.EpU.06912 used command '/CharGiveItem epu set of tools'.
[23:29:53]	CCA.C17-GRID.EpU.06912 opened the 'Crate' #2726 container.
[23:30:01]	CCA.C17-GRID.EpU.06912 closed the 'Crate' #2726 container.
[23:30:07]	CCA.C17-GRID.EpU.06912 has gained a 'Adjustable Wrench' #28582.
[23:30:07]	CCA.C17-GRID.EpU.06912 has gained a 'Adjustable Wrench' #28583.
[23:30:07]	CCA.C17-GRID.EpU.06912 used command '/CharGiveItem epu adjustable wrench 2'.
[23:30:11]	CCA.C17-GRID.EpU.06912 has gained a 'Electric Drill' #28584.
[23:30:11]	CCA.C17-GRID.EpU.06912 has gained a 'Electric Drill' #28585.
[23:30:11]	CCA.C17-GRID.EpU.06912 used command '/CharGiveItem epu drill 2'.
[23:30:13]	CCA.C17-GRID.EpU.06912 opened the 'Crate' #2726 container.
[23:30:21]	CCA.C17-GRID.EpU.06912 closed the 'Crate' #2726 container.
[23:30:22]	[LOOC] Wilfred Goodfield: what's a canadian?
[23:30:26]	CCA.C17-GRID.EpU.06912 has set the password for 'Crate'.
[23:30:29]	[LOOC] Major-General Sir Issac Brock KB: who knows
[23:30:36]	CCA.C17-GRID.EpU.06912 has spawned 'models/hunter/plates/plate025.mdl'.
[23:30:37]	[OOC] Jonathan Jackson: brb
[23:30:54]	[LOOC] Major-General Sir Issac Brock KB: why am i gliding
[23:31:19]	[ME] Alex Palovichov: Reaches into his bag, taking out a few crumbs of what seems to be cracker
[23:31:19]	Major-General Sir Issac Brock KB entered observer.
[23:31:20]	Major-General Sir Issac Brock KB exited observer at their location.
[23:31:33]	[ME] Alex Palovichov: Throws a few crumbs near the frog
[23:31:50]	[ME] Major-General Sir Issac Brock KB: rapidly turns to Alex, obviously enticed by the prospect of crumbs, before violently hoovering the crumps up
[23:31:56]	Major-General Sir Issac Brock KB entered observer.
[23:32:15]	[OOC] Major-General Sir Issac Brock KB: red physgun
[23:32:19]	[OOC] Major-General Sir Issac Brock KB: gross
[23:32:25]	[OOC] Wilfred Goodfield: EWWWWWWW!
[23:32:47]	CCA.C17-GRID.EpU.06912 has gained 10 tokens.
[23:32:52]	[Y] Alex Palovichov: EY!
[23:32:54]	[Y] Alex Palovichov: MOVE IT.
[23:32:55]	Wilfred Goodfield ran 'drop' on item 'Light Bulb' (#28372)
[23:32:55]	Wilfred Goodfield has lost a 'Light Bulb' #28372.
[23:32:56]	Wilfred Goodfield ran 'Attach' on item 'Pin' (#26597)
[23:32:57]	Wilfred Goodfield ran 'drop' on item 'Locker Door' (#23661)
[23:32:57]	Wilfred Goodfield has lost a 'Locker Door' #23661.
[23:32:58]	Wilfred Goodfield ran 'Attach' on item 'Pin' (#26597)
[23:33:00]	Wilfred Goodfield ran 'drop' on item 'Pin' (#26597)
[23:33:00]	Wilfred Goodfield has lost a 'Pin' #26597.
[23:33:01]	Wilfred Goodfield ran 'drop' on item 'Screw Nuts' (#28543)
[23:33:01]	Wilfred Goodfield has lost a 'Screw Nuts' #28543.
[23:33:03]	matt saton loaded the character 'OTA.C17-ECHO:OHZ.19343'
[23:33:05]	OTA.C17-ECHO:OHZ.19343 entered observer.
[23:33:13]	OTA.C17-ECHO:OHZ.19343 exited observer at their location.
[23:34:47]	[LOOC] OTA.C17-ECHO:OHZ.19343: it's fine
[23:34:50]	[ME] Alex Palovichov: Would begin to type a code into the elevator
[23:35:06]	[IT] Alex Palovichov: The keypad flashes green, the elevator begins to move down, with a violent jolt
[23:35:31]	OTA.C17-ECHO:OHZ.19343 used command '/ToggleRaise'.
[23:35:54]	Alex Palovichov has taken 10 damage from npc_zombie.
[23:35:54]	OTA.C17-ECHO:OHZ.19343 has taken 9 damage from npc_zombie.
[23:35:56]	OTA.C17-ECHO:OHZ.19343 has taken 9 damage from npc_zombie.
[23:36:02]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:03]	Major-General Sir Issac Brock KB entered observer.
[23:36:06]	[Y] Alex Palovichov: When he moves back, YOU ALL MOVE BACK.
[23:36:06]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:08]	Anastasia Semenov has gained a 'Empty Glass Bottle' #28587.
[23:36:08]	Major-General Sir Issac Brock KB entered observer.
[23:36:09]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:10]	Major-General Sir Issac Brock KB entered observer.
[23:36:11]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:13]	Major-General Sir Issac Brock KB entered observer.
[23:36:14]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:15]	Major-General Sir Issac Brock KB entered observer.
[23:36:16]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:18]	Major-General Sir Issac Brock KB entered observer.
[23:36:18]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:20]	Major-General Sir Issac Brock KB entered observer.
[23:36:21]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:22]	Major-General Sir Issac Brock KB entered observer.
[23:36:22]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:24]	Major-General Sir Issac Brock KB entered observer.
[23:36:24]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:25]	Major-General Sir Issac Brock KB entered observer.
[23:36:26]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:26]	Wilfred Goodfield ran 'take' on item 'Scrap Metal' (#28405)
[23:36:26]	Wilfred Goodfield has gained a 'Scrap Metal' #28405.
[23:36:27]	Major-General Sir Issac Brock KB entered observer.
[23:36:27]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:29]	Major-General Sir Issac Brock KB entered observer.
[23:36:30]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:31]	Major-General Sir Issac Brock KB entered observer.
[23:36:32]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:33]	Major-General Sir Issac Brock KB entered observer.
[23:36:34]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:35]	Major-General Sir Issac Brock KB entered observer.
[23:36:37]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:38]	Major-General Sir Issac Brock KB entered observer.
[23:36:40]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:41]	Major-General Sir Issac Brock KB entered observer.
[23:36:42]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:43]	Major-General Sir Issac Brock KB entered observer.
[23:36:44]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:45]	Major-General Sir Issac Brock KB entered observer.
[23:36:45]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:46]	Major-General Sir Issac Brock KB entered observer.
[23:36:46]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:48]	Major-General Sir Issac Brock KB entered observer.
[23:36:49]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:51]	Major-General Sir Issac Brock KB entered observer.
[23:36:51]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:52]	Major-General Sir Issac Brock KB entered observer.
[23:36:53]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:54]	Major-General Sir Issac Brock KB entered observer.
[23:36:54]	Major-General Sir Issac Brock KB exited observer at their location.
[23:36:57]	Major-General Sir Issac Brock KB entered observer.
[23:36:59]	OTA.C17-ECHO:OHZ.19343 ran 'take' on item '.357 Rounds' (#28588)
[23:37:03]	OTA.C17-ECHO:OHZ.19343 ran 'use' on item '.357 Rounds' (#28588)
[23:37:27]	[Y] Alex Palovichov: Ey!
[23:37:29]	Anastasia Semenov has gained 5 tokens.
[23:37:29]	[Y] Alex Palovichov: Get up here!
[23:37:36]	[Y] Alex Palovichov: This ain't time for petty scavenging.
[23:37:42]	[Y] Alex Palovichov: Wrong way!
[23:37:47]	[Y] Alex Palovichov: Cyber Cafe is this way!
[23:37:49]	Anastasia Semenov used command '/ru Keep talking.'.
[23:37:50]	Major-General Sir Issac Brock KB exited observer at their location.
[23:37:52]	Major-General Sir Issac Brock KB entered observer.
[23:37:55]	Alex Palovichov used command '/ru Shut it'.
[23:38:05]	Major-General Sir Issac Brock KB exited observer at their location.
[23:38:05]	Anastasia Semenov used command '/ru Terrified.'.
[23:38:05]	Major-General Sir Issac Brock KB entered observer.
[23:38:22]	Major-General Sir Issac Brock KB exited observer at their location.
[23:38:25]	Major-General Sir Issac Brock KB entered observer.
[23:38:27]	Major-General Sir Issac Brock KB exited observer at their location.
[23:38:28]	Major-General Sir Issac Brock KB entered observer.
[23:38:30]	Major-General Sir Issac Brock KB exited observer at their location.
[23:38:31]	Major-General Sir Issac Brock KB entered observer.
[23:38:31]	Major-General Sir Issac Brock KB exited observer at their location.
[23:38:32]	Major-General Sir Issac Brock KB entered observer.
[23:38:32]	Major-General Sir Issac Brock KB exited observer at their location.
[23:38:33]	Major-General Sir Issac Brock KB entered observer.
[23:38:33]	Major-General Sir Issac Brock KB exited observer at their location.
[23:38:34]	Major-General Sir Issac Brock KB entered observer.
[23:38:34]	Major-General Sir Issac Brock KB exited observer at their location.
[23:38:35]	Major-General Sir Issac Brock KB entered observer.
[23:38:36]	Major-General Sir Issac Brock KB exited observer at their location.
[23:38:36]	Major-General Sir Issac Brock KB entered observer.
[23:38:37]	Major-General Sir Issac Brock KB exited observer at their location.
[23:38:37]	Major-General Sir Issac Brock KB entered observer.
[23:38:37]	Major-General Sir Issac Brock KB exited observer at their location.
[23:38:45]	Major-General Sir Issac Brock KB entered observer.
[23:39:28]	Major-General Sir Issac Brock KB exited observer at their location.
[23:39:43]	Anastasia Semenov ran 'take' on item 'Scrap Electronics' (#28550)
[23:39:43]	Anastasia Semenov has gained a 'Scrap Electronics' #28550.
[23:40:07]	Anastasia Semenov ran 'take' on item 'Metal Gas Can' (#28544)
[23:40:16]	OTA.C17-ECHO:OHZ.19343 used command '/ToggleRaise'.
[23:40:36]	[Y] Alex Palovichov: Get to work!
[23:40:41]	Anastasia Semenov ran 'drop' on item 'Pin' (#28334)
[23:40:41]	Anastasia Semenov has lost a 'Pin' #28334.
[23:40:46]	[Y] Alex Palovichov: Its locked!
[23:41:30]	[ME] Alex Palovichov: Takes out a crowbar
[23:41:40]	[ME] Alex Palovichov: Begins to rip open the crate
[23:41:55]	Alex Palovichov rolled 81 (75 + 6) out of 100 on Strength.
[23:41:55]	Alex Palovichov used command '/RollAttribute strength'.
[23:42:04]	[ME] Alex Palovichov: Would rip the top off the crate with ease
[23:42:13]	[LOOC] Alex Palovichov: ic I guess its open...
[23:42:23]	OTA.C17-ECHO:OHZ.19343 used command '/CharGiveItem echo Barricade'.
[23:42:23]	[LOOC] Wilfred Goodfield: wtf
[23:42:24]	[LOOC] Alex Palovichov: Guess we are using IC tools...
[23:42:28]	OTA.C17-ECHO:OHZ.19343 ran 'drop' on item 'Interface Disk' (#28410)
[23:42:28]	OTA.C17-ECHO:OHZ.19343 has lost a 'Interface Disk' #28410.
[23:42:29]	OTA.C17-ECHO:OHZ.19343 ran 'drop' on item 'Interface Disk' (#28411)
[23:42:29]	OTA.C17-ECHO:OHZ.19343 has lost a 'Interface Disk' #28411.
[23:42:30]	OTA.C17-ECHO:OHZ.19343 ran 'drop' on item 'Interface Disk' (#28412)
[23:42:30]	OTA.C17-ECHO:OHZ.19343 has lost a 'Interface Disk' #28412.
[23:42:31]	OTA.C17-ECHO:OHZ.19343 ran 'drop' on item 'Interface Disk' (#28414)
[23:42:31]	OTA.C17-ECHO:OHZ.19343 has lost a 'Interface Disk' #28414.
[23:42:33]	OTA.C17-ECHO:OHZ.19343 ran 'drop' on item 'Interface Disk' (#28415)
[23:42:33]	OTA.C17-ECHO:OHZ.19343 has lost a 'Interface Disk' #28415.
[23:42:33]	OTA.C17-ECHO:OHZ.19343 ran 'drop' on item 'Interface Disk' (#28413)
[23:42:33]	OTA.C17-ECHO:OHZ.19343 has lost a 'Interface Disk' #28413.
[23:42:34]	[LOOC] Alex Palovichov: just /me your tools
[23:42:38]	Anastasia Semenov ran 'drop' on item 'Adjustable Wrench' (#28393)
[23:42:38]	Anastasia Semenov has lost a 'Adjustable Wrench' #28393.
[23:42:41]	OTA.C17-ECHO:OHZ.19343 used command '/ToggleRaise'.
[23:42:41]	OTA.C17-ECHO:OHZ.19343 entered observer.
[23:42:42]	OTA.C17-ECHO:OHZ.19343 destroyed a 'Interface Disk' #28410.
[23:42:42]	OTA.C17-ECHO:OHZ.19343 destroyed a 'Interface Disk' #28411.
[23:42:42]	OTA.C17-ECHO:OHZ.19343 destroyed a 'Interface Disk' #28412.
[23:42:42]	OTA.C17-ECHO:OHZ.19343 destroyed a 'Interface Disk' #28414.
[23:42:42]	OTA.C17-ECHO:OHZ.19343 destroyed a 'Interface Disk' #28413.
[23:42:42]	OTA.C17-ECHO:OHZ.19343 destroyed a 'Interface Disk' #28415.
[23:42:43]	OTA.C17-ECHO:OHZ.19343 exited observer at their location.
[23:42:44]	[Y] Alex Palovichov: Get to work!
[23:42:51]	OTA.C17-ECHO:OHZ.19343 has removed the password for 'Crate'.
[23:42:57]	OTA.C17-ECHO:OHZ.19343 has gained a 'Combine Barricade' #28590.
[23:42:57]	OTA.C17-ECHO:OHZ.19343 used command '/CharGiveItem echo Barricade'.
[23:42:59]	[Y] Alex Palovichov: Rip apart every machine, take anything thats useful.
[23:43:04]	Alex Palovichov opened the 'Crate' #2726 container.
[23:43:04]	OTA.C17-ECHO:OHZ.19343 ran 'place' on item 'Combine Barricade' (#28590)
[23:43:06]	Alex Palovichov closed the 'Crate' #2726 container.
[23:43:07]	RayDasso (STEAM_0:0:64739582) has disconnected.
[23:43:10]	[ME] Jonathan Jackson: gets to work opening up the arcade machine
[23:43:12]	[Y] Alex Palovichov: // its open now.
[23:43:12]	Alex Palovichov opened the 'Crate' #2726 container.
[23:43:15]	Alex Palovichov ran 'drop' on item 'A Set of Tools' (#28581)
[23:43:17]	Alex Palovichov ran 'drop' on item 'Electric Drill' (#28585)
[23:43:18]	Alex Palovichov closed the 'Crate' #2726 container.
[23:43:19]	[OOC] OTA.C17-ECHO:OHZ.19343: fuck
[23:43:36]	Jonathan Jackson ran 'take' on item 'A Set of Tools' (#28581)
[23:43:36]	Jonathan Jackson has gained a 'A Set of Tools' #28581.
[23:43:39]	Alex Palovichov opened the 'Crate' #2726 container.
[23:43:40]	[ME] Anastasia Semenov: would move to the side of the machine and begin undoing a side panel. Once removed, a large amount of electronics can be seen.
[23:43:41]	Alex Palovichov has gained a 'A Set of Tools' #28578.
[23:43:42]	Alex Palovichov closed the 'Crate' #2726 container.
[23:43:49]	Alex Palovichov ran 'drop' on item 'A Set of Tools' (#28578)
[23:43:49]	Alex Palovichov has lost a 'A Set of Tools' #28578.
[23:43:59]	[ME] Alex Palovichov: Would begin to oversee the persons work
[23:44:08]	Major-General Sir Issac Brock KB entered observer.
[23:44:27]	[ME] Jonathan Jackson: uses a wrench to start loosen the bolts and then proceed to take out the keyboard once the bolts have been removed
[23:44:29]	OTA.C17-ECHO:OHZ.19343 has gained a 'Combine Barricade' #28590.
[23:44:29]	OTA.C17-ECHO:OHZ.19343 used command '/CharGiveItem echo Barricade'.
[23:44:33]	OTA.C17-ECHO:OHZ.19343 ran 'place' on item 'Combine Barricade' (#28590)
[23:44:43]	[ME] Anastasia Semenov: would bury her arm deep into the machine as she begins ripping out electronics and tossing them in front of the machine.
[23:44:43]	Major-General Sir Issac Brock KB exited observer at their location.
[23:44:44]	Major-General Sir Issac Brock KB entered observer.
[23:44:51]	Anastasia Semenov ran 'take' on item 'Adjustable Wrench' (#28393)
[23:44:51]	Anastasia Semenov has gained a 'Adjustable Wrench' #28393.
[23:44:51]	Major-General Sir Issac Brock KB exited observer at their location.
[23:44:52]	Major-General Sir Issac Brock KB entered observer.
[23:44:52]	Major-General Sir Issac Brock KB exited observer at their location.
[23:44:53]	Major-General Sir Issac Brock KB entered observer.
[23:44:53]	Major-General Sir Issac Brock KB exited observer at their location.
[23:44:54]	Anastasia Semenov ran 'take' on item 'A Set of Tools' (#28578)
[23:44:55]	Major-General Sir Issac Brock KB entered observer.
[23:44:55]	Major-General Sir Issac Brock KB exited observer at their location.
[23:44:56]	Alex Palovichov opened the 'Crate' #2726 container.
[23:44:58]	Alex Palovichov ran 'drop' on item 'Adjustable Wrench' (#28582)
[23:44:59]	Alex Palovichov closed the 'Crate' #2726 container.
[23:45:01]	Major-General Sir Issac Brock KB entered observer.
[23:45:02]	Major-General Sir Issac Brock KB exited observer at their location.
[23:45:02]	Anastasia Semenov ran 'take' on item 'A Set of Tools' (#28578)
[23:45:02]	Anastasia Semenov has gained a 'A Set of Tools' #28578.
[23:45:03]	Major-General Sir Issac Brock KB entered observer.
[23:45:08]	Alex Palovichov opened the 'Crate' #2726 container.
[23:45:11]	Alex Palovichov has gained a 'Adjustable Wrench' #28583.
[23:45:12]	[ME] Jonathan Jackson: uses the set up pliers to cut through the electronics, seeing for anything that might be useful
[23:45:12]	Alex Palovichov has gained a 'Pliers' #28579.
[23:45:13]	Alex Palovichov has gained a 'Pliers' #28580.
[23:45:14]	Alex Palovichov closed the 'Crate' #2726 container.
[23:45:17]	Alex Palovichov ran 'drop' on item 'Pliers' (#28580)
[23:45:17]	Alex Palovichov has lost a 'Pliers' #28580.
[23:45:23]	Alex Palovichov ran 'drop' on item 'Pliers' (#28579)
[23:45:23]	Alex Palovichov has lost a 'Pliers' #28579.
[23:45:24]	Alex Palovichov ran 'drop' on item 'Adjustable Wrench' (#28583)
[23:45:24]	Alex Palovichov has lost a 'Adjustable Wrench' #28583.
[23:45:45]	[ME] Jonathan Jackson: takes out some scrap electronics from the arcade mmachine
[23:46:01]	[ME] Anastasia Semenov: would crawl up and into the hollowed out arcade. She'd press her hands against the glass to pop out the screen.
[23:46:08]	Major-General Sir Issac Brock KB exited observer at their location.
[23:46:10]	Major-General Sir Issac Brock KB entered observer.
[23:46:37]	[ME] Jonathan Jackson: proceeds to look for the processor in the arcade cabinet, digging and cutting through a mess of wires
[23:46:44]	Major-General Sir Issac Brock KB opened the 'Crate' #2726 container.
[23:46:50]	Major-General Sir Issac Brock KB closed the 'Crate' #2726 container.
