[04:20:12]	Avi has connected.
[17:17:08]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[17:17:11]	Jimmy 'Watcher 3' John entered observer.
[17:17:15]	Lamello (STEAM_0:1:61357151) has disconnected.
[17:17:19]	[LOOC] Jimmy 'Watcher 3' John: oof
[17:17:47]	[OOC] Justin Bail: this is so shit
[17:17:50]	[LOOC] CCA.C08-UNION.i3.29332: so did I kill the guy?
[17:18:09]	[LOOC] CCA.C08-GRID.i4.69192: no
[17:18:13]	FB|| light ROOM has connected.
[17:18:38]	FB|| light ROOM loaded the character 'Ethan King'
[17:18:39]	CCA.C08-UNION.i3.29332 has gained 10 tokens.
[17:18:42]	[LOOC] CCA.C08-UNION.i3.29332: hello
[17:18:49]	[LOOC] Ethan King: Okay now then, Where were we
[17:18:53]	[LOOC] CCA.C08-UNION.i3.29332: I shot you in the eyes what happens?
[17:18:57]	Lamello has connected.
[17:19:00]	[LOOC] CCA.C08-GRID.i4.69192: you tried to shoot him in the eyes
[17:19:09]	[W] Jimmy 'Watcher 3' John: Don't forget Hawaii.
[17:19:13]	[LOOC] CCA.C08-GRID.i4.69192: correcTG?
[17:19:18]	[LOOC] CCA.C08-GRID.i4.69192: i just want this fight ot end
[17:19:22]	[LOOC] CCA.C08-UNION.i3.29332: yes
[17:19:22]	[LOOC] CCA.C08-GRID.i4.69192: does anybody want to forfeit because i have siht ot do
[17:19:35]	Lamello loaded the character 'Ethan Edwardson'
[17:19:38]	[ME] Ethan Edwardson: arrives
[17:19:39]	[LOOC] CCA.C08-GRID.i4.69192: fuckin
[17:19:40]	[LOOC] CCA.C08-UNION.i3.29332: he got 77 and I got 89.03
[17:19:41]	[LOOC] CCA.C08-GRID.i4.69192: xyz this is your job now
[17:19:42]	CCA.C08-GRID.i4.69192 entered observer.
[17:19:47]	[OOC] CCA.C08-GRID.i4.69192: xyz you're in charge
[17:19:50]	[OOC] Justin Bail: ban
[17:19:52]	[OOC] Justin Bail: ban
[17:19:52]	Ethan King used command '/RollStat agi'.
[17:19:57]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:19:59]	[IT] Francis Bellmont: he fails to find the breenwater
[17:20:05]	[OOC] Jimmy 'Watcher 3' John: i cant do anything
[17:20:06]	[LOOC] CCA.C08-UNION.i3.29332: in your eyes mother fucker
[17:20:07]	[OOC] Jimmy 'Watcher 3' John: literally
[17:20:09]	Lamello (STEAM_0:1:61357151) has disconnected.
[17:20:10]	[LOOC] CCA.C08-UNION.i3.29332: what haooened
[17:20:12]	[OOC] Jimmy 'Watcher 3' John: im still a trial mod lmfao
[17:20:14]	[OOC] Justin Bail: bro
[17:20:18]	[OOC] CCA.C08-GRID.i4.69192: xyz thisi s oyur job, do this
[17:20:19]	CCA.C08-GRID.i4.69192 used command '/DoorSetHidden true'.
[17:20:20]	[OOC] Justin Bail: / hses mic spamming
[17:20:21]	[OOC] CCA.C08-UNION.i3.29332: What happens I shot him in the eyes
[17:20:23]	[OOC] CCA.C08-GRID.i4.69192: handle the combat, i believe in you
[17:20:24]	[OOC] Justin Bail: not 2 week ban
[17:20:30]	[OOC] Jimmy 'Watcher 3' John: how what can i do
[17:20:34]	[OOC] Jimmy 'Watcher 3' John: i can do nothing but wtch
[17:20:34]	[LOOC] Ethan King: How the fuck do you shoot both my eyes?
[17:20:36]	[OOC] CCA.C08-GRID.i4.69192: use logic to see who wins
[17:20:41]	[OOC] CCA.C08-GRID.i4.69192: agility for accuracy
[17:20:47]	[LOOC] CCA.C08-UNION.i3.29332: My 9mm Pistol dumb ass
[17:20:55]	[LOOC] Francis Bellmont: you can't miss at thar range
[17:21:02]	[OOC] CCA.C08-UNION.i3.29332: we already did I got 42 and he got 8
[17:21:06]	[LOOC] Francis Bellmont: this isn't XCOM
[17:21:18]	[LOOC] CCA.C08-UNION.i3.29332: His eyes be gone
[17:21:23]	[OOC] CCA.C08-GRID.i4.69192: xyz thisi s oyur job i have event shit to do
[17:21:29]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:21:32]	Ethan King used command '/RollStat agi'.
[17:21:32]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[17:21:39]	[LOOC] CCA.C08-UNION.i3.29332: I hate this I won already two times
[17:21:50]	[LOOC] Ethan King: JUst do it and stop complaining.
[17:21:58]	[LOOC] CCA.C08-UNION.i3.29332: I did I got 42 and he got 8 already
[17:22:00]	[LOOC] Alexei Stravolsky: can i roll to shoot the metrocop
[17:22:10]	[LOOC] CCA.C08-UNION.i3.29332: contiune with this shit
[17:22:14]	[LOOC] CCA.C08-GRID.i4.69192: no, you're basically dyting
[17:22:17]	[LOOC] Ethan King: Just redo it holy shit.
[17:22:20]	[LOOC] CCA.C08-UNION.i3.29332: HOW AM I
[17:22:27]	[LOOC] Alexei Stravolsky: i think i'd still be able to use my fucking arm
[17:22:31]	[LOOC] Ethan King: Yes
[17:22:38]	[LOOC] CCA.C08-UNION.i3.29332: yes
[17:23:01]	[OOC] CCA.C08-UNION.i3.29332: * [The man before you stands at 6'0 and ...] Again tries to stab the CP in the lower stomach.** CCA.C08-UNION.i3.29332 has rolled 35.03 ( 25 + 10.03 ) out of 100.** Ethan King has rolled 85 out of 100.** Ethan King has rolled 28 ( 22 + 6 ) out of 100.
[17:23:27]	[OOC] CCA.C08-UNION.i3.29332: ** CCA.C08-UNION.i3.29332 shots him in his eyes** Ethan King has rolled 77 ( 71 + 6 ) out of 100.** CCA.C08-UNION.i3.29332 has rolled 89.03 ( 79 + 10.03 ) out of 100.
[17:23:32]	[LOOC] CCA.C08-UNION.i3.29332: what is your action
[17:23:39]	CCA.C08-UNION.i3.29332 has gained 10 tokens.
[17:23:40]	[ME] Justin Bail: shoves screw driver in
[17:23:43]	[LOOC] CCA.C08-UNION.i3.29332: nice action not on your turn
[17:23:44]	[ME] Justin Bail: stomach
[17:24:00]	[LOOC] CCA.C08-UNION.i3.29332: ** CCA.C08-UNION.i3.29332 shots him in his eyes** Ethan King has rolled 77 ( 71 + 6 ) out of 100.** CCA.C08-UNION.i3.29332 has rolled 89.03 ( 79 + 10.03 ) out of 100.
[17:24:18]	[LOOC] CCA.C08-UNION.i3.29332: proof I have done this already
[17:24:24]	[ME] CCA.C08-UNION.i3.29332: Shots in eye again
[17:24:28]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:24:32]	[LOOC] CCA.C08-UNION.i3.29332: go
[17:24:33]	Ethan King used command '/RollStat agi'.
[17:24:49]	[LOOC] CCA.C08-UNION.i3.29332: Now I losing this fucking great
[17:24:53]	[ME] Ethan King: Attempts to stab the man in the throat.
[17:24:56]	[IT] Jimmy 'Watcher 3' John: The metrocop skimmed Ethans face, but Ethan was able to stab.
[17:25:06]	Ethan King has taken 3 damage from CCA.C08-UNION.i3.29332.
[17:25:10]	[LOOC] Ethan King: oof
[17:25:10]	[OOC] Justin Bail: vro
[17:25:12]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:25:13]	Dragonbrother7 (STEAM_0:1:52038966) has disconnected.
[17:25:15]	[OOC] Justin Bail: can we end this
[17:25:21]	[OOC] Justin Bail: theres a event soon
[17:25:21]	[LOOC] CCA.C08-UNION.i3.29332: wait wtf
[17:25:25]	[LOOC] CCA.C08-UNION.i3.29332: no he did
[17:25:26]	[LOOC] Ethan King: It's IC so i can't actually do it.
[17:25:26]	[OOC] CCA.C08-GRID.i4.69192: in 5 minutes
[17:25:28]	[OOC] CCA.C08-GRID.i4.69192: for swrp
[17:25:30]	[LOOC] CCA.C08-UNION.i3.29332: didn't*
[17:25:31]	[OOC] Justin Bail: like in 5 min
[17:25:38]	[OOC] CCA.C08-UNION.i3.29332: WTF
[17:25:43]	[OOC] CCA.C08-UNION.i3.29332: THAT WAS SHOTTING
[17:25:54]	CCA.C08-UNION.i3.29332 used command '/RollStat agi'.
[17:25:57]	Ethan King used command '/RollStat agi'.
[17:26:17]	[LOOC] CCA.C08-UNION.i3.29332: NO THAT WAS THE SHOOT
[17:26:32]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[17:26:41]	[LOOC] Ethan King: I stabbed hi min the neck, Pretty sure thats lethal.
[17:26:57]	[LOOC] CCA.C08-UNION.i3.29332: JIMMY YOUR GETTING ME PKED
[17:27:02]	[LOOC] CCA.C08-GRID.i4.69192: it's not a pk
[17:27:10]	[LOOC] CCA.C08-UNION.i3.29332: Were did you eveng et the Lethal?
[17:27:21]	[LOOC] Ethan King: Okay, After we rolled for the shots i then rolled for stabbing.
[17:27:42]	[LOOC] CCA.C08-UNION.i3.29332: I hate this I fucking got his eyes but fuck this shit
[17:27:55]	[LOOC] CCA.C08-UNION.i3.29332: ** CCA.C08-UNION.i3.29332 shots him in his eyes** Ethan King has rolled 77 ( 71 + 6 ) out of 100.** CCA.C08-UNION.i3.29332 has rolled 89.03 ( 79 + 10.03 ) out of 100.
[17:27:57]	[OOC] CCA.C08-UNION.i3.29332: /looc ** CCA.C08-UNION.i3.29332 shots him in his eyes** Ethan King has rolled 77 ( 71 + 6 ) out of 100.** CCA.C08-UNION.i3.29332 has rolled 89.03 ( 79 + 10.03 ) out of 
[17:28:00]	[LOOC] CCA.C08-UNION.i3.29332: ** CCA.C08-UNION.i3.29332 shots him in his eyes** Ethan King has rolled 77 ( 71 + 6 ) out of 100.** CCA.C08-UNION.i3.29332 has rolled 89.03 ( 79 + 10.03 ) out of 
[17:28:09]	[LOOC] CCA.C08-UNION.i3.29332: THIS IS FUCKING PROOF
[17:28:17]	[OOC] Justin Bail: im can i go on project tie or if i leave its failrp?
[17:28:22]	[LOOC] CCA.C08-UNION.i3.29332: Check
[17:28:34]	[LOOC] CCA.C08-UNION.i3.29332: just check logs
[17:28:38]	CCA.C08-UNION.i3.29332 has gained 10 tokens.
[17:28:39]	[LOOC] CCA.C08-UNION.i3.29332: it will show I got his eyes
[17:28:44]	[LOOC] CCA.C08-UNION.i3.29332: both of them
[17:29:17]	[OOC] Justin Bail: is the star wars server even up?
[17:29:32]	[OOC] CCA.C08-GRID.i4.69192: yeah
[17:29:37]	[OOC] Justin Bail: i dont see it
[17:29:38]	[OOC] CCA.C08-GRID.i4.69192: if you leave it's failrp
[17:29:40]	Alexei Stravolsky ran 'read' on item 'Cars for Dummies, Vol. 1' (#6876)
[17:29:43]	Alexei Stravolsky ran 'drop' on item 'Cars for Dummies, Vol. 1' (#6876)
[17:29:43]	Alexei Stravolsky has lost a 'Cars for Dummies, Vol. 1' #6876.
[17:29:45]	[OOC] Justin Bail: but its event
[17:29:49]	[LOOC] CCA.C08-UNION.i3.29332: ah shit
[17:29:56]	[OOC] Justin Bail: omg this fight
[17:30:01]	[LOOC] CCA.C08-UNION.i3.29332: alright
[17:30:03]	[OOC] Justin Bail: is so fucking boring]
[17:30:10]	[ME] CCA.C08-UNION.i3.29332: heals myself using Health vital
[17:30:10]	[LOOC] Ethan King: I'm fucked your more fucked
[17:30:25]	[LOOC] CCA.C08-UNION.i3.29332: health kit*
[17:30:26]	[LOOC] Ethan King: Wait i stabed you in the throat????
[17:30:33]	[LOOC] CCA.C08-UNION.i3.29332: with a syringe
[17:30:33]	[LOOC] CCA.C08-GRID.i4.69192: you got stabbed in the throat bud
[17:30:37]	[LOOC] CCA.C08-UNION.i3.29332: a small one
[17:30:40]	[LOOC] CCA.C08-GRID.i4.69192: you can't reach for a health vial
[17:30:42]	Justin Bail ran 'read' on item 'Cars for Dummies, Vol. 1' (#6876)
[17:30:44]	Justin Bail ran 'read' on item 'Cars for Dummies, Vol. 1' (#6876)
[17:30:45]	Justin Bail ran 'take' on item 'Cars for Dummies, Vol. 1' (#6876)
[17:30:45]	Justin Bail has gained a 'Cars for Dummies, Vol. 1' #6876.
[17:30:50]	Justin Bail ran 'read' on item 'Cars for Dummies, Vol. 1' (#6876)
[17:30:51]	[LOOC] CCA.C08-GRID.i4.69192: you are literally dying
[17:30:58]	[LOOC] CCA.C08-UNION.i3.29332: Just kill me this RP is shit
[17:31:00]	[LOOC] Ethan King: Your everything is fucked
[17:31:08]	[OOC] CCA.C08-UNION.i3.29332: ight I going cya
[17:31:12]	CCA.C08-GRID.i4.69192 exited observer at their location.
[17:31:15]	[OOC] Justin Bail: im leaving
[17:31:17]	CCA.C08-UNION.i3.29332 ran 'drop' on item '.9mm Pistol' (#5923)
[17:31:17]	CCA.C08-UNION.i3.29332 has lost a '.9mm Pistol' #5923.
[17:31:19]	CCA.C08-UNION.i3.29332 ran 'drop' on item 'SMG Bullets' (#6945)
[17:31:19]	CCA.C08-UNION.i3.29332 has lost a 'SMG Bullets' #6945.
[17:31:20]	CCA.C08-UNION.i3.29332 ran 'drop' on item 'SMG Bullets' (#6946)
[17:31:20]	CCA.C08-UNION.i3.29332 has lost a 'SMG Bullets' #6946.
[17:31:21]	CCA.C08-UNION.i3.29332 ran 'drop' on item 'Health Kit' (#6794)
[17:31:21]	CCA.C08-UNION.i3.29332 has lost a 'Health Kit' #6794.
[17:31:21]	[OOC] Justin Bail: i wanna go on event
[17:31:22]	CCA.C08-UNION.i3.29332 ran 'Apply' on item 'Health Kit' (#6795)
[17:31:23]	CCA.C08-UNION.i3.29332 ran 'drop' on item 'Health Kit' (#6796)
[17:31:23]	CCA.C08-UNION.i3.29332 has lost a 'Health Kit' #6796.
[17:31:25]	Justin Bail ran 'Apply' on item 'Health Kit' (#6794)
[17:31:25]	CCA.C08-UNION.i3.29332 ran 'drop' on item 'Zip Tie' (#6780)
[17:31:25]	CCA.C08-UNION.i3.29332 has lost a 'Zip Tie' #6780.
[17:31:26]	CCA.C08-UNION.i3.29332 ran 'drop' on item 'Breen's Water' (#6255)
[17:31:26]	CCA.C08-UNION.i3.29332 has lost a 'Breen's Water' #6255.
[17:31:29]	CCA.C08-UNION.i3.29332 ran 'drop' on item 'Zip Tie' (#6778)
[17:31:29]	CCA.C08-UNION.i3.29332 has lost a 'Zip Tie' #6778.
[17:31:30]	CCA.C08-UNION.i3.29332 ran 'drop' on item 'Zip Tie' (#5930)
[17:31:30]	CCA.C08-UNION.i3.29332 has lost a 'Zip Tie' #5930.
[17:31:32]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[17:31:32]	CCA.C08-UNION.i3.29332 ran 'drop' on item 'Hybrid Radio' (#5926)
[17:31:32]	CCA.C08-UNION.i3.29332 has lost a 'Hybrid Radio' #5926.
[17:31:33]	CCA.C08-UNION.i3.29332 ran 'drop' on item 'Suitcase' (#3835)
[17:31:33]	CCA.C08-UNION.i3.29332 has lost a 'Suitcase' #3835.
[17:31:35]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[17:31:40]	[OOC] CCA.C08-UNION.i3.29332: there you go
[17:31:44]	Justin Bail ran 'Listen' on item 'Hybrid Radio' (#5926)
[17:31:49]	[ME] Ethan King: Goes for the pistol and radio.
[17:31:50]	[LOOC] CCA.C08-UNION.i3.29332: you have all the shit
[17:31:51]	Justin Bail ran 'take' on item 'Zip Tie' (#6778)
[17:31:51]	Justin Bail has gained a 'Zip Tie' #6778.
[17:31:55]	Ethan King ran 'take' on item '.9mm Pistol' (#5923)
[17:31:55]	Ethan King has gained a '.9mm Pistol' #5923.
[17:31:57]	Ethan King ran 'take' on item 'Hybrid Radio' (#5926)
[17:31:57]	Ethan King has gained a 'Hybrid Radio' #5926.
[17:32:00]	Justin Bail ran 'drop' on item '9mm Pistol Bullets' (#6942)
[17:32:00]	Justin Bail has lost a '9mm Pistol Bullets' #6942.
[17:32:02]	[LOOC] CCA.C08-GRID.i4.69192: who wants the suit
[17:32:02]	CCA.C08-GRID.i4.69192 entered observer.
[17:32:03]	CCA.C08-GRID.i4.69192 exited observer at their location.
[17:32:04]	[LOOC] CCA.C08-UNION.i3.29332: just kill me so I can fucking leave this shit 
[17:32:04]	[ME] Ethan King: Then goes for ammo
[17:32:05]	Ethan King ran 'take' on item 'SMG Bullets' (#6945)
[17:32:05]	Ethan King has gained a 'SMG Bullets' #6945.
[17:32:06]	Justin Bail ran 'take' on item 'Health Kit' (#6796)
[17:32:06]	Justin Bail has gained a 'Health Kit' #6796.
[17:32:11]	Justin Bail ran 'Apply' on item 'Health Kit' (#6796)
[17:32:11]	Ethan King ran 'Equip' on item '.9mm Pistol' (#5923)
[17:32:12]	[OOC] CCA.C08-UNION.i3.29332: this shit was fucking bad either way
[17:32:13]	Ethan King ran 'use' on item 'SMG Bullets' (#6945)
[17:32:18]	Ethan King ran 'EquipUn' on item '.9mm Pistol' (#5923)
[17:32:18]	[LOOC] CCA.C08-UNION.i3.29332: I don't have a blow toucher
[17:32:21]	[LOOC] CCA.C08-UNION.i3.29332: can I go
[17:32:22]	Ethan King ran 'Activate' on item 'Hybrid Radio' (#5926)
[17:32:35]	Ethan King ran 'AdMode' on item 'Hybrid Radio' (#5926)
[17:32:37]	Ethan King ran 'AdMode' on item 'Hybrid Radio' (#5926)
[17:32:38]	[LOOC] CCA.C08-UNION.i3.29332: JUST FUCKING KILL ME
[17:32:40]	CCA.C08-UNION.i3.29332 has taken 150 damage from Jimmy 'Watcher 3' John.
[17:32:40]	[LOOC] CCA.C08-GRID.i4.69192: okay
[17:32:41]	CCA.C08-UNION.i3.29332 has taken 150 damage from Jimmy 'Watcher 3' John.
[17:32:41]	Jimmy 'Watcher 3' John has killed CCA.C08-UNION.i3.29332 with weapon_357.
[17:32:41]	Ethan King ran 'Activate' on item 'Hybrid Radio' (#5926)
[17:32:43]	Ethan King ran 'Silence' on item 'Hybrid Radio' (#5926)
[17:32:46]	[OOC] CCA.C08-GRID.i4.69192: ight
[17:32:50]	[OOC] CCA.C08-GRID.i4.69192: now quickly do your shit
[17:32:52]	Catman (STEAM_0:0:93262339) has disconnected (timed out).
[17:33:01]	[ME] Ethan King: Goes for the 9mm pistol ammo
[17:33:03]	Ethan King ran 'take' on item '9mm Pistol Bullets' (#6942)
[17:33:03]	Ethan King has gained a '9mm Pistol Bullets' #6942.
[17:33:03]	CCA.C08-GRID.i4.69192 entered observer.
[17:33:07]	CCA.C08-GRID.i4.69192 exited observer at their location.
[17:33:10]	Ethan King ran 'take' on item 'Zip Tie' (#5930)
[17:33:10]	Ethan King has gained a 'Zip Tie' #5930.
[17:33:17]	Justin Bail ran 'drop' on item 'Television' (#6909)
[17:33:17]	Justin Bail has lost a 'Television' #6909.
[17:33:20]	Justin Bail ran 'drop' on item 'Screwdriver' (#6935)
[17:33:20]	Justin Bail has lost a 'Screwdriver' #6935.
[17:33:31]	Ethan King ran 'use' on item '9mm Pistol Bullets' (#6942)
[17:33:32]	[1K-85] J.Heat (STEAM_0:0:143523274) has disconnected.
[17:33:35]	Jimmy 'Watcher 3' John exited observer at their location.
[17:33:36]	Ethan King ran 'take' on item 'SMG Bullets' (#6946)
[17:33:36]	Ethan King has gained a 'SMG Bullets' #6946.
[17:33:40]	Ethan King ran 'take' on item 'Zip Tie' (#6780)
[17:33:40]	Ethan King has gained a 'Zip Tie' #6780.
[17:33:41]	Ethan King ran 'take' on item 'Breen's Water' (#6255)
[17:33:41]	Ethan King has gained a 'Breen's Water' #6255.
[17:33:47]	CCA.C08-GRID.i4.69192 entered observer.
[17:33:51]	[LOOC] Ethan King: Don't know
[17:33:53]	Alexei Stravolsky ran 'take' on item 'Suitcase' (#3835)
[17:33:54]	CCA.C08-GRID.i4.69192 exited observer at their location.
[17:33:54]	[LOOC] Ethan King: NO
[17:33:59]	[LOOC] CCA.C08-GRID.i4.69192: hold on
[17:34:03]	[LOOC] Ethan King: Probably
[17:34:49]	[LOOC] CCA.C08-GRID.i4.69192: yeah, i checked logs, bail has the blowtorch
[17:34:52]	[ME] Ethan King: Takes his syringe.
[17:34:55]	Ethan King ran 'take' on item 'Old Syringe' (#6638)
[17:34:55]	Ethan King has gained a 'Old Syringe' #6638.
[17:35:34]	CCA.C08-GRID.i4.69192 entered observer.
[17:35:48]	Alexei Stravolsky ran 'Apply' on item 'Bandage' (#6878)
[17:35:51]	[OOC] CCA.C08-GRID.i4.69192: i have to go do SWRP stuff
[17:35:57]	[OOC] CCA.C08-GRID.i4.69192: you guys should hop on, we're doing three events
[17:35:58]	[OOC] Jimmy 'Watcher 3' John: can you spawn in a torch real quick
[17:35:59]	[OOC] CCA.C08-GRID.i4.69192: all managed by chief
[17:36:04]	CCA.C08-GRID.i4.69192 exited observer at their location.
[17:36:09]	[OOC] Alexei Stravolsky: uh
[17:36:16]	[OOC] Alexei Stravolsky: i guess i could try SWRP idk
[17:36:17]	CCA.C08-GRID.i4.69192 has gained a 'Blowtorch' #6948.
[17:36:17]	CCA.C08-GRID.i4.69192 used command '/CreateCustomItem Blowtorch models/dpfilms/metropolice/props/hd_stunbaton.mdl A blowtorch.'.
[17:36:19]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Blowtorch' (#6948)
[17:36:19]	CCA.C08-GRID.i4.69192 has lost a 'Blowtorch' #6948.
[17:36:22]	[OOC] Ethan King: I'm not a big fan of SWRP
[17:36:23]	Alexei Stravolsky ran 'drop' on item 'Stone Hatchet' (#6896)
[17:36:23]	Alexei Stravolsky has lost a 'Stone Hatchet' #6896.
[17:36:23]	Jimmy 'Watcher 3' John ran 'take' on item 'Blowtorch' (#6948)
[17:36:23]	Jimmy 'Watcher 3' John has gained a 'Blowtorch' #6948.
[17:36:32]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[17:36:36]	[OOC] Ethan King: Nothing against you, Just preference
[17:36:37]	Alexei Stravolsky ran 'take' on item 'Stone Hatchet' (#6896)
[17:36:37]	Alexei Stravolsky has gained a 'Stone Hatchet' #6896.
[17:36:38]	CCA.C08-GRID.i4.69192 entered observer.
[17:36:40]	[OOC] CCA.C08-GRID.i4.69192: no i undesrtand
[17:36:45]	[OOC] CCA.C08-GRID.i4.69192: and then XYZ we'll need you on too
[17:36:49]	[OOC] Alexei Stravolsky: i just wanna go to outlands
[17:37:01]	[LOOC] Ethan King: Let's just go to the sewers real quick
[17:37:12]	[LOOC] Ethan King: So we don't ya know spawn in the middle of the city
[17:37:18]	matt saton (STEAM_0:1:53097688) has disconnected.
[17:37:19]	Jimmy 'Watcher 3' John entered observer.
[17:37:54]	Jimmy 'Watcher 3' John exited observer at their location.
[17:38:05]	[Y] Jimmy 'Watcher 3' John: Hello?!
[17:38:10]	[Y] Alexei Stravolsky: Hey!
[17:38:12]	Jimmy 'Watcher 3' John entered observer.
[17:38:13]	Ethan King ran 'Equip' on item '.9mm Pistol' (#5923)
[17:38:19]	[LOOC] Jimmy 'Watcher 3' John: oh yeah
[17:38:21]	Jimmy 'Watcher 3' John ran 'drop' on item 'Blowtorch' (#6948)
[17:38:21]	Jimmy 'Watcher 3' John has lost a 'Blowtorch' #6948.
[17:38:35]	Jimmy 'Watcher 3' John exited observer at their location.
[17:38:40]	[Y] Jimmy 'Watcher 3' John: What'd you get?!
[17:39:04]	[Y] Ethan King: We killed two CP's and have lots of ammo we could use for gunpowder.
[17:39:21]	[Y] Jimmy 'Watcher 3' John: Nice, got anything that uses fuel?
[17:39:29]	[Y] Jimmy 'Watcher 3' John: Butane, anythi-
[17:39:34]	[Y] Jimmy 'Watcher 3' John: NICE! Can you pass it down to me?
[17:39:47]	[ME] Jimmy 'Watcher 3' John: took the blowtorch.
[17:40:02]	[LOOC] Jimmy 'Watcher 3' John: let go
[17:40:19]	[LOOC] Ethan King: Need to change my Desc in a minute.
[17:40:23]	[LOOC] Jimmy 'Watcher 3' John: did u?
[17:41:00]	[ME] Ethan King: Tosses a Breen water
[17:41:02]	Jimmy 'Watcher 3' John ran 'take' on item 'Blowtorch' (#6948)
[17:41:02]	Jimmy 'Watcher 3' John has gained a 'Blowtorch' #6948.
[17:41:04]	[LOOC] Jimmy 'Watcher 3' John: FOUND IT
[17:41:05]	Ethan King ran 'drop' on item 'Breen's Water' (#6255)
[17:41:05]	Ethan King has lost a 'Breen's Water' #6255.
[17:41:14]	Alexei Stravolsky ran 'take' on item 'Breen's Water' (#6255)
[17:41:14]	Alexei Stravolsky has gained a 'Breen's Water' #6255.
[17:41:17]	Alexei Stravolsky ran 'Drink' on item 'Breen's Water' (#6255)
[17:41:55]	[OOC] Alexei Stravolsky: whats the name of the star wars server
[17:42:03]	[OOC] Jimmy 'Watcher 3' John: probably the same name
[17:42:15]	[OOC] Jimmy 'Watcher 3' John: i gotta download all the content
[17:42:24]	[OOC] Alexei Stravolsky: should i leave now
[17:42:28]	[LOOC] Ethan King: I might take a look at it.
[17:42:30]	[OOC] Jimmy 'Watcher 3' John: yeah
[17:42:35]	[OOC] Alexei Stravolsky: bye
[17:42:35]	[OOC] Jimmy 'Watcher 3' John: im bout to
[17:42:42]	[LOOC] Ethan King: Alright see you guys.
[17:42:44]	Kayle Solo (STEAM_0:1:39753467) has disconnected.
[17:42:46]	[OOC] Jimmy 'Watcher 3' John: see you then
[17:42:47]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[17:42:50]	XYZ509 (STEAM_0:1:116497963) has disconnected.
[21:11:30]	FB|| light ROOM has connected.
[21:12:03]	FB|| light ROOM loaded the character 'Ethan King'
[21:12:33]	[ME] Ethan King: Takes off his kevlar vest.
[21:14:09]	[ME] Ethan King: Turns the Kevlar vest upside down showing a small device under the right shoulder, He then tears this device off and brings it to the Sewage Water.
[21:15:01]	[ME] Ethan King: Tosses the small BIO-Signal device into the water getting rid of it forever.
