[03:57:41]	PhilipIsBored has connected.
[23:26:26]	CCA.C14-HELIX.i5.50299 ran 'take' on item '9mm Pistol Magazine' (#22223)
[23:26:26]	CCA.C14-HELIX.i5.50299 has gained a '9mm Pistol Magazine' #22223.
[23:26:27]	CCA.C14-HELIX.i5.50299 ran 'take' on item '9mm Pistol Magazine' (#22224)
[23:26:27]	CCA.C14-HELIX.i5.50299 has gained a '9mm Pistol Magazine' #22224.
[23:26:32]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:26:41]	Marc 'Watcher 1' Temple entered observer.
[23:26:43]	Marc 'Watcher 1' Temple exited observer at their location.
[23:26:47]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:26:53]	Marc 'Watcher 1' Temple entered observer.
[23:26:55]	Marc 'Watcher 1' Temple exited observer at their location.
[23:27:05]	[OOC] CCA.C14-HELIX.i5.50299: Helix: Heals the man and starts out nice. Helix: Pretty much sentances them both to (maybe) death.
[23:27:27]	[LOOC] CCA.C14-UNION.i4.36307: just a heads up im not good at irl mechanical stuff so
[23:27:27]	[OOC] CCA.C14-UNION.i5.39867: oh im getting immidiate amputation lol
[23:27:27]	CCA.C14-QrM.98240 used command '/Radio Who picked up a MP7 and four boxes of ammo?'.
[23:27:33]	[LOOC] CCA.C14-HELIX.i5.50299: okay
[23:27:36]	[OOC] CCA.C14-HELIX.i5.50299: Nah trial first
[23:27:42]	[OOC] CCA.C14-UNION.i5.39867: attempted homocide is a level-7
[23:27:49]	[OOC] CCA.C14-HELIX.i5.50299: Imma get off now, see ya guys,
[23:27:55]	[OOC] Marc 'Watcher 1' Temple: See ya
[23:27:58]	[OOC] CCA.C14-HELIX.i5.50299: it's a level 6
[23:28:01]	[OOC] CCA.C14-HELIX.i5.50299: This was fun and sorry at the same time
[23:28:02]	[OOC] CCA.C14-UNION.i5.39867: its not
[23:28:05]	[OOC] CCA.C14-UNION.i5.39867: look at the guide
[23:28:06]	[OOC] CCA.C14-QrM.98240: see ya gamer
[23:28:06]	CCA.C14-UNION.i4.36307 has gained 10 tokens.
[23:28:07]	[OOC] CCA.C14-HELIX.i5.50299: oh
[23:28:08]	[OOC] CCA.C14-HELIX.i5.50299: hm
[23:28:14]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[23:28:15]	[OOC] CCA.C14-HELIX.i5.50299: Q we have the same name
[23:28:15]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:28:18]	[OOC] CCA.C14-HELIX.i5.50299: fix yours
[23:28:21]	[OOC] CCA.C14-HELIX.i5.50299: i know, i'm waiting for you to disconnect
[23:28:25]	[OOC] CCA.C14-HELIX.i5.50299: for that reason
[23:28:27]	Painevan (STEAM_0:0:68118061) has disconnected.
[23:28:30]	CCA.C14-GRID.OfC.29402 used command '/CharSetName helix.i5 CCA.C14-GRID.OfC.29402'.
[23:28:37]	CCA.C14-GRID.OfC.29402 ran 'drop' on item 'Bucket' (#22219)
[23:28:37]	CCA.C14-GRID.OfC.29402 has lost a 'Bucket' #22219.
[23:28:38]	[OOC] CCA.C14-QrM.98240: Welp that was kinda fucked
[23:28:40]	CCA.C14-GRID.OfC.29402 ran 'take' on item 'Bucket' (#22219)
[23:28:40]	CCA.C14-GRID.OfC.29402 has gained a 'Bucket' #22219.
[23:28:47]	[LOOC] CCA.C14-UNION.i4.36307: what
[23:28:53]	[LOOC] CCA.C14-GRID.OfC.29402: void htat
[23:28:56]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[23:28:57]	CCA.C14-GRID.OfC.29402 ran 'drop' on item 'XM31 OICW' (#18910)
[23:28:57]	CCA.C14-GRID.OfC.29402 has lost a 'XM31 OICW' #18910.
[23:28:57]	[LOOC] CCA.C14-UNION.i4.36307: no
[23:28:58]	CCA.C14-GRID.OfC.29402 ran 'drop' on item 'Bucket' (#22216)
[23:28:58]	CCA.C14-GRID.OfC.29402 has lost a 'Bucket' #22216.
[23:28:58]	[OOC] CCA.C14-UNION.i5.39867: so i need a trial?
[23:28:59]	CCA.C14-GRID.OfC.29402 ran 'take' on item 'Bucket' (#22216)
[23:28:59]	CCA.C14-GRID.OfC.29402 has gained a 'Bucket' #22216.
[23:29:02]	[OOC] CCA.C14-UNION.EpU.72633: I guess CCA hours
[23:29:03]	[OOC] CCA.C14-GRID.OfC.29402: i'll doubel check
[23:29:11]	[OOC] CCA.C14-UNION.i5.39867: says in the guide that its immidiate amputation
[23:29:15]	[LOOC] CCA.C14-UNION.i4.36307: ok then
[23:29:29]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit is 10-8, status is green. Updating 10-20 to Nexus firing range'.
[23:29:35]	CCA.C14-UNION.i5.39867 used command '/Radio Copy.'.
[23:29:38]	[ME] CCA.C14-GRID.OfC.29402: unslings his OICW.
[23:29:54]	[LOOC] CCA.C14-UNION.i4.36307: thats an smg
[23:30:01]	[ME] CCA.C14-GRID.OfC.29402: fires a series of fletchettes into th terminal screen in front of him.
[23:30:01]	CCA.C14-GRID.OfC.29402 used command '/ToggleRaise'.
[23:30:01]	CCA.C14-GRID.OfC.29402 has gained 10 tokens.
[23:30:05]	CCA.C14-GRID.OfC.29402 destroyed a 'XM31 OICW' #18910.
[23:30:11]	Marc 'Watcher 1' Temple entered observer.
[23:30:12]	Marc 'Watcher 1' Temple exited observer at their location.
[23:30:22]	[LOOC] CCA.C14-UNION.i4.36307: should i roll engineering to try to fix it
[23:30:31]	[ME] CCA.C14-UNION.i4.36307: inspects the damage
[23:30:32]	[LOOC] CCA.C14-GRID.OfC.29402: roleplay it and you'll roll throughout the way
[23:30:33]	Marc 'Watcher 1' Temple entered observer.
[23:30:34]	Marc 'Watcher 1' Temple exited observer at their location.
[23:30:35]	[LOOC] CCA.C14-GRID.OfC.29402: roll eng
[23:30:40]	CCA.C14-UNION.i4.36307 rolled 78 out of 100.
[23:30:40]	CCA.C14-UNION.i4.36307 used command '/Roll eng'.
[23:30:49]	[ME] CCA.C14-UNION.EpU.72633: Begins cleaning his MP7 (That is factory new so it's pointlesss)
[23:30:54]	[LOOC] CCA.C14-GRID.OfC.29402: no
[23:30:56]	[LOOC] CCA.C14-GRID.OfC.29402: roll eng
[23:30:59]	[LOOC] CCA.C14-UNION.i4.36307: i did
[23:31:03]	CCA.C14-UNION.i4.36307 rolled 91 out of 100.
[23:31:03]	CCA.C14-UNION.i4.36307 used command '/Roll eng'.
[23:31:03]	[LOOC] CCA.C14-GRID.OfC.29402: you've done this so many times before
[23:31:04]	CCA.C14-GRID.OfC.29402 used command '/DoorSetHidden true'.
[23:31:07]	[LOOC] CCA.C14-GRID.OfC.29402: how do you shit the bed now
[23:31:08]	CCA.C14-GRID.OfC.29402 entered observer.
[23:31:08]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:31:09]	[LOOC] CCA.C14-UNION.i4.36307: I DID
[23:31:12]	[OOC] CCA.C14-UNION.i4.36307: /roll eng
[23:31:14]	[OOC] CCA.C14-GRID.OfC.29402: NO
[23:31:19]	[OOC] CCA.C14-UNION.i4.36307: meant to looc that
[23:31:19]	[OOC] CCA.C14-GRID.OfC.29402: you have done this exact thing
[23:31:24]	[OOC] CCA.C14-GRID.OfC.29402: several times befofre
[23:31:26]	[OOC] CCA.C14-GRID.OfC.29402: /rollstat eng
[23:31:32]	[LOOC] CCA.C14-UNION.i4.36307: fuck im BIG dumb
[23:31:34]	[OOC] CCA.C14-GRID.OfC.29402: i was telling you to roll your engineering stat
[23:31:37]	[LOOC] CCA.C14-UNION.i4.36307: its getting late
[23:31:40]	CCA.C14-UNION.i4.36307 used command '/RollStat eng'.
[23:31:42]	[LOOC] CCA.C14-GRID.OfC.29402: yeah
[23:31:46]	[LOOC] CCA.C14-UNION.EpU.72633: NOICE
[23:32:20]	[IT] CCA.C14-GRID.OfC.29402: You see several small explosions in the screen. The screen is entirely off, blacked out. You can see some of the internal components.
[23:32:33]	[IT] CCA.C14-GRID.OfC.29402: It looks like some wires were destroyed in the explosions.
[23:32:41]	Marc 'Watcher 1' Temple entered observer.
[23:32:42]	Marc 'Watcher 1' Temple exited observer at their location.
[23:32:45]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1616][ix_testent1]'.
[23:32:46]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1621][ix_testent5]'.
[23:32:49]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1616][ix_testent5]'.
[23:32:58]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1619][ix_testent5]'.
[23:33:06]	CCA.C14-UNION.i4.36307 has gained 10 tokens.
[23:33:07]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1622][ix_testent5]'.
[23:33:11]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1638][ix_testent5]'.
[23:33:14]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[23:33:15]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1616][ix_testent5]'.
[23:33:18]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1616][ix_testent5]'.
[23:33:21]	CCA.C14-GRID.OfC.29402 entered observer.
[23:33:21]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:33:23]	CCA.C14-GRID.OfC.29402 entered observer.
[23:33:23]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:33:26]	[ME] CCA.C14-UNION.i4.36307: tries to mend the wires together
[23:33:31]	[LOOC] CCA.C14-UNION.EpU.72633: Bruh your not supposed to go AFK on your units ;-;
[23:33:32]	CCA.C14-UNION.i4.36307 used command '/RollStat eng'.
[23:33:39]	[IT] CCA.C14-GRID.OfC.29402: The wires were entirely burned off. You'll need new wires.,
[23:33:56]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:34:05]	[LOOC] CCA.C14-UNION.EpU.72633: Fuck it void me yelling at you
[23:34:13]	Marc 'Watcher 1' Temple entered observer.
[23:34:15]	Marc 'Watcher 1' Temple exited observer at their location.
[23:34:17]	CCA.C14-UNION.EpU.72633 ran 'read' on item 'Cars for Dummies, Vol. 2' (#22080)
[23:34:34]	[OOC] CCA.C14-UNION.EpU.72633: That moment when you have a 14.0 Agi stat
[23:34:56]	CCA.C14-UNION.i4.36307 used command '/PM epu hop on your qrm'.
[23:34:57]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1619][ix_testent5]'.
[23:35:01]	CCA.C14-GRID.OfC.29402 has gained 10 tokens.
[23:35:05]	CCA.C14-UNION.EpU.72633 used command '/Reply Sure'.
[23:35:07]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1616][ix_testent5]'.
[23:35:08]	FB|| light ROOM loaded the character 'CCA.C14-QrM.98240'
[23:35:09]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [2046][ix_testent5]'.
[23:35:16]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1616][ix_testent5]'.
[23:35:17]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1619][ix_testent5]'.
[23:35:18]	CCA.C14-GRID.OfC.29402 entered observer.
[23:35:21]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:35:25]	CCA.C14-QrM.98240 used command '/Radio Unit is 10-8, status is green.'.
[23:35:38]	Marc 'Watcher 1' Temple entered observer.
[23:35:40]	Marc 'Watcher 1' Temple exited observer at their location.
[23:35:41]	Marc 'Watcher 1' Temple entered observer.
[23:36:10]	[ME] CCA.C14-QrM.98240: Begins moving around the fucking mess he has on this desk and looks for a few wires
[23:36:23]	Marc 'Watcher 1' Temple exited observer at their location.
[23:36:34]	[OOC] CCA.C14-QrM.98240: Q you must place down some wires ;-;
[23:36:38]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1616][ix_testent5]'.
[23:36:39]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1621][ix_testent1]'.
[23:36:40]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1616][ix_testent1]'.
[23:36:41]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1619][ix_testent5]'.
[23:36:51]	[OOC] CCA.C14-GRID.OfC.29402: just say it's an CI item
[23:36:54]	[OOC] CCA.C14-QrM.98240: BET
[23:37:04]	[ME] CCA.C14-QrM.98240: Holds out a few wires for the Unit
[23:37:19]	[OOC] CCA.C14-QrM.98240: Yo
[23:37:20]	[OOC] Marc 'Watcher 1' Temple: si
[23:37:23]	[ME] CCA.C14-UNION.i4.36307: takes the wires
[23:37:38]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:38:03]	Marc 'Watcher 1' Temple entered observer.
[23:38:05]	Marc 'Watcher 1' Temple exited observer at their location.
[23:38:06]	CCA.C14-UNION.i4.36307 has gained 10 tokens.
[23:38:11]	CCA.C14-QrM.98240 used command '/Radio Unit going 10-7, status is green'.
[23:38:14]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[23:38:15]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[23:38:50]	[OOC] CCA.C14-UNION.EpU.72633: Actually.......fuck it imma sit on QrM
[23:38:58]	[LOOC] CCA.C14-UNION.i4.36307: should i roll pressing the off switch xd
[23:39:01]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit going 10-7, status is green.'.
[23:39:05]	FB|| light ROOM loaded the character 'CCA.C14-QrM.98240'
[23:39:13]	[ME] CCA.C14-UNION.i4.36307: shuts the terminal off 
[23:39:22]	CCA.C14-UNION.i5.39867 used command '/Radio 10-4.'.
[23:39:26]	[ME] CCA.C14-UNION.i4.36307: attempts to replace the damaged wiring
[23:39:27]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:39:29]	CCA.C14-UNION.i4.36307 used command '/RollStat eng'.
[23:39:32]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:39:36]	[IT] CCA.C14-GRID.OfC.29402: Success.
[23:39:39]	CCA.C14-QrM.98240 ran 'View' on item 'Notepad' (#18880)
[23:39:41]	CCA.C14-QrM.98240 ran 'View' on item 'Notepad' (#18859)
[23:39:44]	CCA.C14-QrM.98240 ran 'drop' on item 'Notepad' (#18880)
[23:39:45]	CCA.C14-QrM.98240 has lost a 'Notepad' #18880.
[23:39:46]	CCA.C14-QrM.98240 ran 'drop' on item 'Notepad' (#18859)
[23:39:46]	CCA.C14-QrM.98240 has lost a 'Notepad' #18859.
[23:39:46]	Marc 'Watcher 1' Temple entered observer.
[23:39:47]	Marc 'Watcher 1' Temple exited observer at their location.
[23:39:48]	CCA.C14-QrM.98240 destroyed a 'Notepad' #18859.
[23:39:49]	CCA.C14-QrM.98240 destroyed a 'Notepad' #18880.
[23:39:51]	CCA.C14-UNION.i5.39867 used command '/Radio Unit going 10-7, returning to barracks. Status is green.'.
[23:39:58]	CCA.C14-QrM.98240 used command '/Radio Copy that'.
[23:39:59]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:40:01]	PhilipIsBored (STEAM_0:0:38537787) has disconnected.
[23:40:01]	CCA.C14-GRID.OfC.29402 has gained 10 tokens.
[23:40:05]	[OOC] CCA.C14-QrM.98240: F
[23:40:08]	[ME] CCA.C14-UNION.i4.36307: turns the terminal back on, checking to see if it works
[23:40:22]	[IT] CCA.C14-GRID.OfC.29402: You're forgetting that there's a bunch of glass missing.
[23:40:45]	[LOOC] CCA.C14-UNION.i4.36307: you wont let me replace the glass
[23:40:52]	[LOOC] CCA.C14-GRID.OfC.29402: what
[23:41:03]	[LOOC] CCA.C14-GRID.OfC.29402: i wouldn't let replace the entire thing
[23:41:04]	[LOOC] CCA.C14-UNION.i4.36307: g
[23:41:09]	[LOOC] CCA.C14-UNION.i4.36307: i misspoke
[23:41:11]	[LOOC] CCA.C14-UNION.i4.36307: my bad
[23:42:23]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1616][ix_testent5]'.
[23:42:24]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1619][ix_testent1]'.
[23:42:26]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1622][ix_testent1]'.
[23:42:27]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1619][ix_testent5]'.
[23:42:30]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1621][ix_testent5]'.
[23:43:05]	Marc 'Watcher 1' Temple entered observer.
[23:43:06]	CCA.C14-UNION.i4.36307 has gained 10 tokens.
[23:43:06]	Marc 'Watcher 1' Temple exited observer at their location.
[23:43:14]	[LOOC] CCA.C14-QrM.98240: Shit sorry
[23:43:27]	CCA.C14-GRID.OfC.29402 used command '/DoorSetHidden false'.
[23:43:30]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1619][ix_testent5]'.
[23:43:31]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1621][ix_testent1]'.
[23:43:33]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1621][ix_testent5]'.
[23:43:33]	[ME] CCA.C14-QrM.98240: Begins digging into the supply crate
[23:43:48]	[ME] CCA.C14-QrM.98240: Then takes out a few panels of the Combine blue glass shit
[23:43:54]	[ME] CCA.C14-QrM.98240: Holds it out for the Unit
[23:44:02]	[ME] CCA.C14-UNION.i4.36307: takes the glass
[23:44:05]	CCA.C14-QrM.98240 has gained 10 tokens.
[23:44:30]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1619][ix_testent5]'.
[23:44:31]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1621][ix_testent5]'.
[23:44:39]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1622][ix_testent1]'.
[23:44:40]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1633][ix_testent5]'.
[23:44:42]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1622][ix_testent5]'.
[23:45:01]	CCA.C14-GRID.OfC.29402 has gained 10 tokens.
[23:45:02]	[ME] CCA.C14-UNION.i4.36307: tries to remove the glass from the broken terminal screen
[23:45:05]	CCA.C14-UNION.i4.36307 used command '/RollStat eng'.
[23:45:10]	[LOOC] CCA.C14-UNION.i4.36307: f
[23:45:11]	[OOC] Marc 'Watcher 1' Temple: Prob gonna get off unless y'all gonna do something in the sewers since y'know, y'all aware that I exist now.
[23:45:26]	[OOC] CCA.C14-QrM.98240: "Come on down and try some corn, or we will sacrifice your new born....AGHGHGHHG-"
[23:45:46]	[OOC] CCA.C14-UNION.i4.36307: guess im having corn
[23:45:51]	[OOC] CCA.C14-QrM.98240: See ya
[23:46:01]	[OOC] CCA.C14-GRID.OfC.29402: ollie wait
[23:46:02]	[OOC] CCA.C14-GRID.OfC.29402: chick it out
[23:46:07]	CCA.C14-GRID.OfC.29402 entered observer.
[23:46:08]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:46:18]	[LOOC] Marc 'Watcher 1' Temple: Neat
[23:46:23]	[ME] CCA.C14-UNION.i4.36307: attempts to replace the broken glass with a new pane
[23:46:25]	CCA.C14-UNION.i4.36307 used command '/RollStat eng'.
[23:46:31]	[LOOC] Marc 'Watcher 1' Temple: Aight, heading back
[23:46:33]	Marc 'Watcher 1' Temple entered observer.
[23:46:55]	Marc 'Watcher 1' Temple exited observer at their location.
[23:46:58]	[OOC] Marc 'Watcher 1' Temple: Alright, see ya
[23:47:02]	[OOC] CCA.C14-QrM.98240: See ya
[23:47:14]	Ollie Garner (STEAM_0:1:52892973) has disconnected.
[23:47:36]	[ME] CCA.C14-UNION.i4.36307: turns the terminal on again, checking to see if it works
[23:47:45]	[LOOC] CCA.C14-GRID.OfC.29402: wait, roll
[23:47:50]	CCA.C14-UNION.i4.36307 used command '/RollStat eng'.
[23:47:54]	[LOOC] CCA.C14-UNION.i4.36307: f
[23:48:06]	CCA.C14-UNION.i4.36307 has gained 10 tokens.
[23:48:17]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [820][ix_testent1]'.
[23:48:18]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1578][ix_testent5]'.
[23:48:20]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [820][ix_testent5]'.
[23:48:28]	[IT] CCA.C14-GRID.OfC.29402: It works.
[23:49:05]	CCA.C14-QrM.98240 has gained 10 tokens.
[23:49:30]	[LOOC] CCA.C14-UNION.i4.36307: also sorry for being big dumb at the beginning
[23:49:34]	CCA.C14-GRID.OfC.29402 used command '/CharSetName CCA.C14-UNION.i4.36307 CCA.C14-GRID.i4.36307'.
[23:49:37]	[LOOC] CCA.C14-GRID.OfC.29402: you're fine, nothing wrongf
[23:49:39]	[LOOC] CCA.C14-GRID.OfC.29402: i'm in a shit modo
[23:49:54]	[OOC] CCA.C14-GRID.i4.36307: HOLY SHIT THAT NOISE AAAAAAAAA
[23:49:57]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [820][ix_testent5]'.
[23:50:01]	CCA.C14-GRID.OfC.29402 has gained 10 tokens.
[23:50:12]	[OOC] CCA.C14-QrM.98240: Congratulations on being GRID
[23:50:19]	[OOC] CCA.C14-GRID.i4.36307: thanks
[23:50:33]	[OOC] CCA.C14-QrM.98240: now we have another fucking GRID thats not Q being biast
[23:50:36]	[OOC] CCA.C14-GRID.OfC.29402: if you spam it fast enough it breaks it
[23:50:52]	CCA.C14-GRID.OfC.29402 entered observer.
[23:50:59]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [820][ix_testent1]'.
[23:51:03]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [820][ix_testent5]'.
[23:51:18]	[ME] CCA.C14-QrM.98240: Opens up the Supply crate and takes out a orange and greyish uniform
[23:51:18]	[OOC] CCA.C14-GRID.OfC.29402: fixed
[23:51:24]	[ME] CCA.C14-QrM.98240: Then gives it to the unit
[23:51:27]	[OOC] CCA.C14-GRID.OfC.29402: no visual effect ubt whatever at tihs poinit
[23:51:31]	[ME] CCA.C14-GRID.i4.36307: takes the uniform
[23:51:43]	[ME] CCA.C14-GRID.i4.36307: changes into it ig
[23:51:45]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:51:47]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [820][ix_testent5]'.
[23:51:54]	[OOC] CCA.C14-GRID.i4.36307: model me pls
[23:51:56]	[LOOC] CCA.C14-QrM.98240: NOICE
[23:52:01]	CCA.C14-GRID.OfC.29402 entered observer.
[23:52:01]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:52:03]	CCA.C14-QrM.98240 used command '/Radio Get back here once finished'.
[23:52:11]	[LOOC] CCA.C14-QrM.98240: THAT IS GAMER
[23:52:14]	CCA.C14-GRID.i4.36307 used command '/CharDesc'.
[23:52:18]	[LOOC] CCA.C14-QrM.98240: Cery gamer
[23:52:19]	CCA.C14-GRID.i4.36307 used command '/CharDesc 5'7" | Wearing a GRID i4 armband | White mask, with a vocoded Québécois accent '.
[23:52:24]	[LOOC] CCA.C14-QrM.98240: Very*
[23:52:27]	[LOOC] CCA.C14-QrM.98240: YEE
[23:52:34]	CCA.C14-GRID.OfC.29402 used command '/CharSetModel grid.i4 models/dpfilms/metropolice/hl2beta_police.mdl'.
[23:52:36]	CCA.C14-GRID.OfC.29402 entered observer.
[23:52:37]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:52:42]	[LOOC] CCA.C14-QrM.98240: F
[23:52:57]	[LOOC] CCA.C14-QrM.98240: That is very cool, good job. Now go model our new GRID boi
[23:53:01]	CCA.C14-GRID.OfC.29402 entered observer.
[23:53:02]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:53:05]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [820][ix_testent5]'.
[23:53:06]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[23:53:14]	[ME] CCA.C14-QrM.98240: grabs the mans shoulders and turns him towards the QrM.
[23:53:25]	[ME] CCA.C14-QrM.98240: begins inspecting the suit, checking for any issues.
[23:53:35]	morp has connected.
[23:53:46]	[OOC] CCA.C14-GRID.i4.36307: the buckles are ugly af ngl
[23:53:51]	[OOC] CCA.C14-QrM.98240: Nah
[23:54:00]	[OOC] CCA.C14-GRID.i4.36307: they look like a chocolate bar
[23:54:05]	CCA.C14-QrM.98240 has gained 10 tokens.
[23:54:42]	CCA.C14-GRID.OfC.29402 has spawned a 'Entity [1622][ix_testent5]'.
[23:54:55]	CCA.C14-GRID.OfC.29402 has taken 1 damage from disTarg.
[23:54:55]	CCA.C14-GRID.OfC.29402 has taken 1 damage from disTarg.
[23:54:55]	CCA.C14-GRID.OfC.29402 has taken 1 damage from disTarg.
[23:54:55]	CCA.C14-GRID.OfC.29402 has taken 1 damage from disTarg.
[23:54:55]	CCA.C14-GRID.OfC.29402 has taken 1 damage from disTarg.
[23:54:55]	CCA.C14-GRID.OfC.29402 has taken 1 damage from disTarg.
