[00:00:00]	[OOC] Rodriguo Ouh: early
[23:43:57]	Harrison Godswilk has gained a 'Charred Metal' #21547.
[23:43:58]	Emily Brown has lost a 'Charred Metal' #21532.
[23:43:58]	Emily Brown has lost a 'Charred Metal' #21533.
[23:43:58]	Emily Brown has gained a 'Scrap Metal' #21548.
[23:43:58]	Harrison Godswilk has gained 0 tokens.
[23:43:58]	Harrison Godswilk has gained a 'Charred Metal' #21549.
[23:43:58]	Emily Brown has lost a 'Charred Metal' #21526.
[23:43:58]	Emily Brown has lost a 'Charred Metal' #21511.
[23:43:58]	Emily Brown has gained a 'Scrap Metal' #21550.
[23:43:58]	Emily Brown has lost a 'Charred Metal' #21534.
[23:43:58]	Emily Brown has lost a 'Charred Metal' #21483.
[23:43:58]	Emily Brown has gained a 'Scrap Metal' #21551.
[23:43:59]	Emily Brown has lost a 'Charred Metal' #21520.
[23:43:59]	Emily Brown has lost a 'Charred Metal' #21529.
[23:43:59]	Emily Brown has gained a 'Scrap Metal' #21552.
[23:43:59]	Harrison Godswilk has gained 0 tokens.
[23:43:59]	Harrison Godswilk has gained a 'Charred Metal' #21553.
[23:43:59]	Emily Brown has lost a 'Charred Metal' #21484.
[23:43:59]	Emily Brown has lost a 'Charred Metal' #21513.
[23:43:59]	Emily Brown has gained a 'Scrap Metal' #21554.
[23:43:59]	Harrison Godswilk has gained 0 tokens.
[23:43:59]	Harrison Godswilk has gained a 'Charred Metal' #21555.
[23:43:59]	Emily Brown has lost a 'Charred Metal' #21516.
[23:43:59]	Emily Brown has lost a 'Charred Metal' #21521.
[23:43:59]	Emily Brown has gained a 'Scrap Metal' #21556.
[23:44:00]	Harrison Godswilk has gained 0 tokens.
[23:44:00]	Harrison Godswilk has gained a 'Charred Metal' #21557.
[23:44:00]	Emily Brown has lost a 'Charred Metal' #21528.
[23:44:00]	Emily Brown has lost a 'Charred Metal' #21518.
[23:44:00]	Emily Brown has gained a 'Scrap Metal' #21558.
[23:44:00]	Emily Brown has lost a 'Charred Metal' #21524.
[23:44:00]	Emily Brown has lost a 'Charred Metal' #21530.
[23:44:00]	Emily Brown has gained a 'Scrap Metal' #21559.
[23:44:00]	Harrison Godswilk has gained 0 tokens.
[23:44:00]	Harrison Godswilk has gained a 'Charred Metal' #21560.
[23:44:01]	Harrison Godswilk has gained 0 tokens.
[23:44:01]	Harrison Godswilk has gained a 'Charred Metal' #21561.
[23:44:01]	Harrison Godswilk has gained 0 tokens.
[23:44:01]	Harrison Godswilk has gained a 'Charred Metal' #21562.
[23:44:02]	Emily Brown has lost a 'Scrap Metal' #21559.
[23:44:02]	Emily Brown has lost a 'Scrap Metal' #21552.
[23:44:02]	Emily Brown has lost a 'Scrap Metal' #21554.
[23:44:02]	Emily Brown has gained a 'Reclaimed Metal' #21563.
[23:44:02]	Harrison Godswilk has gained 0 tokens.
[23:44:02]	Emily Brown has lost a 'Scrap Metal' #21558.
[23:44:02]	Emily Brown has lost a 'Scrap Metal' #21548.
[23:44:02]	Emily Brown has lost a 'Scrap Metal' #21550.
[23:44:02]	Emily Brown has gained a 'Reclaimed Metal' #21565.
[23:44:02]	Harrison Godswilk has gained 0 tokens.
[23:44:03]	Emily Brown has lost a 'Reclaimed Metal' #21565.
[23:44:03]	Emily Brown has lost a 'Reclaimed Metal' #21563.
[23:44:03]	Emily Brown has lost a 'Reclaimed Metal' #21502.
[23:44:03]	Emily Brown has gained a 'Refined Metal' #21567.
[23:44:06]	Harrison Godswilk has lost a 'Charred Metal' #21540.
[23:44:06]	Harrison Godswilk has lost a 'Charred Metal' #21525.
[23:44:06]	Harrison Godswilk has gained a 'Scrap Metal' #21568.
[23:44:06]	Harrison Godswilk has lost a 'Charred Metal' #21557.
[23:44:06]	Harrison Godswilk has lost a 'Charred Metal' #21542.
[23:44:06]	Harrison Godswilk has gained a 'Scrap Metal' #21569.
[23:44:06]	Harrison Godswilk has lost a 'Charred Metal' #21549.
[23:44:06]	Harrison Godswilk has lost a 'Charred Metal' #21527.
[23:44:06]	Harrison Godswilk has gained a 'Scrap Metal' #21570.
[23:44:06]	Harrison Godswilk has lost a 'Charred Metal' #21543.
[23:44:06]	Harrison Godswilk has lost a 'Charred Metal' #21562.
[23:44:06]	Harrison Godswilk has gained a 'Scrap Metal' #21571.
[23:44:06]	CCA.C14-UNION.i5.36307 ran 'drop' on item 'Combine Air Tank' (#21544)
[23:44:06]	CCA.C14-UNION.i5.36307 has lost a 'Combine Air Tank' #21544.
[23:44:07]	Harrison Godswilk has lost a 'Charred Metal' #21561.
[23:44:07]	Harrison Godswilk has lost a 'Charred Metal' #21560.
[23:44:07]	Harrison Godswilk has gained a 'Scrap Metal' #21572.
[23:44:07]	Harrison Godswilk has lost a 'Charred Metal' #21547.
[23:44:07]	Harrison Godswilk has lost a 'Charred Metal' #21546.
[23:44:07]	Harrison Godswilk has gained a 'Scrap Metal' #21573.
[23:44:07]	Harrison Godswilk has lost a 'Charred Metal' #21545.
[23:44:07]	Harrison Godswilk has lost a 'Charred Metal' #21555.
[23:44:07]	Harrison Godswilk has gained a 'Scrap Metal' #21574.
[23:44:07]	Emily Brown ran 'take' on item 'Charred Metal' (#21566)
[23:44:07]	Emily Brown has gained a 'Charred Metal' #21566.
[23:44:08]	CCA.C14-UNION.i5.36307 ran 'drop' on item 'Combine Air Tank' (#21541)
[23:44:08]	CCA.C14-UNION.i5.36307 has lost a 'Combine Air Tank' #21541.
[23:44:08]	Harrison Godswilk has lost a 'Scrap Metal' #21572.
[23:44:08]	Harrison Godswilk has lost a 'Scrap Metal' #21573.
[23:44:08]	Harrison Godswilk has lost a 'Scrap Metal' #21574.
[23:44:08]	Harrison Godswilk has gained a 'Reclaimed Metal' #21572.
[23:44:08]	Harrison Godswilk has lost a 'Scrap Metal' #21568.
[23:44:08]	Harrison Godswilk has lost a 'Scrap Metal' #21569.
[23:44:08]	Harrison Godswilk has lost a 'Scrap Metal' #21570.
[23:44:08]	Harrison Godswilk has gained a 'Reclaimed Metal' #21573.
[23:44:09]	Emily Brown ran 'take' on item 'Charred Metal' (#21536)
[23:44:09]	Emily Brown has gained a 'Charred Metal' #21536.
[23:44:11]	Emily Brown ran 'take' on item 'Charred Metal' (#21564)
[23:44:11]	Emily Brown has gained a 'Charred Metal' #21564.
[23:44:11]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:44:13]	Emily Brown used the 'Charred Metal' vendor.
[23:44:14]	James Albright exited observer at their location.
[23:44:15]	Emily Brown has gained 0 tokens.
[23:44:15]	Emily Brown has gained a 'Charred Metal' #21574.
[23:44:15]	Emily Brown has gained 0 tokens.
[23:44:15]	Emily Brown has gained a 'Charred Metal' #21575.
[23:44:16]	Emily Brown has gained 0 tokens.
[23:44:16]	Emily Brown has gained a 'Charred Metal' #21576.
[23:44:16]	Emily Brown has gained 0 tokens.
[23:44:16]	Emily Brown has gained a 'Charred Metal' #21577.
[23:44:17]	Emily Brown has gained 0 tokens.
[23:44:17]	Emily Brown has gained a 'Charred Metal' #21578.
[23:44:17]	Emily Brown has gained 0 tokens.
[23:44:17]	Emily Brown has gained a 'Charred Metal' #21579.
[23:44:18]	Emily Brown has gained 0 tokens.
[23:44:18]	Emily Brown has gained a 'Charred Metal' #21580.
[23:44:18]	Emily Brown has gained 0 tokens.
[23:44:18]	Emily Brown has gained a 'Charred Metal' #21581.
[23:44:19]	Emily Brown has gained 0 tokens.
[23:44:19]	Emily Brown has gained a 'Charred Metal' #21582.
[23:44:19]	Emily Brown has gained 0 tokens.
[23:44:19]	Emily Brown has gained a 'Charred Metal' #21583.
[23:44:19]	Emily Brown has gained 0 tokens.
[23:44:19]	Emily Brown has gained a 'Charred Metal' #21584.
[23:44:20]	Emily Brown has gained 0 tokens.
[23:44:21]	Harrison Godswilk used the 'Refined Metal Deposit' vendor.
[23:44:22]	Harrison Godswilk has gained 2 tokens.
[23:44:23]	Harrison Godswilk has gained 2 tokens.
[23:44:26]	Emily Brown has lost a 'Charred Metal' #21580.
[23:44:26]	Emily Brown has lost a 'Charred Metal' #21581.
[23:44:26]	Emily Brown has gained a 'Scrap Metal' #21586.
[23:44:26]	Emily Brown has lost a 'Charred Metal' #21566.
[23:44:26]	Emily Brown has lost a 'Charred Metal' #21582.
[23:44:26]	Emily Brown has gained a 'Scrap Metal' #21587.
[23:44:27]	Emily Brown has lost a 'Charred Metal' #21564.
[23:44:27]	Emily Brown has lost a 'Charred Metal' #21574.
[23:44:27]	Emily Brown has gained a 'Scrap Metal' #21588.
[23:44:27]	[OOC] CCA.C14-UNION.EpU.72633: Holy shit is he actually doing them without violently exploding ;-;
[23:44:27]	Emily Brown has lost a 'Charred Metal' #21575.
[23:44:27]	Emily Brown has lost a 'Charred Metal' #21584.
[23:44:27]	Emily Brown has gained a 'Scrap Metal' #21589.
[23:44:28]	Emily Brown has lost a 'Charred Metal' #21583.
[23:44:28]	Emily Brown has lost a 'Charred Metal' #21536.
[23:44:28]	Emily Brown has gained a 'Scrap Metal' #21590.
[23:44:28]	Emily Brown has lost a 'Charred Metal' #21577.
[23:44:28]	Emily Brown has lost a 'Charred Metal' #21578.
[23:44:28]	Emily Brown has gained a 'Scrap Metal' #21591.
[23:44:29]	Emily Brown has lost a 'Charred Metal' #21576.
[23:44:29]	Emily Brown has lost a 'Charred Metal' #21531.
[23:44:29]	Emily Brown has gained a 'Scrap Metal' #21592.
[23:44:29]	Harrison Godswilk used the 'Charred Metal' vendor.
[23:44:30]	Emily Brown has lost a 'Scrap Metal' #21588.
[23:44:30]	Emily Brown has lost a 'Scrap Metal' #21589.
[23:44:30]	Emily Brown has lost a 'Scrap Metal' #21590.
[23:44:30]	Emily Brown has gained a 'Reclaimed Metal' #21593.
[23:44:31]	Emily Brown has lost a 'Scrap Metal' #21556.
[23:44:31]	Emily Brown has lost a 'Scrap Metal' #21586.
[23:44:31]	Emily Brown has lost a 'Scrap Metal' #21592.
[23:44:31]	Emily Brown has gained a 'Reclaimed Metal' #21594.
[23:44:31]	Emily Brown has lost a 'Scrap Metal' #21587.
[23:44:31]	Emily Brown has lost a 'Scrap Metal' #21551.
[23:44:31]	Emily Brown has lost a 'Scrap Metal' #21591.
[23:44:31]	Emily Brown has gained a 'Reclaimed Metal' #21595.
[23:44:32]	Harrison Godswilk has gained 0 tokens.
[23:44:32]	Harrison Godswilk has gained a 'Charred Metal' #21596.
[23:44:33]	Harrison Godswilk has gained 0 tokens.
[23:44:33]	Harrison Godswilk has gained a 'Charred Metal' #21597.
[23:44:33]	Harrison Godswilk has gained 0 tokens.
[23:44:33]	Harrison Godswilk has gained a 'Charred Metal' #21598.
[23:44:33]	Harrison Godswilk has gained 0 tokens.
[23:44:33]	Harrison Godswilk has gained a 'Charred Metal' #21599.
[23:44:34]	Harrison Godswilk has gained 0 tokens.
[23:44:34]	Harrison Godswilk has gained a 'Charred Metal' #21600.
[23:44:34]	[OOC] CCA.C14-UNION.i5.36307: yes
[23:44:34]	Harrison Godswilk has gained 0 tokens.
[23:44:34]	Harrison Godswilk has gained a 'Charred Metal' #21601.
[23:44:34]	Harrison Godswilk has gained 0 tokens.
[23:44:34]	Harrison Godswilk has gained a 'Charred Metal' #21602.
[23:44:35]	Harrison Godswilk has gained 0 tokens.
[23:44:35]	Harrison Godswilk has gained a 'Charred Metal' #21603.
[23:44:35]	Harrison Godswilk has gained 0 tokens.
[23:44:35]	Harrison Godswilk has gained a 'Charred Metal' #21604.
[23:44:35]	Harrison Godswilk has gained 0 tokens.
[23:44:35]	Harrison Godswilk has gained a 'Charred Metal' #21605.
[23:44:36]	Harrison Godswilk has gained 0 tokens.
[23:44:36]	Harrison Godswilk has gained a 'Charred Metal' #21606.
[23:44:36]	Harrison Godswilk has gained 0 tokens.
[23:44:36]	Harrison Godswilk has gained a 'Charred Metal' #21607.
[23:44:37]	Harrison Godswilk has gained 0 tokens.
[23:44:37]	Harrison Godswilk has gained a 'Charred Metal' #21608.
[23:44:37]	Harrison Godswilk has gained 0 tokens.
[23:44:38]	Harrison Godswilk has gained 0 tokens.
[23:44:40]	[OOC] CCA.C14-UNION.EpU.72633: Thank fuck
[23:44:40]	[OOC] CCA.C14-UNION.i5.36307: some how
[23:44:46]	Harrison Godswilk has lost a 'Charred Metal' #21604.
[23:44:46]	Harrison Godswilk has lost a 'Charred Metal' #21606.
[23:44:46]	Harrison Godswilk has gained a 'Scrap Metal' #21611.
[23:44:46]	Harrison Godswilk has lost a 'Charred Metal' #21598.
[23:44:46]	Harrison Godswilk has lost a 'Charred Metal' #21599.
[23:44:46]	Harrison Godswilk has gained a 'Scrap Metal' #21612.
[23:44:46]	Harrison Godswilk has lost a 'Charred Metal' #21607.
[23:44:46]	Harrison Godswilk has lost a 'Charred Metal' #21608.
[23:44:46]	Harrison Godswilk has gained a 'Scrap Metal' #21613.
[23:44:46]	Harrison Godswilk has lost a 'Charred Metal' #21603.
[23:44:46]	Harrison Godswilk has lost a 'Charred Metal' #21600.
[23:44:46]	Harrison Godswilk has gained a 'Scrap Metal' #21614.
[23:44:46]	Harrison Godswilk has lost a 'Charred Metal' #21553.
[23:44:46]	Harrison Godswilk has lost a 'Charred Metal' #21601.
[23:44:46]	Harrison Godswilk has gained a 'Scrap Metal' #21615.
[23:44:47]	Harrison Godswilk has lost a 'Charred Metal' #21596.
[23:44:47]	Harrison Godswilk has lost a 'Charred Metal' #21602.
[23:44:47]	Harrison Godswilk has gained a 'Scrap Metal' #21616.
[23:44:47]	Emily Brown used the 'Refined Metal Deposit' vendor.
[23:44:47]	Harrison Godswilk has lost a 'Charred Metal' #21597.
[23:44:47]	Harrison Godswilk has lost a 'Charred Metal' #21605.
[23:44:47]	Harrison Godswilk has gained a 'Scrap Metal' #21617.
[23:44:48]	Harrison Godswilk has lost a 'Scrap Metal' #21612.
[23:44:48]	Harrison Godswilk has lost a 'Scrap Metal' #21613.
[23:44:48]	Harrison Godswilk has lost a 'Scrap Metal' #21614.
[23:44:48]	Harrison Godswilk has gained a 'Reclaimed Metal' #21618.
[23:44:49]	Harrison Godswilk has lost a 'Scrap Metal' #21571.
[23:44:49]	Harrison Godswilk has lost a 'Scrap Metal' #21615.
[23:44:49]	Harrison Godswilk has lost a 'Scrap Metal' #21616.
[23:44:49]	Harrison Godswilk has gained a 'Reclaimed Metal' #21619.
[23:44:49]	Harrison Godswilk has lost a 'Reclaimed Metal' #21572.
[23:44:49]	Harrison Godswilk has lost a 'Reclaimed Metal' #21618.
[23:44:49]	Harrison Godswilk has lost a 'Reclaimed Metal' #21573.
[23:44:49]	Harrison Godswilk has gained a 'Refined Metal' #21620.
[23:44:52]	Emily Brown has gained 2 tokens.
[23:44:52]	Emily Brown has gained 2 tokens.
[23:44:53]	Emily Brown has gained 2 tokens.
[23:44:53]	Emily Brown has gained 2 tokens.
[23:44:54]	Harrison Godswilk used the 'Charred Metal' vendor.
[23:44:57]	CCA.C14-UNION.i5.36307 used command '/Radio 10 tanks down'.
[23:44:58]	Harrison Godswilk has gained 0 tokens.
[23:44:58]	Harrison Godswilk has gained a 'Charred Metal' #21621.
[23:44:59]	Harrison Godswilk has gained 0 tokens.
[23:44:59]	Harrison Godswilk has gained a 'Charred Metal' #21622.
[23:44:59]	Harrison Godswilk has gained 0 tokens.
[23:44:59]	Harrison Godswilk has gained a 'Charred Metal' #21623.
[23:44:59]	Emily Brown used the 'Charred Metal' vendor.
[23:45:00]	Harrison Godswilk has gained 0 tokens.
[23:45:00]	Harrison Godswilk has gained a 'Charred Metal' #21624.
[23:45:01]	Harrison Godswilk has gained 0 tokens.
[23:45:01]	Harrison Godswilk has gained a 'Charred Metal' #21625.
[23:45:01]	Emily Brown has gained 0 tokens.
[23:45:01]	Emily Brown has gained a 'Charred Metal' #21626.
[23:45:01]	Harrison Godswilk has gained 0 tokens.
[23:45:01]	Harrison Godswilk has gained a 'Charred Metal' #21627.
[23:45:01]	Emily Brown has gained 0 tokens.
[23:45:01]	Emily Brown has gained a 'Charred Metal' #21628.
[23:45:02]	Harrison Godswilk has gained 0 tokens.
[23:45:02]	Harrison Godswilk has gained a 'Charred Metal' #21629.
[23:45:02]	Emily Brown has gained 0 tokens.
[23:45:02]	Emily Brown has gained a 'Charred Metal' #21630.
[23:45:02]	Harrison Godswilk has gained 0 tokens.
[23:45:02]	Harrison Godswilk has gained a 'Charred Metal' #21631.
[23:45:02]	Emily Brown has gained 0 tokens.
[23:45:02]	Emily Brown has gained a 'Charred Metal' #21632.
[23:45:03]	Harrison Godswilk has gained 0 tokens.
[23:45:03]	Harrison Godswilk has gained a 'Charred Metal' #21633.
[23:45:03]	Emily Brown has gained 0 tokens.
[23:45:03]	Emily Brown has gained a 'Charred Metal' #21634.
[23:45:03]	Emily Brown has gained 0 tokens.
[23:45:03]	Emily Brown has gained a 'Charred Metal' #21635.
[23:45:03]	Harrison Godswilk has gained 0 tokens.
[23:45:03]	Harrison Godswilk has gained a 'Charred Metal' #21636.
[23:45:03]	Emily Brown has gained 0 tokens.
[23:45:03]	Emily Brown has gained a 'Charred Metal' #21637.
[23:45:04]	Emily Brown has gained 0 tokens.
[23:45:04]	Emily Brown has gained a 'Charred Metal' #21638.
[23:45:05]	Emily Brown has gained 0 tokens.
[23:45:05]	Emily Brown has gained a 'Charred Metal' #21639.
[23:45:05]	Emily Brown has gained 0 tokens.
[23:45:05]	Emily Brown has gained a 'Charred Metal' #21640.
[23:45:06]	Emily Brown has gained 0 tokens.
[23:45:06]	Emily Brown has gained a 'Charred Metal' #21641.
[23:45:06]	Emily Brown has gained 0 tokens.
[23:45:06]	Emily Brown has gained a 'Charred Metal' #21642.
[23:45:07]	Emily Brown has gained 0 tokens.
[23:45:07]	Emily Brown has gained a 'Charred Metal' #21643.
[23:45:07]	Emily Brown has gained 0 tokens.
[23:45:07]	Emily Brown has gained a 'Charred Metal' #21644.
[23:45:08]	Emily Brown has gained 0 tokens.
[23:45:08]	Emily Brown has gained a 'Charred Metal' #21645.
[23:45:08]	Emily Brown has gained 0 tokens.
[23:45:08]	Emily Brown has gained a 'Charred Metal' #21646.
[23:45:08]	Emily Brown has gained 0 tokens.
[23:45:08]	Emily Brown has gained a 'Charred Metal' #21647.
[23:45:09]	Emily Brown has gained 0 tokens.
[23:45:09]	Emily Brown has gained 0 tokens.
[23:45:14]	CCA.C14-UNION.EpU.72633 used command '/Reply What is the amount of tokens I give for a workcycle like this?'.
[23:45:14]	Emily Brown has lost a 'Charred Metal' #21628.
[23:45:14]	Emily Brown has lost a 'Charred Metal' #21645.
[23:45:14]	Emily Brown has gained a 'Scrap Metal' #21650.
[23:45:14]	Emily Brown has lost a 'Charred Metal' #21637.
[23:45:14]	Emily Brown has lost a 'Charred Metal' #21638.
[23:45:14]	Emily Brown has gained a 'Scrap Metal' #21651.
[23:45:15]	Emily Brown has lost a 'Charred Metal' #21646.
[23:45:15]	Emily Brown has lost a 'Charred Metal' #21630.
[23:45:15]	Emily Brown has gained a 'Scrap Metal' #21652.
[23:45:15]	[OOC] CCA.C14-UNION.i5.36307: i just threw emily's id cards across the room sorry
[23:45:15]	Emily Brown has lost a 'Charred Metal' #21639.
[23:45:15]	Emily Brown has lost a 'Charred Metal' #21647.
[23:45:15]	Emily Brown has gained a 'Scrap Metal' #21653.
[23:45:16]	Emily Brown has lost a 'Charred Metal' #21642.
[23:45:16]	Emily Brown has lost a 'Charred Metal' #21640.
[23:45:16]	Emily Brown has gained a 'Scrap Metal' #21654.
[23:45:16]	Emily Brown has lost a 'Charred Metal' #21641.
[23:45:16]	Emily Brown has lost a 'Charred Metal' #21632.
[23:45:16]	Emily Brown has gained a 'Scrap Metal' #21655.
[23:45:16]	Emily Brown has lost a 'Charred Metal' #21644.
[23:45:16]	Emily Brown has lost a 'Charred Metal' #21634.
[23:45:16]	Emily Brown has gained a 'Scrap Metal' #21656.
[23:45:16]	Emily Brown has lost a 'Charred Metal' #21635.
[23:45:16]	Emily Brown has lost a 'Charred Metal' #21643.
[23:45:16]	Emily Brown has gained a 'Scrap Metal' #21657.
[23:45:16]	Emily Brown has lost a 'Charred Metal' #21579.
[23:45:16]	Emily Brown has lost a 'Charred Metal' #21626.
[23:45:16]	Emily Brown has gained a 'Scrap Metal' #21658.
[23:45:18]	Emily Brown has lost a 'Scrap Metal' #21651.
[23:45:18]	Emily Brown has lost a 'Scrap Metal' #21653.
[23:45:18]	Emily Brown has lost a 'Scrap Metal' #21657.
[23:45:18]	Emily Brown has gained a 'Reclaimed Metal' #21659.
[23:45:18]	Emily Brown has lost a 'Scrap Metal' #21655.
[23:45:18]	Emily Brown has lost a 'Scrap Metal' #21656.
[23:45:18]	Emily Brown has lost a 'Scrap Metal' #21650.
[23:45:18]	Emily Brown has gained a 'Reclaimed Metal' #21660.
[23:45:18]	Emily Brown has lost a 'Scrap Metal' #21658.
[23:45:18]	Emily Brown has lost a 'Scrap Metal' #21652.
[23:45:18]	Emily Brown has lost a 'Scrap Metal' #21654.
[23:45:18]	Emily Brown has gained a 'Reclaimed Metal' #21661.
[23:45:19]	Emily Brown has lost a 'Reclaimed Metal' #21661.
[23:45:19]	Emily Brown has lost a 'Reclaimed Metal' #21593.
[23:45:19]	Emily Brown has lost a 'Reclaimed Metal' #21594.
[23:45:19]	Emily Brown has gained a 'Refined Metal' #21661.
[23:45:19]	Emily Brown has lost a 'Reclaimed Metal' #21659.
[23:45:19]	Emily Brown has lost a 'Reclaimed Metal' #21122.
[23:45:19]	Emily Brown has lost a 'Reclaimed Metal' #21595.
[23:45:19]	Emily Brown has gained a 'Refined Metal' #21662.
[23:45:21]	Harrison Godswilk has lost a 'Charred Metal' #21621.
[23:45:21]	Harrison Godswilk has lost a 'Charred Metal' #21622.
[23:45:21]	Harrison Godswilk has gained a 'Scrap Metal' #21663.
[23:45:22]	Harrison Godswilk has lost a 'Charred Metal' #21629.
[23:45:22]	Harrison Godswilk has lost a 'Charred Metal' #21623.
[23:45:22]	Harrison Godswilk has gained a 'Scrap Metal' #21664.
[23:45:22]	Harrison Godswilk has lost a 'Charred Metal' #21631.
[23:45:22]	Harrison Godswilk has lost a 'Charred Metal' #21624.
[23:45:22]	Harrison Godswilk has gained a 'Scrap Metal' #21665.
