[06:08:40]	Weaponized Turtles has connected.
[20:50:05]	Tony Ricci ran 'take' on item 'UU Brand Gin' (#37514)
[20:50:05]	Tony Ricci has gained a 'UU Brand Gin' #37514.
[20:50:13]	[LOOC] Ethan King: time to try and remember exact shit 
[20:50:19]	Tony Ricci opened the 'Dumpster' #2736 container.
[20:50:22]	Tony Ricci closed the 'Dumpster' #2736 container.
[20:50:23]	Tony Ricci opened the 'Dumpster' #2736 container.
[20:50:27]	Tony Ricci closed the 'Dumpster' #2736 container.
[20:50:32]	[VORTIGESEFAR] Qul'jal: We live in the sewer. Find the wall across from the 2 door'ed room.... We live their. Come to us if you wish to meet.
[20:50:39]	[LOOC] Jacob Desmone: Shit I had like 3 pieces in the crate before the server data reset
[20:50:43]	Tony Ricci has gained a 'Cloth Scrap' #39794.
[20:50:51]	[LOOC] Jacob Desmone: cough cough
[20:50:51]	Tony Ricci has gained a 'Cloth Scrap' #39795.
[20:50:52]	[LOOC] Jacob Desmone: drd
[20:51:01]	[LOOC] Paul-Henri Cartier: yeah
[20:51:01]	[OOC] Tony Ricci: TWO CLOTH SCRAP IN A ROW LFG
[20:51:07]	Tony Ricci has gained a 'Bandage' #39796.
[20:51:16]	Tony Ricci ran 'AHealSelf' on item 'Bandage' (#39796)
[20:51:16]	Lincoln Yates ran 'View' on item 'Paper' (#26870)
[20:51:22]	CCA.C17-GRID.EpU.06912 has gained 10 tokens.
[20:51:22]	[LOOC] Douglas Hudson: respond*
[20:51:24]	[ME] Jacob Desmone: Would lay down the sulfur and salt peter on the table waiting for someone to grab the charchol
[20:51:30]	[ME] Jacob Desmone: would start combinign the two materials
[20:51:32]	Lin'Garung has gained a 'Boot' #39796.
[20:51:34]	Jacob Desmone rolled 48 (32 + 16) out of 100 on Fabrication.
[20:51:34]	Jacob Desmone used command '/RollSkill fabrication'.
[20:51:36]	Paul-Henri Cartier opened the 'Metal Cabinet' #2421 container.
[20:51:37]	[LOOC] Jacob Desmone: sheet
[20:51:40]	[ME] Ethan King: doesn't know the layout of their equipment 
[20:51:41]	Paul-Henri Cartier closed the 'Metal Cabinet' #2421 container.
[20:51:52]	[LOOC] Jacob Desmone: uhh we had a crate over here
[20:51:53]	[LOOC] Jacob Desmone: with
[20:51:54]	[LOOC] Ethan King: I used to have 30 fab in the server originally 
[20:51:55]	[LOOC] Jacob Desmone: charchol
[20:51:59]	[LOOC] Jacob Desmone: I have 64 rn
[20:52:00]	[LOOC] Ethan King: like, from original stats 
[20:52:01]	[LOOC] Jacob Desmone: and 82 engineering
[20:52:03]	[LOOC] Ethan King: not new stats 
[20:52:03]	[LOOC] Paul-Henri Cartier: stuff got busted remember
[20:52:09]	[LOOC] Jacob Desmone: oh ya
[20:52:10]	[LOOC] Paul-Henri Cartier: how much charcoal was in it
[20:52:13]	Lincoln Yates used command '/CharDesc Yet another 5'10 fellow. Suited up and ready for whatever.'.
[20:52:13]	[LOOC] Jacob Desmone: like 2-3
[20:52:13]	Lincoln Yates used command '/CharDesc Yet another 5'10 dark-haired fellow. A messenger bag over a blue suit.'.
[20:52:17]	[LOOC] Jacob Desmone: same with salt peter
[20:52:18]	[LOOC] Jacob Desmone: 2--3
[20:52:19]	Paul-Henri Cartier has spawned 'models/props_junk/wood_crate001a.mdl'.
[20:52:20]	[LOOC] Ethan King: oh, my desc is bad I remember 
[20:52:22]	[ME] CCA.C17-GRID.EpU.06912: would type on the terminal in front of him.
[20:52:25]	Paul-Henri Cartier entered observer.
[20:52:26]	[LOOC] Ethan King: gimme a sec
[20:52:26]	Paul-Henri Cartier exited observer at their location.
[20:52:30]	[LOOC] Ethan King: (taht was a meme desc)
[20:52:32]	[LOOC] Paul-Henri Cartier: clear out six spaces in your inventory
[20:52:33]	Ethan King used command '/CharDesc'.
[20:52:37]	[LOOC] Jacob Desmone: I got spaces
[20:52:39]	Jacob Desmone has gained a 'Charcoal' #39797.
[20:52:39]	Jacob Desmone has gained a 'Charcoal' #39798.
[20:52:39]	Jacob Desmone has gained a 'Charcoal' #39799.
[20:52:39]	Paul-Henri Cartier used command '/CharGiveItem jacob charcoal 3'.
[20:52:43]	[ME] Lin'Garung: Would seem startled
[20:52:44]	Paul-Henri Cartier used command '/CharGiveItem jacob saltpetre 3'.
[20:52:47]	[VORTIGESE] Qul'jal: Hello
[20:52:47]	Jacob Desmone has gained a 'Saltpeter' #39800.
[20:52:47]	Jacob Desmone has gained a 'Saltpeter' #39801.
[20:52:47]	Jacob Desmone has gained a 'Saltpeter' #39802.
[20:52:47]	Paul-Henri Cartier used command '/CharGiveItem jacob saltpeter 3'.
[20:52:52]	[LOOC] Jacob Desmone: Alright
[20:53:03]	[LOOC] Lin'Garung: can u see me talking?
[20:53:07]	[LOOC] Qul'jal: I could
[20:53:09]	[LOOC] Lin'Garung: I cannot seem to see my messages
[20:53:11]	[LOOC] Lin'Garung: O
[20:53:14]	[LOOC] Lin'Garung: Weird
[20:53:20]	[ME] Jacob Desmone: Would take the first grenade to add the makeshift gunpowder to it
[20:53:20]	[LOOC] Qul'jal: But not actually talking
[20:53:24]	Jacob Desmone rolled 51 (35 + 16) out of 100 on Fabrication.
[20:53:24]	Jacob Desmone used command '/RollSkill fabrication'.
[20:53:29]	[LOOC] Qul'jal: like i could see you preforming the flux shift, but not talking
[20:53:35]	[ME] Jacob Desmone: Would grab the second grenade and add the makeshift gunpowder to it
[20:53:38]	Jacob Desmone rolled 68 (52 + 16) out of 100 on Fabrication.
[20:53:38]	Jacob Desmone used command '/RollSkill fabrication'.
[20:53:49]	[ME] Jacob Desmone: would take the third grenade and store the gunpowder in it
[20:53:54]	Jacob Desmone rolled 26 (10 + 16) out of 100 on Fabrication.
[20:53:54]	Jacob Desmone used command '/RollSkill fabrication'.
[20:54:00]	[ME] Jacob Desmone: Would spill a little but not much
[20:54:23]	[ME] CCA.C17-GRID.EpU.06912: holds his wrist up to the biolock and then opens up the filing cabinet.
[20:54:32]	Jacob Desmone ran 'drop' on item 'Charcoal' (#39798)
[20:54:32]	Jacob Desmone has lost a 'Charcoal' #39798.
[20:54:33]	Jacob Desmone ran 'drop' on item 'Charcoal' (#39797)
[20:54:33]	Jacob Desmone has lost a 'Charcoal' #39797.
[20:54:34]	Jacob Desmone ran 'drop' on item 'Saltpeter' (#39801)
[20:54:34]	Jacob Desmone has lost a 'Saltpeter' #39801.
[20:54:35]	Jacob Desmone ran 'drop' on item 'Saltpeter' (#39800)
[20:54:35]	Jacob Desmone has lost a 'Saltpeter' #39800.
[20:54:35]	[LOOC] Ava Carter: im bugged cant climb
[20:54:35]	Jacob Desmone ran 'drop' on item 'Charcoal' (#39799)
[20:54:35]	Jacob Desmone has lost a 'Charcoal' #39799.
[20:54:36]	Jacob Desmone ran 'drop' on item 'Saltpeter' (#39802)
[20:54:36]	Jacob Desmone has lost a 'Saltpeter' #39802.
[20:54:37]	[OOC] CCA.C17-UNION.i2.97018: back
[20:54:38]	CCA.C17-GRID.EpU.06912 has gained a 'Report the Vort Poster' #39803.
[20:54:38]	CCA.C17-GRID.EpU.06912 used command '/CharGiveItem epu report the vort'.
[20:54:42]	Ethan King used command '/CharDesc The individual standing before you would be at a solid 5'9 with a rather muscular build. He'd wear the garments of a Hazmat Conscript, looking to be highly worn and almost outdated in it's design, scratches, weathering, and what looked to be several cycles of blood splattering and explosive residue covering the suit showed in it's age. He looked wartorn to say the least, and spoke in a quiet strained voice.'.
[20:54:42]	CCA.C17-GRID.EpU.06912 has gained a 'Blue Metropolice Poster' #39804.
[20:54:42]	CCA.C17-GRID.EpU.06912 used command '/CharGiveItem epu metropolice poster'.
[20:54:44]	[LOOC] Ethan King: desc fixed
[20:54:45]	[LOOC] Qul'jal: get tp'ed by Q
[20:54:49]	CCA.C17-GRID.EpU.06912 has gained a 'Human Science Rat Poster' #39805.
[20:54:49]	CCA.C17-GRID.EpU.06912 used command '/CharGiveItem epu human science rat'.
[20:54:58]	[ME] Jacob Desmone: Would add a tiny bit of ammomium nitrate to each shell
[20:55:02]	Jacob Desmone rolled 89 (73 + 16) out of 100 on Fabrication.
[20:55:02]	Jacob Desmone used command '/RollSkill fabrication'.
[20:55:05]	[LOOC] Douglas Hudson: perhaps the suit
[20:55:06]	[LOOC] Jacob Desmone: pooooh
[20:55:07]	[ME] CCA.C17-GRID.EpU.06912: places a roll of scotch tape and three posters on the desk.
[20:55:09]	[LOOC] Douglas Hudson: woa
[20:55:11]	CCA.C17-GRID.EpU.06912 ran 'drop' on item 'Report the Vort Poster' (#39803)
[20:55:11]	CCA.C17-GRID.EpU.06912 has lost a 'Report the Vort Poster' #39803.
[20:55:11]	CCA.C17-GRID.EpU.06912 ran 'drop' on item 'Blue Metropolice Poster' (#39804)
[20:55:11]	CCA.C17-GRID.EpU.06912 has lost a 'Blue Metropolice Poster' #39804.
[20:55:12]	[LOOC] Paul-Henri Cartier: POO
[20:55:12]	[LOOC] Qul'jal: lol
[20:55:13]	CCA.C17-GRID.EpU.06912 ran 'drop' on item 'Human Science Rat Poster' (#39805)
[20:55:13]	CCA.C17-GRID.EpU.06912 has lost a 'Human Science Rat Poster' #39805.
[20:55:14]	[LOOC] Paul-Henri Cartier: LIKE
[20:55:15]	[LOOC] Paul-Henri Cartier: POOP
[20:55:17]	[LOOC] Paul-Henri Cartier: SHIT
[20:55:19]	[LOOC] Jacob Desmone: NOOOO
[20:55:22]	Paul-Henri Cartier used command '/ToggleRaise'.
[20:55:31]	[Y] CCA.C17-UNION.i2.97018: <:: WHERE IS AN EMPLOYEE OF THIS ESTABLISHMENT. ::>
[20:55:46]	[W] Ethan King: Hold the doors angle, I'll wait here.
[20:56:01]	Lincoln Yates ran 'View' on item 'Paper' (#28726)
[20:56:17]	[OOC] Ethan King: PAC doesn't work :sad:
[20:56:18]	[ME] Jack Kingston: grabs the three posters and places them between his right arm, then grabs the tape and places it in his pocket.
[20:56:20]	Paul-Henri Cartier used command '/ToggleRaise'.
[20:56:21]	[OOC] Douglas Hudson: should
[20:56:22]	CCA.C17-GRID.EpU.06912 has gained 10 tokens.
[20:56:27]	[ME] Jacob Desmone: Would go back to making the explosives hearing the officer walking awwy
[20:56:27]	[OOC] CCA.C17-UNION.i2.97018: should
[20:56:36]	Jack Kingston ran 'take' on item 'Report the Vort Poster' (#39803)
[20:56:36]	Jack Kingston has gained a 'Report the Vort Poster' #39803.
[20:56:39]	Jack Kingston ran 'take' on item 'Blue Metropolice Poster' (#39804)
[20:56:39]	Jack Kingston has gained a 'Blue Metropolice Poster' #39804.
[20:56:42]	Jack Kingston ran 'take' on item 'Human Science Rat Poster' (#39805)
[20:56:42]	Jack Kingston has gained a 'Human Science Rat Poster' #39805.
[20:56:45]	[ME] Paul-Henri Cartier: puts a finger to where his lips would be under the mask
[20:56:51]	Jacob Desmone used command '/PM Paul can you give 3 frags I have the materials'.
[20:56:56]	[IT] Jack Kingston: The man gives a slight nod as he leaves the line.
[20:57:01]	Paul-Henri Cartier used command '/CharGiveItem douglas frag'.
[20:57:05]	Douglas Hudson has gained a 'Grenade' #39806.
[20:57:05]	Douglas Hudson has gained a 'Grenade' #39807.
[20:57:05]	Douglas Hudson has gained a 'Grenade' #39808.
[20:57:05]	Paul-Henri Cartier used command '/CharGiveItem douglas grenade 3'.
[20:57:09]	[OOC] Ethan King: giving me a random error ;-;
[20:57:11]	[ME] Jacob Desmone: Would finish them all tieing the cap on
[20:57:14]	Jacob Desmone rolled 92 (76 + 16) out of 100 on Fabrication.
[20:57:14]	Jacob Desmone used command '/RollSkill fabrication'.
[20:57:23]	[OOC] Douglas Hudson: uh
[20:57:29]	[OOC] CCA.C17-UNION.i2.97018: huh
[20:57:31]	[OOC] Douglas Hudson: thanks for the grenade?
[20:57:34]	[OOC] Paul-Henri Cartier: uh
[20:57:36]	[OOC] Paul-Henri Cartier: wrong person
[20:57:37]	[W] Ava Carter: Sorry!
[20:57:39]	[OOC] Douglas Hudson: lol
[20:57:39]	[OOC] Jacob Desmone: LOL
[20:57:42]	Douglas Hudson ran 'drop' on item 'Grenade' (#39806)
[20:57:42]	Douglas Hudson has lost a 'Grenade' #39806.
[20:57:44]	[OOC] CCA.C17-UNION.i2.97018: Nice one
[20:57:44]	[LOOC] Qul'jal: you should be super cool and F3
[20:57:44]	[LOOC] Paul-Henri Cartier: those are for jacob
[20:57:45]	[OOC] Ethan King: nice one 
[20:57:45]	[W] Jacob Desmone: Whats good.
[20:57:48]	[W] Ava Carter: Can you make me some crossbow bolts?
[20:57:48]	[ME] Lin'Garung: Would attempt to flux shift
[20:57:50]	[W] Jacob Desmone: Sure.
[20:57:53]	[ME] CCA.C17-GRID.EpU.06912: would type on the terminal in front of him
[20:57:53]	[W] Jacob Desmone: Give me a minute.
[20:57:56]	[W] Jacob Desmone: I just made three frag grenades.
[20:58:00]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[20:58:01]	[LOOC] Paul-Henri Cartier: other two
[20:58:02]	CCA.C17-UNION.i2.97018 has gained 10 tokens.
[20:58:02]	[LOOC] Qul'jal: /vort message
[20:58:07]	Douglas Hudson ran 'drop' on item 'Grenade' (#39807)
[20:58:07]	Douglas Hudson has lost a 'Grenade' #39807.
[20:58:08]	Douglas Hudson ran 'drop' on item 'Grenade' (#39808)
[20:58:08]	Douglas Hudson has lost a 'Grenade' #39808.
[20:58:11]	Jacob Desmone ran 'take' on item 'Grenade' (#39807)
[20:58:11]	Jacob Desmone has gained a 'Grenade' #39807.
[20:58:11]	Jacob Desmone ran 'take' on item 'Grenade' (#39808)
[20:58:11]	Jacob Desmone has gained a 'Grenade' #39808.
[20:58:13]	CCA.C17-GRID.EpU.06912 used command '/ToggleRaise'.
[20:58:18]	[LOOC] Douglas Hudson: was hiding in the suitcase lol
[20:58:18]	CCA.C17-GRID.EpU.06912 used command '/ToggleRaise'.
[20:58:18]	[VORTIGESE] Qul'jal: One's native tounge must be sharp.....
[20:58:29]	[LOOC] Lin'Garung: Yeah i know... its still acting weird
[20:58:29]	Paul-Henri Cartier entered observer.
[20:58:30]	[LOOC] Qul'jal: ik why
[20:58:34]	CCA.C17-QrM.98240 used command '/Radio QrM.98240 reporting full active, status is green, reporting sociostatus..... *green*. Ground units report status and location, sound on.'.
[20:58:35]	[LOOC] Qul'jal: You have not got set by Q
[20:58:36]	[LOOC] Lin'Garung: do you know?
[20:58:37]	DRD loaded the character 'CCA.C17.QrM.58234'
[20:58:40]	CCA.C17.QrM.58234 entered observer.
[20:58:40]	[ME] CCA.C17-GRID.EpU.06912: holds his wrist up to the filing cabinet and pulls some blank paper out of it
[20:58:46]	[OOC] CCA.C17.QrM.58234: quartermaster GAMING
[20:58:50]	CCA.C17-GRID.EpU.06912 has gained a 'Paper' #39809.
[20:58:50]	CCA.C17-GRID.EpU.06912 has gained a 'Paper' #39810.
[20:58:50]	CCA.C17-GRID.EpU.06912 has gained a 'Paper' #39811.
[20:58:50]	CCA.C17-GRID.EpU.06912 used command '/CharGiveItem epu paper 3'.
[20:58:50]	[OOC] CCA.C17-QrM.98240: QrM moment 
[20:58:51]	[OOC] Douglas Hudson: HOLY FUCK
[20:58:53]	[LOOC] Lin'Garung: possible
[20:58:54]	[OOC] Douglas Hudson: MY birb
[20:58:54]	Qul'jal used command '/PM grid Q, Lin needs his vort set to where he can communicate'.
[20:58:55]	Jacob Desmone ran 'drop' on item 'Grenade' (#39807)
[20:58:55]	Jacob Desmone has lost a 'Grenade' #39807.
[20:58:58]	Jacob Desmone ran 'drop' on item 'Grenade' (#39808)
[20:58:58]	Jacob Desmone has lost a 'Grenade' #39808.
[20:58:59]	[OOC] Douglas Hudson: now has a owner again
[20:59:01]	Qul'jal used command '/PM grid via fluxshift'.
[20:59:04]	[OOC] CCA.C17-QrM.98240: YEAHHHH
[20:59:08]	CCA.C17.QrM.58234 exited observer at their location.
[20:59:08]	CCA.C17-GRID.EpU.06912 used command '/CharSetClass lin free'.
[20:59:13]	CCA.C17-GRID.EpU.06912 used command '/PM qul should e good'.
[20:59:13]	CCA.C17.QrM.58234 entered observer.
[20:59:14]	Lincoln Yates ran 'View' on item 'Paper' (#33897)
[20:59:14]	[OOC] Douglas Hudson: BASED BIRD GAMING
[20:59:16]	CCA.C17-UNION.i2.97018 used command '/Radio Status all clear, green. Location is Manufacturing District. No visual on any suspects.'.
[20:59:18]	[LOOC] Qul'jal: try now
[20:59:20]	CCA.C17-QrM.98240 used command '/Radio Holy shit I just got Non-Mechanical-... uh.... nevermind.'.
[20:59:25]	[ME] Lin'Garung: Would cough for a moment
[20:59:29]	CCA.C17.QrM.58234 used command '/rooc shut'.
[20:59:32]	[LOOC] Qul'jal: I think he fixed it
[20:59:32]	CCA.C17-QrM.98240 used command '/rooc HAHAHA'.
[20:59:40]	CCA.C17-UNION.i2.97018 used command '/rooc wtf'.
[20:59:40]	[ME] Jacob Desmone: Would tap the mans shoulder
[20:59:41]	CCA.C17.QrM.58234 ran 'View' on item 'Notepad' (#29320)
[20:59:44]	CCA.C17.QrM.58234 ran 'View' on item 'Notepad' (#34321)
[20:59:55]	CCA.C17-GRID.EpU.06912 ran 'drop' on item 'Paper' (#39809)
[20:59:55]	CCA.C17-GRID.EpU.06912 has lost a 'Paper' #39809.
[20:59:55]	Qul'jal used command '/PM grid He still has the stinky model, so im assuming he ain't good lol'.
[20:59:56]	CCA.C17-GRID.EpU.06912 ran 'drop' on item 'Paper' (#39810)
[20:59:56]	CCA.C17-GRID.EpU.06912 has lost a 'Paper' #39810.
[20:59:56]	CCA.C17-GRID.EpU.06912 ran 'drop' on item 'Paper' (#39811)
[20:59:56]	CCA.C17-GRID.EpU.06912 has lost a 'Paper' #39811.
[21:00:03]	[ME] CCA.C17-UNION.i2.97018: leans on wall.
[21:00:03]	CCA.C17-GRID.EpU.06912 used command '/PM qul oh the model too'.
[21:00:04]	DRD loaded the character 'Cemre Akçam'
[21:00:06]	Cemre Akçam entered observer.
[21:00:06]	[VORTIGESE] Lin'Garung: *Screeching would be heard before a warm* G-greetings
[21:00:17]	[VORTIGESE] Qul'jal: yes. Your tounge returns
[21:00:19]	[OOC] Jacob Desmone: can someone give ava some crossbow ammo
[21:00:19]	CCA.C17-GRID.EpU.06912 used command '/PM lin what skin and eye colors do you want'.
[21:00:22]	[OOC] Jacob Desmone: i made it but theres no recipe
[21:00:23]	[ME] Tony Ricci: places the paper into his bag "So you just want a message from citizens?"
[21:00:24]	Tony Ricci ran 'take' on item 'Paper' (#39809)
[21:00:24]	Tony Ricci has gained a 'Paper' #39809.
[21:00:27]	[Y] CCA.C17-UNION.i2.97018: <:: I asked for service, not a waiting list. ::>
[21:00:28]	Tony Ricci ran 'take' on item 'Paper' (#39810)
[21:00:28]	Tony Ricci has gained a 'Paper' #39810.
[21:00:28]	[ME] Jacob Desmone: Would hand ava crossbows bolts
[21:00:32]	Tony Ricci ran 'take' on item 'Paper' (#39811)
[21:00:32]	Tony Ricci has gained a 'Paper' #39811.
[21:00:33]	[OOC] Cemre Akçam: guh
[21:00:36]	[ME] Ava Carter: would take the bolts
[21:00:38]	[W] Qul'jal: We must quiet down.
[21:00:39]	CCA.C17-GRID.EpU.06912 used command '/CharSetModel lin models/projectrevival/vortigaunt_mod.mdl'.
[21:00:42]	Cemre Akçam exited observer at their location.
[21:00:42]	Lin'Garung used command '/PM CCA.C17-Grid Where can i see the options?'.
[21:00:43]	Cemre Akçam entered observer.
[21:00:43]	[W] Qul'jal: They are above us.
[21:00:44]	Cemre Akçam exited observer at their location.
[21:00:44]	[LOOC] Douglas Hudson: bruh
[21:00:49]	CCA.C17-UNION.i2.97018 used command '/PM cemre I am getting you a sandwich'.
[21:00:51]	[OOC] CCA.C17-QrM.98240: r ation moment 
[21:00:53]	Cemre Akçam ran 'View' on item 'Notepad' (#34321)
[21:00:56]	Jacob Desmone ran 'take' on item 'Nylon Cord' (#35028)
[21:00:56]	Jacob Desmone has gained a 'Nylon Cord' #35028.
[21:00:56]	Cemre Akçam ran 'View' on item 'Notepad' (#29320)
[21:00:57]	[LOOC] Douglas Hudson: collars go brr
[21:00:59]	Jacob Desmone ran 'drop' on item 'Nylon Cord' (#35028)
[21:00:59]	Jacob Desmone has lost a 'Nylon Cord' #35028.
[21:01:00]	CCA.C17-QrM.98240 used the 'Ration Dispenser' vendor.
[21:01:01]	[LOOC] Lin'Garung: ?
[21:01:03]	[LOOC] Douglas Hudson: shackles go br
[21:01:07]	[OOC] Lincoln Yates: You're supposed to announce the autonomous judgement one >.<
[21:01:09]	Qul'jal used command '/PM grid he has shackles'.
[21:01:11]	Cemre Akçam entered observer.
[21:01:12]	[OOC] CCA.C17-QrM.98240: what 
[21:01:15]	CCA.C17-GRID.EpU.06912 used command '/PM lin Go into the spawn menu, addons > Project Revival Content'.
[21:01:16]	[LOOC] Douglas Hudson: don't think you have the new models set
[21:01:17]	[IT] Jack Kingston: He sets the posters down for a moment, grabbing the metrocop poster, fitting it on the wall. There is some reorientation as he finds the best spot to place it. After deciding the location, he props up the poster, holding it againts the wall as he grabs the tape from his pockets. Starting from the top right corner to the bottom left, he tapes it so it stays. Hurrying as he hears rations, he tapes the rest of it before leaving.
[21:01:22]	CCA.C17-GRID.EpU.06912 has gained 10 tokens.
[21:01:24]	CCA.C17-GRID.EpU.06912 entered observer.
[21:01:25]	CCA.C17-GRID.EpU.06912 exited observer at their location.
[21:01:25]	CCA.C17-GRID.EpU.06912 entered observer.
[21:01:26]	CCA.C17-GRID.EpU.06912 exited observer at their location.
[21:01:26]	Jack Kingston ran 'view' on item 'Blue Metropolice Poster' (#39804)
[21:01:28]	Jack Kingston ran 'place' on item 'Blue Metropolice Poster' (#39804)
[21:01:29]	CCA.C17-GRID.EpU.06912 used command '/PM tony your physgun is out'.
[21:01:29]	Cemre Akçam exited observer at their location.
[21:01:31]	[LOOC] Lin'Garung: Working on that right now, Im picking my colors 
[21:01:35]	CCA.C17-GRID.EpU.06912 used command '/PM lin right click on vortigaunt_mod.mdl'.
[21:01:38]	[LOOC] Douglas Hudson: oo
[21:01:39]	[W] Ava Carter: Are you still locked with those chains?
