[09:34:18]	GamingTheGames has connected.
[20:27:01]	[OOC] CCA.C17-GRID.i1.59212: !\
[20:27:03]	[OOC] CCA.C17-GRID.i1.59212: !
[20:27:07]	[OOC] CCA.C17-GRID.i1.59212: star trek?
[20:27:09]	[OOC] CCA.C17-UNION.i5.74645: yes
[20:27:15]	[OOC] CCA.C17-GRID.i1.59212: good
[20:27:19]	[OOC] CCA.C17-UNION.i5.74645: lmao
[20:27:21]	[OOC] CCA.C17-GRID.i1.59212: which trek do you like
[20:27:33]	[OOC] CCA.C17-UNION.i5.74645: original series or next generation
[20:27:37]	[OOC] CCA.C17-GRID.i1.59212: pfft
[20:27:40]	[OOC] CCA.C17-GRID.i1.59212: ds9 is supreme
[20:27:42]	CCA.C17-GRID.i1.59212 has spawned 'models/props_junk/watermelon01.mdl'.
[20:27:50]	[OOC] CCA.C17-UNION.i5.74645: voyager was also fairly interesting
[20:27:57]	[OOC] CCA.C17-GRID.i1.59212: discovery?
[20:28:02]	CCA.C17-GRID.i1.59212 ran 'Equip' on item 'SPAS-12' (#50)
[20:28:04]	[OOC] CCA.C17-UNION.i5.74645: yea
[20:28:05]	CCA.C17-GRID.i1.59212 ran 'use' on item '12-Gauge Shells' (#5066)
[20:28:06]	CCA.C17-GRID.i1.59212 ran 'use' on item '12-Gauge Shells' (#5067)
[20:28:07]	CCA.C17-GRID.i1.59212 ran 'use' on item '12-Gauge Shells' (#5068)
[20:28:09]	CCA.C17-GRID.i1.59212 ran 'use' on item '12-Gauge Shells' (#5065)
[20:28:12]	CCA.C17-GRID.i1.59212 ran 'use' on item '9mm Pistol Magazine' (#5069)
[20:28:13]	CCA.C17-GRID.i1.59212 ran 'use' on item '9mm Pistol Magazine' (#5070)
[20:28:15]	CCA.C17-GRID.i1.59212 ran 'use' on item '9mm Pistol Magazine' (#5071)
[20:28:16]	CCA.C17-GRID.i1.59212 ran 'use' on item '9mm Pistol Magazine' (#5072)
[20:28:16]	CCA.C17-GRID.i1.59212 ran 'use' on item '9mm Pistol Magazine' (#5073)
[20:28:21]	[OOC] CCA.C17-GRID.i1.59212: w on d e r f u l 
[20:28:25]	CCA.C17-GRID.i1.59212 ran 'Equip' on item 'USP Match' (#812)
[20:28:26]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:28:56]	CCA.C17-UNION.i5.74645 has taken 12 damage from CCA.C17-GRID.i1.59212.
[20:28:59]	CCA.C17-UNION.i5.74645 has taken 12 damage from CCA.C17-GRID.i1.59212.
[20:29:01]	CCA.C17-UNION.i5.74645 has taken 12 damage from CCA.C17-GRID.i1.59212.
[20:29:02]	CCA.C17-UNION.i5.74645 has taken 12 damage from CCA.C17-GRID.i1.59212.
[20:29:04]	CCA.C17-UNION.i5.74645 has taken 12 damage from CCA.C17-GRID.i1.59212.
[20:29:05]	CCA.C17-UNION.i5.74645 has taken 12 damage from CCA.C17-GRID.i1.59212.
[20:29:06]	CCA.C17-UNION.i5.74645 has taken 12 damage from CCA.C17-GRID.i1.59212.
[20:29:08]	CCA.C17-UNION.i5.74645 has taken 12 damage from CCA.C17-GRID.i1.59212.
[20:29:09]	CCA.C17-UNION.i5.74645 has taken 12 damage from CCA.C17-GRID.i1.59212.
[20:29:27]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:29:37]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:29:42]	[OOC] CCA.C17-UNION.i5.74645: you think the head should go up more, because the neck covering glitches through sometimes
[20:29:42]	[OOC] CCA.C17-GRID.i1.59212: oh
[20:29:45]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[20:29:52]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:30:34]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:30:41]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:30:52]	CCA.C17-UNION.i5.74645 has gained 10 tokens.
[20:31:18]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:31:22]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:31:25]	CCA.C17-GRID.i1.59212 has taken 5 damage from npc_headcrab.
[20:31:27]	CCA.C17-GRID.i1.59212 has taken 5 damage from npc_headcrab.
[20:31:28]	CCA.C17-UNION.i5.74645 has taken 4 damage from CCA.C17-GRID.i1.59212.
[20:31:29]	CCA.C17-GRID.i1.59212 has taken 5 damage from npc_headcrab.
[20:31:55]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:32:10]	CCA.C17-UNION.i5.74645 has taken 10 damage from npc_poisonzombie.
[20:32:11]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:32:40]	CCA.C17-GRID.i1.59212 has gained 20 tokens.
[20:32:49]	CCA.C17-UNION.i5.74645 has taken 4 damage from npc_manhack.
[20:32:58]	CCA.C17-GRID.i1.59212 has taken 4 damage from npc_manhack.
[20:33:02]	CCA.C17-UNION.i5.74645 has taken 4 damage from npc_manhack.
[20:33:08]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:33:10]	CCA.C17-GRID.i1.59212 has taken 4 damage from npc_manhack.
[20:33:33]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:33:39]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:34:12]	CCA.C17-GRID.i1.59212 ran 'take' on item 'KIBA Arms Ammocase' (#4792)
[20:34:17]	CCA.C17-GRID.i1.59212 ran 'View' on item 'Notepad' (#3272)
[20:34:21]	CCA.C17-GRID.i1.59212 ran 'take' on item 'KIBA Arms Ammocase' (#4792)
[20:34:30]	CCA.C17-GRID.i1.59212 ran 'take' on item 'KIBA Arms Ammocase' (#4792)
[20:34:30]	CCA.C17-GRID.i1.59212 has gained a 'KIBA Arms Ammocase' #4792.
[20:34:32]	CCA.C17-GRID.i1.59212 ran 'drop' on item 'KIBA Arms Ammocase' (#4792)
[20:34:32]	CCA.C17-GRID.i1.59212 has lost a 'KIBA Arms Ammocase' #4792.
[20:34:38]	CCA.C17-GRID.i1.59212 ran 'take' on item 'Zip Tie' (#4774)
[20:34:38]	CCA.C17-GRID.i1.59212 has gained a 'Zip Tie' #4774.
[20:34:40]	CCA.C17-GRID.i1.59212 ran 'take' on item 'Zip Tie' (#4766)
[20:34:40]	CCA.C17-GRID.i1.59212 has gained a 'Zip Tie' #4766.
[20:34:43]	CCA.C17-GRID.i1.59212 ran 'take' on item 'Zip Tie' (#4775)
[20:34:43]	CCA.C17-GRID.i1.59212 has gained a 'Zip Tie' #4775.
[20:34:45]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[20:35:52]	CCA.C17-UNION.i5.74645 has gained 10 tokens.
[20:36:01]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:12]	CCA.C17-UNION.i5.74645 has taken 50 damage from CCA.C17-GRID.i1.59212.
[20:36:16]	[OOC] CCA.C17-GRID.i1.59212: come
[20:36:29]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:44]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:36:57]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:37:07]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:37:07]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:37:07]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:37:07]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:37:07]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:37:07]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:37:34]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:37:34]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:37:34]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:37:35]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:37:35]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:37:35]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:37:46]	CCA.C17-UNION.i5.74645 has taken 50 damage from prop_physics.
[20:37:46]	prop_physics has killed CCA.C17-UNION.i5.74645.
[20:38:31]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:38:31]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:38:31]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:38:31]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:38:31]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:38:31]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[20:38:53]	[OOC] CCA.C17-GRID.i1.59212: in
[20:39:00]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:39:01]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:39:01]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:39:01]	CCA.C17-UNION.i5.74645 has taken 10 damage from prop_physics.
[20:39:02]	CCA.C17-UNION.i5.74645 has taken 10 damage from prop_physics.
[20:39:03]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:39:03]	CCA.C17-UNION.i5.74645 has taken 10 damage from prop_physics.
[20:39:03]	CCA.C17-UNION.i5.74645 has taken 10 damage from prop_physics.
[20:39:08]	CCA.C17-UNION.i5.74645 has taken 20 damage from prop_physics.
[20:39:08]	CCA.C17-UNION.i5.74645 has taken 10 damage from prop_physics.
[20:39:14]	CCA.C17-UNION.i5.74645 has taken 10 damage from prop_physics.
[20:39:14]	CCA.C17-UNION.i5.74645 has taken 10 damage from prop_physics.
[20:39:14]	CCA.C17-GRID.i1.59212 has taken 10 damage from prop_physics.
[20:39:14]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:39:14]	CCA.C17-UNION.i5.74645 has taken 50 damage from prop_physics.
[20:39:14]	CCA.C17-GRID.i1.59212 has taken 10 damage from prop_physics.
[20:39:17]	CCA.C17-GRID.i1.59212 has taken 5 damage from prop_physics.
[20:39:18]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:39:18]	CCA.C17-GRID.i1.59212 has taken 10 damage from prop_physics.
[20:39:18]	CCA.C17-GRID.i1.59212 has taken 5 damage from prop_physics.
[20:39:18]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:39:18]	CCA.C17-UNION.i5.74645 has taken 10 damage from prop_physics.
[20:39:18]	CCA.C17-UNION.i5.74645 has taken 50 damage from prop_physics.
[20:39:19]	prop_physics has killed CCA.C17-UNION.i5.74645.
[20:39:21]	CCA.C17-GRID.i1.59212 has taken 50 damage from prop_physics.
[20:39:21]	CCA.C17-GRID.i1.59212 has taken 20 damage from prop_physics.
[20:39:21]	CCA.C17-GRID.i1.59212 has taken 10 damage from prop_physics.
[20:39:21]	CCA.C17-GRID.i1.59212 has taken 10 damage from prop_physics.
[20:39:21]	CCA.C17-GRID.i1.59212 has taken 5 damage from prop_physics.
[20:39:22]	CCA.C17-GRID.i1.59212 has taken 5 damage from prop_physics.
[20:39:22]	CCA.C17-GRID.i1.59212 has taken 5 damage from prop_physics.
[20:39:22]	CCA.C17-GRID.i1.59212 has taken 10 damage from prop_physics.
[20:39:22]	CCA.C17-GRID.i1.59212 has taken 5 damage from prop_physics.
[20:39:22]	CCA.C17-GRID.i1.59212 has taken 10 damage from prop_physics.
[20:39:22]	CCA.C17-GRID.i1.59212 has taken 5 damage from prop_physics.
[20:39:22]	CCA.C17-GRID.i1.59212 has taken 5 damage from prop_physics.
[20:39:22]	CCA.C17-GRID.i1.59212 has taken 10 damage from prop_physics.
[20:39:22]	CCA.C17-GRID.i1.59212 has taken 5 damage from prop_physics.
[20:39:22]	prop_physics has killed CCA.C17-GRID.i1.59212.
[20:39:31]	CCA.C17-UNION.i5.74645 used command '/CharFallOver'.
[20:39:33]	CCA.C17-UNION.i5.74645 used command '/CharGetUp'.
[20:39:34]	CCA.C17-UNION.i5.74645 used command '/CharGetUp'.
[20:39:34]	CCA.C17-UNION.i5.74645 used command '/CharGetUp'.
[20:39:35]	CCA.C17-UNION.i5.74645 used command '/CharGetUp'.
[20:39:36]	CCA.C17-UNION.i5.74645 used command '/CharGetUp'.
[20:39:36]	CCA.C17-UNION.i5.74645 used command '/CharGetUp'.
[20:39:37]	CCA.C17-UNION.i5.74645 used command '/CharGetUp'.
[20:39:38]	CCA.C17-UNION.i5.74645 used command '/CharGetUp'.
[20:39:39]	CCA.C17-UNION.i5.74645 used command '/CharGetUp'.
[20:39:45]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[20:39:50]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:40:01]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:40:19]	CCA.C17-GRID.i1.59212 ran 'Equip' on item 'SPAS-12' (#50)
[20:40:21]	CCA.C17-GRID.i1.59212 ran 'Equip' on item 'USP Match' (#812)
[20:40:32]	[OOC] CCA.C17-UNION.i5.74645: thinking about it we gotta burn these bodies
[20:40:41]	[OOC] CCA.C17-GRID.i1.59212: they dont ragdoll
[20:40:48]	[OOC] CCA.C17-GRID.i1.59212: only us can see it anyway
[20:40:51]	[OOC] CCA.C17-UNION.i5.74645: o
[20:40:52]	CCA.C17-UNION.i5.74645 has gained 10 tokens.
[20:40:58]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/windows/window_angle360.mdl'.
[20:41:08]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/plastic/plastic_panel1x8.mdl'.
[20:41:11]	CCA.C17-GRID.i1.59212 has spawned 'models/phxtended/bar2x45b.mdl'.
[20:41:36]	CCA.C17-UNION.i5.74645 ran 'manage' on item 'Squad Identification Device' (#4746)
[20:41:49]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:41:49]	CCA.C17-UNION.i5.74645 has taken 100 damage from prop_physics.
[20:42:16]	CCA.C17-UNION.i5.74645 has taken 500 damage from prop_physics.
[20:42:16]	prop_physics has killed CCA.C17-UNION.i5.74645.
[20:42:24]	CCA.C17-GRID.i1.59212 has spawned 'models/phxtended/bar2x45b.mdl'.
[20:42:37]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/plastic/plastic_angle_360.mdl'.
[20:42:41]	CCA.C17-GRID.i1.59212 has spawned 'models/props_phx/construct/plastic/plastic_angle_180.mdl'.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:40]	CCA.C17-UNION.i5.74645 has taken 5 damage from prop_physics.
[20:43:43]	CCA.C17-UNION.i5.74645 used command '/CharFallOver'.
[20:43:47]	CCA.C17-UNION.i5.74645 used command '/CharGetUp'.
[20:43:48]	CCA.C17-UNION.i5.74645 used command '/CharGetUp'.
[20:44:03]	[OOC] CCA.C17-GRID.i1.59212: ima go
[20:44:07]	[OOC] CCA.C17-GRID.i1.59212: new guys joining
[20:44:07]	[OOC] CCA.C17-UNION.i5.74645: ight same
[20:44:12]	[OOC] CCA.C17-GRID.i1.59212: you know how to process, right?
[20:44:15]	[OOC] CCA.C17-UNION.i5.74645: yea
[20:44:15]	peppermint has connected.
[20:44:24]	[OOC] CCA.C17-GRID.i1.59212: can you get them
[20:44:27]	[OOC] CCA.C17-UNION.i5.74645: sure
[20:44:37]	[OOC] CCA.C17-UNION.i5.74645: do i have helmet
[20:44:42]	[OOC] CCA.C17-GRID.i1.59212: yes
[20:44:45]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[20:44:45]	[OOC] CCA.C17-UNION.i5.74645: ok
[20:45:02]	[OOC] CCA.C17-GRID.i1.59212: elkay*
[20:45:06]	[OOC] CCA.C17-GRID.i1.59212: op
[20:45:06]	[OOC] CCA.C17-UNION.i5.74645: ?
[20:45:12]	[OOC] CCA.C17-GRID.i1.59212: nothing, shitty pun
[20:45:14]	peppermint created the character 'Test test test'
[20:45:14]	Test test test has gained a 'Suitcase' #5066.
[20:45:14]	Test test test has gained a 'Relocation Coupon' #5067.
[20:45:14]	Test test test has gained a 'Cyclopic Citizen Suit' #5068.
[20:45:14]	Test test test has gained a 'Citizen Filter' #5069.
[20:45:14]	peppermint loaded the character 'Test test test'
[20:45:19]	[OOC] CCA.C17-GRID.i1.59212: ima stay
[20:45:26]	[OOC] CCA.C17-GRID.i1.59212: hello peppermint!
[20:45:27]	[OOC] Test test test: Can I uh, get the discord?
[20:45:31]	[OOC] CCA.C17-GRID.i1.59212: sure!
[20:45:33]	[OOC] CCA.C17-GRID.i1.59212: /discord
[20:45:36]	Test test test used command '/Discord'.
[20:45:40]	[OOC] CCA.C17-GRID.i1.59212: and /content for the content if you need it
[20:45:52]	CCA.C17-UNION.i5.74645 has gained 10 tokens.
[20:46:05]	[OOC] Test test test: I am in general 1, if either of you wanna vc
[20:46:08]	Test test test used command '/Content'.
[20:46:14]	Test test test has taken 1 damage from worldspawn.
[20:46:15]	Test test test has taken 1 damage from worldspawn.
[20:46:15]	Test test test has taken 1 damage from worldspawn.
[20:46:16]	Test test test has taken 1 damage from worldspawn.
[20:46:16]	[OOC] CCA.C17-UNION.i5.74645: You also might want to put on a suit and filter
[20:46:17]	Test test test has taken 1 damage from worldspawn.
[20:46:18]	Test test test has taken 1 damage from worldspawn.
[20:46:18]	Test test test has taken 1 damage from worldspawn.
[20:46:19]	Test test test has taken 1 damage from worldspawn.
[20:46:20]	Test test test has taken 1 damage from worldspawn.
[20:46:21]	Test test test has taken 1 damage from worldspawn.
[20:46:21]	Test test test has taken 1 damage from worldspawn.
[20:46:22]	Test test test has taken 1 damage from worldspawn.
[20:46:23]	Test test test has taken 1 damage from worldspawn.
[20:46:24]	Test test test has taken 1 damage from worldspawn.
[20:46:24]	Test test test has taken 1 damage from worldspawn.
[20:46:25]	Test test test has taken 1 damage from worldspawn.
[20:46:26]	Test test test has taken 1 damage from worldspawn.
[20:46:27]	Test test test has taken 1 damage from worldspawn.
[20:46:27]	[OOC] CCA.C17-UNION.i5.74645: Since the air is uh, greatly unpleasant 
[20:46:27]	Test test test has taken 1 damage from worldspawn.
[20:46:28]	Test test test has taken 1 damage from worldspawn.
[20:46:29]	Test test test has taken 1 damage from worldspawn.
[20:46:30]	Test test test has taken 1 damage from worldspawn.
[20:46:30]	Test test test has taken 1 damage from worldspawn.
[20:46:31]	Test test test has taken 1 damage from worldspawn.
[20:46:32]	Test test test has taken 1 damage from worldspawn.
[20:46:33]	Test test test has taken 1 damage from worldspawn.
[20:46:33]	Test test test has taken 1 damage from worldspawn.
[20:46:34]	Test test test has taken 1 damage from worldspawn.
[20:46:35]	Test test test has taken 1 damage from worldspawn.
[20:46:36]	Test test test has taken 1 damage from worldspawn.
[20:46:36]	Test test test has taken 1 damage from worldspawn.
[20:46:37]	Test test test has taken 1 damage from worldspawn.
[20:46:37]	Test test test ran 'Equip' on item 'Cyclopic Citizen Suit' (#5068)
[20:46:38]	Test test test has taken 1 damage from worldspawn.
[20:46:39]	Test test test has taken 1 damage from worldspawn.
[20:46:40]	Test test test has taken 1 damage from worldspawn.
[20:46:40]	Test test test ran 'equip' on item 'Citizen Filter' (#5069)
[20:46:55]	peppermint (STEAM_0:1:115933392) has disconnected.
[20:46:59]	FB|| light ROOM has connected.
[20:47:46]	FB|| light ROOM loaded the character 'PFC Mitchell 'Lazzy' Lazarus'
[20:49:45]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[20:50:43]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:50:48]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[20:50:52]	CCA.C17-UNION.i5.74645 has gained 10 tokens.
[20:51:17]	DRD loaded the character 'OTA.S17-ECHO.OWS.85171'
[20:51:25]	FB|| light ROOM loaded the character 'OTA.S17-ECHO.OWS.10512'
[20:51:52]	FB|| light ROOM loaded the character 'PFC Mitchell 'Lazzy' Lazarus'
[20:52:02]	DRD loaded the character 'CCA.C17-GRID.i1.59212'
[20:52:09]	DRD loaded the character 'OSA.S17-HNT.85666'
[20:52:32]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:32]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:32]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:32]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:32]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:34]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:35]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:35]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:35]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:35]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:35]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:35]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:35]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:35]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:35]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:35]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:35]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:35]	OSA.S17-HNT.85666 has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[20:52:35]	PFC Mitchell 'Lazzy' Lazarus has killed OSA.S17-HNT.85666 with weapon_smg1.
[20:53:09]	OSA.S17-HNT.85666 has taken 1 damage from worldspawn.
[20:53:09]	[ME] OSA.S17-HNT.85666: gives coupon
[20:53:09]	OSA.S17-HNT.85666 has taken 1 damage from worldspawn.
[20:53:10]	OSA.S17-HNT.85666 has taken 1 damage from worldspawn.
[20:53:11]	OSA.S17-HNT.85666 has taken 1 damage from worldspawn.
[20:53:12]	OSA.S17-HNT.85666 has taken 1 damage from worldspawn.
[20:53:12]	OSA.S17-HNT.85666 has taken 1 damage from worldspawn.
