[10:11:19]	LynxQueen has connected.
[18:09:21]	Emanuel has gained a 'UU Brand Cigarette' #20327.
[18:09:22]	Emanuel ran 'Smoke' on item 'UU Brand Cigarette' (#20327)
[18:09:27]	[LOOC] Crimson: messenger pidgeon
[18:09:29]	[OOC] Emanuel: NO :D
[18:10:21]	[LOOC] Emanuel: Dont help rebels, We must Smoke cigs and shit on people :D
[18:10:31]	[LOOC] Crimson: why not do both
[18:10:32]	[LOOC] Crimson: e
[18:10:38]	[LOOC] Crimson: lets not limit our options here
[18:10:38]	[OOC] Emanuel: Eh
[18:10:45]	[ME] Crimson: pecks ground
[18:11:01]	[ME] Emanuel: would peck the ground few times
[18:11:10]	[ME] Crimson: does the same but better
[18:11:41]	[ME] Emanuel: would call the God, Sending Lightning on the Pigeon
[18:11:50]	[LOOC] Emanuel: lmfao
[18:11:52]	Emanuel rolled 19 out of 100.
[18:11:52]	Emanuel used command '/Roll'.
[18:12:13]	[LOOC] Emanuel: Hold it
[18:12:17]	[LOOC] Emanuel: what you rolled ?
[18:12:17]	[ME] Crimson: evades god's lightning strike by the paladin crow
[18:12:29]	[LOOC] Crimson: 31 with my agility stat
[18:12:36]	[LOOC] Emanuel: You rolled agi ?
[18:12:36]	[LOOC] Crimson: /rollstat (stat)
[18:12:48]	[LOOC] Crimson: so for agility I did /rollstat agi 
[18:12:56]	[LOOC] Crimson: my bird has a few upgrades in his stats
[18:12:57]	[LOOC] Emanuel: I wonder what I should actualy roll on that Lightning lmao
[18:13:18]	[LOOC] Emanuel: I miss my unique Stat :-:
[18:13:22]	[OOC] Emanuel: Loyalty :D
[18:13:34]	[LOOC] Crimson: ye *E*
[18:13:55]	[OOC] Emanuel: Where are others  ?
[18:14:02]	[LOOC] Crimson: other people?
[18:14:04]	[OOC] Emanuel: Is server always dead like this over wekk ?
[18:14:13]	[OOC] Crimson: nah we get players during the day
[18:14:17]	[OOC] Emanuel: aha
[18:14:19]	[OOC] Crimson: I'm off tomorrow / the day after
[18:14:26]	[OOC] Crimson: I had work today 
[18:14:32]	[OOC] Emanuel: Same
[18:14:32]	[OOC] Crimson: is why I wasn't on earlier
[18:15:40]	Emanuel used the 'Street Market' vendor.
[18:15:40]	Emanuel used the 'Street Market' vendor.
[18:15:52]	Emanuel used the 'Street Market' vendor.
[18:15:54]	Emanuel has lost 20 tokens.
[18:15:54]	Emanuel has gained a 'Cyclopic Citizen Suit' #20327.
[18:15:57]	Emanuel ran 'Equip' on item 'Cyclopic Citizen Suit' (#20327)
[18:16:01]	[OOC] Emanuel: HOLD ON
[18:16:05]	[OOC] Emanuel: Crimson
[18:16:15]	[OOC] Emanuel: how Do I look ?
[18:16:56]	[LOOC] Crimson: o
[18:17:02]	[LOOC] Crimson: the same?
[18:17:04]	[LOOC] Emanuel: Yeah 
[18:17:08]	[OOC] Crimson: wait
[18:17:09]	[LOOC] Emanuel: ?
[18:17:10]	[LOOC] Crimson: WHA
[18:17:12]	[LOOC] Crimson: Uniform
[18:17:13]	[LOOC] Emanuel: :D
[18:17:18]	[LOOC] Emanuel: lmfao
[18:17:18]	[LOOC] Crimson: YOU BROKE THE SYSTEM
[18:17:19]	[LOOC] Crimson: AAAA
[18:17:21]	[LOOC] Emanuel: :D
[18:17:23]	Crimson used the 'Street Market' vendor.
[18:17:28]	Crimson has lost 20 tokens.
[18:17:28]	Crimson has gained a 'Green Citizen Suit' #20328.
[18:17:32]	Crimson ran 'Equip' on item 'Green Citizen Suit' (#20328)
[18:18:03]	[OOC] Emanuel: XD
[18:18:03]	[OOC] Crimson: OML If you fly lol
[18:18:08]	[LOOC] Emanuel: LMFAO
[18:18:13]	[OOC] Emanuel: TIME TO TROLL PEOPLE !
[18:18:28]	[OOC] Crimson: lemme see you fly
[18:18:35]	[OOC] Crimson: BRUH
[18:19:12]	[OOC] Emanuel: We need a CP :D
[18:19:43]	Emanuel used command '/Apply'.
[18:19:49]	Crimson ran 'EquipUn' on item 'Green Citizen Suit' (#20328)
[18:19:54]	Emanuel ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#20327)
[18:20:08]	Dilly_ loaded the character 'CCA.C08-UNION.i1.93347'
[18:20:18]	[OOC] Emanuel: o.O You are union I1 ?
[18:20:24]	[OOC] CCA.C08-UNION.i1.93347: yeah 
[18:20:30]	[OOC] CCA.C08-UNION.i1.93347: I've been on this server for awhile
[18:20:40]	[OOC] CCA.C08-UNION.i1.93347: way back in C14
[18:20:40]	[OOC] Emanuel: I read Book, Do we have actualy a Riot shield or Grenades ?
[18:20:45]	[OOC] CCA.C08-UNION.i1.93347: yes
[18:20:49]	[OOC] Emanuel: Cool
[18:21:03]	[ME] Emanuel: would peck
[18:21:19]	[ME] Emanuel: A sudden light would hit the Raven
[18:21:25]	Emanuel ran 'Equip' on item 'Cyclopic Citizen Suit' (#20327)
[18:21:34]	[LOOC] Emanuel: lmfao
[18:21:39]	CCA.C08-UNION.i1.93347 ran 'Equip' on item 'Flashbang' (#14402)
[18:21:55]	[OOC] Emanuel: What a wonder...
[18:22:03]	[LOOC] CCA.C08-UNION.i1.93347: that was a flash
[18:22:09]	[LOOC] CCA.C08-UNION.i1.93347: but it only works of it's a bit closer
[18:22:13]	CCA.C08-UNION.i1.93347 ran 'Equip' on item 'Smoke Grenade' (#13847)
[18:22:18]	[OOC] Emanuel: I see so its CQC then
[18:22:22]	[LOOC] CCA.C08-UNION.i1.93347: next is smoke
[18:22:28]	[LOOC] CCA.C08-UNION.i1.93347: which is personally my fav
[18:22:40]	[OOC] Emanuel: Waaa ? There is only Flash and Tear gas grenades in the book
[18:22:59]	CCA.C08-UNION.i1.93347 ran 'EquipUn' on item 'Smoke Grenade' (#13847)
[18:23:15]	[OOC] CCA.C08-UNION.i1.93347: lasts for awhile
[18:23:23]	[LOOC] Emanuel: Stand on me
[18:23:47]	[OOC] Emanuel: Lmao I love this suit xD
[18:23:55]	AXION loaded the character 'CCA.C08-UNION.i5.81530'
[18:24:00]	CCA.C08-UNION.i5.81530 used command '/Radio 10-8'.
[18:24:09]	CCA.C08-UNION.i5.81530 has taken 2 damage from worldspawn.
[18:24:39]	CCA.C08-UNION.i1.93347 used command '/Radio 815, 10-3.'.
[18:25:08]	CCA.C08-UNION.i1.93347 has gained 10 tokens.
[18:25:30]	[ME] CCA.C08-UNION.i5.81530: would shrug
[18:25:46]	[ME] CCA.C08-UNION.i1.93347: he raises his PDA typing a few things into it
[18:25:59]	[LOOC] CCA.C08-UNION.i1.93347: /view objectives
[18:26:04]	[LOOC] CCA.C08-UNION.i1.93347: no space
[18:26:06]	CCA.C08-UNION.i5.81530 used command '/ViewObjectives'.
[18:26:12]	CCA.C08-UNION.i1.93347 used command '/ViewObjectives'.
[18:27:09]	[ME] CCA.C08-UNION.i5.81530: would take the PDA, Searching for something in it
[18:27:37]	[ME] CCA.C08-UNION.i5.81530: would look arround
[18:28:26]	CCA.C08-UNION.i5.81530 ran 'Frequency' on item 'Hybrid Radio' (#20254)
[18:28:33]	CCA.C08-UNION.i5.81530 used command '/SetFreq 329.01'.
[18:28:37]	CCA.C08-UNION.i5.81530 used command '/Radio Test'.
[18:28:55]	CCA.C08-UNION.i5.81530 has gained 10 tokens.
[18:28:56]	CCA.C08-UNION.i1.93347 ran 'Frequency' on item 'Hybrid Radio' (#217)
[18:29:07]	CCA.C08-UNION.i1.93347 used command '/SetFreq 329.01'.
[18:29:16]	[ME] CCA.C08-UNION.i5.81530: would stare at the knife
[18:29:32]	CCA.C08-UNION.i1.93347 used command '/Radio How copy?'.
[18:29:37]	CCA.C08-UNION.i5.81530 used command '/Radio Good'.
[18:29:59]	CCA.C08-UNION.i5.81530 used command '/PM Union how do you use CH chat ?'.
[18:30:01]	CCA.C08-UNION.i1.93347 used command '/Radio Interesting... I don't think we switched.'.
[18:30:08]	CCA.C08-UNION.i1.93347 has gained 10 tokens.
[18:30:19]	[ME] CCA.C08-UNION.i5.81530: would check his radio
[18:30:23]	CCA.C08-UNION.i1.93347 ran 'Frequency' on item 'Hybrid Radio' (#217)
[18:30:25]	CCA.C08-UNION.i5.81530 ran 'Frequency' on item 'Hybrid Radio' (#20254)
[18:30:28]	CCA.C08-UNION.i1.93347 used command '/SetFreq 329.1'.
[18:30:31]	CCA.C08-UNION.i5.81530 used command '/SetFreq 329.1'.
[18:30:38]	CCA.C08-UNION.i5.81530 used command '/Radio Test'.
[18:30:46]	CCA.C08-UNION.i1.93347 used command '/Radio Five by five.'.
[18:31:05]	[ME] CCA.C08-UNION.i5.81530: would nod
[18:31:09]	CCA.C08-UNION.i1.93347 ran 'join' on item 'Squad Identification Device' (#218)
[18:31:14]	CCA.C08-UNION.i1.93347 ran 'join' on item 'Squad Identification Device' (#218)
[18:31:19]	CCA.C08-UNION.i1.93347 ran 'create' on item 'Squad Identification Device' (#218)
[18:31:24]	[ME] CCA.C08-UNION.i5.81530: would be staring at the knife
[18:31:48]	[ME] CCA.C08-UNION.i1.93347: he eyes down at his utility belt, "The quartermaster gave em' to me."
[18:32:56]	[ME] CCA.C08-UNION.i5.81530: would gesture
[18:33:55]	CCA.C08-UNION.i5.81530 has gained 10 tokens.
[18:34:54]	CCA.C08-UNION.i1.93347 opened the '' #971 container.
[18:34:57]	CCA.C08-UNION.i1.93347 closed the '' #971 container.
[18:35:08]	CCA.C08-UNION.i1.93347 has gained 10 tokens.
[18:35:16]	CCA.C08-UNION.i1.93347 opened the '' #1141 container.
[18:35:18]	CCA.C08-UNION.i1.93347 closed the '' #1141 container.
[18:38:53]	CCA.C08-UNION.i1.93347 used command '/Radio 815, 347, Forming PT-1 For patrol along 10-20, RDT, Main Streets, and possibly trainstation.'.
[18:38:55]	CCA.C08-UNION.i5.81530 has gained 10 tokens.
[18:40:08]	CCA.C08-UNION.i1.93347 has gained 10 tokens.
[18:40:42]	[ME] CCA.C08-UNION.i5.81530: would point on his right
[18:41:12]	[ME] CCA.C08-UNION.i1.93347: he eyes the scrap piece of paper on the table
[18:41:14]	CCA.C08-UNION.i1.93347 ran 'View' on item 'Paper' (#20324)
[18:41:14]	[ME] CCA.C08-UNION.i5.81530: would look inside through the window
[18:41:38]	[ME] CCA.C08-UNION.i5.81530: would turn to the Union
[18:41:55]	[ME] CCA.C08-UNION.i5.81530: would aproach the table, Start reading the paper
[18:41:57]	CCA.C08-UNION.i5.81530 ran 'View' on item 'Paper' (#20324)
[18:42:10]	[ME] CCA.C08-UNION.i1.93347: he grabs his knife from his utility belt
[18:42:15]	[ME] CCA.C08-UNION.i5.81530: would stare at the paper
[18:42:43]	[ME] CCA.C08-UNION.i1.93347: he begins to cut up the piece of paper with his knife
[18:42:44]	[ME] CCA.C08-UNION.i5.81530: would step away from the table, Making space for the Union
[18:42:46]	CCA.C08-UNION.i1.93347 destroyed a 'Paper' #20324.
[18:43:25]	[ME] CCA.C08-UNION.i5.81530: would look inside once again before leaving
[18:43:46]	[LOOC] CCA.C08-UNION.i1.93347: ERROR AAAA
[18:43:50]	[LOOC] CCA.C08-UNION.i5.81530: Yeah
[18:43:55]	CCA.C08-UNION.i5.81530 has gained 10 tokens.
[18:45:08]	CCA.C08-UNION.i1.93347 has gained 10 tokens.
[18:45:24]	CCA.C08-UNION.i1.93347 opened the '' #2053 container.
[18:45:26]	CCA.C08-UNION.i1.93347 closed the '' #2053 container.
[18:46:31]	[ME] CCA.C08-UNION.i5.81530: would nod
[18:47:42]	CCA.C08-UNION.i1.93347 ran 'View' on item 'Paper' (#20325)
[18:47:58]	[ME] CCA.C08-UNION.i1.93347: he takes out his knife once again
[18:47:59]	[ME] CCA.C08-UNION.i5.81530: would look at the paper
[18:48:01]	CCA.C08-UNION.i5.81530 ran 'View' on item 'Paper' (#20325)
[18:48:23]	[ME] CCA.C08-UNION.i1.93347: he takes his knife out and completely shreds the paper 
[18:48:29]	CCA.C08-UNION.i1.93347 destroyed a 'Paper' #20325.
[18:48:32]	[ME] CCA.C08-UNION.i5.81530: would step away so Union would have space for work
[18:48:48]	[ME] CCA.C08-UNION.i1.93347: he lifts open the crate
[18:48:49]	CCA.C08-UNION.i1.93347 opened the '' #1895 container.
[18:48:55]	CCA.C08-UNION.i5.81530 has gained 10 tokens.
[18:48:56]	CCA.C08-UNION.i1.93347 closed the '' #1895 container.
[18:49:47]	[ME] CCA.C08-UNION.i5.81530: would listen
[18:50:06]	[ME] CCA.C08-UNION.i5.81530: would poin on the shop on his left
[18:50:08]	CCA.C08-UNION.i1.93347 has gained 10 tokens.
[18:50:11]	[LOOC] CCA.C08-UNION.i5.81530: Point*
[18:50:25]	[ME] CCA.C08-UNION.i5.81530: would enter the shop area
[18:50:35]	[OOC] CCA.C08-UNION.i1.93347: o fuq gotta leave 
[18:50:41]	[OOC] CCA.C08-UNION.i5.81530: CMON
[18:50:46]	[OOC] CCA.C08-UNION.i5.81530: Why ?
[18:50:49]	[OOC] CCA.C08-UNION.i1.93347: nuuuuuu family
[18:50:52]	[OOC] CCA.C08-UNION.i5.81530: Bruh
[18:50:57]	[OOC] CCA.C08-UNION.i1.93347: :/ aaaaa
[18:51:02]	[OOC] CCA.C08-UNION.i1.93347: brb
[18:51:10]	[OOC] CCA.C08-UNION.i5.81530: kk
[18:51:12]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[19:06:27]	CCA.C08-UNION.i5.81530 opened the '' #1341 container.
[19:06:29]	CCA.C08-UNION.i5.81530 closed the '' #1341 container.
[19:08:55]	CCA.C08-UNION.i5.81530 has gained 10 tokens.
[19:16:04]	Dilly_ has connected.
[19:17:06]	Dilly_ loaded the character 'CCA.C08-UNION.i1.93347'
[19:17:38]	[OOC] CCA.C08-UNION.i1.93347: <:: Nine. ::>
[19:18:24]	[OOC] CCA.C08-UNION.i5.81530: yay
[19:18:35]	CCA.C08-UNION.i5.81530 used command '/Radio Interlocking to PT-1'.
[19:18:54]	[OOC] CCA.C08-UNION.i5.81530: Lets continue the RP
[19:18:55]	CCA.C08-UNION.i5.81530 has gained 10 tokens.
[19:19:14]	[ME] CCA.C08-UNION.i5.81530: would motion to the Union to come closer
[19:19:32]	[LOOC] CCA.C08-UNION.i5.81530: Are you deaf or you dont hear the gas
[19:19:43]	[LOOC] CCA.C08-UNION.i1.93347: don't hear the gas
[19:19:47]	[LOOC] CCA.C08-UNION.i5.81530: wtf
[19:19:57]	[LOOC] CCA.C08-UNION.i5.81530: I hear it
[19:19:58]	[LOOC] CCA.C08-UNION.i1.93347: just hear the cameras
[19:20:02]	[LOOC] CCA.C08-UNION.i5.81530: Let me fix it
[19:20:16]	[LOOC] CCA.C08-UNION.i1.93347: now I hear it
[19:20:18]	[LOOC] CCA.C08-UNION.i5.81530: wtf
[19:21:29]	CCA.C08-UNION.i1.93347 has spawned 'models/props_c17/FurnitureDrawer002a.mdl'.
[19:21:31]	CCA.C08-UNION.i1.93347 has spawned 'models/props_c17/FurnitureDrawer002a.mdl'.
[19:21:32]	CCA.C08-UNION.i1.93347 has spawned 'models/props_c17/FurnitureDrawer002a.mdl'.
[19:21:34]	CCA.C08-UNION.i1.93347 has spawned 'models/props_c17/FurnitureDrawer002a.mdl'.
[19:21:36]	CCA.C08-UNION.i1.93347 has spawned 'models/props_c17/FurnitureDrawer002a.mdl'.
[19:21:38]	CCA.C08-UNION.i1.93347 has spawned 'models/props_c17/FurnitureDrawer003a.mdl'.
[19:21:39]	[ME] CCA.C08-UNION.i5.81530: would aproach the Doors, Knocking Twice on
[19:22:03]	[ME] CCA.C08-UNION.i5.81530: Would repeat
[19:22:06]	CCA.C08-UNION.i1.93347 has gained 10 tokens.
[19:22:26]	[ME] CCA.C08-UNION.i5.81530: would aproach the window, Knocking twice on it
[19:22:45]	[ME] CCA.C08-UNION.i1.93347: he swipes over the lock, walking inside
[19:23:38]	[LOOC] CCA.C08-UNION.i5.81530: No, Its just...
[19:23:42]	[LOOC] CCA.C08-UNION.i5.81530: IC*
[19:23:51]	[LOOC] CCA.C08-UNION.i1.93347: ye its ic
[19:23:55]	CCA.C08-UNION.i5.81530 has gained 10 tokens.
[19:24:26]	[LOOC] CCA.C08-UNION.i5.81530: okay lets leave the shop to explode :D
[19:24:38]	[ME] CCA.C08-UNION.i5.81530: would stare at the bed
[19:25:10]	CCA.C08-UNION.i1.93347 has spawned 'models/props_c17/canister02a.mdl'.
[19:25:22]	[OOC] CCA.C08-UNION.i5.81530: lmfao
[19:25:26]	[LOOC] CCA.C08-UNION.i1.93347: rigged
[19:25:29]	[LOOC] CCA.C08-UNION.i1.93347: doesn't explode
[19:25:31]	[LOOC] CCA.C08-UNION.i1.93347: uninstalled
[19:25:36]	[LOOC] CCA.C08-UNION.i1.93347: 0/10 
[19:25:40]	[LOOC] CCA.C08-UNION.i1.93347: -1 star
[19:25:40]	[OOC] CCA.C08-UNION.i5.81530: Bruh
[19:25:45]	[LOOC] CCA.C08-UNION.i1.93347: lol kidding
[19:26:12]	[LOOC] CCA.C08-UNION.i5.81530: Okay We will have one less shop now then :D
[19:27:06]	CCA.C08-UNION.i1.93347 has gained 10 tokens.
[19:27:31]	[ME] CCA.C08-UNION.i5.81530: would point on the CCA Lock
[19:27:42]	[ME] CCA.C08-UNION.i5.81530: would motion
[19:28:55]	CCA.C08-UNION.i5.81530 has gained 10 tokens.
[19:29:38]	CCA.C08-UNION.i5.81530 ran 'View' on item 'Paper' (#20158)
[19:29:42]	[ME] CCA.C08-UNION.i1.93347: he eyes the paper before entering
[19:29:44]	CCA.C08-UNION.i1.93347 ran 'View' on item 'Paper' (#20158)
[19:30:06]	[ME] CCA.C08-UNION.i5.81530: would stare at the papers on the ground
[19:30:30]	CCA.C08-UNION.i5.81530 ran 'View' on item 'Paper' (#20321)
[19:30:40]	[ME] CCA.C08-UNION.i5.81530: would crouch down, Reading the paper
[19:30:42]	CCA.C08-UNION.i5.81530 ran 'View' on item 'Paper' (#20321)
[19:30:47]	[LOOC] CCA.C08-UNION.i1.93347: ?*
[19:30:58]	[LOOC] CCA.C08-UNION.i5.81530: Take a look*
[19:31:00]	CCA.C08-UNION.i1.93347 ran 'View' on item 'Paper' (#20321)
[19:31:06]	[LOOC] CCA.C08-UNION.i5.81530: Voice got triggered
[19:31:23]	CCA.C08-UNION.i1.93347 opened the 'Metal Cabinet' #1041 container.
[19:31:25]	CCA.C08-UNION.i1.93347 closed the 'Metal Cabinet' #1041 container.
[19:31:29]	[ME] CCA.C08-UNION.i5.81530: would look arround
[19:31:34]	CCA.C08-UNION.i5.81530 opened the 'Metal Cabinet' #1041 container.
[19:31:36]	CCA.C08-UNION.i5.81530 closed the 'Metal Cabinet' #1041 container.
[19:31:38]	CCA.C08-UNION.i1.93347 ran 'View' on item 'Paper' (#20321)
[19:32:06]	CCA.C08-UNION.i1.93347 has gained 10 tokens.
[19:32:31]	CCA.C08-UNION.i1.93347 opened the 'Refrigerator' #2038 container.
[19:32:32]	[ME] CCA.C08-UNION.i5.81530: would stare at the paper
[19:32:33]	CCA.C08-UNION.i1.93347 closed the 'Refrigerator' #2038 container.
[19:32:39]	[ME] CCA.C08-UNION.i5.81530: would crouch down, Reading
[19:32:43]	CCA.C08-UNION.i5.81530 ran 'View' on item 'Paper' (#20320)
[19:32:58]	CCA.C08-UNION.i1.93347 ran 'View' on item 'Paper' (#20320)
[19:33:07]	[ME] CCA.C08-UNION.i5.81530: would rise quickly
[19:33:21]	CCA.C08-UNION.i1.93347 opened the 'Refrigerator' #2038 container.
[19:33:21]	CCA.C08-UNION.i1.93347 closed the 'Refrigerator' #2038 container.
[19:33:31]	CCA.C08-UNION.i5.81530 ran 'take' on item 'Paper' (#20320)
[19:33:31]	CCA.C08-UNION.i5.81530 has gained a 'Paper' #20320.
[19:33:45]	CCA.C08-UNION.i1.93347 opened the 'Metal Cabinet' #1079 container.
[19:33:46]	CCA.C08-UNION.i1.93347 closed the 'Metal Cabinet' #1079 container.
[19:33:47]	CCA.C08-UNION.i1.93347 opened the 'Metal Cabinet' #2034 container.
[19:33:49]	CCA.C08-UNION.i1.93347 closed the 'Metal Cabinet' #2034 container.
[19:33:55]	CCA.C08-UNION.i5.81530 has gained 10 tokens.
[19:34:16]	[ME] CCA.C08-UNION.i5.81530: would shake his head
[19:35:32]	[ME] CCA.C08-UNION.i5.81530: would take the paper
[19:36:06]	[OOC] CCA.C08-UNION.i5.81530: Ah fuck this
[19:36:22]	[LOOC] CCA.C08-UNION.i1.93347: welp
[19:36:32]	[LOOC] CCA.C08-UNION.i5.81530: hmmmmmmmmm
[19:36:39]	CCA.C08-UNION.i5.81530 has spawned 'models/props_junk/cardboard_box003a.mdl'.
[19:36:42]	CCA.C08-UNION.i5.81530 has spawned 'models/props_junk/cardboard_box003a.mdl'.
[19:37:06]	CCA.C08-UNION.i1.93347 has gained 10 tokens.
[19:37:17]	[OOC] CCA.C08-UNION.i5.81530: FUCK THIS :D
[19:37:26]	[LOOC] CCA.C08-UNION.i1.93347: slip
[19:37:28]	CCA.C08-UNION.i5.81530 ran 'View' on item 'Paper' (#20320)
[19:37:34]	[OOC] CCA.C08-UNION.i5.81530: good job
[19:37:40]	CCA.C08-UNION.i1.93347 ran 'View' on item 'Paper' (#12540)
[19:37:47]	CCA.C08-UNION.i1.93347 ran 'View' on item 'Notepad' (#15441)
[19:37:47]	CCA.C08-UNION.i5.81530 ran 'drop' on item 'Paper' (#20320)
[19:37:47]	CCA.C08-UNION.i5.81530 has lost a 'Paper' #20320.
[19:37:57]	CCA.C08-UNION.i1.93347 ran 'View' on item 'Notepad' (#13971)
[19:37:59]	[OOC] CCA.C08-UNION.i5.81530: Thanks god that second paper was Tookable
[19:38:46]	[OOC] CCA.C08-UNION.i5.81530: lol
[19:38:55]	CCA.C08-UNION.i5.81530 has gained 10 tokens.
[19:39:07]	[LOOC] CCA.C08-UNION.i1.93347: wait I'm curious
[19:39:12]	[LOOC] CCA.C08-UNION.i5.81530: hm ?
[19:39:17]	[LOOC] CCA.C08-UNION.i5.81530: What is it ?
[19:39:36]	CCA.C08-UNION.i1.93347 used command '/kickdoor'.
[19:39:44]	[LOOC] CCA.C08-UNION.i5.81530: :O
[19:39:44]	[LOOC] CCA.C08-UNION.i1.93347: They still got it 
[19:39:45]	[LOOC] CCA.C08-UNION.i1.93347: HEHE
[19:39:54]	CCA.C08-UNION.i5.81530 used command '/kickdoor'.
[19:40:03]	CCA.C08-UNION.i1.93347 used command '/kickdoor'.
[19:41:53]	[ME] CCA.C08-UNION.i1.93347: shrugs
[19:42:06]	CCA.C08-UNION.i1.93347 has gained 10 tokens.
[19:42:30]	CCA.C08-UNION.i1.93347 ran 'View' on item 'Paper' (#20322)
[19:42:36]	[LOOC] CCA.C08-UNION.i5.81530: wtf I cant look at it
[19:42:40]	[LOOC] CCA.C08-UNION.i5.81530: bugged ?
[19:42:48]	[LOOC] CCA.C08-UNION.i5.81530: Whats there ?
[19:43:23]	[LOOC] CCA.C08-UNION.i1.93347: andrew*
[19:43:47]	[LOOC] CCA.C08-UNION.i5.81530: I cant pick it up or anything
[19:43:55]	CCA.C08-UNION.i5.81530 has gained 10 tokens.
[19:44:12]	[OOC] CCA.C08-UNION.i5.81530: lol Master !
[19:45:56]	[ME] CCA.C08-UNION.i5.81530: would say a bit pissed
[19:46:30]	[ME] CCA.C08-UNION.i5.81530: would look at his ugly old uniform
[19:47:06]	CCA.C08-UNION.i1.93347 has gained 10 tokens.
[19:47:10]	[ME] CCA.C08-UNION.i1.93347: shrugs, "couldn't tell ya." 
[19:47:34]	[ME] CCA.C08-UNION.i5.81530: would look at him with big Envy....
[19:48:42]	[OOC] CCA.C08-UNION.i5.81530: Need to go sleep....  Iam so tired
[19:48:49]	[OOC] CCA.C08-UNION.i1.93347: yeee no worries gn gn 
[19:48:55]	[OOC] CCA.C08-UNION.i5.81530: Will you come tommorow ,
[19:48:55]	CCA.C08-UNION.i5.81530 has gained 10 tokens.
[19:49:03]	[OOC] CCA.C08-UNION.i1.93347: Ye I don't have work, I'll be home all of tomorrow
[19:49:07]	[OOC] CCA.C08-UNION.i5.81530: Sweet !
