[02:17:34]	npaynter2 has connected.
[22:52:34]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:34]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:34]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:34]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:35]	Private Emily Brown has taken 15 damage from monster_geneworm.
[22:52:35]	monster_geneworm has killed Private Emily Brown.
[22:52:35]	Riley Suffat has spawned a 'Entity [904][item_ammo_pistol_large]'.
[22:52:35]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:35]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:36]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:36]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:37]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:37]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[22:52:37]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:38]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:38]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:38]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:39]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:39]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:39]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:52:39]	CCA.C08-QrM.98240 has taken 12 damage from monster_shockroach.
[22:52:40]	CCA.C08-QrM.98240 used command '/Radio Connie down!'.
[22:52:41]	Anastasia Ivanovich has taken 6 damage from monster_shocktrooper.
[22:52:41]	CCA.C08-QrM.98240 has taken 12 damage from monster_shockroach.
[22:52:42]	[OOC] Private Emily Brown: wtf just happened
[22:52:43]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:44]	[Y] Raymon Kalachya: WE LOST THE GUN!
[22:52:44]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:44]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:45]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:45]	Anastasia Ivanovich has taken 4 damage from CCA.C08-GRID.i1.23710.
[22:52:45]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:45]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:46]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:46]	CCA.C08-QrM.98240 has taken 6 damage from monster_shocktrooper.
[22:52:47]	Private Emily Brown ran 'Equip' on item 'MP7' (#20510)
[22:52:55]	[Y] Raymon Kalachya: Nevermind.
[22:52:59]	[OOC] Private Emily Brown: stopped having the ability to move and died
[22:53:02]	[Y] Raymon Kalachya: AIM FOR THE MOUTH. COME ON.
[22:53:03]	[OOC] Private Emily Brown: lol
[22:53:18]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:53:18]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:53:19]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:53:19]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:53:19]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:53:20]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:53:21]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:53:22]	Anastasia Ivanovich has taken 15 damage from monster_geneworm.
[22:53:22]	Anastasia Ivanovich has taken 15 damage from monster_geneworm.
[22:53:22]	Anastasia Ivanovich has taken 15 damage from monster_geneworm.
[22:53:22]	Anastasia Ivanovich has taken 15 damage from monster_geneworm.
[22:53:22]	Anastasia Ivanovich has taken 15 damage from monster_geneworm.
[22:53:22]	Anastasia Ivanovich has taken 15 damage from monster_geneworm.
[22:53:22]	Anastasia Ivanovich has taken 15 damage from monster_geneworm.
[22:53:23]	Anastasia Ivanovich has taken 15 damage from monster_geneworm.
[22:53:23]	Anastasia Ivanovich has taken 15 damage from monster_geneworm.
[22:53:23]	Anastasia Ivanovich has taken 15 damage from monster_geneworm.
[22:53:40]	[Y] Riley Suffat: SHOOT IT IN THE GUT!
[22:53:45]	[Y] Riley Suffat: WHEN IT'S OPEN, SHOOT THE GUT.
[22:53:45]	Private Emily Brown used command '/ToggleRaise'.
[22:53:48]	Private Emily Brown ran 'use' on item '4.6x30 Rounds' (#20574)
[22:53:53]	OTA.C08-ECHO:OHS.69173 has taken 12 damage from monster_shockroach.
[22:53:53]	[Y] CCA.C08-QrM.98240: <:: I think we got it! ::>
[22:53:56]	[OOC] CCA.C08-GRID.i1.23710: uh
[22:53:57]	Anastasia Ivanovich has taken 12 damage from monster_shockroach.
[22:54:00]	Anastasia Ivanovich has taken 12 damage from monster_shockroach.
[22:54:01]	[OOC] OTA.C08-ECHO:OHS.69173: uh
[22:54:05]	Riley Suffat used command '/PM raymon rocket launchers closer to the worm'.
[22:54:08]	[OOC] CCA.C08-QrM.98240: uh
[22:54:08]	[OOC] Kane Davis: lmfao the HL music
[22:54:09]	Riley Suffat has spawned a 'Weapon [367][weapon_rpg]'.
[22:54:10]	Riley Suffat has spawned a 'Weapon [432][weapon_rpg]'.
[22:54:10]	Private Emily Brown has taken 12 damage from monster_shockroach.
[22:54:10]	Riley Suffat has spawned a 'Weapon [499][weapon_rpg]'.
[22:54:11]	Riley Suffat has spawned a 'Weapon [636][weapon_rpg]'.
[22:54:14]	Riley Suffat has spawned a 'Entity [484][item_rpg_round]'.
[22:54:19]	Private Emily Brown used command '/ToggleRaise'.
[22:54:24]	[OOC] OTA.C08-ECHO:OHS.69173: <atmosphere>
[22:54:31]	[Y] Raymon Kalachya: Is it dead!?
[22:54:37]	[Y] Anastasia Ivanovich: Comrades.
[22:54:42]	[Y] Anastasia Ivanovich: I believe We've killed it.
[22:54:45]	[Y] CCA.C08-QrM.98240: <:: Holy shit are we the best! ::>
[22:54:55]	[Y] Anastasia Ivanovich: I have thirteeen Rockets.
[22:54:56]	[OOC] CCA.C08-QrM.98240: well, that was pretty neato.
[22:55:05]	Riley Suffat used command '/Event The worm dies. Where its gut was, you see a small orb.'.
[22:55:19]	[OOC] OTA.C08-ECHO:OHS.69173: must poke the orb
[22:55:28]	[Y] Raymon Kalachya: COMRADES! TODAY WE HAVE PREVAILED FROM THE HARDEST CHALLENGE OF ALL! WAR.
[22:55:30]	Riley Suffat has spawned a 'Entity [366][pfx8_05]'.
[22:55:34]	Private Emily Brown used command '/ToggleRaise'.
[22:55:37]	CCA.C08-QrM.98240 has gained 10 tokens.
[22:55:38]	[Y] Raymon Kalachya: WE WILL LIVE TO FIGHT ANOTHER DAY!
[22:55:41]	TerrifiedLight has connected.
[22:55:44]	Riley Suffat used command '/Event Not sure what it is, but hopefully it's promising.'.
[22:55:44]	Private Emily Brown used command '/ToggleRaise'.
[22:55:49]	Private Emily Brown used command '/ToggleRaise'.
[22:55:50]	[OOC] OTA.C08-ECHO:OHS.69173: LMAO
[22:55:51]	[Y] CCA.C08-QrM.98240: <:: Chill out! ::>
[22:55:56]	[OOC] OTA.C08-ECHO:OHS.69173: *DESTROYS THE ORB*
[22:56:05]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[22:56:07]	[Y] Raymon Kalachya: CAN WE USE IT TO GO HOME!?
[22:56:07]	CCA.C08-GRID.i1.23710 has taken 2 damage from CCA.C08-GRID.i1.23710.
[22:56:08]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[22:56:10]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[22:56:12]	CCA.C08-GRID.i1.23710 has taken 2 damage from CCA.C08-GRID.i1.23710.
[22:56:16]	[Y] Anastasia Ivanovich: Doubtful.
[22:56:29]	[ME] Private Emily Brown: reaches up to touch it
[22:56:35]	CCA.C08-GRID.i1.23710 entered observer.
[22:56:37]	[ME] CCA.C08-QrM.98240: Reaches out for it, hesitating for a moment before reaching out completely.
[22:56:39]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:56:43]	CCA.C08-GRID.i1.23710 has taken 14 damage from worldspawn.
[22:56:46]	[OOC] Private Emily Brown: LOL
[22:56:46]	[LOOC] CCA.C08-QrM.98240: LMAO
[22:56:47]	[IT] Riley Suffat: You seem a tad short.
[22:56:52]	[ME] Anastasia Ivanovich: takes her shovel and goes to touch it with her shovel. Being the tallest let her do so
[22:56:53]	[OOC] Raymon Kalachya: Nice. HL2 music is pretty boss
[22:56:56]	Riley Suffat used command '/Event The... orb... begins to expand.'.
[22:57:01]	[Y] Anastasia Ivanovich: Oh no.
[22:57:09]	[Y] Kane Davis: Now I kill you all for what you did to Earth!
[22:57:09]	[Y] Anastasia Ivanovich: Back up.
[22:57:13]	[LOOC] Kane Davis: void
[22:57:17]	Riley Suffat used command '/Event I can't scale this effect, so just pretend.'.
[22:57:23]	[OOC] CCA.C08-QrM.98240: F
[22:57:31]	Riley Suffat used command '/Event Doesn't seem too chaotic. Looks calm.'.
[22:57:37]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[22:57:39]	[LOOC] Kane Davis: lol void
[22:57:54]	[ME] Private Emily Brown: would set forward to try to touch the orb as it expands
[22:57:58]	Riley Suffat used command '/Event You look down, you see your clothes are going toward it. As if they're being gently sucked.'.
[22:58:08]	[OOC] Raymon Kalachya: This music is pretty good for our calm after the storm 
[22:58:11]	[ME] Anastasia Ivanovich: is being dragged towards it.
[22:58:16]	[OOC] CCA.C08-GRID.i1.23710: why is the portal trying to take our clothes
[22:58:19]	[Y] Raymon Kalachya: We're ebing beamed in.
[22:58:26]	Riley Suffat used command '/Event Your weapons fly out of your hands and into the portal.'.
[22:58:27]	[ME] CCA.C08-QrM.98240: Would reach out as he was dragged by it.
[22:58:27]	[OOC] OTA.C08-ECHO:OHS.69173: Oh you naughty portal orb you
[22:58:28]	TerrifiedLight created the character 'Amelia Woodsford'
[22:58:28]	Amelia Woodsford has gained a 'Suitcase' #20584.
[22:58:28]	Amelia Woodsford has gained a 'Relocation Coupon' #20585.
[22:58:28]	Amelia Woodsford has gained a 'Cyclopic Citizen Suit' #20586.
[22:58:28]	Amelia Woodsford has gained a 'Citizen Filter' #20587.
[22:58:28]	TerrifiedLight loaded the character 'Amelia Woodsford'
[22:58:28]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:29]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:29]	[OOC] Raymon Kalachya: Lewd portal. Rapist go to jail
[22:58:30]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:30]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:31]	[OOC] Anastasia Ivanovich: the portal is ssimply horny-
[22:58:31]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:32]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:33]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:33]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:34]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:35]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:36]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:36]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:37]	[ME] Anastasia Ivanovich: lost all her shit.
[22:58:37]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:38]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:39]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:39]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:40]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:41]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:41]	[Y] OTA.C08-ECHO:OHS.69173: <:: My gun! No! ::>
[22:58:42]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:43]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:43]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:44]	Riley Suffat used command '/Event It expands, gently, until it covers everyone.'.
[22:58:44]	[Y] CCA.C08-QrM.98240: <:: I just got that OICW! ::>
[22:58:44]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:45]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:46]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:46]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:47]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:48]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:49]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:49]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:50]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:51]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:51]	[Y] Raymon Kalachya: What...WHAT THE FUCK!? AHHHHGHHHHHH.
[22:58:52]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:52]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:53]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:54]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:55]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:55]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:56]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:57]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:58]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:58]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:58:59]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:59:00]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:59:01]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:59:01]	Amelia Woodsford has gained a 'Respirator' #20588.
[22:59:01]	Riley Suffat used command '/CharGiveItem amelia respirator'.
[22:59:01]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:59:02]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:59:03]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:59:04]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:59:04]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:59:05]	Amelia Woodsford has taken 1 damage from worldspawn.
[22:59:05]	Amelia Woodsford ran 'Equip' on item 'Respirator' (#20588)
[22:59:11]	[OOC] Riley Suffat: Welcome, Amelia! Go aheda and put on your respirator, we're wrapping up an event right now.
[22:59:31]	Riley Suffat used command '/Event Home, you hope. You notice the cold goes away. Fading away, almost, like it's being peeled off of you.'.
[22:59:53]	Riley Suffat used command '/Event You never thought you'd say it about the city, but you're going home.'.
[23:04:07]	hnbug01 has connected.
[23:04:20]	matt saton has connected.
[23:04:21]	FB|| light ROOM has connected.
[23:04:21]	AtlasGuns88 has connected.
[23:04:45]	Beedle has connected.
[23:05:02]	FB|| light ROOM loaded the character 'CCA.C08-QrM.98240'
[23:05:08]	TerrifiedLight has connected.
[23:05:10]	Beedle loaded the character 'Kane Davis'
[23:05:19]	AtlasGuns88 loaded the character 'Raymon Kalachya'
[23:05:26]	[OOC] Raymon Kalachya: Tp us somewhere :)
[23:05:34]	[OOC] Raymon Kalachya: Continue the event :)
[23:05:38]	[OOC] CCA.C08-QrM.98240: Q is not on a char currently.
[23:05:38]	TerrifiedLight loaded the character 'Amelia Woodsford'
[23:05:41]	Dilly_ has connected.
[23:05:43]	Amelia Woodsford ran 'EquipUn' on item 'Respirator' (#20588)
[23:05:45]	Spooky Wolf has connected.
[23:05:52]	Amelia Woodsford ran 'Equip' on item 'Respirator' (#20588)
[23:05:56]	Amelia Woodsford used command '/Content'.
[23:05:58]	matt saton loaded the character 'Lee Maylor'
[23:06:03]	Lee Maylor entered observer.
[23:06:03]	hnbug01 loaded the character 'Feng Yi 'Eric' Hseuh'
[23:06:11]	[OOC] Lee Maylor: sup, i'm handing out event tokens and promotions
[23:06:27]	[OOC] Raymon Kalachya: Nice. Can we like do the tp back though
[23:06:30]	Dilly_ loaded the character 'OTA.C08-ECHO:OHS.69173'
[23:06:31]	[OOC] CCA.C08-QrM.98240: Sector QrM when.
[23:06:34]	[OOC] Lee Maylor: yeye
[23:06:38]	[OOC] CCA.C08-QrM.98240: The fuck, one of my friends are hopping on.
[23:06:41]	Kane Davis ran 'EquipUn' on item 'Crowbar' (#20583)
[23:06:48]	[Y] Raymon Kalachya: AAAHHHHHHHHH.
[23:06:58]	[OOC] OTA.C08-ECHO:OHS.69173: is that a good thing or a bad thing? should we be worried
[23:06:59]	[OOC] CCA.C08-QrM.98240: Haven't talked to him in a year or two.
[23:07:09]	[OOC] CCA.C08-QrM.98240: He was in Twin Galaxies.
[23:07:16]	[OOC] CCA.C08-QrM.98240: We'll just have to see.
[23:07:20]	[OOC] OTA.C08-ECHO:OHS.69173: oh this'll be awkward. Hell yeah. I'll get the popcorn 
[23:07:40]	Spooky Wolf loaded the character 'Anastasia Ivanovich'
[23:07:49]	[Y] Raymon Kalachya: EHHHHHHHHHHHHHHHHHHHHHHHHHAAAAAAAAAAAAA.
[23:08:10]	[Y] Kane Davis: AGGGHGHGHGHGAAAAHHHHHHHH!
[23:08:25]	[OOC] CCA.C08-QrM.98240: I was not aware that Anast was Spooky, oh shit.
[23:08:27]	[Y] Raymon Kalachya: WHAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAT THE FUUUUUCK IS GOING OOOOOON.
[23:08:35]	Lee Maylor has gained a 'Gene Worm Skin' #20589.
[23:08:35]	Lee Maylor used command '/CreateCustomItem Gene Worm Skin models/opfor/spore.mdl "A piece of a big green worm, a gene worm, whatever that is. It was killed far away in the tundra. (Event Artifact: 8/14/2021)'.
[23:08:35]	Lee Maylor has gained a 'Gene Worm Skin' #20590.
[23:08:35]	Lee Maylor used command '/CreateCustomItem Gene Worm Skin models/opfor/spore.mdl "A piece of a big green worm, a gene worm, whatever that is. It was killed far away in the tundra. (Event Artifact: 8/14/2021)'.
[23:08:36]	Lee Maylor has gained a 'Gene Worm Skin' #20591.
[23:08:36]	Lee Maylor used command '/CreateCustomItem Gene Worm Skin models/opfor/spore.mdl "A piece of a big green worm, a gene worm, whatever that is. It was killed far away in the tundra. (Event Artifact: 8/14/2021)'.
[23:08:37]	Lee Maylor has gained a 'Gene Worm Skin' #20592.
[23:08:37]	Lee Maylor used command '/CreateCustomItem Gene Worm Skin models/opfor/spore.mdl "A piece of a big green worm, a gene worm, whatever that is. It was killed far away in the tundra. (Event Artifact: 8/14/2021)'.
[23:08:37]	Lee Maylor has gained a 'Gene Worm Skin' #20593.
[23:08:37]	Lee Maylor used command '/CreateCustomItem Gene Worm Skin models/opfor/spore.mdl "A piece of a big green worm, a gene worm, whatever that is. It was killed far away in the tundra. (Event Artifact: 8/14/2021)'.
[23:08:38]	Lee Maylor used command '/CreateCustomItem Gene Worm Skin models/opfor/spore.mdl "A piece of a big green worm, a gene worm, whatever that is. It was killed far away in the tundra. (Event Artifact: 8/14/2021)'.
[23:08:39]	Lee Maylor used command '/CreateCustomItem Gene Worm Skin models/opfor/spore.mdl "A piece of a big green worm, a gene worm, whatever that is. It was killed far away in the tundra. (Event Artifact: 8/14/2021)'.
[23:08:40]	Lee Maylor used command '/CreateCustomItem Gene Worm Skin models/opfor/spore.mdl "A piece of a big green worm, a gene worm, whatever that is. It was killed far away in the tundra. (Event Artifact: 8/14/2021)'.
[23:08:41]	Lee Maylor used command '/CreateCustomItem Gene Worm Skin models/opfor/spore.mdl "A piece of a big green worm, a gene worm, whatever that is. It was killed far away in the tundra. (Event Artifact: 8/14/2021)'.
[23:08:42]	Lee Maylor used command '/CreateCustomItem Gene Worm Skin models/opfor/spore.mdl "A piece of a big green worm, a gene worm, whatever that is. It was killed far away in the tundra. (Event Artifact: 8/14/2021)'.
[23:08:44]	[Y] Kane Davis: WHHHHHHHAAAAAAAAAAAAGGGGGGGGHHHHHHHAAAAAAAAHHHHHHHHHHHHHH!!!!!!!!
