[00:00:02]	[OOC] Jack Kingston: ban
[19:18:28]	Samuel Rodriguez has gained a 'Standard Grade Food Product (Mushroom Flavor)' #41409.
[19:18:29]	Samuel Rodriguez ran 'take' on item 'Standard Grade Food Product (Mushroom Flavor)' (#41303)
[19:18:29]	Samuel Rodriguez has gained a 'Standard Grade Food Product (Mushroom Flavor)' #41303.
[19:18:35]	[OOC] Aziz Macleod: found that out a little late
[19:18:37]	Samuel Rodriguez ran 'drop' on item 'Standard Grade Food Product (Mushroom Flavor)' (#41409)
[19:18:37]	Samuel Rodriguez has lost a 'Standard Grade Food Product (Mushroom Flavor)' #41409.
[19:18:38]	Samuel Rodriguez ran 'drop' on item 'Standard Grade Food Product (Mushroom Flavor)' (#41303)
[19:18:38]	Samuel Rodriguez has lost a 'Standard Grade Food Product (Mushroom Flavor)' #41303.
[19:18:41]	Mal0 v0.9 loaded the character 'THE LEGENDRY BLACK CHICKEN'
[19:18:41]	Samuel Rodriguez ran 'drop' on item 'Standard Grade Supplements (Water Flavor)' (#41304)
[19:18:41]	Samuel Rodriguez has lost a 'Standard Grade Supplements (Water Flavor)' #41304.
[19:18:42]	Samuel Rodriguez ran 'drop' on item 'Standard Grade Supplements (Mushroom Flavor)' (#41410)
[19:18:42]	Samuel Rodriguez has lost a 'Standard Grade Supplements (Mushroom Flavor)' #41410.
[19:18:44]	Samuel Rodriguez ran 'Consume' on item 'Minimum Grade Supplements (No Flavor)' (#41395)
[19:18:47]	Samuel Rodriguez ran 'Consume' on item 'Minimum Grade Food Product (Liver Flavor)' (#41396)
[19:18:50]	[ME] Aziz Macleod: would grumble as he adjusts his filter on his mask
[19:18:56]	Matthew Rattias used command '/PM aziz meet ma t the boxes in the train station'.
[19:19:19]	[ME] CCA.C17-JUDGE.i3.77460: inspects the benches cleanliness.
[19:19:19]	[LOOC] Matthew Rattias: one sec gotta run my dishes ot the kitchen and get some more wawa :)
[19:19:22]	[ME] Kayly White: places dirty bucket of water and dirty spong on desk
[19:19:44]	Kayly White used command '/Apply'.
[19:20:00]	[OOC] John Stewert: are most of the items (for the time being) not do anything. i see some i can use to craft
[19:20:01]	CCA.C17-GRID.EpU.06912 has gained 10 tokens.
[19:20:02]	[ME] CCA.C17-JUDGE.i3.77460: holsters her stunstick and pulls a small PDA from her belt loop. She types away vigorously at it.
[19:20:04]	Konrad Abrams opened the 'File Cabinet' #3374 container.
[19:20:07]	CCA.C17-JUDGE.i3.77460 used command '/ViewData kayly'.
[19:20:07]	Konrad Abrams closed the 'File Cabinet' #3374 container.
[19:20:18]	Samuel Rodriguez ran 'take' on item 'Scrap Metal' (#40958)
[19:20:18]	Samuel Rodriguez has gained a 'Scrap Metal' #40958.
[19:20:20]	Samuel Rodriguez ran 'take' on item 'Silicone Tube' (#26158)
[19:20:20]	Samuel Rodriguez has gained a 'Silicone Tube' #26158.
[19:20:20]	THE LEGENDRY BLACK CHICKEN ran 'take' on item 'Pipe' (#42362)
[19:20:20]	THE LEGENDRY BLACK CHICKEN has gained a 'Pipe' #42362.
[19:20:26]	[LOOC] CCA.C17-UNION.i4.04796: you new?
[19:20:28]	Steve Simmons ran 'take' on item 'Empty Consulate Water Can' (#33739)
[19:20:28]	Steve Simmons has gained a 'Empty Consulate Water Can' #33739.
[19:20:29]	[OOC] THE LEGENDRY BLACK CHICKEN: pretty much
[19:20:29]	Konrad Abrams ran 'View' on item 'Paper' (#26871)
[19:20:30]	Samuel Rodriguez ran 'drop' on item 'Raw Flying Alien Meat' (#31731)
[19:20:30]	Samuel Rodriguez has lost a 'Raw Flying Alien Meat' #31731.
[19:20:31]	[OOC] CCA.C17-GRID.EpU.06912: a lot of them aren't at the moment, but i plan on adding more recipes as time passes
[19:20:33]	[LOOC] Aziz Macleod: the UI is impressive ill give it that
[19:20:35]	Steve Simmons ran 'drop' on item 'Empty Consulate Water Can' (#33739)
[19:20:35]	Steve Simmons has lost a 'Empty Consulate Water Can' #33739.
[19:20:36]	[LOOC] CCA.C17-UNION.i4.04796: to half life RP or the server?
[19:20:37]	[LOOC] Matthew Rattias: yeah its got great development
[19:20:38]	Samuel Rodriguez ran 'take' on item 'Raw Flying Alien Meat' (#31731)
[19:20:38]	Samuel Rodriguez has gained a 'Raw Flying Alien Meat' #31731.
[19:20:40]	Samuel Rodriguez ran 'drop' on item 'Raw Flying Alien Meat' (#31731)
[19:20:40]	Samuel Rodriguez has lost a 'Raw Flying Alien Meat' #31731.
[19:20:43]	Steve Simmons ran 'drop' on item 'Refined Metal' (#44570)
[19:20:43]	Steve Simmons has lost a 'Refined Metal' #44570.
[19:20:44]	Steve Simmons ran 'drop' on item 'Scrap Electronics' (#44560)
[19:20:44]	Steve Simmons has lost a 'Scrap Electronics' #44560.
[19:20:46]	Steve Simmons ran 'drop' on item 'Scrap Metal' (#44563)
[19:20:46]	Steve Simmons has lost a 'Scrap Metal' #44563.
[19:20:48]	Steve Simmons ran 'drop' on item 'Blacksmith Tongs' (#44199)
[19:20:48]	Steve Simmons has lost a 'Blacksmith Tongs' #44199.
[19:20:51]	[LOOC] John Stewert: server, joined a couple of days ago
[19:20:54]	Samuel Rodriguez ran 'take' on item 'Pack of Nails' (#25075)
[19:20:54]	Samuel Rodriguez has gained a 'Pack of Nails' #25075.
[19:20:55]	Samuel Rodriguez ran 'take' on item 'Scrap Metal' (#44563)
[19:20:55]	Samuel Rodriguez has gained a 'Scrap Metal' #44563.
[19:20:56]	Samuel Rodriguez ran 'take' on item 'Scrap Electronics' (#44560)
[19:20:56]	Samuel Rodriguez has gained a 'Scrap Electronics' #44560.
[19:20:57]	Samuel Rodriguez ran 'take' on item 'Blacksmith Tongs' (#44199)
[19:20:57]	Samuel Rodriguez has gained a 'Blacksmith Tongs' #44199.
[19:20:59]	[LOOC] CCA.C17-UNION.i4.04796: alright. Have you had intake done?
[19:21:00]	Samuel Rodriguez ran 'take' on item 'Cooked Flying Alien Meat' (#45330)
[19:21:00]	Samuel Rodriguez has gained a 'Cooked Flying Alien Meat' #45330.
[19:21:02]	Konrad Abrams used the 'Shopkeeper Jim' vendor.
[19:21:03]	[OOC] Matthew Rattias: bro the lerp just makes this so good
[19:21:06]	Samuel Rodriguez ran 'drop' on item 'Scrap Electronics' (#44560)
[19:21:06]	Samuel Rodriguez has lost a 'Scrap Electronics' #44560.
[19:21:09]	Samuel Rodriguez ran 'take' on item 'Refined Metal' (#44570)
[19:21:09]	Samuel Rodriguez has gained a 'Refined Metal' #44570.
[19:21:10]	[OOC] Steve Simmons: ERP?
[19:21:12]	[LOOC] John Stewert: ya, i was fighting antlions
[19:21:13]	CCA.C17-GRID.EpU.06912 exited observer at their location.
[19:21:13]	CCA.C17-GRID.EpU.06912 entered observer.
[19:21:15]	[LOOC] CCA.C17-UNION.i4.04796: k
[19:21:18]	Steve Simmons ran 'take' on item 'Car Battery' (#41376)
[19:21:20]	[OOC] Aziz Macleod: someones router is shaking
[19:21:20]	[OOC] Matthew Rattias: close but one letter off
[19:21:20]	Samuel Rodriguez opened the 'File Cabinet' #2788 container.
[19:21:24]	Samuel Rodriguez closed the 'File Cabinet' #2788 container.
[19:21:31]	Samuel Rodriguez ran 'drop' on item 'Citizen Filter' (#24501)
[19:21:31]	Samuel Rodriguez has lost a 'Citizen Filter' #24501.
[19:21:32]	Samuel Rodriguez ran 'drop' on item 'Empty Bleach Bottle' (#45322)
[19:21:32]	Samuel Rodriguez has lost a 'Empty Bleach Bottle' #45322.
[19:21:34]	Konrad Abrams ran 'View' on item 'Paper' (#33897)
[19:21:34]	Samuel Rodriguez ran 'take' on item 'Car Battery' (#41376)
[19:21:34]	Samuel Rodriguez has gained a 'Car Battery' #41376.
[19:21:36]	Samuel Rodriguez ran 'take' on item 'Power Supply Unit' (#31098)
[19:21:36]	Samuel Rodriguez has gained a 'Power Supply Unit' #31098.
[19:21:37]	[LOOC] Matthew Rattias: ok brb 
[19:21:37]	Steve Simmons ran 'take' on item 'Citizen Filter' (#24501)
[19:21:37]	Steve Simmons has gained a 'Citizen Filter' #24501.
[19:21:38]	Samuel Rodriguez ran 'take' on item 'Scrap Plastic' (#41521)
[19:21:38]	Samuel Rodriguez has gained a 'Scrap Plastic' #41521.
[19:21:40]	Samuel Rodriguez ran 'take' on item 'Scrap Metal' (#41526)
[19:21:41]	Samuel Rodriguez ran 'take' on item 'Empty Paint Can' (#41517)
[19:21:42]	Samuel Rodriguez ran 'take' on item 'Scrap Metal' (#41526)
[19:21:52]	Samuel Rodriguez ran 'drop' on item 'Silicone Tube' (#26158)
[19:21:52]	Samuel Rodriguez has lost a 'Silicone Tube' #26158.
[19:21:53]	Konrad Abrams ran 'View' on item 'Paper' (#45134)
[19:21:56]	Samuel Rodriguez ran 'Eat' on item 'Cooked Flying Alien Meat' (#45330)
[19:21:59]	Samuel Rodriguez ran 'take' on item 'Corrugated Hose' (#41525)
[19:22:03]	Samuel Rodriguez ran 'View' on item 'Notepad' (#33294)
[19:22:05]	THE LEGENDRY BLACK CHICKEN has taken 15 damage from npc_barnacle.
[19:22:06]	THE LEGENDRY BLACK CHICKEN has taken 15 damage from npc_barnacle.
[19:22:07]	THE LEGENDRY BLACK CHICKEN has taken 15 damage from npc_barnacle.
[19:22:07]	npc_barnacle has killed THE LEGENDRY BLACK CHICKEN.
[19:22:08]	[OOC] John Stewert: almost got enough parts for a gaming pc 
[19:22:14]	Samuel Rodriguez destroyed a 'Scrap Electronics' #41378.
[19:22:15]	Samuel Rodriguez destroyed a 'Empty Paint Can' #41517.
[19:22:16]	[ME] Aziz Macleod: would lift his apron a little undoing a pouch and taking out the coupon he was issued.
[19:22:16]	Samuel Rodriguez ran 'take' on item 'Circuit Board' (#41362)
[19:22:16]	Samuel Rodriguez has gained a 'Circuit Board' #41362.
[19:22:19]	Aziz Macleod ran 'drop' on item 'Relocation Coupon' (#45329)
[19:22:19]	Aziz Macleod has lost a 'Relocation Coupon' #45329.
[19:22:20]	[ME] CCA.C17-UNION.i4.04796: takes the coupon.
[19:22:22]	Steve Simmons ran 'Equip' on item 'Pan' (#44414)
[19:22:23]	Samuel Rodriguez ran 'take' on item 'Circuit Board' (#28922)
[19:22:23]	Samuel Rodriguez has gained a 'Circuit Board' #28922.
[19:22:26]	CCA.C17-UNION.i4.04796 ran 'take' on item 'Relocation Coupon' (#45329)
[19:22:26]	CCA.C17-UNION.i4.04796 has gained a 'Relocation Coupon' #45329.
[19:22:28]	Samuel Rodriguez ran 'drop' on item 'Pack of Nails' (#25075)
[19:22:28]	Samuel Rodriguez has lost a 'Pack of Nails' #25075.
[19:22:28]	[OOC] THE LEGENDRY BLACK CHICKEN: hmm, what to RP
[19:22:29]	[OOC] Douglas Hudson: start farming bitcoin
[19:22:30]	Samuel Rodriguez ran 'take' on item 'Scrap Metal' (#41526)
[19:22:30]	Samuel Rodriguez has gained a 'Scrap Metal' #41526.
[19:22:32]	Steve Simmons destroyed a 'Empty Bleach Bottle' #45322.
[19:22:34]	Samuel Rodriguez destroyed a 'Old Newspaper' #41518.
[19:22:36]	Steve Simmons destroyed a 'Empty Bleach Bottle' #41519.
[19:22:40]	John Stewert ran 'Equip' on item 'Shovel' (#45141)
[19:22:41]	CCA.C17-JUDGE.i3.77460 used command '/Radio Unit is 10-7 for some rest.'.
[19:22:49]	CCA.C17-UNION.i4.04796 used command '/ViewData aziz'.
[19:22:49]	Nums (STEAM_0:1:196547442) has disconnected.
[19:22:49]	Steve Simmons destroyed a 'Bar of Soap' #41375.
[19:22:51]	CCA.C17-UNION.i4.04796 has gained 10 tokens.
[19:22:55]	Steve Simmons ran 'EquipUn' on item 'Pan' (#44414)
[19:22:57]	Mal0 v0.9 loaded the character 'SQUAK'
[19:22:57]	[LOOC] Aziz Macleod: fuck i didnt get given a lore document what year is it rn?
[19:23:04]	CCA.C17-UNION.i4.04796 used command '/rooc whats the year again'.
[19:23:11]	[LOOC] CCA.C17-UNION.i4.04796: don't worry, I forget all the time
[19:23:13]	CCA.C17-GRID.EpU.06912 used command '/rooc 2006, war was 2003'.
[19:23:24]	CCA.C17-UNION.i4.04796 used command '/rooc so they can only be born.... when?'.
[19:23:30]	[OOC] John Stewert: how much is supporter cause i can see the server taking off after some time
[19:23:45]	[OOC] SQUAK: like 10 for all the stuff you might be intrested in
[19:23:45]	Kayly White ran 'Consume' on item 'UU Brand Chips' (#45244)
[19:23:47]	[OOC] CCA.C17-GRID.EpU.06912: $5, you can look at the donator rewards on the donate page, donate.projectrevival.net
[19:23:49]	Samuel Rodriguez opened the 'Crate' #3297 container.
[19:23:51]	Samuel Rodriguez closed the 'Crate' #3297 container.
[19:23:54]	Steve Simmons ran 'Equip' on item 'Pan' (#44414)
[19:23:55]	[OOC] John Stewert: swell
[19:23:59]	[LOOC] CCA.C17-UNION.i4.04796: im talking to Q rn to try to get the date.
[19:24:00]	Steve Simmons ran 'EquipUn' on item 'Pan' (#44414)
[19:24:04]	[LOOC] CCA.C17-UNION.i4.04796: 1980 works i think
[19:24:08]	CCA.C17-UNION.i4.04796 used command '/ViewData aziz'.
[19:24:13]	[LOOC] Aziz Macleod: im 28 so like
[19:24:20]	[LOOC] Aziz Macleod: whatever date checks out for that
[19:24:30]	Steve Simmons ran 'take' on item 'Blacksmith Tongs' (#36405)
[19:24:30]	Steve Simmons has gained a 'Blacksmith Tongs' #36405.
[19:24:58]	[LOOC] Aziz Macleod: only blood type i could remember lol
[19:25:01]	CCA.C17-GRID.EpU.06912 has gained 10 tokens.
[19:25:09]	CCA.C17-UNION.i4.04796 used command '/ViewData aziz'.
[19:25:10]	Samuel Rodriguez ran 'drop' on item 'Scrap Plastic' (#41521)
[19:25:10]	Samuel Rodriguez has lost a 'Scrap Plastic' #41521.
[19:25:28]	[ME] Aziz Macleod: scratches the left side of his head
[19:25:35]	[LOOC] CCA.C17-UNION.i4.04796: lol
[19:25:36]	[LOOC] Ava Carter: can u just let me out
[19:25:39]	[LOOC] CCA.C17-UNION.i4.04796: have a fun time?
[19:25:43]	[LOOC] Ava Carter: Q ISN'T TPING ME
[19:25:52]	[LOOC] CCA.C17-UNION.i4.04796: Just go and ill tell judge to ignore you
[19:25:54]	[ME] SQUAK: coos
[19:25:56]	CCA.C17-UNION.i4.04796 used command '/rooc ignore ava judge'.
[19:26:00]	CCA.C17-UNION.i4.04796 used command '/rooc they died'.
[19:26:01]	[LOOC] Ava Carter: I CANT
[19:26:05]	[LOOC] CCA.C17-UNION.i4.04796: ah
[19:26:14]	[ME] Konrad Abrams: nods and stoats away
[19:26:17]	John Stewert opened the 'Crate' #2778 container.
[19:26:18]	[OOC] Ava Carter: if you see me void me
[19:26:18]	SQUAK ran 'View' on item 'Notepad' (#30656)
[19:26:21]	[LOOC] CCA.C17-UNION.i4.04796: void ava
[19:26:24]	[LOOC] CCA.C17-UNION.i4.04796: alright
[19:26:24]	John Stewert closed the 'Crate' #2778 container.
[19:26:25]	[LOOC] Aziz Macleod: sure
[19:26:29]	[ME] SQUAK: nods
[19:26:39]	John Stewert opened the 'Crate' #2778 container.
[19:26:41]	[ME] SQUAK: coos
[19:26:42]	John Stewert closed the 'Crate' #2778 container.
[19:26:49]	[ME] CCA.C17-UNION.i4.04796: waits for the machine
[19:26:54]	CCA.C17-UNION.i4.04796 ran 'take' on item 'Citizen ID' (#45332)
[19:26:54]	CCA.C17-UNION.i4.04796 has gained a 'Citizen ID' #45332.
[19:26:54]	[ME] Aziz Macleod: leans on the banister
[19:26:56]	CCA.C17-UNION.i4.04796 opened the 'File Cabinet' #3294 container.
[19:26:58]	[LOOC] SQUAK: hold on
[19:27:01]	CCA.C17-UNION.i4.04796 closed the 'File Cabinet' #3294 container.
[19:27:14]	[ME] Kayly White: Attempts to pat on head (Do you resist)?
[19:27:51]	CCA.C17-UNION.i4.04796 has gained 10 tokens.
[19:27:55]	[LOOC] SQUAK: bam
[19:27:57]	Samuel Rodriguez opened the 'Metal Cabinet' #246 container.
[19:28:00]	[ME] SQUAK: alowed the pats
[19:28:05]	John Stewert has taken 5 damage from npc_antlion.
[19:28:07]	John Stewert has taken 5 damage from npc_antlion.
[19:28:09]	John Stewert has taken 5 damage from npc_antlion.
[19:28:10]	John Stewert has taken 5 damage from npc_antlion.
[19:28:11]	John Stewert has taken 5 damage from npc_antlion.
[19:28:13]	CCA.C17-UNION.i4.04796 ran 'drop' on item 'Citizen ID' (#45332)
[19:28:13]	CCA.C17-UNION.i4.04796 has lost a 'Citizen ID' #45332.
[19:28:13]	[OOC] Matthew Rattias: 3 likes and i shank the scottish man
[19:28:19]	[LOOC] SQUAK: am parrot now
[19:28:23]	[ME] CCA.C17-UNION.i4.04796: hands him his CID
[19:28:27]	Steve Simmons opened the 'Dumpster' #252 container.
[19:28:27]	[OOC] SQUAK: I'm now a parrot
[19:28:27]	Kayly White has lost 10 tokens.
[19:28:27]	Steve Simmons closed the 'Dumpster' #252 container.
[19:28:32]	Kayly White ran 'Consume' on item 'Sparkling Consulate Water' (#45333)
[19:28:32]	Kayly White has gained a 'Empty Sparkling Consulate Water Can' #45334.
[19:28:33]	Steve Simmons opened the 'Dumpster' #252 container.
[19:28:35]	Kayly White has lost 10 tokens.
[19:28:38]	Steve Simmons ran 'drop' on item 'Cyclopic Citizen Suit' (#24386)
[19:28:39]	Samuel Rodriguez closed the 'Metal Cabinet' #246 container.
[19:28:42]	Steve Simmons closed the 'Dumpster' #252 container.
[19:28:44]	Steve Simmons ran 'take' on item 'Cyclopic Citizen Suit' (#24386)
[19:28:44]	Steve Simmons has gained a 'Cyclopic Citizen Suit' #24386.
[19:28:45]	Steve Simmons opened the 'Dumpster' #252 container.
[19:28:46]	Kayly White ran 'take' on item 'Sparkling Consulate Water' (#45335)
[19:28:46]	Kayly White has gained a 'Sparkling Consulate Water' #45335.
[19:28:48]	Konrad Abrams has gained a 'Insulating Tape' #45336.
[19:28:48]	Steve Simmons closed the 'Dumpster' #252 container.
[19:28:50]	Steve Simmons opened the 'Dumpster' #252 container.
[19:28:56]	[ME] Aziz Macleod: takes his CID raising his apron and pocketing it
[19:28:57]	Steve Simmons has gained a 'Citizen Filter' #44848.
[19:28:58]	Aziz Macleod ran 'take' on item 'Citizen ID' (#45332)
[19:28:58]	Aziz Macleod has gained a 'Citizen ID' #45332.
[19:29:00]	Steve Simmons has gained a 'Blue Pre-War Shirt' #23961.
[19:29:02]	Steve Simmons closed the 'Dumpster' #252 container.
[19:29:04]	Lin'Garung used command '/PM GRID.EpU Are we able to inquire anything on the crystal with 1 vort or would it appear inert?'.
[19:29:13]	Kayly White ran 'drop' on item 'Empty Sparkling Consulate Water Can' (#45334)
[19:29:13]	Kayly White has lost a 'Empty Sparkling Consulate Water Can' #45334.
[19:29:16]	John Stewert ran 'take' on item 'UU Brand Gin' (#44874)
[19:29:23]	Konrad Abrams has gained a 'Graphics Card' #45337.
[19:29:25]	Samuel Rodriguez opened the 'Padlocked Crate' #2872 container.
[19:29:28]	CCA.C17-GRID.EpU.06912 used command '/PM lin i thought you asw my message, sorry. you don't learn anything new, you gain the same information that you did orignially'.
[19:29:29]	[LOOC] SQUAK: I can't get back up :(
[19:29:31]	Samuel Rodriguez closed the 'Padlocked Crate' #2872 container.
[19:29:33]	Samuel Rodriguez opened the 'File Cabinet' #2819 container.
[19:29:36]	Samuel Rodriguez closed the 'File Cabinet' #2819 container.
[19:29:37]	Samuel Rodriguez opened the 'Padlocked Crate' #2881 container.
[19:29:38]	Steve Simmons opened the 'Padlocked Crate' #2881 container.
[19:29:40]	Steve Simmons opened the 'Padlocked File Cabinet' #245 container.
[19:29:40]	Samuel Rodriguez closed the 'Padlocked Crate' #2881 container.
[19:29:40]	Steve Simmons closed the 'Padlocked File Cabinet' #245 container.
[19:29:41]	Samuel Rodriguez opened the 'Crate' #2558 container.
[19:29:41]	Steve Simmons opened the 'Refrigerator' #2404 container.
[19:29:42]	Samuel Rodriguez closed the 'Crate' #2558 container.
[19:29:43]	Samuel Rodriguez opened the 'Padlocked File Cabinet' #245 container.
[19:29:44]	Steve Simmons closed the 'Refrigerator' #2404 container.
[19:29:46]	Samuel Rodriguez has gained a 'Car Battery' #31099.
[19:29:47]	[ME] SQUAK: takes thw whole can of watte
[19:29:47]	Samuel Rodriguez has gained a 'Rope' #32416.
[19:29:48]	Samuel Rodriguez closed the 'Padlocked File Cabinet' #245 container.
[19:29:50]	Lin'Garung used command '/PM GRID.EpU O... Ok'.
[19:29:51]	[ME] Kayly White: uncaps the can and it opens
[19:29:51]	Samuel Rodriguez opened the 'Reinforced Padlocked Footlocker' #2973 container.
[19:29:51]	Konrad Abrams opened the 'Crate' #3325 container.
[19:29:51]	Konrad Abrams closed the 'Crate' #3325 container.
[19:29:52]	Konrad Abrams opened the 'Crate' #3325 container.
[19:29:53]	Samuel Rodriguez closed the 'Reinforced Padlocked Footlocker' #2973 container.
[19:29:54]	Samuel Rodriguez opened the 'File Cabinet' #237 container.
[19:29:56]	Konrad Abrams closed the 'Crate' #3325 container.
[19:29:57]	Samuel Rodriguez has gained a 'Circuit Board' #31831.
[19:29:58]	Samuel Rodriguez closed the 'File Cabinet' #237 container.
[19:30:01]	Samuel Rodriguez ran 'take' on item 'Powercord' (#33747)
[19:30:01]	Samuel Rodriguez has gained a 'Powercord' #33747.
[19:30:04]	Samuel Rodriguez opened the 'Refrigerator' #2404 container.
[19:30:04]	[ME] Lin'Garung: Would lower his hands as the glow would fade
[19:30:06]	Samuel Rodriguez closed the 'Refrigerator' #2404 container.
[19:30:07]	Samuel Rodriguez opened the 'Padlocked File Cabinet' #245 container.
[19:30:09]	Samuel Rodriguez closed the 'Padlocked File Cabinet' #245 container.
[19:30:10]	Samuel Rodriguez opened the 'Padlocked Crate' #2872 container.
[19:30:13]	Samuel Rodriguez has gained a 'Wires' #31424.
[19:30:16]	Samuel Rodriguez has gained a 'Pack of Screws' #31406.
[19:30:18]	[ME] Ava Carter: would pick up the crystal
[19:30:23]	Samuel Rodriguez closed the 'Padlocked Crate' #2872 container.
[19:30:23]	Samuel Rodriguez opened the 'Padlocked Crate' #2881 container.
[19:30:27]	Konrad Abrams used the 'Shopkeeper Jim' vendor.
