[00:01:09]	Mrchicken has connected.
[22:53:26]	Niklas Neuhausen has lost a 'USPM94 Frame' #2629.
[22:53:26]	Niklas Neuhausen has lost a 'USPM94 Slide' #2633.
[22:53:26]	Niklas Neuhausen has lost a 'USPM94 Parts' #2631.
[22:53:26]	[LOOC] UU-SeC.17: IC it would be a poison body bud
[22:53:29]	[LOOC] UU-SeC.17: not a poison body
[22:53:29]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Scrap Wood' (#1318)
[22:53:29]	OTA-NOVA.OWS-28862 has lost a 'Scrap Wood' #1318.
[22:53:30]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Scrap Wood' (#1328)
[22:53:30]	OTA-NOVA.OWS-28862 has lost a 'Scrap Wood' #1328.
[22:53:30]	[LOOC] UU-SeC.17: fuckin
[22:53:30]	UU-SeC.17 used command '/DoorSetHidden true'.
[22:53:31]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Scrap Metal' (#1456)
[22:53:31]	OTA-NOVA.OWS-28862 has lost a 'Scrap Metal' #1456.
[22:53:32]	[LOOC] UU-SeC.17: poison zombie
[22:53:38]	[LOOC] UU-SeC.17: so
[22:53:38]	OTA-NOVA.OWS-28862 ran 'take' on item 'Relocation Coupon' (#1123)
[22:53:38]	OTA-NOVA.OWS-28862 has gained a 'Relocation Coupon' #1123.
[22:53:43]	OTA-NOVA.OWS-28862 ran 'take' on item 'Reclaimed Metal' (#1842)
[22:53:43]	OTA-NOVA.OWS-28862 has gained a 'Reclaimed Metal' #1842.
[22:53:44]	OTA-NOVA.OWS-28862 ran 'take' on item 'UU Brand Apple' (#1728)
[22:53:44]	OTA-NOVA.OWS-28862 has gained a 'UU Brand Apple' #1728.
[22:53:45]	OTA-NOVA.OWS-28862 ran 'take' on item 'Reclaimed Metal' (#1754)
[22:53:45]	OTA-NOVA.OWS-28862 has gained a 'Reclaimed Metal' #1754.
[22:53:46]	OTA-NOVA.OWS-28862 entered observer.
[22:53:47]	[LOOC] UU-SeC.17: up to you if you wanna fight one of those with your fists
[22:53:53]	[LOOC] UU-SeC.17: they would also be poison zombies
[22:54:13]	[LOOC] UU-SeC.17: i mean you can try to loot living poison zombies
[22:54:20]	UU-SeC.17 entered observer.
[22:54:21]	UU-SeC.17 used command '/ToggleRaise'.
[22:54:26]	OTA-NOVA.OWS-28862 exited observer at their location.
[22:54:28]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Reclaimed Metal' (#1842)
[22:54:28]	OTA-NOVA.OWS-28862 has lost a 'Reclaimed Metal' #1842.
[22:54:28]	UU-SeC.17 exited observer at their location.
[22:54:29]	OTA-NOVA.OWS-28862 ran 'drop' on item 'UU Brand Apple' (#1728)
[22:54:29]	OTA-NOVA.OWS-28862 has lost a 'UU Brand Apple' #1728.
[22:54:30]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Relocation Coupon' (#1123)
[22:54:30]	OTA-NOVA.OWS-28862 has lost a 'Relocation Coupon' #1123.
[22:54:30]	OTA-NOVA.OWS-28862 entered observer.
[22:54:31]	UU-SeC.17 entered observer.
[22:54:31]	execution_hurt destroyed a 'UU Brand Apple' #1728.
[22:54:31]	execution_hurt destroyed a 'Relocation Coupon' #1123.
[22:54:31]	execution_hurt destroyed a 'Reclaimed Metal' #1842.
[22:54:32]	Niklas Neuhausen ran 'take' on item 'Suitcase' (#2591)
[22:54:32]	Niklas Neuhausen has gained a 'Suitcase' #2591.
[22:54:32]	Niklas Neuhausen has gained a 'USPM94 Hammer' #2630.
[22:54:32]	Niklas Neuhausen has gained a 'USPM94 Pin' #2632.
[22:54:32]	Niklas Neuhausen has gained a 'Empty Bottle' #2586.
[22:54:32]	Niklas Neuhausen has gained a 'USPM94 Frame' #2629.
[22:54:32]	Niklas Neuhausen has gained a 'USPM94 Slide' #2633.
[22:54:32]	Niklas Neuhausen has gained a 'USPM94 Parts' #2631.
[22:54:32]	UU-SeC.17 exited observer at their location.
[22:54:33]	UU-SeC.17 entered observer.
[22:54:33]	UU-SeC.17 exited observer at their location.
[22:54:36]	UU-SeC.17 ran 'drop' on item 'Relocation Coupon' (#1000)
[22:54:36]	UU-SeC.17 has lost a 'Relocation Coupon' #1000.
[22:54:36]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Reclaimed Metal' (#1754)
[22:54:36]	OTA-NOVA.OWS-28862 has lost a 'Reclaimed Metal' #1754.
[22:54:38]	UU-SeC.17 ran 'drop' on item 'Relocation Coupon' (#981)
[22:54:38]	UU-SeC.17 has lost a 'Relocation Coupon' #981.
[22:54:39]	UU-SeC.17 ran 'drop' on item 'Relocation Coupon' (#1004)
[22:54:39]	UU-SeC.17 has lost a 'Relocation Coupon' #1004.
[22:54:40]	UU-SeC.17 ran 'drop' on item 'CWU General Shirt' (#294)
[22:54:40]	UU-SeC.17 has lost a 'CWU General Shirt' #294.
[22:54:46]	UU-SeC.17 entered observer.
[22:54:46]	execution_hurt destroyed a 'Relocation Coupon' #1000.
[22:54:46]	execution_hurt destroyed a 'CWU General Shirt' #294.
[22:54:46]	execution_hurt destroyed a 'Relocation Coupon' #1004.
[22:54:46]	execution_hurt destroyed a 'Relocation Coupon' #981.
[22:54:54]	OTA-NOVA.OWS-28862 ran 'Equip' on item 'Pulse-Rifle' (#201)
[22:54:57]	matt saton loaded the character 'Joseph Kimsler'
[22:54:58]	OTA-NOVA.OWS-28862 exited observer at their location.
[22:54:58]	OTA-NOVA.OWS-28862 used command '/ToggleRaise'.
[22:54:59]	Joseph Kimsler entered observer.
[22:55:06]	Joseph Kimsler used command '/ToggleRaise'.
[22:55:08]	OTA-NOVA.OWS-28862 entered observer.
[22:55:23]	OTA-NOVA.OWS-28862 exited observer at their location.
[22:55:31]	OTA-NOVA.OWS-28862 ran 'use' on item 'Pulse-Rifle Energy' (#2635)
[22:55:32]	Joseph Kimsler exited observer at their location.
[22:55:32]	OTA-NOVA.OWS-28862 ran 'use' on item 'Pulse-Rifle Energy' (#2636)
[22:55:32]	Joseph Kimsler opened the 'Crate' #469 container.
[22:55:37]	Joseph Kimsler closed the 'Crate' #469 container.
[22:55:38]	Joseph Kimsler opened the 'Crate' #468 container.
[22:55:38]	[OOC] Niklas Neuhausen: For real though im here like 2am and its now 5 am because im waiting to make the app but isnt the Time...
[22:55:40]	Joseph Kimsler closed the 'Crate' #468 container.
[22:55:46]	[OOC] Niklas Neuhausen: and i want to go sleep slowly
[22:55:55]	Joseph Kimsler opened the 'Crate' #468 container.
[22:55:59]	Joseph Kimsler closed the 'Crate' #468 container.
[22:56:08]	Joseph Kimsler opened the 'Crate' #468 container.
[22:56:10]	Joseph Kimsler closed the 'Crate' #468 container.
[22:56:14]	Joseph Kimsler has gained a 'UU Brand Bread' #2635.
[22:56:14]	Joseph Kimsler used command '/CharGiveItem joseph bread'.
[22:56:15]	Joseph Kimsler opened the 'Crate' #469 container.
[22:56:17]	OTA-NOVA.OWS-28862 has gained 40 tokens.
[22:56:33]	OTA-NOVA.OWS-28862 used command '/ToggleRaise'.
[22:56:56]	Joseph Kimsler closed the 'Crate' #469 container.
[22:56:57]	Joseph Kimsler opened the 'Crate' #468 container.
[22:56:57]	Niklas Neuhausen ran 'drop' on item 'Suitcase' (#2591)
[22:56:57]	Niklas Neuhausen has lost a 'Suitcase' #2591.
[22:56:58]	Niklas Neuhausen has lost a 'USPM94 Hammer' #2630.
[22:56:58]	Niklas Neuhausen has lost a 'USPM94 Pin' #2632.
[22:56:58]	Niklas Neuhausen has lost a 'Empty Bottle' #2586.
[22:56:58]	Niklas Neuhausen has lost a 'USPM94 Frame' #2629.
[22:56:58]	Niklas Neuhausen has lost a 'USPM94 Slide' #2633.
[22:56:58]	Niklas Neuhausen has lost a 'USPM94 Parts' #2631.
[22:57:01]	OTA-NOVA.OWS-28862 ran 'take' on item 'Suitcase' (#2591)
[22:57:01]	OTA-NOVA.OWS-28862 has gained a 'Suitcase' #2591.
[22:57:01]	OTA-NOVA.OWS-28862 has gained a 'USPM94 Hammer' #2630.
[22:57:01]	OTA-NOVA.OWS-28862 has gained a 'USPM94 Pin' #2632.
[22:57:01]	OTA-NOVA.OWS-28862 has gained a 'Empty Bottle' #2586.
[22:57:01]	OTA-NOVA.OWS-28862 has gained a 'USPM94 Frame' #2629.
[22:57:01]	OTA-NOVA.OWS-28862 has gained a 'USPM94 Slide' #2633.
[22:57:01]	OTA-NOVA.OWS-28862 has gained a 'USPM94 Parts' #2631.
[22:57:07]	Joseph Kimsler closed the 'Crate' #468 container.
[22:57:07]	Joseph Kimsler entered observer.
[22:57:21]	Joseph Kimsler exited observer at their location.
[22:57:23]	Joseph Kimsler entered observer.
[22:57:26]	Joseph Kimsler exited observer at their location.
[22:57:28]	Joseph Kimsler ran 'drop' on item 'CWU ID' (#249)
[22:57:28]	Joseph Kimsler has lost a 'CWU ID' #249.
[22:57:31]	Joseph Kimsler ran 'drop' on item 'Shotgun Shells' (#1735)
[22:57:31]	Joseph Kimsler has lost a 'Shotgun Shells' #1735.
[22:57:31]	Joseph Kimsler ran 'drop' on item '9mm Pistol Bullets' (#2579)
[22:57:31]	Joseph Kimsler has lost a '9mm Pistol Bullets' #2579.
[22:57:32]	Joseph Kimsler ran 'drop' on item 'Junk Newspaper' (#2342)
[22:57:32]	Joseph Kimsler has lost a 'Junk Newspaper' #2342.
[22:57:33]	Joseph Kimsler ran 'drop' on item 'Beanie' (#444)
[22:57:33]	Joseph Kimsler has lost a 'Beanie' #444.
[22:57:34]	Joseph Kimsler ran 'Wear' on item 'Beanie' (#443)
[22:57:35]	Joseph Kimsler ran 'drop' on item 'Beanie' (#443)
[22:57:35]	Joseph Kimsler has lost a 'Beanie' #443.
[22:57:41]	Joseph Kimsler ran 'drop' on item 'Chunk of Plastic' (#1997)
[22:57:41]	Joseph Kimsler has lost a 'Chunk of Plastic' #1997.
[22:57:42]	Joseph Kimsler ran 'drop' on item 'Pulse-Rifle Energy' (#1738)
[22:57:42]	Joseph Kimsler has lost a 'Pulse-Rifle Energy' #1738.
[22:57:44]	Joseph Kimsler ran 'drop' on item 'Suitcase' (#2268)
[22:57:44]	Joseph Kimsler has lost a 'Suitcase' #2268.
[22:57:44]	Joseph Kimsler has lost a 'Scrap Metal' #1458.
[22:57:44]	Joseph Kimsler has lost a 'Pulse-Rifle Energy' #1742.
[22:57:52]	execution_fire destroyed a 'CWU ID' #249.
[22:57:52]	execution_fire destroyed a 'Suitcase' #2268.
[22:57:52]	execution_fire destroyed a 'Reclaimed Metal' #1754.
[22:57:53]	execution_hurt destroyed a 'Pulse-Rifle Energy' #1738.
[22:57:53]	execution_hurt destroyed a 'Chunk of Plastic' #1997.
[22:57:53]	execution_hurt destroyed a 'Shotgun Shells' #1735.
[22:57:53]	execution_hurt destroyed a '9mm Pistol Bullets' #2579.
[22:57:53]	execution_hurt destroyed a 'Beanie' #444.
[22:57:53]	execution_hurt destroyed a 'Junk Newspaper' #2342.
[22:57:53]	execution_hurt destroyed a 'Beanie' #443.
[22:57:59]	Joseph Kimsler entered observer.
[22:58:00]	OTA-NOVA.OWS-28862 used command '/ToggleRaise'.
[22:58:10]	Joseph Kimsler exited observer at their location.
[22:58:18]	Joseph Kimsler has gained a 'UU Brand Cheese' #2636.
[22:58:18]	Joseph Kimsler has gained a 'UU Brand Cheese' #2637.
[22:58:18]	Joseph Kimsler has gained a 'UU Brand Cheese' #2638.
[22:58:18]	Joseph Kimsler has gained a 'UU Brand Cheese' #2639.
[22:58:18]	Joseph Kimsler has gained a 'UU Brand Cheese' #2640.
[22:58:18]	Joseph Kimsler has gained a 'UU Brand Cheese' #2641.
[22:58:18]	Joseph Kimsler has gained a 'UU Brand Cheese' #2642.
[22:58:18]	Joseph Kimsler has gained a 'UU Brand Cheese' #2643.
[22:58:18]	Joseph Kimsler has gained a 'UU Brand Cheese' #2644.
[22:58:18]	Joseph Kimsler has gained a 'UU Brand Cheese' #2645.
[22:58:18]	Joseph Kimsler used command '/CharGiveItem joseph cheese 10'.
[22:58:18]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Suitcase' (#2591)
[22:58:18]	OTA-NOVA.OWS-28862 has lost a 'Suitcase' #2591.
[22:58:18]	OTA-NOVA.OWS-28862 has lost a 'USPM94 Hammer' #2630.
[22:58:18]	OTA-NOVA.OWS-28862 has lost a 'USPM94 Pin' #2632.
[22:58:18]	OTA-NOVA.OWS-28862 has lost a 'Empty Bottle' #2586.
[22:58:18]	OTA-NOVA.OWS-28862 has lost a 'USPM94 Frame' #2629.
[22:58:18]	OTA-NOVA.OWS-28862 has lost a 'USPM94 Slide' #2633.
[22:58:18]	OTA-NOVA.OWS-28862 has lost a 'USPM94 Parts' #2631.
[22:58:18]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Suitcase' (#1220)
[22:58:19]	OTA-NOVA.OWS-28862 has lost a 'Suitcase' #1220.
[22:58:19]	Joseph Kimsler opened the 'Crate' #469 container.
[22:58:23]	execution_hurt destroyed a 'Suitcase' #1220.
[22:58:23]	execution_hurt destroyed a 'Suitcase' #2591.
[22:58:28]	OTA-NOVA.OWS-28862 used command '/ToggleRaise'.
[22:59:00]	[OOC] Karl Von Habsburg: I really want to be able to search stuff by myself or craft stuff
[22:59:07]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[22:59:07]	Karl Von Habsburg has taken 64 damage from npc_headcrab_black.
[22:59:09]	[OOC] Karl Von Habsburg: Or at least know how to do shitt
[23:00:32]	[OOC] Karl Von Habsburg: hwat now
[23:01:01]	OTA-NOVA.OWS-28862 used the 'Armory Operator' vendor.
[23:01:04]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:01:04]	OTA-NOVA.OWS-28862 has gained a 'Backpack' #2646.
[23:01:07]	[OOC] Karl Von Habsburg: It was fun making a resistance yesterday but nobody can even have a bottle now
[23:01:13]	OTA-NOVA.OWS-28862 used the 'Armory Operator' vendor.
[23:01:16]	Joseph Kimsler closed the 'Crate' #469 container.
[23:01:17]	Joseph Kimsler opened the 'Crate' #469 container.
[23:01:17]	OTA-NOVA.OWS-28862 has gained 40 tokens.
[23:01:18]	Joseph Kimsler closed the 'Crate' #469 container.
[23:01:20]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:01:20]	OTA-NOVA.OWS-28862 has gained a 'Pulse-Rifle Energy' #2647.
[23:01:21]	Joseph Kimsler opened the 'Crate' #468 container.
[23:01:21]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:01:21]	OTA-NOVA.OWS-28862 has gained a 'Pulse-Rifle Energy' #2648.
[23:01:21]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:01:21]	OTA-NOVA.OWS-28862 has gained a 'Pulse-Rifle Energy' #2649.
[23:01:22]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:01:22]	OTA-NOVA.OWS-28862 has gained a 'Pulse-Rifle Energy' #2650.
[23:01:22]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:01:22]	OTA-NOVA.OWS-28862 has gained a 'Pulse-Rifle Energy' #2651.
[23:01:23]	Joseph Kimsler closed the 'Crate' #468 container.
[23:01:23]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:01:23]	OTA-NOVA.OWS-28862 has gained a 'Pulse-Rifle Energy' #2652.
[23:01:28]	[OOC] Niklas Neuhausen: so 1.When is that fucking Apply open 2.Do i become for giving Red contraband Stuff?
[23:01:29]	[OOC] Joseph Kimsler: yes because it was exploitable
[23:01:30]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:01:30]	OTA-NOVA.OWS-28862 has gained a 'Zip Tie' #2653.
[23:01:39]	[OOC] Karl Von Habsburg: Ik
[23:01:42]	[OOC] Niklas Neuhausen: im tired i want to sleep need answers xd
[23:01:46]	OTA-NOVA.OWS-28862 ran 'use' on item 'Pulse-Rifle Energy' (#2650)
[23:01:46]	[OOC] Joseph Kimsler: you can still rebel man
[23:01:47]	OTA-NOVA.OWS-28862 ran 'use' on item 'Pulse-Rifle Energy' (#2649)
[23:01:47]	OTA-NOVA.OWS-28862 ran 'use' on item 'Pulse-Rifle Energy' (#2648)
[23:01:48]	OTA-NOVA.OWS-28862 ran 'use' on item 'Pulse-Rifle Energy' (#2647)
[23:01:50]	OTA-NOVA.OWS-28862 ran 'use' on item 'Pulse-Rifle Energy' (#2652)
[23:01:51]	OTA-NOVA.OWS-28862 ran 'use' on item 'Pulse-Rifle Energy' (#2651)
[23:01:52]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Zip Tie' (#208)
[23:01:52]	OTA-NOVA.OWS-28862 has lost a 'Zip Tie' #208.
[23:01:53]	[OOC] Karl Von Habsburg: I can
[23:01:53]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Zip Tie' (#2653)
[23:01:53]	OTA-NOVA.OWS-28862 has lost a 'Zip Tie' #2653.
[23:01:56]	OTA-NOVA.OWS-28862 used the 'Armory Operator' vendor.
[23:01:59]	[OOC] Karl Von Habsburg: I already have illegal stuff
[23:02:04]	[OOC] Karl Von Habsburg: But weapons are a problem
[23:02:05]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:02:05]	OTA-NOVA.OWS-28862 has gained a 'Shotgun Shells' #2654.
[23:02:06]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:02:06]	OTA-NOVA.OWS-28862 has gained a 'Shotgun Shells' #2655.
[23:02:08]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:02:08]	OTA-NOVA.OWS-28862 has gained a 'SMG Bullets' #2656.
[23:02:09]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:02:09]	OTA-NOVA.OWS-28862 has gained a 'SMG Bullets' #2657.
[23:02:09]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:02:09]	OTA-NOVA.OWS-28862 has gained a 'SMG Bullets' #2658.
[23:02:10]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:02:10]	OTA-NOVA.OWS-28862 has gained a 'SMG Bullets' #2659.
[23:02:10]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:02:10]	OTA-NOVA.OWS-28862 has gained a 'SMG Bullets' #2660.
[23:02:11]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:02:11]	OTA-NOVA.OWS-28862 has gained a 'SMG Bullets' #2661.
[23:02:11]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:02:11]	OTA-NOVA.OWS-28862 has gained a 'SMG Bullets' #2662.
[23:02:13]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:02:14]	OTA-NOVA.OWS-28862 has gained a 'Zip Tie' #2663.
[23:02:14]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:02:14]	OTA-NOVA.OWS-28862 has gained a 'Zip Tie' #2664.
[23:02:14]	OTA-NOVA.OWS-28862 has gained 0 tokens.
[23:02:15]	OTA-NOVA.OWS-28862 has gained a 'Zip Tie' #2665.
[23:02:26]	OTA-NOVA.OWS-28862 ran 'use' on item 'Shotgun Shells' (#2654)
[23:02:26]	OTA-NOVA.OWS-28862 ran 'use' on item 'Shotgun Shells' (#2655)
[23:02:27]	OTA-NOVA.OWS-28862 ran 'use' on item 'SMG Bullets' (#2658)
[23:02:31]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[23:02:31]	Karl Von Habsburg has taken 59 damage from npc_headcrab_black.
[23:02:32]	OTA-NOVA.OWS-28862 used the 'Armory Operator' vendor.
[23:02:35]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[23:02:35]	Karl Von Habsburg has taken 5 damage from npc_headcrab_black.
[23:02:35]	OTA-NOVA.OWS-28862 has lost 65 tokens.
[23:02:35]	OTA-NOVA.OWS-28862 has gained a 'Health Kit' #2666.
[23:02:36]	OTA-NOVA.OWS-28862 has lost 65 tokens.
[23:02:36]	OTA-NOVA.OWS-28862 has gained a 'Health Kit' #2667.
[23:02:36]	OTA-NOVA.OWS-28862 has lost 65 tokens.
[23:02:36]	OTA-NOVA.OWS-28862 has gained a 'Health Kit' #2668.
[23:02:37]	OTA-NOVA.OWS-28862 has lost 65 tokens.
[23:02:37]	OTA-NOVA.OWS-28862 has gained a 'Health Kit' #2669.
[23:02:49]	OTA-NOVA.OWS-28862 ran 'drop' on item 'Backpack' (#2646)
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'Backpack' #2646.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'SMG Bullets' #2659.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'Health Kit' #2669.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'SMG Bullets' #2660.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'Health Kit' #2458.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'Health Kit' #2452.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'Health Kit' #2668.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'SMG Bullets' #2661.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'Health Kit' #2667.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'SMG Bullets' #2656.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'Zip Tie' #2664.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'Zip Tie' #2665.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'Zip Tie' #2663.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'SMG Bullets' #2657.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'Health Kit' #2666.
[23:02:49]	OTA-NOVA.OWS-28862 has lost a 'SMG Bullets' #2662.
[23:02:51]	[OOC] Niklas Neuhausen: no answer wow
[23:03:05]	[OOC] Karl Von Habsburg: go sleep
[23:03:09]	[OOC] Karl Von Habsburg: drink milk
[23:03:12]	[OOC] Niklas Neuhausen: i want my fucking answe
[23:03:24]	[OOC] Niklas Neuhausen: Milch is Gift(Milk is Posion -German Youtuber)
[23:03:28]	[OOC] Karl Von Habsburg: bruh the headcrabs are in the world
[23:03:46]	[OOC] OTA-NOVA.OWS-28862: you dont automatically become cp for giving red contraband
[23:03:49]	[OOC] Karl Von Habsburg: Also everything is poison
[23:03:56]	[OOC] Karl Von Habsburg: ye
[23:04:17]	[OOC] OTA-NOVA.OWS-28862: and applications are tomorrow
[23:04:23]	Mr. Chief loaded the character 'CCA.C17-JUDGE.i2.58102'
[23:04:24]	[OOC] Niklas Neuhausen: no that im not mean if you give Red CB you gain LP
[23:04:25]	CCA.C17-JUDGE.i2.58102 entered observer.
[23:04:31]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[23:04:40]	CCA.C17-JUDGE.i2.58102 ran 'drop' on item 'Backpack' (#2154)
[23:04:40]	CCA.C17-JUDGE.i2.58102 has lost a 'Backpack' #2154.
[23:04:40]	CCA.C17-JUDGE.i2.58102 has lost a 'Health Kit' #1347.
[23:04:40]	CCA.C17-JUDGE.i2.58102 has lost a 'Health Vial' #1349.
[23:04:40]	CCA.C17-JUDGE.i2.58102 has lost a 'Health Kit' #1341.
[23:04:41]	CCA.C17-JUDGE.i2.58102 has lost a 'Health Vial' #2304.
[23:04:41]	CCA.C17-JUDGE.i2.58102 has lost a 'Health Vial' #1350.
[23:04:41]	CCA.C17-JUDGE.i2.58102 has lost a 'Health Vial' #2301.
[23:04:41]	[OOC] Niklas Neuhausen: i didnt mean to become CP for have R-CB* 
[23:04:43]	Joseph Kimsler opened the 'Crate' #468 container.
[23:04:45]	Joseph Kimsler closed the 'Crate' #468 container.
[23:04:50]	Joseph Kimsler opened the 'Crate' #468 container.
[23:04:52]	Mr. Chief loaded the character 'UU-CmD.17'
[23:04:52]	Joseph Kimsler closed the 'Crate' #468 container.
[23:04:54]	Karl Von Habsburg ran 'take' on item 'Suitcase' (#1312)
[23:04:54]	Karl Von Habsburg has gained a 'Suitcase' #1312.
[23:04:56]	UU-CmD.17 ran 'use' on item 'Shotgun Shells' (#1070)
[23:04:57]	Karl Von Habsburg ran 'take' on item 'Suitcase' (#2016)
[23:04:57]	Karl Von Habsburg has gained a 'Suitcase' #2016.
[23:04:57]	Karl Von Habsburg has gained a 'Combine Worker Outfit' #1394.
[23:04:57]	Karl Von Habsburg has gained a 'Fake Armor' #396.
[23:04:57]	Karl Von Habsburg has gained a 'Reclaimed Metal' #1840.
[23:04:58]	Karl Von Habsburg ran 'take' on item 'Suitcase' (#246)
[23:04:58]	Karl Von Habsburg has gained a 'Suitcase' #246.
[23:04:59]	UU-CmD.17 ran 'drop' on item 'Relocation Coupon' (#1884)
[23:04:59]	UU-CmD.17 has lost a 'Relocation Coupon' #1884.
[23:05:00]	Joseph Kimsler has gained a 'UU Brand Chocolate' #2670.
[23:05:00]	Joseph Kimsler used command '/CharGiveItem joseph chocolate'.
[23:05:00]	UU-CmD.17 ran 'Apply' on item 'Health Kit' (#1870)
[23:05:01]	UU-CmD.17 ran 'Apply' on item 'Health Kit' (#1868)
[23:05:02]	Karl Von Habsburg ran 'drop' on item 'Suitcase' (#246)
[23:05:02]	Karl Von Habsburg has lost a 'Suitcase' #246.
[23:05:04]	Karl Von Habsburg ran 'take' on item 'Suitcase' (#246)
[23:05:04]	Karl Von Habsburg has gained a 'Suitcase' #246.
[23:05:05]	Joseph Kimsler has gained a 'UU Brand Chocolate' #2671.
[23:05:06]	Joseph Kimsler has gained a 'UU Brand Chocolate' #2672.
[23:05:06]	Joseph Kimsler has gained a 'UU Brand Chocolate' #2673.
[23:05:06]	Joseph Kimsler has gained a 'UU Brand Chocolate' #2674.
[23:05:06]	Joseph Kimsler has gained a 'UU Brand Chocolate' #2675.
[23:05:06]	Joseph Kimsler has gained a 'UU Brand Chocolate' #2676.
