[00:00:00]	[OOC] Drake Salvador: Aiight
[18:20:14]	Areth Martin ran 'take' on item 'Resin' (#12886)
[18:20:14]	Areth Martin has gained a 'Resin' #12886.
[18:20:16]	CCA.C08-UNION.i1.51023 used command '/PM andrew wrong paste'.
[18:20:21]	Areth Martin ran 'take' on item 'Padlock' (#12914)
[18:20:21]	Areth Martin has gained a 'Padlock' #12914.
[18:20:21]	deantheone loaded the character 'Jim Bostello'
[18:20:25]	Areth Martin ran 'take' on item 'Resin' (#11030)
[18:20:25]	Areth Martin has gained a 'Resin' #11030.
[18:20:30]	CCA.C08-UNION.i1.51023 used command '/PM andrew anyways, alright. your goals make zero fuckin sense to me but do what amekse you happy'.
[18:20:39]	Areth Martin opened the '' #1240 container.
[18:20:41]	Areth Martin closed the '' #1240 container.
[18:20:55]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:20:59]	Andrew 'Razor' Gonzalez used command '/PM 510 Well if I don't then I'll be thinking this is a walking simulator lapping around constantly'.
[18:21:03]	Areth Martin opened the '' #1245 container.
[18:21:05]	Areth Martin closed the '' #1245 container.
[18:21:08]	CCA.C08-UNION.i1.51023 used command '/PM andrew you could.. apply... for cca...?'.
[18:21:17]	CCA.C08-UNION.i1.51023 entered observer.
[18:21:19]	Areth Martin opened the '' #1239 container.
[18:21:21]	Areth Martin closed the '' #1239 container.
[18:21:23]	CCA.C08-UNION.i1.51023 used command '/PM andrew and then work up.. the ranks..??'.
[18:21:52]	Andrew 'Razor' Gonzalez used command '/PM 510 Gabe, you and I both know at this point in life and the years, it's been a cycle repeated way to many times my man'.
[18:22:00]	CCA.C08-UNION.i1.51023 used command '/PM andrew alright, to each their own i guess'.
[18:22:03]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:22:03]	CCA.C08-UNION.i1.51023 entered observer.
[18:22:05]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:22:18]	[ME] Andrew 'Razor' Gonzalez: would walk off
[18:23:14]	Areth Martin opened the '' #1243 container.
[18:23:16]	Areth Martin closed the '' #1243 container.
[18:23:32]	CCA.C08-UNION.i1.51023 entered observer.
[18:23:51]	Andrew 'Razor' Gonzalez used command '/PM 510 It is what it is man honestly, I've told people numerous times I can't go from bottom up anymore. It's like a senior vice president of Company A going to another company because it's a better workplace, but only if he gets the same level he was in'.
[18:23:55]	Areth Martin ran 'take' on item 'Padlock' (#12912)
[18:23:55]	Areth Martin has gained a 'Padlock' #12912.
[18:24:38]	Andrew 'Razor' Gonzalez used command '/PM 510 When you talk to people who've gone through repeated cycles, it's a burnout to go back up, it's why corporate executives don't leave their companies unless they know they're getting the same equivalent'.
[18:24:40]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[18:24:46]	CCA.C08-UNION.i1.51023 used command '/PM andrew i get it'.
[18:25:15]	Andrew 'Razor' Gonzalez used command '/PM 510 Just food for thought man'.
[18:25:21]	CCA.C08-UNION.i1.51023 used command '/PM andrew yeah'.
[18:25:50]	Areth Martin ran 'take' on item 'Resin' (#13768)
[18:25:50]	Areth Martin has gained a 'Resin' #13768.
[18:25:58]	Andrew 'Razor' Gonzalez opened the '' #1247 container.
[18:26:01]	Andrew 'Razor' Gonzalez closed the '' #1247 container.
[18:26:02]	Areth Martin ran 'take' on item 'Resin' (#12905)
[18:26:02]	Areth Martin has gained a 'Resin' #12905.
[18:26:03]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:26:03]	CCA.C08-UNION.i1.51023 entered observer.
[18:26:04]	Andrew 'Razor' Gonzalez opened the '' #1244 container.
[18:26:06]	Andrew 'Razor' Gonzalez closed the '' #1244 container.
[18:26:07]	Andrew 'Razor' Gonzalez opened the '' #1246 container.
[18:26:08]	Andrew 'Razor' Gonzalez closed the '' #1246 container.
[18:26:33]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:27:41]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[18:27:44]	Burt Bambze has taken 5 damage from CCA.C08-UNION.i1.51023.
[18:28:22]	Death Razor (STEAM_0:1:66880501) has disconnected.
[18:28:26]	[OOC] CCA.C08-UNION.i1.51023: fuck
[18:28:32]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[18:28:39]	Burt Bambze has taken 75 damage from CCA.C08-UNION.i1.51023.
[18:28:43]	Areth Martin opened the '' #1464 container.
[18:28:45]	Areth Martin closed the '' #1464 container.
[18:29:16]	Areth Martin opened the '' #1252 container.
[18:29:17]	Areth Martin closed the '' #1252 container.
[18:29:18]	Areth Martin opened the '' #1253 container.
[18:29:20]	Areth Martin closed the '' #1253 container.
[18:29:25]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[18:29:35]	Burt Bambze used command '/CharFallOver'.
[18:29:37]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[18:29:40]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[18:29:41]	CCA.C08-UNION.i1.51023 entered observer.
[18:29:42]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:29:45]	CCA.C08-UNION.i1.51023 has taken 28 damage from CCA.C08-UNION.i1.51023.
[18:29:48]	CCA.C08-UNION.i1.51023 has taken 41 damage from worldspawn.
[18:29:51]	CCA.C08-UNION.i1.51023 entered observer.
[18:29:51]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:29:55]	Burt Bambze used command '/CharGetUp'.
[18:30:04]	Areth Martin opened the '' #1338 container.
[18:30:04]	Areth Martin closed the '' #1338 container.
[18:30:06]	CCA.C08-UNION.i1.51023 entered observer.
[18:30:07]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:30:07]	CCA.C08-UNION.i1.51023 entered observer.
[18:30:07]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:30:09]	CCA.C08-UNION.i1.51023 entered observer.
[18:30:14]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:30:18]	Areth Martin opened the '' #1338 container.
[18:30:20]	Areth Martin closed the '' #1338 container.
[18:30:20]	Areth Martin opened the '' #1339 container.
[18:30:22]	Areth Martin closed the '' #1339 container.
[18:30:37]	CCA.C08-UNION.i1.51023 entered observer.
[18:30:38]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:30:41]	Areth Martin ran 'take' on item 'Rock' (#13829)
[18:30:52]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[18:31:05]	CCA.C08-UNION.i1.51023 entered observer.
[18:31:08]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:31:10]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[18:31:19]	Burt Bambze has taken 62 damage from CCA.C08-UNION.i1.51023.
[18:31:19]	CCA.C08-UNION.i1.51023 has killed Burt Bambze with weapon_sniperrifle.
[18:31:21]	CCA.C08-UNION.i1.51023 entered observer.
[18:31:22]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:31:22]	CCA.C08-UNION.i1.51023 entered observer.
[18:31:28]	[OOC] Burt Bambze: lmao
[18:31:53]	Areth Martin ran 'Equip' on item 'Rock' (#13836)
[18:32:04]	Areth Martin ran 'drop' on item 'Rock' (#13836)
[18:32:04]	Areth Martin has lost a 'Rock' #13836.
[18:32:15]	Areth Martin ran 'take' on item 'Rock' (#13836)
[18:32:15]	Areth Martin has gained a 'Rock' #13836.
[18:33:03]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[18:33:03]	[OOC] Jim Bostello: what is happening
[18:33:05]	[OOC] Jim Bostello: oh god
[18:33:28]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:33:29]	CCA.C08-UNION.i1.51023 entered observer.
[18:33:33]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:33:33]	CCA.C08-UNION.i1.51023 entered observer.
[18:33:33]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:33:34]	CCA.C08-UNION.i1.51023 entered observer.
[18:33:35]	CCA.C08-UNION.i1.51023 exited observer at their location.
[18:33:36]	CCA.C08-UNION.i1.51023 entered observer.
[18:33:42]	Areth Martin ran 'take' on item 'Resin' (#11033)
[18:33:42]	Areth Martin has gained a 'Resin' #11033.
[18:33:50]	Areth Martin opened the '' #1311 container.
[18:33:51]	Areth Martin closed the '' #1311 container.
[18:33:56]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureRadiator001a.mdl'.
[18:33:57]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureRadiator001a.mdl'.
[18:33:58]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureRadiator001a.mdl'.
[18:34:16]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureRadiator001a.mdl'.
[18:34:27]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[18:34:28]	Areth Martin ran 'take' on item 'Duct Tape' (#12944)
[18:34:35]	Areth Martin ran 'drop' on item 'Empty Water Can' (#1655)
[18:34:35]	Areth Martin has lost a 'Empty Water Can' #1655.
[18:34:39]	Areth Martin ran 'take' on item 'Empty Water Can' (#1655)
[18:34:39]	Areth Martin has gained a 'Empty Water Can' #1655.
[18:34:40]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[18:34:42]	Areth Martin ran 'Consume' on item 'Consulate Water' (#14209)
[18:34:47]	Areth Martin ran 'take' on item 'Duct Tape' (#12944)
[18:34:47]	Areth Martin has gained a 'Duct Tape' #12944.
[18:34:50]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[18:34:57]	Burt Bambze has taken 117 damage from CCA.C08-UNION.i1.51023.
[18:34:57]	CCA.C08-UNION.i1.51023 has killed Burt Bambze with ix_hands.
[18:35:11]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[18:35:11]	Areth Martin opened the '' #1254 container.
[18:35:13]	Areth Martin closed the '' #1254 container.
[18:35:21]	[OOC] Burt Bambze: violent explosion
[18:35:33]	[OOC] CCA.C08-UNION.i1.51023: dinner brb
[18:35:35]	Areth Martin opened the '' #1255 container.
[18:35:36]	Areth Martin closed the '' #1255 container.
[18:35:38]	Burt Bambze has taken 116 damage from CCA.C08-UNION.i1.51023.
[18:35:38]	CCA.C08-UNION.i1.51023 has killed Burt Bambze with ix_hands.
[18:35:38]	CCA.C08-UNION.i1.51023 destroyed a 'Rock' #13828.
[18:36:42]	ix_item destroyed a 'Rock' #13829.
[18:36:45]	Burt Bambze has taken 1 damage from Burt Bambze.
[18:36:56]	Burt Bambze has taken 0 damage from Burt Bambze.
[18:37:31]	[OOC] Jim Bostello: ah the sun
[18:37:35]	[OOC] Jim Bostello: so beautiful
[18:37:55]	[Y] Burt Bambze: SUN.
[18:38:16]	Areth Martin opened the '' #1041 container.
[18:38:17]	Areth Martin closed the '' #1041 container.
[18:39:00]	Areth Martin opened the '' #969 container.
[18:39:01]	Areth Martin closed the '' #969 container.
[18:39:37]	Areth Martin opened the '' #1247 container.
[18:39:38]	Areth Martin closed the '' #1247 container.
[18:39:56]	Areth Martin used command '/CharFallOver'.
[18:39:57]	Areth Martin used command '/CharGetUp'.
[18:39:57]	Areth Martin used command '/CharGetUp'.
[18:40:02]	Areth Martin used command '/CharGetUp'.
[18:40:10]	Burt Bambze ran 'Consume' on item 'Consulate Water' (#14215)
[18:40:28]	Burt Bambze has taken 35 damage from worldspawn.
[18:40:45]	Burt Bambze ran 'Consume' on item 'Standard Grade Citizen Food Product' (#14214)
[18:41:09]	Areth Martin ran 'take' on item 'Resin' (#12901)
[18:41:12]	Areth Martin ran 'drop' on item 'Rock' (#13836)
[18:41:12]	Areth Martin has lost a 'Rock' #13836.
[18:41:14]	Areth Martin ran 'take' on item 'Resin' (#12901)
[18:41:14]	Areth Martin has gained a 'Resin' #12901.
[18:41:32]	[Y] Burt Bambze: Help!
[18:42:07]	Areth Martin opened the '' #1253 container.
[18:42:08]	Areth Martin closed the '' #1253 container.
[18:43:28]	Areth Martin ran 'take' on item 'Resin' (#11024)
[18:43:28]	Areth Martin has gained a 'Resin' #11024.
[18:44:05]	Burt Bambze opened the '' #1239 container.
[18:44:06]	Burt Bambze closed the '' #1239 container.
[18:44:09]	Burt Bambze ran 'Equip' on item 'Rock' (#13831)
[18:44:56]	Burt Bambze ran 'drop' on item 'Rock' (#13831)
[18:44:56]	Burt Bambze has lost a 'Rock' #13831.
[18:45:00]	Burt Bambze ran 'take' on item 'Rock' (#13831)
[18:45:00]	Burt Bambze has gained a 'Rock' #13831.
[18:45:22]	Burt Bambze has taken 37 damage from worldspawn.
[18:45:27]	Burt Bambze has taken 250 damage from trigger_hurt.
[18:45:27]	trigger_hurt has killed Burt Bambze.
[18:45:33]	Areth Martin used the 'Resin Terminal' vendor.
[18:45:36]	Areth Martin has gained 2 tokens.
[18:45:37]	Areth Martin has gained 2 tokens.
[18:45:38]	Areth Martin has gained 2 tokens.
[18:45:39]	Areth Martin has gained 2 tokens.
[18:45:39]	Areth Martin has gained 2 tokens.
[18:45:40]	Areth Martin has gained 2 tokens.
[18:45:40]	Areth Martin has gained 2 tokens.
[18:45:41]	Areth Martin has gained 2 tokens.
[18:45:41]	Areth Martin has gained 2 tokens.
[18:46:03]	Burt Bambze opened the '' #1233 container.
[18:46:09]	Burt Bambze closed the '' #1233 container.
[18:46:19]	Burt Bambze ran 'Equip' on item 'Green Citizen Suit' (#14191)
[18:46:40]	Burt Bambze ran 'equip' on item 'Citizen Filter' (#11175)
[18:47:05]	Areth Martin ran 'drop' on item 'Empty Water Can' (#1655)
[18:47:05]	Areth Martin has lost a 'Empty Water Can' #1655.
[18:47:10]	Areth Martin ran 'take' on item 'Empty Water Can' (#1655)
[18:47:10]	Areth Martin has gained a 'Empty Water Can' #1655.
[18:47:12]	Areth Martin ran 'Consume' on item 'Consulate Water' (#14207)
[18:47:37]	Burt Bambze has taken 2 damage from worldspawn.
[18:47:57]	Burt Bambze has taken 15 damage from worldspawn.
[18:48:28]	Areth Martin ran 'take' on item 'Resin' (#12887)
[18:48:28]	Areth Martin has gained a 'Resin' #12887.
[18:49:13]	Burt Bambze has taken 29 damage from worldspawn.
[18:50:09]	SĤÕÔŤÊŘ (STEAM_0:0:13234094) has disconnected.
[18:52:34]	Areth Martin opened the '' #1243 container.
[18:52:35]	Areth Martin closed the '' #1243 container.
[18:52:43]	Areth Martin opened the '' #1316 container.
[18:52:44]	Areth Martin closed the '' #1316 container.
[18:53:21]	Areth Martin used the 'Street Market' vendor.
[18:53:23]	Areth Martin has lost 3 tokens.
[18:53:23]	Areth Martin has gained a 'Citizen Filter' #14220.
[18:53:24]	Areth Martin has lost 3 tokens.
[18:53:24]	Areth Martin has gained a 'Citizen Filter' #14221.
[18:54:09]	Areth Martin ran 'take' on item 'Padlock' (#12915)
[18:54:09]	Areth Martin has gained a 'Padlock' #12915.
[18:54:17]	Areth Martin opened the '' #1330 container.
[18:54:19]	Areth Martin closed the '' #1330 container.
[18:54:24]	Areth Martin opened the '' #1327 container.
[18:54:26]	Areth Martin closed the '' #1327 container.
[18:54:26]	Areth Martin opened the '' #1326 container.
[18:54:28]	Areth Martin closed the '' #1326 container.
[18:55:27]	Areth Martin opened the '' #1197 container.
[18:55:30]	Areth Martin closed the '' #1197 container.
[18:57:08]	Areth Martin opened the '' #1316 container.
[18:57:08]	Areth Martin closed the '' #1316 container.
[18:57:16]	[OOC] Jim Bostello: well then
[18:57:19]	[OOC] Jim Bostello: off to visit your mother!
[19:00:15]	Areth Martin ran 'take' on item 'Rock' (#13836)
[19:00:15]	Areth Martin has gained a 'Rock' #13836.
[19:02:10]	Areth Martin used the 'Shady Salesman' vendor.
[19:03:01]	Areth Martin used the 'Shady Salesman' vendor.
[19:03:03]	Areth Martin has gained 3 tokens.
[19:06:04]	Areth Martin ran 'Equip' on item 'Rock' (#13836)
[19:09:33]	[ME] Areth Martin: tries to bust a lock .
[19:10:04]	Areth Martin opened the '' #1215 container.
[19:10:09]	Areth Martin closed the '' #1215 container.
[19:11:07]	Areth Martin has taken 1 damage from worldspawn.
[19:11:08]	Areth Martin has taken 1 damage from worldspawn.
[19:11:09]	Areth Martin has taken 1 damage from worldspawn.
[19:11:10]	Areth Martin has taken 1 damage from worldspawn.
[19:11:10]	Areth Martin ran 'equip' on item 'Citizen Filter' (#14220)
[19:12:15]	Areth Martin has taken 5 damage from ix_container.
[19:13:07]	Areth Martin ran 'take' on item 'Reclaimed Metal' (#12941)
[19:13:07]	Areth Martin has gained a 'Reclaimed Metal' #12941.
[19:17:29]	Areth Martin ran 'EquipUn' on item 'Green Citizen Suit' (#14131)
[19:18:55]	Areth Martin ran 'Equip' on item 'Green Citizen Suit' (#14131)
[19:19:10]	Neruel loaded the character 'Vuller Arton'
[19:19:28]	Vuller Arton used the 'Street Market' vendor.
[19:20:22]	Vuller Arton used the 'Street Market' vendor.
[19:20:24]	Vuller Arton has lost 15 tokens.
[19:20:24]	Vuller Arton has gained a 'Suitcase' #14222.
[19:20:35]	Vuller Arton has lost 10 tokens.
[19:20:35]	Vuller Arton has gained a 'Flashlight' #14223.
[19:20:40]	Vuller Arton has lost 3 tokens.
[19:20:40]	Vuller Arton has gained a 'Citizen Filter' #14224.
[19:21:29]	Vuller Arton has taken 250 damage from trigger_hurt.
[19:21:29]	trigger_hurt has killed Vuller Arton.
[19:21:42]	Vuller Arton used command '/CharFallOver'.
[19:21:43]	Vuller Arton used command '/CharGetUp'.
[19:21:43]	Vuller Arton used command '/CharGetUp'.
[19:21:44]	Vuller Arton used command '/CharGetUp'.
[19:21:44]	Vuller Arton used command '/CharGetUp'.
[19:21:45]	Vuller Arton used command '/CharGetUp'.
[19:21:46]	Vuller Arton used command '/CharGetUp'.
[19:21:46]	Vuller Arton used command '/CharGetUp'.
[19:21:47]	Vuller Arton used command '/CharGetUp'.
[19:21:48]	Vuller Arton used command '/CharGetUp'.
[19:22:11]	Vuller Arton ran 'drop' on item 'Suitcase' (#14222)
[19:22:11]	Vuller Arton has lost a 'Suitcase' #14222.
[19:22:40]	Vuller Arton ran 'take' on item 'Suitcase' (#14222)
[19:22:40]	Vuller Arton has gained a 'Suitcase' #14222.
[19:22:43]	Vuller Arton ran 'drop' on item 'Suitcase' (#14222)
[19:22:43]	Vuller Arton has lost a 'Suitcase' #14222.
[19:22:45]	Vuller Arton ran 'take' on item 'Suitcase' (#14222)
[19:22:45]	Vuller Arton has gained a 'Suitcase' #14222.
[19:23:03]	Vuller Arton ran 'drop' on item 'Suitcase' (#14222)
[19:23:03]	Vuller Arton has lost a 'Suitcase' #14222.
[19:23:13]	Vuller Arton has taken 250 damage from trigger_hurt.
[19:23:13]	trigger_hurt has killed Vuller Arton.
[19:23:19]	Vuller Arton has taken 250 damage from trigger_hurt.
[19:23:19]	trigger_hurt has killed Vuller Arton.
[19:23:22]	Vuller Arton has taken 250 damage from trigger_hurt.
[19:23:22]	trigger_hurt has killed Vuller Arton.
[19:23:29]	Vuller Arton used command '/CharFallOver'.
[19:23:29]	Vuller Arton used command '/CharGetUp'.
[19:23:30]	Vuller Arton used command '/CharGetUp'.
[19:23:30]	Vuller Arton used command '/CharGetUp'.
[19:23:31]	Vuller Arton used command '/CharGetUp'.
[19:23:32]	Vuller Arton used command '/CharGetUp'.
[19:23:33]	Vuller Arton used command '/CharGetUp'.
[19:23:33]	Vuller Arton used command '/CharGetUp'.
[19:23:34]	Vuller Arton used command '/CharGetUp'.
[19:23:43]	Vuller Arton has taken 250 damage from trigger_hurt.
[19:23:43]	trigger_hurt has killed Vuller Arton.
[19:23:49]	Vuller Arton used command '/CharFallOver'.
[19:23:50]	Vuller Arton used command '/CharGetUp'.
[19:23:51]	Vuller Arton used command '/CharGetUp'.
[19:23:52]	Vuller Arton used command '/CharGetUp'.
[19:23:52]	Vuller Arton used command '/CharGetUp'.
[19:23:54]	Vuller Arton used command '/CharGetUp'.
[19:23:54]	Vuller Arton used command '/CharGetUp'.
[19:23:55]	Vuller Arton used command '/CharGetUp'.
[19:24:03]	Vuller Arton has taken 250 damage from trigger_hurt.
[19:24:03]	trigger_hurt has killed Vuller Arton.
[19:24:06]	Neruel (STEAM_0:1:80342719) has disconnected.
[19:52:11]	ieloooow' lov.s <3 _ sb has connected.
[19:54:50]	ieloooow' lov.s <3 _ sb (STEAM_0:1:29934046) has disconnected.
[20:18:08]	[OOC] Jim Bostello: people people
[20:18:10]	[OOC] Jim Bostello: ahhh people
[20:18:41]	verexcy has connected.
[20:20:54]	[OOC] Jim Bostello: hello my comrades
[20:22:07]	verexcy (STEAM_0:1:594128100) has disconnected (timed out).
[20:35:14]	deantheone (STEAM_0:1:116497963) has disconnected.
[20:43:07]	[OOC] CCA.C08-UNION.i1.51023: that is
[20:43:09]	[OOC] CCA.C08-UNION.i1.51023: to be expected
[21:19:42]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[21:19:47]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:19:47]	CCA.C08-UNION.i1.51023 entered observer.
[21:19:48]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:19:49]	CCA.C08-UNION.i1.51023 entered observer.
[21:19:50]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:19:50]	CCA.C08-UNION.i1.51023 entered observer.
[21:38:23]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:38:23]	CCA.C08-UNION.i1.51023 entered observer.
[22:21:55]	matt saton (STEAM_0:1:53097688) has disconnected.
[22:23:28]	hnbug01 (STEAM_0:1:575208276) has disconnected.
