[01:29:33]	BlueBox has connected.
[22:01:34]	CAC.C17-CREMATOR.95127 destroyed a 'Light Bulb' #36718.
[22:01:34]	Kiff Sankase` ran 'take' on item 'Crowbar' (#37749)
[22:01:34]	Kiff Sankase` has gained a 'Crowbar' #37749.
[22:01:35]	CAC.C17-CREMATOR.95127 destroyed a 'Light Bulb' #37270.
[22:01:39]	CAC.C17-CREMATOR.95127 has gained a 'Rope' #37757.
[22:01:40]	CAC.C17-CREMATOR.95127 destroyed a 'Broken Computer Monitor' #37697.
[22:01:40]	CAC.C17-CREMATOR.95127 destroyed a 'Cloth Scrap' #37559.
[22:01:41]	Kiff Sankase` ran 'drop' on item 'Spark Plug' (#37753)
[22:01:41]	Kiff Sankase` has lost a 'Spark Plug' #37753.
[22:01:42]	Kiff Sankase` ran 'drop' on item 'Cables' (#37754)
[22:01:42]	Kiff Sankase` has lost a 'Cables' #37754.
[22:01:42]	CAC.C17-CREMATOR.95127 destroyed a 'Powercord' #36595.
[22:01:43]	CAC.C17-CREMATOR.95127 destroyed a 'Graphics Card' #37158.
[22:01:44]	Kiff Sankase` ran 'drop' on item 'Silicone Tube' (#37744)
[22:01:44]	Kiff Sankase` has lost a 'Silicone Tube' #37744.
[22:01:45]	Kiff Sankase` has gained a 'Empty Soda Bottle' #37758.
[22:01:48]	[LOOC] Qul'jal: that body on the console is so fucked rn
[22:01:48]	Kiff Sankase` ran 'drop' on item 'Empty Pill Bottle' (#37755)
[22:01:48]	Kiff Sankase` has lost a 'Empty Pill Bottle' #37755.
[22:01:52]	CAC.C17-CREMATOR.95127 destroyed a 'Screw Nuts' #35310.
[22:01:53]	[IT] Daniel J. Cutter: The blueprint would seemingly be of a crossbow...multiple parts being highlighted and underlined
[22:01:56]	[ME] Jacob Desmone: His face would lift up as if he was grinning 
[22:02:06]	[LOOC] Qul'jal: its spaghetti for me
[22:02:10]	Kiff Sankase` ran 'take' on item 'Electric Motor' (#37759)
[22:02:13]	[LOOC] Ava Carter: L
[22:02:19]	Kiff Sankase` has gained a 'Citizen Filter' #37760.
[22:02:49]	[ME] Qul'jal: would look out... thinking
[22:02:49]	[LOOC] Jacob Desmone: I need like 30 more engineering since I only have 50
[22:03:03]	[LOOC] Daniel J. Cutter: I'll lower it to 70 since of a blueprint
[22:03:09]	[LOOC] Jacob Desmone: Alright
[22:03:10]	fuckus (STEAM_0:1:54861900) has disconnected.
[22:03:57]	[ME] Qul'jal: would quickly and quietly mumble. 
[22:04:21]	[LOOC] Daniel J. Cutter: wha
[22:04:24]	[LOOC] Daniel J. Cutter: how...
[22:04:25]	[LOOC] Jacob Desmone: wth
[22:04:27]	Qul'jal used command '/PM cutter cremator just made me piss myself bro,'.
[22:04:58]	[ME] CAC.C17-CREMATOR.95127: then stops suddenly. Turning ever so slowly.
[22:05:16]	[W] Ava Carter: It looks clear but just to be safe stay hidden.
[22:05:19]	CAC.C17-CREMATOR.95127 destroyed a 'Empty Tin Can' #36979.
[22:05:22]	[Y] Jacob Desmone: Your fast man.
[22:05:29]	[Y] Daniel J. Cutter: HAH!
[22:05:34]	CAC.C17-CREMATOR.95127 destroyed a 'Roubles' #37467.
[22:05:36]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Metal' #37003.
[22:05:39]	CAC.C17-CREMATOR.95127 destroyed a 'Nylon Cord' #36726.
[22:05:40]	CAC.C17-CREMATOR.95127 destroyed a 'Empty Combine Air Tank' #36823.
[22:05:41]	[Y] Jacob Desmone: H-how.
[22:05:42]	CAC.C17-CREMATOR.95127 destroyed a 'Broken Keyboard' #37329.
[22:05:43]	CAC.C17-CREMATOR.95127 has gained a 'Nylon Cord' #37761.
[22:05:45]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Nylon Cord' (#37761)
[22:05:45]	CAC.C17-CREMATOR.95127 has lost a 'Nylon Cord' #37761.
[22:05:46]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Rope' (#37757)
[22:05:46]	CAC.C17-CREMATOR.95127 has lost a 'Rope' #37757.
[22:05:47]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Pipe' (#37741)
[22:05:47]	CAC.C17-CREMATOR.95127 has lost a 'Pipe' #37741.
[22:05:47]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Circuit Board' (#37739)
[22:05:47]	CAC.C17-CREMATOR.95127 has lost a 'Circuit Board' #37739.
[22:05:48]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Cloth Scrap' (#37737)
[22:05:48]	CAC.C17-CREMATOR.95127 has lost a 'Cloth Scrap' #37737.
[22:05:48]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Pipe' (#37756)
[22:05:48]	CAC.C17-CREMATOR.95127 has lost a 'Pipe' #37756.
[22:05:49]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Pipe' (#37746)
[22:05:49]	CAC.C17-CREMATOR.95127 has lost a 'Pipe' #37746.
[22:05:49]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Old Newspaper' (#37743)
[22:05:49]	CAC.C17-CREMATOR.95127 has lost a 'Old Newspaper' #37743.
[22:05:50]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'AA Battery' (#37735)
[22:05:50]	CAC.C17-CREMATOR.95127 has lost a 'AA Battery' #37735.
[22:05:51]	CAC.C17-CREMATOR.95127 destroyed a 'Old Newspaper' #37743.
[22:05:51]	CAC.C17-CREMATOR.95127 destroyed a 'Nylon Cord' #37761.
[22:05:51]	CAC.C17-CREMATOR.95127 destroyed a 'Rope' #37757.
[22:05:52]	CAC.C17-CREMATOR.95127 destroyed a 'Pipe' #37741.
[22:05:53]	CAC.C17-CREMATOR.95127 destroyed a 'Cloth Scrap' #37737.
[22:05:54]	CAC.C17-CREMATOR.95127 destroyed a 'Pipe' #37746.
[22:05:54]	CAC.C17-CREMATOR.95127 destroyed a 'Circuit Board' #37739.
[22:05:55]	CAC.C17-CREMATOR.95127 destroyed a 'Empty Tin Can' #37120.
[22:05:56]	CAC.C17-CREMATOR.95127 destroyed a 'AA Battery' #37735.
[22:05:57]	CAC.C17-CREMATOR.95127 destroyed a 'Pipe' #37756.
[22:05:58]	CAC.C17-CREMATOR.95127 destroyed a 'Circuit Board' #36965.
[22:06:00]	CAC.C17-CREMATOR.95127 destroyed a 'LCD Monitor' #37662.
[22:06:01]	CAC.C17-CREMATOR.95127 destroyed a 'Old Newspaper' #36991.
[22:06:03]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Plastic' #37273.
[22:06:06]	CAC.C17-CREMATOR.95127 destroyed a 'Graphics Card' #37465.
[22:06:07]	CAC.C17-CREMATOR.95127 destroyed a 'Boot' #37573.
[22:06:09]	CAC.C17-CREMATOR.95127 destroyed a 'Silicone Tube' #36959.
[22:06:09]	CAC.C17-CREMATOR.95127 destroyed a 'Old Newspaper' #36973.
[22:06:10]	CAC.C17-CREMATOR.95127 destroyed a 'Car Battery' #37564.
[22:06:12]	CAC.C17-CREMATOR.95127 has gained a 'Empty Cooking Oil Bottle' #37761.
[22:06:14]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Wood' #37661.
[22:06:14]	CAC.C17-CREMATOR.95127 destroyed a 'Broken LCD Monitor' #37638.
[22:06:16]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Empty Cooking Oil Bottle' (#37761)
[22:06:16]	CAC.C17-CREMATOR.95127 has lost a 'Empty Cooking Oil Bottle' #37761.
[22:06:17]	CAC.C17-CREMATOR.95127 destroyed a 'Empty Cooking Oil Bottle' #37761.
[22:06:21]	CAC.C17-CREMATOR.95127 ran 'take' on item 'Power Supply Unit' (#37663)
[22:06:21]	CAC.C17-CREMATOR.95127 has gained a 'Power Supply Unit' #37663.
[22:06:22]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Power Supply Unit' (#37663)
[22:06:22]	CAC.C17-CREMATOR.95127 has lost a 'Power Supply Unit' #37663.
[22:06:23]	CAC.C17-CREMATOR.95127 destroyed a 'Power Supply Unit' #37663.
[22:06:28]	[LOOC] Qul'jal: I rp as i see them using the vortessence
[22:06:30]	CAC.C17-CREMATOR.95127 has gained a 'Corrugated Hose' #37761.
[22:06:31]	CAC.C17-CREMATOR.95127 destroyed a 'Boot' #37667.
[22:06:32]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Corrugated Hose' (#37761)
[22:06:32]	CAC.C17-CREMATOR.95127 has lost a 'Corrugated Hose' #37761.
[22:06:33]	CAC.C17-CREMATOR.95127 destroyed a 'Corrugated Hose' #37761.
[22:06:36]	CAC.C17-CREMATOR.95127 destroyed a 'Box of Matches' #37276.
[22:06:37]	CAC.C17-CREMATOR.95127 destroyed a 'Locker Door' #37295.
[22:06:37]	CAC.C17-CREMATOR.95127 destroyed a 'Boot' #37318.
[22:06:41]	CAC.C17-CREMATOR.95127 has gained a 'Resin' #37761.
[22:06:42]	CAC.C17-CREMATOR.95127 destroyed a 'Boot' #37305.
[22:06:42]	CAC.C17-CREMATOR.95127 destroyed a 'Empty Tin Can' #37277.
[22:06:44]	CAC.C17-CREMATOR.95127 destroyed a 'AA Battery' #37326.
[22:06:47]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Resin' (#37761)
[22:06:47]	CAC.C17-CREMATOR.95127 has lost a 'Resin' #37761.
[22:06:55]	CAC.C17-CREMATOR.95127 destroyed a 'Pipe' #37310.
[22:06:56]	CAC.C17-CREMATOR.95127 has gained a 'Nylon Cord' #37762.
[22:07:03]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Nylon Cord' (#37762)
[22:07:03]	CAC.C17-CREMATOR.95127 has lost a 'Nylon Cord' #37762.
[22:07:04]	CAC.C17-CREMATOR.95127 destroyed a 'Nylon Cord' #37762.
[22:07:04]	Jacob Desmone ran 'drop' on item 'Scrap Glass' (#37275)
[22:07:04]	Jacob Desmone has lost a 'Scrap Glass' #37275.
[22:07:05]	CAC.C17-CREMATOR.95127 destroyed a 'Graphics Card' #37320.
[22:07:08]	[ME] Qul'jal: would calmy mutter. Something.
[22:07:20]	CAC.C17-CREMATOR.95127 destroyed a 'Pan' #37141.
[22:07:20]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Plastic' #36997.
[22:07:22]	CAC.C17-CREMATOR.95127 destroyed a 'Broken LCD Monitor' #36999.
[22:07:23]	CAC.C17-CREMATOR.95127 has gained a 'Scrap Metal' #37762.
[22:07:28]	CAC.C17-CREMATOR.95127 destroyed a 'Empty Pill Bottle' #34472.
[22:07:30]	CAC.C17-CREMATOR.95127 destroyed a 'Pipe' #37536.
[22:07:32]	CAC.C17-CREMATOR.95127 destroyed a 'Blood Collecting Syringe' #35814.
[22:07:33]	CAC.C17-CREMATOR.95127 destroyed a 'Light Bulb' #37565.
[22:07:35]	CAC.C17-CREMATOR.95127 destroyed a 'AA Battery' #32129.
[22:07:42]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'Scrap Metal' (#37762)
[22:07:42]	CAC.C17-CREMATOR.95127 has lost a 'Scrap Metal' #37762.
[22:07:43]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Metal' #37762.
[22:08:09]	Jacob Desmone opened the 'Crate' #244 container.
[22:08:12]	CAC.C17-CREMATOR.95127 opened the 'Toolbox' #2980 container.
[22:08:14]	CAC.C17-CREMATOR.95127 closed the 'Toolbox' #2980 container.
[22:08:14]	Jacob Desmone closed the 'Crate' #244 container.
[22:08:30]	CAC.C17-CREMATOR.95127 destroyed a 'Car Battery' #37303.
[22:08:30]	CAC.C17-CREMATOR.95127 destroyed a 'Refined Electronics' #35559.
[22:08:31]	CAC.C17-CREMATOR.95127 destroyed a 'Nylon Cord' #35747.
[22:08:31]	CAC.C17-CREMATOR.95127 destroyed a 'Rope' #35806.
[22:08:32]	CAC.C17-CREMATOR.95127 destroyed a 'Powercord' #35810.
[22:08:32]	CAC.C17-CREMATOR.95127 destroyed a 'Cloth Scrap' #37314.
[22:08:32]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Metal' #37358.
[22:08:32]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Electronics' #36733.
[22:08:33]	CAC.C17-CREMATOR.95127 destroyed a 'Refined Metal' #35800.
[22:08:33]	CAC.C17-CREMATOR.95127 destroyed a 'AA Battery' #35061.
[22:08:33]	CAC.C17-CREMATOR.95127 destroyed a 'Refined Metal' #36889.
[22:08:33]	CAC.C17-CREMATOR.95127 destroyed a 'Light Bulb' #37315.
[22:08:33]	CAC.C17-CREMATOR.95127 destroyed a 'Military Circuit Board' #36592.
[22:08:34]	CAC.C17-CREMATOR.95127 destroyed a 'Cloth Scrap' #36661.
[22:08:34]	CAC.C17-CREMATOR.95127 destroyed a 'Piece of Plexiglass' #37325.
[22:08:34]	CAC.C17-CREMATOR.95127 destroyed a 'Cloth Scrap' #34942.
[22:08:34]	Jacob Desmone opened the 'Crate' #214 container.
[22:08:34]	CAC.C17-CREMATOR.95127 destroyed a 'Circuit Board' #35830.
[22:08:34]	CAC.C17-CREMATOR.95127 destroyed a 'Sewn Cloth' #37143.
[22:08:35]	CAC.C17-CREMATOR.95127 destroyed a 'Pack of Nails' #37322.
[22:08:35]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Glass' #37308.
[22:08:35]	CAC.C17-CREMATOR.95127 destroyed a 'Piece of Plexiglass' #37307.
[22:08:35]	CAC.C17-CREMATOR.95127 destroyed a 'Cables' #37332.
[22:08:35]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Glass' #35815.
[22:08:36]	CAC.C17-CREMATOR.95127 destroyed a 'Citizen Filter' #37328.
[22:08:36]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Glass' #37316.
[22:08:37]	CAC.C17-CREMATOR.95127 destroyed a 'Cloth Scrap' #37046.
[22:08:37]	CAC.C17-CREMATOR.95127 destroyed a 'Human Science Eye Poster' #36923.
[22:08:39]	CAC.C17-CREMATOR.95127 destroyed a 'Circuit Board' #35812.
[22:08:39]	CAC.C17-CREMATOR.95127 destroyed a 'Pack of Nails' #35757.
[22:08:39]	CAC.C17-CREMATOR.95127 destroyed a 'Spark Plug' #35476.
[22:08:39]	CAC.C17-CREMATOR.95127 destroyed a 'AI-2 Medikit' #36918.
[22:08:40]	CAC.C17-CREMATOR.95127 destroyed a 'Pack of Nails' #36931.
[22:08:40]	CAC.C17-CREMATOR.95127 destroyed a 'Powercord' #35782.
[22:08:40]	CAC.C17-CREMATOR.95127 destroyed a 'LCD Monitor' #36751.
[22:08:40]	CAC.C17-CREMATOR.95127 destroyed a 'Capacitors' #36752.
[22:08:41]	CAC.C17-CREMATOR.95127 destroyed a 'Nylon Cord' #35646.
[22:08:42]	CAC.C17-CREMATOR.95127 destroyed a 'Capacitors' #35769.
[22:08:42]	Jacob Desmone closed the 'Crate' #214 container.
[22:08:42]	CAC.C17-CREMATOR.95127 destroyed a 'Capacitors' #35779.
[22:08:43]	CAC.C17-CREMATOR.95127 destroyed a 'Circuit Board' #35771.
[22:08:43]	CAC.C17-CREMATOR.95127 destroyed a 'Car Battery' #35785.
[22:08:43]	CAC.C17-CREMATOR.95127 destroyed a 'Capacitors' #35459.
[22:08:44]	CAC.C17-CREMATOR.95127 destroyed a 'Car Battery' #35802.
[22:08:44]	Daniel J. Cutter has gained a 'Instant Cold Pack' #37762.
[22:08:44]	Daniel J. Cutter used command '/CharGiveItem Cutter cold 1'.
[22:08:45]	Daniel J. Cutter opened the 'Reinforced Padlocked Locker' #2853 container.
[22:08:45]	CAC.C17-CREMATOR.95127 destroyed a 'Nylon Cord' #35644.
[22:08:46]	CAC.C17-CREMATOR.95127 destroyed a 'Circuit Board' #35886.
[22:08:46]	CAC.C17-CREMATOR.95127 destroyed a 'Corrugated Hose' #35763.
[22:08:46]	CAC.C17-CREMATOR.95127 destroyed a 'Refined Metal' #35745.
[22:08:47]	CAC.C17-CREMATOR.95127 destroyed a 'AA Battery' #35819.
[22:08:48]	CAC.C17-CREMATOR.95127 destroyed a 'Box of Matches' #37296.
[22:08:48]	CAC.C17-CREMATOR.95127 destroyed a 'Bleach' #35791.
[22:08:49]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Plastic' #35789.
[22:08:49]	Daniel J. Cutter closed the 'Reinforced Padlocked Locker' #2853 container.
[22:08:49]	CAC.C17-CREMATOR.95127 destroyed a 'Military Circuit Board' #35649.
[22:08:50]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Plastic' #34431.
[22:08:51]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Plastic' #37321.
[22:08:52]	[LOOC] Qul'jal: do you guys have respirators or is the air breathable for everyone out here?
[22:08:54]	CAC.C17-CREMATOR.95127 destroyed a 'Military Circuit Board' #35887.
[22:08:56]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Glass' #36754.
[22:08:57]	CAC.C17-CREMATOR.95127 destroyed a 'AA Battery' #35768.
[22:08:59]	CAC.C17-CREMATOR.95127 destroyed a 'Minimum Grade Food Product (Fish Flavor)' #37311.
[22:08:59]	CAC.C17-CREMATOR.95127 destroyed a 'Pin' #35760.
[22:09:00]	[LOOC] Daniel J. Cutter: Respirator
[22:09:00]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Glass' #34412.
[22:09:01]	CAC.C17-CREMATOR.95127 destroyed a 'Wires' #24961.
[22:09:01]	CAC.C17-CREMATOR.95127 destroyed a 'Wires' #31247.
[22:09:01]	CAC.C17-CREMATOR.95127 destroyed a 'Electric Motor' #36756.
[22:09:02]	CAC.C17-CREMATOR.95127 destroyed a 'Sewing Kit' #36924.
[22:09:02]	CAC.C17-CREMATOR.95127 destroyed a 'Refined Electronics' #36998.
[22:09:02]	CAC.C17-CREMATOR.95127 destroyed a 'Graphics Card' #32022.
[22:09:03]	CAC.C17-CREMATOR.95127 destroyed a 'Capacitors' #34536.
[22:09:03]	CAC.C17-CREMATOR.95127 destroyed a 'Capacitors' #31617.
[22:09:04]	[ME] Ava Carter: would walk towards a case showing the baron the lock they put there
[22:09:04]	CAC.C17-CREMATOR.95127 destroyed a 'Circuit Board' #33961.
[22:09:04]	CAC.C17-CREMATOR.95127 destroyed a 'Capacitors' #33434.
[22:09:04]	CAC.C17-CREMATOR.95127 destroyed a 'Pack of Nails' #31455.
[22:09:05]	CAC.C17-CREMATOR.95127 destroyed a 'Piece of Plexiglass' #28635.
[22:09:05]	CAC.C17-CREMATOR.95127 destroyed a 'Capacitors' #25914.
[22:09:05]	CAC.C17-CREMATOR.95127 destroyed a 'Circuit Board' #35864.
[22:09:06]	CAC.C17-CREMATOR.95127 destroyed a 'Resin' #32183.
[22:09:06]	CAC.C17-CREMATOR.95127 destroyed a 'Spark Plug' #34528.
[22:09:07]	CAC.C17-CREMATOR.95127 destroyed a 'Bleach' #34539.
[22:09:07]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Plastic' #37368.
[22:09:07]	CAC.C17-CREMATOR.95127 destroyed a 'Capacitors' #34351.
[22:09:08]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Electronics' #37366.
[22:09:09]	CAC.C17-CREMATOR.95127 destroyed a 'Silicone Tube' #36822.
[22:09:09]	CAC.C17-CREMATOR.95127 destroyed a 'Cloth Scrap' #37353.
[22:09:10]	CAC.C17-CREMATOR.95127 destroyed a 'Metal Gas Can' #37365.
[22:09:12]	CAC.C17-CREMATOR.95127 destroyed a 'Cyclopic Citizen Suit' #37391.
[22:09:12]	[ME] Daniel J. Cutter: Would unlock a few of the lockers, checking the contents of them
[22:09:13]	CAC.C17-CREMATOR.95127 destroyed a 'Capacitors' #34543.
[22:09:14]	CAC.C17-CREMATOR.95127 destroyed a 'Boot' #37304.
[22:09:15]	CAC.C17-CREMATOR.95127 destroyed a 'Capacitors' #33811.
[22:09:15]	CAC.C17-CREMATOR.95127 destroyed a 'Wires' #32205.
[22:09:16]	CAC.C17-CREMATOR.95127 destroyed a 'Pan' #30595.
[22:09:17]	CAC.C17-CREMATOR.95127 destroyed a 'Small Thermos' #33226.
[22:09:17]	CAC.C17-CREMATOR.95127 destroyed a 'Green Citizen Suit' #19580.
[22:09:18]	CAC.C17-CREMATOR.95127 opened the 'Padlocked Crate' #2900 container.
[22:09:21]	CAC.C17-CREMATOR.95127 closed the 'Padlocked Crate' #2900 container.
[22:09:24]	CAC.C17-CREMATOR.95127 destroyed a 'Bolts' #35500.
[22:09:25]	CAC.C17-CREMATOR.95127 destroyed a 'Bolts' #37298.
[22:09:25]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Wood' #36926.
[22:09:25]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Wood' #35764.
[22:09:25]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Wood' #36929.
[22:09:26]	CAC.C17-CREMATOR.95127 destroyed a 'LCD Monitor' #34540.
[22:09:31]	Daniel J. Cutter opened the 'Reinforced Padlocked Locker' #2853 container.
[22:09:34]	Daniel J. Cutter has gained a 'Instant Cold Pack' #37762.
[22:09:35]	Daniel J. Cutter closed the 'Reinforced Padlocked Locker' #2853 container.
[22:09:47]	[ME] Daniel J. Cutter: Would hand over the Cold Pack
[22:09:51]	Daniel J. Cutter ran 'drop' on item 'Instant Cold Pack' (#37762)
[22:09:51]	Daniel J. Cutter has lost a 'Instant Cold Pack' #37762.
[22:09:53]	Jacob Desmone ran 'take' on item 'Instant Cold Pack' (#37762)
[22:09:53]	Jacob Desmone has gained a 'Instant Cold Pack' #37762.
[22:10:00]	[LOOC] Daniel J. Cutter: one sec, admin shtuff
[22:10:08]	Daniel J. Cutter entered observer.
[22:10:16]	[ME] Jacob Desmone: Would open the coldpack dispenseing a chemical out of it throwing the wrapper away
[22:10:28]	Daniel J. Cutter exited observer at their location.
[22:10:28]	Daniel J. Cutter entered observer.
[22:10:31]	Daniel J. Cutter exited observer at their location.
[22:10:33]	CAC.C17-CREMATOR.95127 has gained a 'AA Battery' #37763.
[22:10:37]	CAC.C17-CREMATOR.95127 ran 'drop' on item 'AA Battery' (#37763)
[22:10:37]	CAC.C17-CREMATOR.95127 has lost a 'AA Battery' #37763.
[22:10:39]	CAC.C17-CREMATOR.95127 destroyed a 'AA Battery' #37763.
[22:10:54]	Ava Carter opened the 'Crate' #244 container.
[22:10:59]	Ava Carter closed the 'Crate' #244 container.
[22:11:18]	CAC.C17-CREMATOR.95127 destroyed a 'Empty Paint Can' #36824.
[22:11:19]	Ava Carter has gained a 'Scrap Metal' #37763.
[22:11:20]	Ava Carter has gained a 'Scrap Metal' #37764.
[22:11:21]	Ava Carter has gained a 'Scrap Metal' #37765.
[22:11:22]	Ava Carter has gained a 'Scrap Metal' #37766.
[22:11:29]	CAC.C17-CREMATOR.95127 destroyed a 'Adjustable Wrench' #37223.
[22:11:31]	Ava Carter has gained a 'Refined Metal' #37767.
[22:11:36]	Ava Carter has gained a 'Refined Metal' #37768.
[22:11:49]	Ava Carter ran 'drop' on item 'Refined Metal' (#37768)
[22:11:49]	Ava Carter has lost a 'Refined Metal' #37768.
[22:11:50]	Ava Carter ran 'drop' on item 'Refined Metal' (#37767)
[22:11:50]	Ava Carter has lost a 'Refined Metal' #37767.
[22:12:48]	[LOOC] Daniel J. Cutter: quite*
[22:13:24]	CAC.C17-CREMATOR.95127 destroyed a 'Empty Consulate Water Can' #35469.
[22:13:37]	Jacob Desmone ran 'take' on item 'Scrap Glass' (#34675)
[22:13:37]	Jacob Desmone has gained a 'Scrap Glass' #34675.
[22:13:41]	Daniel J. Cutter ran 'take' on item 'Scrap Glass' (#34457)
[22:13:41]	Daniel J. Cutter has gained a 'Scrap Glass' #34457.
[22:13:44]	[ME] Jacob Desmone: Would pick up a little peice of junk
[22:13:58]	Daniel J. Cutter entered observer.
[22:14:05]	[Y] Jacob Desmone: They are harmless unless provoked.
[22:14:06]	Daniel J. Cutter exited observer at their location.
[22:14:07]	Daniel J. Cutter entered observer.
[22:14:09]	Daniel J. Cutter exited observer at their location.
[22:14:10]	[ME] Qul'jal: would look out 
[22:14:28]	[ME] Jacob Desmone: Would take out a piece of scrap and throw it behind the cremator as far as possible
[22:14:34]	[ME] CAC.C17-CREMATOR.95127: stares at the man, breathing in deeply.
[22:14:39]	Daniel J. Cutter entered observer.
[22:14:41]	Daniel J. Cutter ran 'drop' on item 'Scrap Glass' (#34457)
[22:14:41]	Daniel J. Cutter has lost a 'Scrap Glass' #34457.
[22:14:54]	[ME] CAC.C17-CREMATOR.95127: stares blankly at them.
[22:15:05]	[ME] CAC.C17-CREMATOR.95127: begins to walk past. Slowly...
[22:15:16]	[LOOC] Jacob Desmone: why u invis
[22:15:28]	[ME] Jacob Desmone: Would help him move the board
[22:15:28]	[ME] Daniel J. Cutter: Would kick the board of wood off the ship
[22:15:41]	[LOOC] Daniel J. Cutter: btw, the board to the ship is gone
[22:15:48]	[LOOC] Daniel J. Cutter: just cant be moved
[22:15:53]	[Y] Jacob Desmone: Oh fuck.
[22:15:54]	[LOOC] Daniel J. Cutter: Its gone btw
[22:16:11]	[Y] Jacob Desmone: Move out of the way.
[22:16:12]	[Y] Jacob Desmone: Its got range.
[22:16:20]	Daniel J. Cutter entered observer.
[22:16:21]	Daniel J. Cutter exited observer at their location.
[22:16:30]	[Y] Qul'jal: It can not enter the top room. It is simply too large.
[22:16:31]	[ME] CAC.C17-CREMATOR.95127: aims the flamethrower towards the corpses on the ship.
[22:16:41]	[Y] Daniel J. Cutter: // the board on the ship is off.
[22:17:41]	CAC.C17-CREMATOR.95127 destroyed a 'Scrap Glass' #34457.
[22:18:38]	CAC.C17-CREMATOR.95127 destroyed a 'Raw Antlion Meat' #37695.
[22:19:14]	Ava Carter ran 'Equip' on item 'Empty Glass Bottle' (#37516)
[22:19:17]	Ava Carter ran 'drop' on item 'Empty Glass Bottle' (#37516)
[22:19:17]	Ava Carter has lost a 'Empty Glass Bottle' #37516.
[22:19:32]	[ME] Qul'jal: would simply keep his eyes on the cremator. Feeling it through the vortessence.
[22:19:32]	Daniel J. Cutter ran 'take' on item 'Empty Glass Bottle' (#37516)
[22:19:32]	Daniel J. Cutter has gained a 'Empty Glass Bottle' #37516.
[22:19:33]	Daniel J. Cutter ran 'drop' on item 'Empty Glass Bottle' (#37516)
[22:19:33]	Daniel J. Cutter has lost a 'Empty Glass Bottle' #37516.
[22:19:34]	[Y] Jacob Desmone: Wait.
[22:19:52]	CAC.C17-CREMATOR.95127 has taken 5 damage from npc_antlion.
[22:19:53]	CAC.C17-CREMATOR.95127 has taken 5 damage from npc_antlion.
[22:19:56]	CAC.C17-CREMATOR.95127 has taken 1 damage from CAC.C17-CREMATOR.95127.
[22:19:58]	CAC.C17-CREMATOR.95127 has taken 0 damage from CAC.C17-CREMATOR.95127.
