[00:00:31]	[LOOC] Ryan Marnett: septembmer
[18:28:01]	Karl Von Habsburg exited observer at their location.
[18:28:39]	[OOC] OTA.C14-ECHO.OWC.69654: Back
[18:28:55]	CCA.C36-QrM.10523 exited observer at their location.
[18:29:27]	Milanesa :3™ loaded the character 'Gregory Smith'
[18:29:40]	CCA.C36-QrM.10523 has taken 7 damage from OTA.C14-ECHO.OWC.69654.
[18:29:40]	CCA.C36-QrM.10523 has taken 7 damage from OTA.C14-ECHO.OWC.69654.
[18:29:40]	CCA.C36-QrM.10523 has taken 41 damage from OTA.C14-ECHO.OWC.69654.
[18:29:41]	CCA.C36-QrM.10523 has taken 43 damage from OTA.C14-ECHO.OWC.69654.
[18:29:41]	CCA.C36-QrM.10523 has taken 7 damage from OTA.C14-ECHO.OWC.69654.
[18:29:41]	CCA.C36-QrM.10523 has taken 7 damage from OTA.C14-ECHO.OWC.69654.
[18:29:41]	CCA.C36-QrM.10523 has taken 7 damage from OTA.C14-ECHO.OWC.69654.
[18:29:41]	CCA.C36-QrM.10523 has taken 7 damage from OTA.C14-ECHO.OWC.69654.
[18:29:42]	CCA.C36-QrM.10523 has taken 8 damage from OTA.C14-ECHO.OWC.69654.
[18:29:42]	CCA.C36-QrM.10523 has taken 44 damage from OTA.C14-ECHO.OWC.69654.
[18:29:42]	CCA.C36-QrM.10523 has taken 1 damage from OTA.C14-ECHO.OWC.69654.
[18:29:42]	CCA.C36-QrM.10523 entered observer.
[18:29:54]	CCA.C36-QrM.10523 exited observer at their location.
[18:30:12]	[OOC] Gregory Smith: the addon witcher gates is creating scripts errors
[18:30:19]	[OOC] Gregory Smith: also hi
[18:30:27]	[OOC] OTA.C14-ECHO.OWC.29481: heell0
[18:30:31]	CCA.C36-QrM.10523 has taken 4 damage from Karl Von Habsburg.
[18:30:33]	CCA.C36-QrM.10523 used command '/CharGetUp'.
[18:30:36]	CCA.C36-QrM.10523 used command '/CharGetUp'.
[18:30:36]	CCA.C36-QrM.10523 used command '/CharGetUp'.
[18:30:37]	[OOC] OTA.C14-ECHO.OWC.69654: Yo, also i've never gotten errors from the witcher gates.
[18:30:37]	CCA.C36-QrM.10523 used command '/CharGetUp'.
[18:30:38]	CCA.C36-QrM.10523 used command '/CharGetUp'.
[18:30:39]	CCA.C36-QrM.10523 used command '/CharGetUp'.
[18:30:39]	Karl Von Habsburg entered observer.
[18:30:40]	CCA.C36-QrM.10523 used command '/CharGetUp'.
[18:30:40]	CCA.C36-QrM.10523 entered observer.
[18:30:52]	[OOC] Karl Von Habsburg: Event start
[18:31:03]	CCA.C36-QrM.10523 entered observer.
[18:31:06]	[CGN] Painevan loaded the character 'Joe Arnold'
[18:31:07]	Joe Arnold entered observer.
[18:31:12]	[OOC] Gregory Smith: well, it never happened to me, except now
[18:31:17]	CCA.C36-QrM.10523 exited observer at their location.
[18:31:19]	[LOOC] OTA.C14-ECHO.OWC.69654: Lets get in IC and not dumbo
[18:31:24]	CCA.C36-QrM.10523 entered observer.
[18:31:31]	CCA.C36-QrM.10523 exited observer at their location.
[18:31:32]	CCA.C36-QrM.10523 has taken 13 damage from worldspawn.
[18:31:34]	CCA.C36-QrM.10523 entered observer.
[18:31:38]	CCA.C36-QrM.10523 exited observer at their location.
[18:32:03]	[LOOC] OTA.C14-ECHO.OWC.69654: IC time
[18:32:18]	OTA.C14-ECHO.OWC.69654 used command '/Radio ECHO:ONE is out of stasis, 10-8.'.
[18:32:31]	CCA.C36-QrM.10523 has gained 10 tokens.
[18:32:55]	[LOOC] OTA.C14-ECHO.OWC.69654: Eh
[18:32:59]	OTA.C14-ECHO.OWC.29481 used command '/Radio ECHO:One exiting stasis, 10-8.'.
[18:33:01]	CCA.C36-QrM.10523 used command '/Radio Attention units of City-14. The supply train from City-36 will be here shortly.'.
[18:33:30]	[CGN] Painevan loaded the character 'CCA.C14-HELIX.i4.50299'
[18:33:31]	CCA.C14-HELIX.i4.50299 entered observer.
[18:33:36]	CCA.C36-QrM.10523 ran 'drop' on item 'Duplex Radio' (#27317)
[18:33:36]	CCA.C36-QrM.10523 has lost a 'Duplex Radio' #27317.
[18:33:42]	CCA.C14-HELIX.i4.50299 ran 'take' on item 'Duplex Radio' (#27317)
[18:33:42]	CCA.C14-HELIX.i4.50299 has gained a 'Duplex Radio' #27317.
[18:33:43]	CCA.C36-QrM.10523 entered observer.
[18:33:43]	OTA.C14-ECHO.OWC.69654 used command '/Radio Unit updating 10-20 to QZ.'.
[18:33:43]	CCA.C36-QrM.10523 exited observer at their location.
[18:33:47]	CCA.C14-HELIX.i4.50299 ran 'drop' on item 'Duplex Radio' (#27317)
[18:33:47]	CCA.C14-HELIX.i4.50299 has lost a 'Duplex Radio' #27317.
[18:33:48]	CCA.C36-QrM.10523 entered observer.
[18:33:49]	CCA.C36-QrM.10523 exited observer at their location.
[18:33:55]	CCA.C36-QrM.10523 has gained a 'Hybrid Radio' #27348.
[18:33:55]	CCA.C36-QrM.10523 used command '/CharGiveItem qrm hybrid'.
[18:33:58]	CCA.C36-QrM.10523 ran 'Toggle' on item 'Hybrid Radio' (#27348)
[18:33:59]	CCA.C36-QrM.10523 ran 'Channel' on item 'Hybrid Radio' (#27348)
[18:34:01]	CCA.C36-QrM.10523 used command '/SetChan 1'.
[18:34:02]	CCA.C36-QrM.10523 ran 'Frequency' on item 'Hybrid Radio' (#27348)
[18:34:05]	CCA.C36-QrM.10523 used command '/SetFreq 135.8'.
[18:34:09]	CCA.C36-QrM.10523 used command '/Radio Attention units of City-14. The supply train from City-36 will be here shortly.'.
[18:34:23]	OTA.C14-ECHO.OWC.69654 used command '/Radio Understood'.
[18:34:28]	OTA.C14-ECHO.OWC.29481 used command '/Radio Copy that.'.
[18:34:29]	CCA.C36-QrM.10523 used command '/Radio Come to the trainstation at the processing checkpoint to begin security'.
[18:34:33]	OTA.C14-ECHO.OWC.29481 used command '/Radio 10-9?'.
[18:35:35]	CCA.C36-QrM.10523 entered observer.
[18:35:40]	CCA.C36-QrM.10523 exited observer at their location.
[18:36:21]	CCA.C36-QrM.10523 entered observer.
[18:36:25]	CCA.C36-QrM.10523 exited observer at their location.
[18:36:28]	CCA.C36-QrM.10523 entered observer.
[18:36:45]	[OOC] Gregory Smith: Did event start?
[18:36:47]	CCA.C14-HELIX.i4.50299 has spawned a 'NPC [1980][npc_zombie]'.
[18:36:49]	[OOC] CCA.C36-QrM.10523: it's starting
[18:36:55]	[OOC] Gregory Smith: alr
[18:37:05]	[OOC] OTA.C14-ECHO.OWC.69654: TFW 10-9 but he didn't 10-9
[18:37:07]	Milanesa :3™ loaded the character 'Joseph Miller'
[18:37:12]	[ME] OTA.C14-ECHO.OWC.69654: Grabs the turret and begins dragging it.
[18:37:22]	[OOC] Joseph Miller: I'm gonna play with this  cjar
[18:37:25]	[OOC] Joseph Miller: char*
[18:37:28]	[ME] OTA.C14-ECHO.OWC.69654: then climbs up and places it down
[18:37:31]	CCA.C36-QrM.10523 has gained 10 tokens.
[18:37:43]	[OOC] OTA.C14-ECHO.OWC.69654: Pain, me placing down turret.
[18:37:46]	CCA.C36-QrM.10523 used command '/Radio Come to the processing checkpoint at your trainstation to begin security'.
[18:38:06]	[OOC] Joseph Miller: lag
[18:38:18]	OTA.C14-ECHO.OWC.69654 has taken 12 damage from trigger_hurt.
[18:38:30]	CCA.C14-HELIX.i4.50299 has gained 10 tokens.
[18:38:33]	CCA.C14-HELIX.i4.50299 exited observer at their location.
[18:38:33]	CCA.C14-HELIX.i4.50299 entered observer.
[18:38:34]	CCA.C14-HELIX.i4.50299 exited observer at their location.
[18:38:42]	CCA.C14-HELIX.i4.50299 entered observer.
[18:38:43]	CCA.C14-HELIX.i4.50299 exited observer at their location.
[18:38:46]	CCA.C36-QrM.10523 exited observer at their location.
[18:38:47]	[CGN] Painevan loaded the character 'Joe Arnold'
[18:38:47]	CCA.C36-QrM.10523 entered observer.
[18:38:48]	Joe Arnold entered observer.
[18:39:25]	CCA.C36-QrM.10523 used command '/Radio Train ETA 2 minutes'.
[18:40:02]	[LOOC] OTA.C14-ECHO.OWC.69654: I KNOW RIGHT, WE WERE ALWAYS HERE
[18:40:07]	CCA.C36-QrM.10523 used command '/Radio Train ETA 1 minute'.
[18:40:13]	OTA.C14-ECHO.OWC.69654 used command '/Radio Copy that'.
[18:40:28]	CCA.C36-QrM.10523 used command '/Radio'.
[18:40:36]	[OOC] CCA.C36-QrM.10523: void that accidental radio
[18:40:44]	[OOC] OTA.C14-ECHO.OWC.69654: How about no.
[18:40:46]	[OOC] OTA.C14-ECHO.OWC.69654: Fine
[18:40:55]	Secret has connected.
[18:40:59]	[OOC] OTA.C14-ECHO.OWC.69654: NICE
[18:41:27]	[LOOC] OTA.C14-ECHO.OWC.69654: Imagine not being OTA.
[18:41:33]	[OOC] Joseph Miller: do any otehr user that is not Staff member know what's this event about or is it secret?
[18:41:39]	[OOC] Joseph Miller: other*
[18:41:43]	CCA.C36-QrM.10523 used command '/PM joe when should i report that we got hit?'.
[18:41:44]	[OOC] OTA.C14-ECHO.OWC.69654: maybe, maybe not.
[18:41:54]	[OOC] Joseph Miller: just say if you know or not :[
[18:42:06]	[OOC] OTA.C14-ECHO.OWC.69654: Maybe, maybe not.
[18:42:13]	Joe Arnold used command '/PM QRM say that the train is derailing,'.
[18:42:13]	CCA.C36-QrM.10523 used command '/PM joe cause we would get hit then you could do the /event the train derails or some shit'.
[18:42:14]	[OOC] OTA.C14-ECHO.OWC.29481: Maybe, maybe not.
[18:42:22]	[LOOC] OTA.C14-ECHO.OWC.69654: Yes, join in BROTHER.
[18:42:22]	[OOC] Joseph Miller: *Grabs his gun from his pocket*
[18:42:28]	[OOC] OTA.C14-ECHO.OWC.29481: FAILRP
[18:42:29]	CCA.C36-QrM.10523 used command '/Radio Shit! The train just fucking dera-'.
[18:42:29]	Secret loaded the character 'Joel Maskington'
[18:42:31]	CCA.C36-QrM.10523 has gained 10 tokens.
[18:42:34]	[OOC] OTA.C14-ECHO.OWC.29481: REEEEEEEEEEEEEE oh fuck
[18:42:34]	[OOC] Joseph Miller: Why
[18:42:35]	Joe Arnold used command '/Event In the distance you can hear the sound of a large train.'.
[18:42:41]	CCA.C36-QrM.10523 exited observer at their location.
[18:42:47]	Joe Arnold exited observer at their location.
[18:42:54]	[OOC] Joseph Miller: why failRP? 
[18:42:55]	Joe Arnold entered observer.
[18:43:02]	[OOC] OTA.C14-ECHO.OWC.29481: it was a joke
[18:43:05]	CCA.C36-QrM.10523 used command '/Radio 11-99'.
[18:43:19]	Joe Arnold used command '/Event The sudden crash sends shockwaves throughout the city.'.
[18:43:22]	[OOC] Joseph Miller: oof
[18:43:23]	OTA.C14-ECHO.OWC.29481 used command '/Radio Overwatch, train derailed at City 14 trainstation.'.
[18:43:33]	[OOC] Joseph Miller: is that happening in the trainstation?
[18:43:34]	[ME] OTA.C14-ECHO.OWC.69654: Fires one shot into the lock
[18:43:38]	CCA.C36-QrM.10523 entered observer.
[18:43:39]	CCA.C36-QrM.10523 exited observer at their location.
[18:43:56]	[ME] OTA.C14-ECHO.OWC.69654: Grabs the man by his arm and begins dragging him.
[18:44:35]	Joel Maskington ran 'drop' on item 'Relocation Coupon' (#27109)
[18:44:35]	Joel Maskington has lost a 'Relocation Coupon' #27109.
[18:44:37]	Joe Arnold ran 'take' on item 'Relocation Coupon' (#27109)
[18:44:37]	Joe Arnold has gained a 'Relocation Coupon' #27109.
[18:44:38]	Milanesa :3™ loaded the character 'Thomas Anderson'
[18:44:53]	Joe Arnold ran 'take' on item 'Citizen ID' (#27349)
[18:44:53]	Joe Arnold has gained a 'Citizen ID' #27349.
[18:44:55]	Joe Arnold entered observer.
[18:44:56]	Joe Arnold entered observer.
[18:44:58]	Joe Arnold ran 'drop' on item 'Citizen ID' (#27349)
[18:44:58]	Joe Arnold has lost a 'Citizen ID' #27349.
[18:45:02]	Joe Arnold entered observer.
[18:45:04]	Joel Maskington ran 'take' on item 'Citizen ID' (#27349)
[18:45:04]	Joel Maskington has gained a 'Citizen ID' #27349.
[18:45:23]	[ME] OTA.C14-ECHO.OWC.69654: Sits down the QrM dumbo
[18:45:26]	Joe Arnold exited observer at their location.
[18:45:28]	Joe Arnold entered observer.
[18:45:29]	Joe Arnold exited observer at their location.
[18:45:42]	[ME] Joe Arnold: looks through the open container at the train.
[18:45:51]	[Y] Thomas Anderson: DID IT CRASHED?
[18:45:53]	[ME] Joe Arnold: grabs a large device and takes off.
[18:45:57]	[Y] Thomas Anderson: Hey.
[18:45:58]	[Y] Thomas Anderson: HEY.
[18:46:03]	Joe Arnold entered observer.
[18:46:14]	[Y] Thomas Anderson: I SAW YOU.
[18:46:15]	Joe Arnold exited observer at their location.
[18:46:17]	[Y] Thomas Anderson: WHO'S THERE.
[18:46:19]	[Y] Thomas Anderson: HEY.
[18:46:20]	[Y] Thomas Anderson: HEY.
[18:46:24]	[Y] Thomas Anderson: AH FUCK.
[18:46:26]	CCA.C36-QrM.10523 used command '/Radio OTA go check on the train it was hauling a good amount of supplies, and my job depends on it being recovered here'.
[18:46:28]	CCA.C36-QrM.10523 entered observer.
[18:46:34]	Doughnut loaded the character 'CCA.C14-UNION.i5.22767'
[18:46:35]	CCA.C14-UNION.i5.22767 entered observer.
[18:46:39]	Joe Arnold entered observer.
[18:46:40]	CCA.C14-UNION.i5.22767 exited observer at their location.
[18:46:42]	Joe Arnold exited observer at their location.
[18:46:44]	Joe Arnold entered observer.
[18:46:54]	CCA.C14-UNION.i5.22767 entered observer.
[18:46:58]	CCA.C14-UNION.i5.22767 exited observer at their location.
[18:47:21]	[ME] Thomas Anderson: points at metro door
[18:47:51]	Joel Maskington ran 'View' on item 'Notepad' (#18954)
[18:47:56]	Joel Maskington ran 'View' on item 'Notepad' (#18952)
[18:48:01]	Joe Arnold used command '/ChangeSocioStatus red'.
[18:48:03]	Milanesa :3™ loaded the character 'Joseph Miller'
[18:48:16]	[LOOC] OTA.C14-ECHO.OWC.69654: that means Killteam Alpha
[18:48:32]	Joseph Miller ran 'drop' on item 'Relocation Coupon' (#26688)
[18:48:32]	Joseph Miller has lost a 'Relocation Coupon' #26688.
[18:48:38]	CCA.C14-UNION.i5.22767 ran 'take' on item 'Relocation Coupon' (#26688)
[18:48:38]	CCA.C14-UNION.i5.22767 has gained a 'Relocation Coupon' #26688.
[18:48:47]	[ME] CCA.C14-UNION.i5.22767: pops the coupon in the machine
[18:49:02]	Joel Maskington used the 'Food Vendor' vendor.
[18:49:04]	CCA.C14-UNION.i5.22767 ran 'take' on item 'Citizen ID' (#27350)
[18:49:04]	CCA.C14-UNION.i5.22767 has gained a 'Citizen ID' #27350.
[18:49:17]	[ME] CCA.C14-UNION.i5.22767: checks the cid and starts tapping in his pda
[18:49:35]	CCA.C14-UNION.i5.22767 used command '/OldViewData joseph'.
[18:50:16]	CCA.C14-UNION.i5.22767 ran 'drop' on item 'Citizen ID' (#27350)
[18:50:16]	CCA.C14-UNION.i5.22767 has lost a 'Citizen ID' #27350.
[18:50:23]	[ME] Joseph Miller: takes the CID
[18:50:24]	Joseph Miller ran 'take' on item 'Citizen ID' (#27350)
[18:50:24]	Joseph Miller has gained a 'Citizen ID' #27350.
[18:50:27]	CCA.C14-UNION.i5.22767 opened the '' #1803 container.
[18:50:31]	CCA.C14-UNION.i5.22767 closed the '' #1803 container.
[18:50:45]	[IT] Joe Arnold: On the tracks it seemed that it had been smashed apart, letting the train derail.
[18:50:49]	[OOC] OTA.C14-ECHO.OWC.69654: Imagine not allowing a sewer sweep.
[18:51:01]	[OOC] Joseph Miller: That's not gamer
[18:51:09]	[OOC] OTA.C14-ECHO.OWC.29481: this post was made by q gang because arghhh grunt no sweep metro grr
[18:51:29]	[OOC] Joseph Miller: L4D: A
[18:51:34]	CCA.C14-UNION.i5.22767 has gained 10 tokens.
[18:51:35]	[OOC] Joseph Miller: Left 4 Dead Alyx
[18:51:36]	[LOOC] OTA.C14-ECHO.OWC.69654: You get what I mean ;-;
[18:51:45]	[OOC] Joseph Miller: Next Valve game
[18:52:25]	[IT] Joe Arnold: You remember on the other side, the metal had been ripped apart exposing the insides.
[18:52:47]	[OOC] Joseph Miller: Alright Mrs.Dispatch
[18:52:58]	OTA.C14-ECHO.OWC.29481 used command '/Radio Overwatch, cause of derailing could be some sort of sabotage.'.
[18:53:14]	[LOOC] OTA.C14-ECHO.OWC.69654: Imagine calling it Sabotage.
[18:53:15]	[CGN] Painevan loaded the character 'Dispatch'
[18:53:17]	Dispatch entered observer.
[18:53:18]	[LOOC] OTA.C14-ECHO.OWC.69654: I know
[18:53:26]	Dispatch used command '/Radio Copy, check for any lost contents.'.
[18:53:35]	[CGN] Painevan loaded the character 'Karl Von Habsburg'
[18:53:36]	Karl Von Habsburg entered observer.
[18:53:51]	[LOOC] Joseph Miller: can*
[18:53:58]	[ME] OTA.C14-ECHO.OWC.69654: Begins inspecting the broken metal, searching for the big boi contents.
[18:54:11]	[LOOC] OTA.C14-ECHO.OWC.69654: He never specified where it broke, just on the other side.
[18:54:29]	[OOC] OTA.C14-ECHO.OWC.69654: I did
[18:54:33]	[OOC] OTA.C14-ECHO.OWC.69654: Dumb cuck
[18:54:58]	[IT] Karl Von Habsburg: One container looks busted open, labled: "Suppression LMG"
[18:55:23]	CCA.C14-UNION.i5.22767 entered observer.
[18:55:24]	CCA.C14-UNION.i5.22767 exited observer at their location.
[18:55:25]	[CGN] Painevan loaded the character 'Joe Arnold'
[18:55:25]	[W] Joseph Miller: Would you like to be killed?
[18:55:26]	Joe Arnold entered observer.
[18:55:28]	CCA.C14-UNION.i5.22767 ran 'Equip' on item 'USP Match' (#26731)
[18:55:41]	[W] Joseph Miller: I have a knife.
[18:55:43]	[W] Joseph Miller: Do you want to?
[18:55:48]	[W] Joseph Miller: ...die?
[18:56:20]	[ME] Joseph Miller: puts his head next to the wall and tries to hear what the officers say
[18:56:23]	OTA.C14-ECHO.OWC.69654 used command '/Radio Unit reporting, one Suppression LMG is missing.'.
[18:56:32]	Joe Arnold exited observer at their location.
[18:56:34]	CCA.C14-UNION.i5.22767 has gained 10 tokens.
[18:56:40]	[CGN] Painevan loaded the character 'Dispatch'
[18:56:40]	Dispatch entered observer.
[18:56:59]	Madeline Wuntch has connected.
[18:57:06]	Dispatch used command '/Radio Dispatch Reports; Number one priority is retrieval or sensitive material.'.
[18:57:09]	Dispatch exited observer at their location.
[18:57:11]	Dispatch entered observer.
[18:57:20]	[CGN] Painevan loaded the character 'Sarah Mundorff'
[18:57:20]	OTA.C14-ECHO.OWC.69654 used command '/Radio Understood, sewer sweep may be required.'.
[18:57:25]	[CGN] Painevan loaded the character 'Joe Arnold'
[18:57:26]	Joe Arnold entered observer.
[18:57:28]	OTA.C14-ECHO.OWC.29481 used command '/Radio Copy. Metro sweep? That's where a citizen was apparently seen entering.'.
[18:57:33]	Madeline Wuntch loaded the character 'CCA.C14-GRID.i3.36307'
[18:57:39]	[ME] Joseph Miller: pushes the man
[18:57:40]	Joseph Miller rolled 82 out of 100.
[18:57:40]	Joseph Miller used command '/Roll'.
[18:57:43]	Joe Arnold exited observer at their location.
[18:57:43]	[LOOC] OTA.C14-ECHO.OWC.69654: They are both mixed together my guy.
[18:57:44]	Joel Maskington rolled 26 out of 100.
[18:57:44]	Joel Maskington used command '/Roll'.
[18:57:44]	[OOC] CCA.C14-GRID.i3.36307: kill me
[18:57:49]	[OOC] CCA.C14-GRID.i3.36307: everything is an error
[18:57:50]	[CGN] Painevan loaded the character 'Dispatch'
[18:57:50]	Dispatch entered observer.
[18:57:51]	[ME] Joel Maskington: folds into a chair
[18:57:51]	[OOC] CCA.C14-UNION.i5.22767: oof
[18:57:52]	[ME] Joseph Miller: miss the push
[18:57:52]	[LOOC] OTA.C14-ECHO.OWC.69654: Kinda, but barely.
[18:58:02]	Dispatch used command '/Radio Sewer sweep denied.'.
[18:58:02]	[OOC] Joseph Miller: . hehe what's fold?
[18:58:07]	[CGN] Painevan loaded the character 'Karl Von Habsburg'
[18:58:08]	[OOC] CCA.C14-GRID.i3.36307: i'm being forced to reinstall every addon, randomly
[18:58:08]	Karl Von Habsburg entered observer.
[18:58:10]	[LOOC] Joseph Miller: gonna use google translator
[18:58:11]	Karl Von Habsburg exited observer at their location.
[18:58:11]	Karl Von Habsburg entered observer.
[18:58:11]	Karl Von Habsburg exited observer at their location.
[18:58:13]	Karl Von Habsburg entered observer.
[18:58:14]	[OOC] OTA.C14-ECHO.OWC.29481: i've had that issue
[18:58:28]	Karl Von Habsburg exited observer at their location.
[18:58:32]	[CGN] Painevan loaded the character 'Dispatch'
[18:58:32]	Dispatch entered observer.
[18:58:33]	[Y] Joseph Miller: FUCK YOU.
[18:58:43]	[OOC] OTA.C14-ECHO.OWC.29481: i think i cleared the cache and uninstalled addons and tried again
[18:58:44]	[OOC] CCA.C14-GRID.i3.36307: i cannot tell the difference between a sleeping bag and a player
[18:58:46]	[MEY] Joseph Miller: points with the middle finger
[18:58:51]	[ME] Joseph Miller: points with the middle finger
[18:58:52]	[OOC] CCA.C14-UNION.i5.22767: damn
[18:59:19]	[LOOC] CCA.C14-GRID.i3.36307: hello fellow errors
[18:59:48]	[LOOC] CCA.C14-GRID.i3.36307: one sec i cant hear
[19:00:10]	Dispatch used command '/Dispatch Citizen Notice: Return to housing blocks immediately or face off world assignment. Code: ADMINISTER, SWORD, STERILIZE.'.
