[02:45:31]	Cotton has connected.
[22:18:29]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:18:29]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:18:29]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:18:29]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:18:29]	Galargalar'Ralag has taken 3 damage from npc_combinegunship.
[22:18:33]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:33]	Tal'Rukan used command '/Event The dropship's propeller is hit. It falls.'.
[22:18:33]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:33]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:33]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:33]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:37]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:37]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:37]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:37]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:37]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:41]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:41]	Tal'Rukan used command '/ToggleRaise'.
[22:18:41]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:41]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:41]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:41]	[VORTIGESE] Galargalar'Ralag: FALL!
[22:18:41]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:44]	Tal'Rukan used command '/ToggleRaise'.
[22:18:45]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:45]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:45]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:45]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:46]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:49]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:49]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:49]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:49]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:49]	Kal'Taar has taken 3 damage from npc_combinegunship.
[22:18:52]	Tal'Rukan entered observer.
[22:19:00]	Tal'Rukan exited observer at their location.
[22:19:13]	[VORTIGESE] Kal'Taar: Their technology is horrendous.
[22:19:26]	[VORTIGESEFAR] Tal'Rukan: Disturbing at best, despicable at worst.
[22:19:30]	[VORTIGESE] Kal'Taar: We must retreat hastily.
[22:19:31]	[VORTIGESE] Tal'Rukan: Fantastic work.
[22:19:36]	[VORTIGESE] Tal'Rukan: No.
[22:19:51]	[VORTIGESE] Tal'Rukan: I feel that the Combien has not solidified their presence here.
[22:19:57]	[LOOC] Tal'Rukan: Combine*
[22:20:09]	[VORTIGESE] Tal'Rukan: I can feel their gateway. It is weak.
[22:20:17]	[VORTIGESE] Tal'Rukan: We can close it ourselves, but we cannot do it alone.
[22:20:24]	[VORTIGESE] Mak 'Braam: Whatever our course of action is, our priority should be that of our kin and their safety.
[22:20:28]	[VORTIGESE] Kal'Taar: And how much fighting will we do before they ultimately win, as they always have in the past? We have lost many worlds already. We should leave while we can.
[22:20:37]	[VORTIGESE] Tal'Rukan: In order to close it, we must free ourselves from the false veils of space and time.
[22:20:49]	[VORTIGESE] Tal'Rukan: We must become one with the vortessence.
[22:20:57]	[VORTIGESE] Tal'Rukan: We must locate larval extract.
[22:21:11]	[VORTIGESE] Mak 'Braam: To the caverns once again?
[22:21:13]	[VORTIGESE] Kal'Taar: Plenty of that in the caves we just came from.
[22:21:49]	[VORTIGESE] Tal'Rukan: I must scout ahead quickly. You all, stay here for a moment and relax.
[22:22:01]	[VORTIGESE] Tal'Rukan: You must rest your spirits before our next step.
[22:22:07]	Tal'Rukan entered observer.
[22:22:11]	[VORTIGESE] Kal'Taar: This is foolish.
[22:22:33]	Galargalar'Ralag has taken 1 damage from env_fire.
[22:22:37]	Galargalar'Ralag has taken 1 damage from env_fire.
[22:23:10]	[ME] Galargalar'Ralag: rummages around the corpse of the gunship, looking for fleshy bits.
[22:23:28]	Tal'Rukan has spawned 'models/props_hive/nest_extract.mdl'.
[22:23:30]	Tal'Rukan has spawned 'models/props_hive/nest_sm_flat.mdl'.
[22:23:35]	Tal'Rukan has spawned 'models/props_hive/nest_med_flat.mdl'.
[22:23:38]	Tal'Rukan has spawned 'models/props_hive/nest_lrg_flat.mdl'.
[22:23:55]	Tal'Rukan has spawned 'models/props_hive/nest_sm_flat.mdl'.
[22:24:01]	Har Tunn has taken 50 damage from prop_physics.
[22:24:09]	Tal'Rukan has spawned 'models/props_hive/nest_med_flat.mdl'.
[22:24:16]	[ME] Galargalar'Ralag: fills the container with gunship flesh for eating.
[22:24:37]	Mak 'Braam has taken 500 damage from prop_physics.
[22:24:46]	[ME] Galargalar'Ralag: carries around the bin, eating gunship bits that they placed in there.
[22:24:52]	Har Tunn has taken 172 damage from worldspawn.
[22:24:53]	Tal'Rukan has spawned a 'NPC [147][npc_antlion_worker]'.
[22:24:55]	Tal'Rukan has spawned a 'NPC [294][npc_antlion_worker]'.
[22:24:56]	Tal'Rukan has spawned a 'NPC [394][npc_antlion_s]'.
[22:24:59]	Tal'Rukan has spawned a 'NPC [406][npc_antlion]'.
[22:25:00]	Tal'Rukan has spawned a 'NPC [407][npc_antlion]'.
[22:25:01]	Tal'Rukan has spawned a 'NPC [410][npc_antlion]'.
[22:25:05]	Tal'Rukan has spawned a 'NPC [473][npc_antlion_w]'.
[22:25:06]	Tal'Rukan has spawned a 'NPC [476][npc_antlion_w]'.
[22:25:10]	Mak 'Braam has taken 10 damage from prop_physics.
[22:25:15]	Mak 'Braam has taken 10 damage from prop_physics.
[22:25:16]	Mak 'Braam has taken 500 damage from prop_physics.
[22:25:16]	prop_physics has killed Mak 'Braam.
[22:25:16]	Kal'Taar has taken 500 damage from prop_physics.
[22:25:17]	Kal'Taar has taken 1 damage from env_fire.
[22:25:19]	[OOC] Har Tunn: watch this
[22:25:22]	Tal'Rukan exited observer at their location.
[22:25:24]	[VORTIGESE] Galargalar'Ralag: Oh no.
[22:25:41]	[VORTIGESEFAR] Tal'Rukan: The path is clear for now. Are you ready to proceed?
[22:25:43]	[OOC] Mak 'Braam: I need another vort swep
[22:25:52]	Tal'Rukan entered observer.
[22:25:53]	Tal'Rukan exited observer at their location.
[22:25:54]	[OOC] Har Tunn: look in the sky
[22:25:58]	[VORTIGESE] Galargalar'Ralag: With snacks ready, yes...
[22:25:59]	[OOC] Kal'Taar: BRUH
[22:26:01]	Tal'Rukan entered observer.
[22:26:08]	Har Tunn has taken 203 damage from worldspawn.
[22:26:09]	Tal'Rukan exited observer at their location.
[22:26:09]	Har Tunn has taken 5 damage from prop_physics.
[22:26:21]	[VORTIGESE] Tal'Rukan: Let us continue.
[22:26:25]	[VORTIGESE] Tal'Rukan: We must find the monolith.
[22:26:35]	Tal'Rukan used command '/ToggleRaise'.
[22:27:05]	Tal'Rukan entered observer.
[22:27:06]	Tal'Rukan exited observer at their location.
[22:27:06]	Tal'Rukan entered observer.
[22:27:07]	Tal'Rukan exited observer at their location.
[22:27:09]	Tal'Rukan used command '/ToggleRaise'.
[22:27:09]	Mak 'Braam has taken 21 damage from worldspawn.
[22:27:18]	Tal'Rukan used command '/ToggleRaise'.
[22:27:22]	Tal'Rukan has spawned a 'NPC [246][npc_antlion_s]'.
[22:27:24]	Tal'Rukan used command '/ToggleRaise'.
[22:27:24]	Tal'Rukan has taken 5 damage from Antlion Soldier.
[22:27:24]	Har Tunn has taken 5 damage from Antlion Soldier.
[22:27:24]	Galargalar'Ralag has taken 5 damage from Antlion Soldier.
[22:27:25]	Tal'Rukan used command '/ToggleRaise'.
[22:27:27]	Tal'Rukan has taken 4 damage from Antlion Soldier.
[22:27:29]	Tal'Rukan has taken 9 damage from Antlion Soldier.
[22:27:29]	Har Tunn has taken 9 damage from Antlion Soldier.
[22:27:30]	Har Tunn has taken 9 damage from Antlion Soldier.
[22:27:32]	Tal'Rukan has spawned a 'NPC [243][npc_antlion_s]'.
[22:27:34]	Tal'Rukan has spawned a 'NPC [473][npc_antlion_s]'.
[22:27:34]	Mak 'Braam has taken 9 damage from Antlion Soldier.
[22:27:34]	Kal'Taar has taken 9 damage from Antlion Soldier.
[22:27:35]	Mak 'Braam has taken 9 damage from Antlion Soldier.
[22:27:35]	Kal'Taar has taken 9 damage from Antlion Soldier.
[22:27:36]	Mak 'Braam has taken 9 damage from Antlion Soldier.
[22:27:36]	Kal'Taar has taken 9 damage from Antlion Soldier.
[22:27:44]	[VORTIGESE] Tal'Rukan: Onward!
[22:27:51]	Tal'Rukan has spawned a 'NPC [394][npc_antlion_w]'.
[22:27:54]	Tal'Rukan has spawned a 'NPC [394][npc_antlion_w]'.
[22:27:57]	[OOC] Tal'Rukan: huh
[22:28:00]	Tal'Rukan used command '/ToggleRaise'.
[22:28:04]	Tal'Rukan used command '/ToggleRaise'.
[22:28:44]	Tal'Rukan has spawned a 'NPC [246][npc_antlion_s]'.
[22:28:46]	Tal'Rukan has taken 4 damage from Antlion Soldier.
[22:28:46]	Tal'Rukan used command '/ToggleRaise'.
[22:28:47]	Tal'Rukan used command '/ToggleRaise'.
[22:28:48]	Tal'Rukan has taken 4 damage from Antlion Soldier.
[22:28:50]	Tal'Rukan has taken 4 damage from Antlion Soldier.
[22:28:50]	Kal'Taar has taken 4 damage from Antlion Soldier.
[22:28:50]	Har Tunn has taken 25 damage from Tal'Rukan.
[22:28:50]	Tal'Rukan has taken 25 damage from Har Tunn.
[22:28:51]	Tal'Rukan has taken 6 damage from Antlion Soldier.
[22:28:51]	Kal'Taar has taken 6 damage from Antlion Soldier.
[22:28:52]	Kal'Taar has taken 9 damage from Antlion Soldier.
[22:28:53]	Tal'Rukan has taken 9 damage from Antlion Soldier.
[22:28:53]	Kal'Taar has taken 9 damage from Antlion Soldier.
[22:29:30]	Tal'Rukan used command '/ToggleRaise'.
[22:29:31]	Tal'Rukan used command '/ToggleRaise'.
[22:29:41]	Tal'Rukan entered observer.
[22:29:43]	Tal'Rukan exited observer at their location.
[22:29:43]	Tal'Rukan entered observer.
[22:29:43]	Tal'Rukan exited observer at their location.
[22:29:44]	Tal'Rukan entered observer.
[22:29:44]	Tal'Rukan exited observer at their location.
[22:29:51]	Tal'Rukan used command '/ToggleRaise'.
[22:29:54]	Tal'Rukan used command '/ToggleRaise'.
[22:30:13]	Tal'Rukan has spawned a 'NPC [243][npc_antlion_s]'.
[22:30:15]	Tal'Rukan used command '/ToggleRaise'.
[22:30:16]	Tal'Rukan has taken 5 damage from Antlion Soldier.
[22:30:16]	Har Tunn has taken 5 damage from Antlion Soldier.
[22:30:31]	[VORTIGESEFAR] Tal'Rukan: We draw closer.
[22:30:31]	Tal'Rukan has taken 14 damage from npc_antlion_worker.
[22:30:31]	Tal'Rukan has taken 6 damage from npc_antlion_worker.
[22:30:31]	Tal'Rukan has taken 4 damage from npc_antlion_worker.
[22:30:31]	Tal'Rukan has taken 2 damage from npc_antlion_worker.
[22:30:31]	Tal'Rukan has taken 7 damage from npc_antlion_worker.
[22:30:31]	Tal'Rukan has taken 3 damage from npc_antlion_worker.
[22:30:34]	Har Tunn has taken 14 damage from npc_antlion_worker.
[22:30:34]	Har Tunn has taken 6 damage from npc_antlion_worker.
[22:30:34]	Har Tunn has taken 7 damage from npc_antlion_worker.
[22:30:34]	Har Tunn has taken 3 damage from npc_antlion_worker.
[22:30:34]	Har Tunn has taken 4 damage from npc_antlion_worker.
[22:30:34]	Har Tunn has taken 2 damage from npc_antlion_worker.
[22:30:34]	Har Tunn has taken 7 damage from npc_antlion_worker.
[22:30:34]	Har Tunn has taken 3 damage from npc_antlion_worker.
[22:30:39]	Mak 'Braam has taken 7 damage from npc_antlion_worker.
[22:30:39]	Mak 'Braam has taken 3 damage from npc_antlion_worker.
[22:30:39]	Mak 'Braam has taken 7 damage from npc_antlion_worker.
[22:30:39]	Mak 'Braam has taken 3 damage from npc_antlion_worker.
[22:30:44]	Mak 'Braam has taken 5 damage from npc_antlion_worker.
[22:30:46]	Mak 'Braam has taken 5 damage from npc_antlion_worker.
[22:30:49]	Mak 'Braam has taken 16 damage from npc_antlion_worker.
[22:30:49]	Galargalar'Ralag has taken 5 damage from npc_antlion_worker.
[22:30:49]	Tal'Rukan has taken 26 damage from npc_antlion_worker.
[22:31:05]	[VORTIGESEFAR] Tal'Rukan: This way!
[22:31:08]	Tal'Rukan used command '/ToggleRaise'.
[22:31:31]	Dilly_ has connected.
[22:32:22]	[ME] Tal'Rukan: would put his hands on the honeycomb.
[22:32:27]	[ME] Tal'Rukan: would hum deeply.
[22:32:33]	Tal'Rukan used command '/ToggleRaise'.
[22:32:36]	Har Tunn has taken 5 damage from prop_physics.
[22:32:39]	Tal'Rukan has gained a 'Larval Extract' #21205.
[22:32:39]	Tal'Rukan used command '/CharGiveItem tal extract'.
[22:33:09]	Dilly_ loaded the character 'Grub'
[22:33:16]	[OOC] Tal'Rukan: uh
[22:33:19]	[OOC] Grub: don't ea tme
[22:33:30]	[OOC] Tal'Rukan: ayy what od you want your vort name to me
[22:33:31]	[OOC] Tal'Rukan: be*
[22:33:52]	[ME] Tal'Rukan: would grab, from one of the hexagons, a spherical-ish bulb.
[22:33:58]	[IT] Tal'Rukan: It's organic, and glowing.
[22:34:03]	[VORTIGESE] Tal'Rukan: Behold, the extract!
[22:34:10]	[VORTIGESE] Kal'Taar: The extract.
[22:34:10]	[VORTIGESE] Mak 'Braam: The extract!
[22:34:19]	[OOC] Grub: hmm
[22:34:26]	[VORTIGESE] Tal'Rukan: Now, we must imbibe.
[22:34:26]	[OOC] Grub: Yur'Go 
[22:34:33]	Tal'Rukan used command '/CharSetName grub Yur'Go'.
[22:34:39]	[VORTIGESE] Galargalar'Ralag: With pleasure...
[22:35:00]	[VORTIGESE] Kal'Taar: You eat too much, Galargalar'Ralag.
[22:35:07]	Tal'Rukan used command '/CharSetModel yur models/vortigaunt_blue_ep2anims.mdl'.
[22:35:14]	Tal'Rukan used command '/ToggleRaise'.
[22:35:16]	Tal'Rukan used command '/ToggleRaise'.
[22:35:17]	Tal'Rukan used command '/ToggleRaise'.
[22:35:18]	[LOOC] Yur'Go: OH FUCK THATS COOl
[22:36:06]	Tal'Rukan used command '/Event All of the vortigaunts are there, Freluci included. He has a certain look in his eye about the extract.'.
[22:36:27]	Tal'Rukan used command '/Event He looks like he wants the extract. He looks not religiouslly excited, but personally excited, almost.'.
[22:36:43]	Tal'Rukan used command '/Event A desire to hold such a great responsibility, of course.'.
[22:36:58]	[ME] Tal'Rukan: would proceed to squish the extract, and wave his arms toward the other vortigaunts.
[22:37:05]	[VORTIGESE] Tal'Rukan: Let us imbibe!
[22:37:08]	Tal'Rukan ran 'imbibe' on item 'Larval Extract' (#21205)
[22:37:13]	[OOC] Tal'Rukan: OH YOU FUCKING
[22:37:15]	[OOC] Tal'Rukan: i-
[22:37:16]	[OOC] Tal'Rukan: fuck
[22:37:25]	[OOC] Tal'Rukan: fuck fuck fuck shit fuck
[22:37:27]	[OOC] Tal'Rukan: let me see if ican
[22:37:29]	[OOC] Tal'Rukan: do this on the fly
[22:37:39]	Yur'Go used command '/CharDesc'.
[22:38:05]	Yur'Go used command '/CharDesc A vortigaunt averaging out to 7'3 at full length | WIP'.
[22:38:23]	[OOC] Tal'Rukan: lag spike. your game is not crashing nor is the server. just chill
[22:38:28]	[OOC] Yur'Go: ten-firmative
[22:38:59]	Tal'Rukan ran 'imbibe' on item 'Larval Extract' (#21205)
[22:39:08]	[OOC] Tal'Rukan: why won't it
[22:39:11]	[OOC] Tal'Rukan: you have got ot be shitting me
[22:39:13]	[LOOC] Yur'Go: question soldier 
[22:39:22]	[LOOC] Yur'Go: what's the command for vorti boi stuff
[22:39:25]	[OOC] Mak 'Braam: im stuck in the vort radial menu
[22:39:38]	[LOOC] Galargalar'Ralag: /vort
[22:39:49]	[OOC] Tal'Rukan: oh that's why
[22:39:51]	[OOC] Tal'Rukan: thank fuck
[22:40:22]	[OOC] Tal'Rukan: another lag spike
[22:40:50]	Tal'Rukan ran 'imbibe' on item 'Larval Extract' (#21205)
[22:40:53]	[OOC] Tal'Rukan: it
[22:40:55]	[OOC] Tal'Rukan: it half worked
[22:40:58]	[OOC] Tal'Rukan: the fucking material proxy
[22:41:00]	[OOC] Tal'Rukan: you are shitting me
[22:41:14]	[LOOC] Yur'Go: the sound of progress my friend 
[22:41:20]	[OOC] Mak 'Braam: im stuck in the radial menu since i opened it when it first started lagging
[22:41:26]	[LOOC] Yur'Go: where was I ah yes 
[22:41:28]	[OOC] Tal'Rukan: press the radial button again?
[22:41:29]	[OOC] Tal'Rukan: maybe?
[22:41:29]	[LOOC] Yur'Go: quick question
[22:41:33]	[LOOC] Yur'Go: radial menu how toggle
[22:41:47]	[LOOC] Mak 'Braam: B
[22:41:54]	[LOOC] Tal'Rukan: your zoomkey
[22:41:54]	[LOOC] Mak 'Braam: or whatever you bound to +zoom
[22:42:03]	[LOOC] Yur'Go: huh interesting
[22:42:37]	Tal'Rukan used command '/CharGiveItem rukan vortal'.
[22:42:41]	Tal'Rukan has gained a 'Larval Extract' #21205.
[22:42:41]	Tal'Rukan used command '/CharGiveItem rukan larval'.
[22:42:42]	Tal'Rukan ran 'imbibe' on item 'Larval Extract' (#21205)
[22:42:45]	[OOC] Tal'Rukan: why
[22:42:46]	[OOC] Tal'Rukan: does it
[22:42:47]	[OOC] Tal'Rukan: not
[22:42:49]	[OOC] Tal'Rukan: fucking shit
[22:42:56]	[OOC] Kal'Taar: it'll work.
[22:43:21]	[OOC] Mak 'Braam: better to find the roadbumps now rather than later
[22:43:27]	[OOC] Yur'Go: ah tits I gotta go afk ;w; uno momento gents, meanwhile I'll rejoin to mount a few addons 
[22:43:29]	[OOC] Tal'Rukan: it worked before
[22:43:30]	[OOC] Tal'Rukan: i frogot to
[22:43:31]	[OOC] Tal'Rukan: fucking
[22:43:34]	[OOC] Tal'Rukan: add the material proxy
[22:43:36]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[22:44:05]	[OOC] Tal'Rukan: i'm gonna try to
[22:44:07]	[OOC] Tal'Rukan: do this on the fly
[22:44:12]	[OOC] Tal'Rukan: this event is a failed abortion for sure
[22:44:19]	[OOC] Tal'Rukan: but let the record show i had good intentions
[22:44:23]	[OOC] Kal'Taar: It's going fine, we're having fun.
[22:45:33]	[OOC] Tal'Rukan: let me try ot add it on the fly
[22:46:45]	Tal'Rukan used command '/EndTranscendance'.
[22:46:55]	Tal'Rukan has gained a 'Larval Extract' #21205.
[22:46:55]	Tal'Rukan used command '/CharGiveItem rukan larval'.
[22:46:57]	Tal'Rukan ran 'imbibe' on item 'Larval Extract' (#21205)
[22:47:00]	[OOC] Tal'Rukan: it doesn't work
[22:47:03]	[OOC] Tal'Rukan: i have to restart for it to work
[22:47:07]	[OOC] Tal'Rukan: alright let's take a vote
[22:47:16]	[OOC] Tal'Rukan: who wants this event to end immediately, just say a
[22:47:27]	[OOC] Tal'Rukan: who wnats to restart and resume with le cool effect, say b
[22:47:32]	[OOC] Har Tunn: finish your shit, its annoying when its all broken
[22:47:32]	[OOC] Tal'Rukan: who wants to just continue without the cool effect, say c
[22:47:33]	[OOC] Mak 'Braam: cant we restart *and* continue?
[22:47:56]	Har Tunn has taken 11 damage from worldspawn.
[22:48:16]	[OOC] Tal'Rukan: i'm sorry my round the clock work isn't enough for you schitzel. how's your code?
[22:48:37]	[OOC] Har Tunn: shitty, i gave up cause the owner didnt want me there. 
[22:48:48]	[OOC] Tal'Rukan: anyways who's down to restart the server and continue
[22:48:55]	[OOC] Kal'Taar: ye
[22:48:55]	[OOC] Galargalar'Ralag: me
[22:49:01]	[OOC] Har Tunn: im for whatever
[22:49:04]	[OOC] Mak 'Braam: yeah restart and continue
[22:49:05]	[OOC] Tal'Rukan: fuck it
[22:49:12]	[OOC] Tal'Rukan: restarting
[23:33:33]	matt saton has connected.
[23:33:42]	Enclave has connected.
[23:34:06]	Tundra has connected.
[23:34:35]	matt saton loaded the character 'Tal'Rukan'
[23:35:02]	Enclave loaded the character 'Galargalar'Ralag'
[23:35:32]	[OOC] Tal'Rukan: sup galarag
[23:35:34]	[OOC] Tal'Rukan: sup enclave
[23:35:42]	[OOC] Tal'Rukan: it's just had on momoa who is chisel]
[23:36:12]	Tal'Rukan has spawned 'models/props_hive/nest_lrg_flat.mdl'.
[23:36:12]	Tal'Rukan entered observer.
[23:36:33]	Tal'Rukan has spawned 'models/props_hive/nest_lrg_flat.mdl'.
[23:36:34]	Tal'Rukan has spawned 'models/props_hive/nest_med_flat.mdl'.
[23:36:35]	Tundra loaded the character 'Mak 'Braam'
[23:36:41]	[OOC] Tal'Rukan: did lynx go bed
[23:36:53]	[OOC] Galargalar'Ralag: Playing geoguesser
[23:37:09]	[OOC] Tal'Rukan: says she's palying final fintasy now
[23:37:43]	Tal'Rukan has spawned 'models/props_hive/nest_med_flat.mdl'.
[23:38:05]	[OOC] Tal'Rukan: alright let's get going
[23:38:08]	Tal'Rukan exited observer at their location.
[23:38:25]	[VORTIGESE] Tal'Rukan: Ah, with luck we shall find much extract.
[23:38:31]	[LOOC] Mak 'Braam: the others not rejoining?
[23:38:41]	[LOOC] Tal'Rukan: lynx isn';t responding and neither is dill
