[11:17:30]	MilkyWay has connected.
[18:24:57]	Bobby Nice used command '/CharFallOver 0'.
[18:24:59]	Bobby Nice used command '/CharFallOver 0'.
[18:25:00]	[OOC] CCA.C17-UNION.i5.01477: rules were way better back then
[18:25:03]	[OOC] Bobby Nice: on what
[18:25:04]	Bobby Nice used command '/CharFallOver 0'.
[18:25:05]	Luka Hills used command '/CharFallOver 0'.
[18:25:06]	Luka Hills used command '/CharFallOver 0'.
[18:25:08]	Bobby Nice used command '/CharFallOver 0'.
[18:25:09]	Luka Hills used command '/CharFallOver 0'.
[18:25:12]	Luka Hills used command '/CharFallOver 0'.
[18:25:12]	Bobby Nice used command '/CharFallOver 0'.
[18:25:19]	[OOC] CCA.C17-UNION.i5.01477: it used to be normal hl2rp, but we randomly switched to beta
[18:25:26]	[OOC] Luka Hills: LOL
[18:25:28]	CCA.C17-UNION.i5.01477 has gained 10 tokens.
[18:25:28]	[OOC] Bobby Nice: i remember this
[18:25:32]	[OOC] Luka Hills: no wonder u lost players
[18:25:41]	[OOC] CCA.C17-UNION.i5.01477: all they focus on is the main campaign for it, not the rp itself and the fundamentals of hl2rp
[18:25:50]	[OOC] Bobby Nice: "campaign" events
[18:26:04]	Bobby Nice used command '/CharFallOver 0'.
[18:26:05]	Bobby Nice has taken 100 damage from worldspawn.
[18:26:05]	worldspawn has killed Bobby Nice.
[18:26:05]	Luka Hills ran 'take' on item '9mm Pistol Magazine' (#6778)
[18:26:05]	Luka Hills has gained a '9mm Pistol Magazine' #6778.
[18:26:07]	Luka Hills ran 'take' on item '9mm Pistol Magazine' (#6779)
[18:26:07]	Luka Hills has gained a '9mm Pistol Magazine' #6779.
[18:26:25]	[OOC] CCA.C17-UNION.i5.01477: just sees some dude kill himself lmfaoo
[18:26:31]	Luka Hills used command '/CharFallOver 0'.
[18:26:34]	Luka Hills used command '/CharFallOver 0'.
[18:26:40]	[OOC] CCA.C17-UNION.i5.01477: yeah we used to have way more people
[18:26:43]	[OOC] CCA.C17-UNION.i5.01477: but well
[18:26:49]	[OOC] CCA.C17-UNION.i5.01477: people happened
[18:26:58]	[OOC] Bobby Nice: i was actually here in like may-july when you switched to city 8 from industrial 17
[18:26:58]	Luka Hills used command '/CharFallOver 0'.
[18:27:00]	Luka Hills used command '/CharFallOver 0'.
[18:27:08]	[ME] CCA.C17-UNION.i5.01477: would slap a whiskey bottle down.
[18:27:09]	Luka Hills ran 'EquipUn' on item 'Green Citizen Suit' (#7086)
[18:27:10]	CCA.C17-UNION.i5.01477 ran 'drop' on item 'UU Gin' (#6231)
[18:27:10]	CCA.C17-UNION.i5.01477 has lost a 'UU Gin' #6231.
[18:27:14]	Bobby Nice ran 'take' on item 'UU Gin' (#6231)
[18:27:14]	Bobby Nice has gained a 'UU Gin' #6231.
[18:27:22]	[OOC] Bobby Nice: getdescription broken, LOL
[18:27:22]	Luka Hills used command '/CharFallOver 0'.
[18:27:25]	Luka Hills used command '/CharFallOver 0'.
[18:27:27]	Luka Hills used command '/CharFallOver 0'.
[18:27:28]	Luka Hills used command '/CharFallOver 0'.
[18:27:29]	Luka Hills used command '/CharFallOver 0'.
[18:27:36]	Luka Hills used command '/CharFallOver 0'.
[18:27:40]	Luka Hills used command '/CharFallOver 0'.
[18:27:51]	Luka Hills has taken 1 damage from worldspawn.
[18:27:51]	Luka Hills has taken 1 damage from worldspawn.
[18:27:52]	Luka Hills used command '/PM union are u willing to minge'.
[18:27:52]	Luka Hills has taken 1 damage from worldspawn.
[18:27:53]	Luka Hills has taken 1 damage from worldspawn.
[18:27:53]	[LOOC] CCA.C17-UNION.i5.01477: beer
[18:27:54]	Luka Hills has taken 1 damage from worldspawn.
[18:27:54]	Luka Hills has taken 1 damage from worldspawn.
[18:27:55]	Luka Hills has taken 1 damage from worldspawn.
[18:27:55]	Luka Hills ran 'Equip' on item 'Green Citizen Suit' (#7086)
[18:28:02]	[ME] Bobby Nice: laughs.
[18:28:04]	Luka Hills used command '/PM union for like 2 seconds'.
[18:28:32]	CCA.C17-UNION.i5.01477 used command '/PM luka and do what'.
[18:28:50]	Luka Hills used command '/PM union goto the bottom cp armory and open the cmb door lol'.
[18:29:02]	Bobby Nice ran 'drop' on item 'Relocation Coupon' (#593)
[18:29:02]	Bobby Nice has lost a 'Relocation Coupon' #593.
[18:29:50]	Bobby Nice used command '/CharFallOver 0'.
[18:29:51]	Bobby Nice used command '/CharGetUp'.
[18:29:51]	Bobby Nice used command '/CharFallOver 0'.
[18:29:52]	Bobby Nice used command '/CharGetUp'.
[18:29:59]	Bobby Nice used command '/CharFallOver 0'.
[18:30:00]	Bobby Nice used command '/CharGetUp'.
[18:30:01]	Bobby Nice used command '/CharGetUp'.
[18:30:02]	Bobby Nice used command '/CharFallOver 0'.
[18:30:02]	Bobby Nice used command '/CharFallOver 0'.
[18:30:03]	Bobby Nice used command '/CharFallOver 0'.
[18:30:04]	Bobby Nice used command '/CharFallOver 0'.
[18:30:05]	Bobby Nice used command '/CharFallOver 0'.
[18:30:05]	Bobby Nice used command '/CharFallOver 0'.
[18:30:06]	Bobby Nice used command '/CharFallOver 0'.
[18:30:07]	Bobby Nice used command '/CharFallOver 0'.
[18:30:08]	Bobby Nice used command '/CharGetUp'.
[18:30:14]	Bobby Nice used command '/CharFallOver 0'.
[18:30:16]	Bobby Nice used command '/CharFallOver 0'.
[18:30:17]	Bobby Nice used command '/CharFallOver 0'.
[18:30:18]	Bobby Nice used command '/CharFallOver 0'.
[18:30:22]	Bobby Nice used command '/CharFallOver 0'.
[18:30:22]	Bobby Nice used command '/CharGetUp'.
[18:30:24]	Bobby Nice used command '/CharFallOver 0'.
[18:30:25]	[OOC] CCA.C17-UNION.i5.01477: also, they said that CCA's are unable to rebel, even though they aren't really as brainwashed as O-T-A.
[18:30:25]	Bobby Nice used command '/CharFallOver'.
[18:30:27]	Bobby Nice used command '/CharGetUp'.
[18:30:28]	CCA.C17-UNION.i5.01477 has gained 10 tokens.
[18:30:30]	Bobby Nice used command '/CharGetUp'.
[18:30:30]	[OOC] CCA.C17-UNION.i5.01477: plus, i dont even think they are brainwashed
[18:30:32]	Bobby Nice used command '/CharGetUp'.
[18:30:40]	Bobby Nice used command '/CharFallOver 0'.
[18:31:00]	Luka Hills ran 'take' on item 'MP7' (#1699)
[18:31:00]	Luka Hills has gained a 'MP7' #1699.
[18:31:01]	Luka Hills ran 'take' on item 'Gunpowder' (#5474)
[18:31:01]	Luka Hills has gained a 'Gunpowder' #5474.
[18:31:02]	[LOOC] CCA.C17-UNION.i5.01477: oh
[18:31:04]	Luka Hills ran 'take' on item 'Gunpowder' (#5473)
[18:31:04]	Luka Hills has gained a 'Gunpowder' #5473.
[18:31:07]	Bobby Nice used command '/CharFallOver 0'.
[18:31:07]	Luka Hills ran 'take' on item 'KIBA Arms Ammocase' (#1710)
[18:31:09]	Bobby Nice used command '/CharGetUp'.
[18:31:09]	Luka Hills ran 'take' on item 'KIBA Arms Ammocase' (#6328)
[18:31:09]	Bobby Nice used command '/CharFallOver 0'.
[18:31:10]	Luka Hills ran 'take' on item 'KIBA Arms Ammocase' (#6328)
[18:31:10]	Bobby Nice used command '/CharFallOver 0'.
[18:31:11]	Bobby Nice used command '/CharFallOver 0'.
[18:31:12]	Bobby Nice used command '/CharFallOver 0'.
[18:31:13]	Luka Hills ran 'take' on item 'KIBA Arms Ammocase' (#6328)
[18:31:13]	Bobby Nice used command '/CharFallOver 0'.
[18:31:14]	Bobby Nice used command '/CharFallOver 0'.
[18:31:14]	Bobby Nice used command '/CharFallOver 0'.
[18:31:17]	Luka Hills ran 'take' on item 'KIBA Arms Ammocase' (#6328)
[18:31:18]	Bobby Nice used command '/CharFallOver 0'.
[18:31:22]	Bobby Nice used command '/CharFallOver 0'.
[18:31:26]	Luka Hills ran 'Equip' on item 'MP7' (#1699)
[18:31:36]	[LOOC] Luka Hills: gimme uhh mp7 ammo
[18:31:40]	CCA.C17-UNION.i5.01477 ran 'take' on item 'KIBA Arms Ammocase' (#1710)
[18:31:40]	CCA.C17-UNION.i5.01477 has gained a 'KIBA Arms Ammocase' #1710.
[18:31:42]	CCA.C17-UNION.i5.01477 ran 'drop' on item 'KIBA Arms Ammocase' (#1710)
[18:31:42]	CCA.C17-UNION.i5.01477 has lost a 'KIBA Arms Ammocase' #1710.
[18:31:44]	CCA.C17-UNION.i5.01477 ran 'take' on item 'KIBA Arms Ammocase' (#6328)
[18:31:44]	CCA.C17-UNION.i5.01477 has gained a 'KIBA Arms Ammocase' #6328.
[18:31:44]	CCA.C17-UNION.i5.01477 has gained a 'Conscript Filter' #6343.
[18:31:44]	CCA.C17-UNION.i5.01477 has gained a 'Conscript Filter' #6338.
[18:31:44]	CCA.C17-UNION.i5.01477 has gained a 'Conscript Filter' #6340.
[18:31:44]	CCA.C17-UNION.i5.01477 has gained a 'Conscript Filter' #6344.
[18:31:44]	CCA.C17-UNION.i5.01477 has gained a 'Conscript Filter' #6337.
[18:31:44]	CCA.C17-UNION.i5.01477 has gained a 'Conscript Filter' #6341.
[18:31:44]	CCA.C17-UNION.i5.01477 has gained a 'Conscript Filter' #6342.
[18:31:45]	CCA.C17-UNION.i5.01477 ran 'drop' on item 'KIBA Arms Ammocase' (#6328)
[18:31:45]	CCA.C17-UNION.i5.01477 has lost a 'KIBA Arms Ammocase' #6328.
[18:31:45]	CCA.C17-UNION.i5.01477 has lost a 'Conscript Filter' #6343.
[18:31:45]	CCA.C17-UNION.i5.01477 has lost a 'Conscript Filter' #6338.
[18:31:45]	CCA.C17-UNION.i5.01477 has lost a 'Conscript Filter' #6340.
[18:31:45]	CCA.C17-UNION.i5.01477 has lost a 'Conscript Filter' #6344.
[18:31:45]	CCA.C17-UNION.i5.01477 has lost a 'Conscript Filter' #6337.
[18:31:45]	CCA.C17-UNION.i5.01477 has lost a 'Conscript Filter' #6341.
[18:31:45]	CCA.C17-UNION.i5.01477 has lost a 'Conscript Filter' #6342.
[18:31:47]	Luka Hills ran 'take' on item 'KIBA Arms Ammocase' (#6328)
[18:31:58]	[Y] Luka Hills: I cant take it.
[18:31:58]	[LOOC] CCA.C17-UNION.i5.01477: come on
[18:32:01]	Luka Hills ran 'take' on item 'KIBA Arms Ammocase' (#6328)
[18:32:03]	Luka Hills ran 'take' on item 'KIBA Arms Ammocase' (#6328)
[18:32:04]	Luka Hills ran 'take' on item 'KIBA Arms Ammocase' (#6328)
[18:32:07]	Bobby Nice used command '/CharFallOver 0'.
[18:32:07]	Luka Hills ran 'take' on item 'KIBA Arms Ammocase' (#6328)
[18:32:08]	Luka Hills ran 'take' on item 'KIBA Arms Ammocase' (#6328)
[18:32:11]	Bobby Nice ran 'take' on item 'KIBA Arms Ammocase' (#6328)
[18:32:11]	Bobby Nice has gained a 'KIBA Arms Ammocase' #6328.
[18:32:11]	Bobby Nice has gained a 'Conscript Filter' #6343.
[18:32:11]	Bobby Nice has gained a 'Conscript Filter' #6338.
[18:32:11]	Bobby Nice has gained a 'Conscript Filter' #6340.
[18:32:11]	Bobby Nice has gained a 'Conscript Filter' #6344.
[18:32:11]	Bobby Nice has gained a 'Conscript Filter' #6337.
[18:32:11]	Bobby Nice has gained a 'Conscript Filter' #6341.
[18:32:11]	Bobby Nice has gained a 'Conscript Filter' #6342.
[18:32:14]	Bobby Nice ran 'take' on item 'KIBA Arms Ammocase' (#1710)
[18:32:14]	Bobby Nice has gained a 'KIBA Arms Ammocase' #1710.
[18:33:32]	GamingTheGames has connected.
[18:33:32]	[Y] Bobby Nice: HERE.
[18:33:41]	Bobby Nice ran 'drop' on item 'KIBA Arms Ammocase' (#6328)
[18:33:41]	Bobby Nice has lost a 'KIBA Arms Ammocase' #6328.
[18:33:41]	Bobby Nice has lost a 'Conscript Filter' #6343.
[18:33:41]	Bobby Nice has lost a 'Conscript Filter' #6342.
[18:33:41]	Bobby Nice has lost a 'Conscript Filter' #6344.
[18:33:42]	Luka Hills ran 'take' on item 'KIBA Arms Ammocase' (#6328)
[18:33:42]	Luka Hills has gained a 'KIBA Arms Ammocase' #6328.
[18:33:42]	Luka Hills has gained a 'Conscript Filter' #6343.
[18:33:42]	Luka Hills has gained a 'Conscript Filter' #6342.
[18:33:42]	Luka Hills has gained a 'Conscript Filter' #6344.
[18:33:47]	Bobby Nice ran 'drop' on item 'KIBA Arms Ammocase' (#1710)
[18:33:47]	Bobby Nice has lost a 'KIBA Arms Ammocase' #1710.
[18:33:54]	Luka Hills ran 'use' on item '9mm Pistol Magazine' (#6779)
[18:34:01]	[OOC] Luka Hills: gimme mp7 ammo
[18:34:08]	Bobby Nice has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:34:08]	Bobby Nice has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:34:08]	Bobby Nice has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:34:08]	Bobby Nice has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:34:09]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:34:09]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:34:09]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:34:09]	CCA.C17-UNION.i5.01477 has killed Luka Hills with weapon_pistol.
[18:34:11]	Bobby Nice has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:34:11]	Bobby Nice has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:34:11]	Bobby Nice has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:34:12]	Bobby Nice has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:34:12]	Bobby Nice used command '/CharFallOver 0'.
[18:34:13]	Bobby Nice used command '/CharFallOver'.
[18:34:14]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:34:14]	CCA.C17-UNION.i5.01477 has killed Bobby Nice with weapon_pistol.
[18:34:17]	[OOC] Bobby Nice: wtf
[18:34:19]	GamingTheGames (STEAM_0:1:78969471) has disconnected.
[18:34:19]	[OOC] Luka Hills: minge s2k, ddossing ur server
[18:34:31]	[Y] Bobby Nice: NDIGGEr.
[18:34:37]	[OOC] CCA.C17-UNION.i5.01477: >tfw u minged into the nexus lol
[18:34:48]	[OOC] Todd Muller: E.
[18:34:51]	Apollo7771FO3 (STEAM_0:1:40787669) has disconnected.
[18:34:51]	[OOC] Bobby Nice: E.
[18:35:08]	Bobby Nice used command '/CharFallOver 0'.
[18:35:10]	Bobby Nice used command '/CharFallOver 0'.
[18:35:11]	Bobby Nice used command '/CharFallOver 0'.
[18:35:13]	Luka Hills used command '/CharFallOver 0'.
[18:35:14]	Bobby Nice used command '/CharFallOver 0'.
[18:35:15]	Bobby Nice used command '/CharGetUp'.
[18:35:18]	Bobby Nice used command '/CharFallOver 0'.
[18:35:18]	Bobby Nice used command '/CharGetUp'.
[18:35:20]	Bobby Nice used command '/CharFallOver 0'.
[18:35:21]	[OOC] CCA.C17-UNION.i5.01477: oh that trick
[18:35:23]	[OOC] CCA.C17-UNION.i5.01477: i know that
[18:35:27]	Bobby Nice used command '/CharFallOver 0'.
[18:35:28]	CCA.C17-UNION.i5.01477 has gained 10 tokens.
[18:35:29]	Bobby Nice used command '/CharFallOver 0'.
[18:35:33]	[OOC] Bobby Nice: LOL
[18:35:44]	Bobby Nice used command '/CharFallOver 0'.
[18:35:46]	Bobby Nice used command '/CharFallOver 0'.
[18:35:49]	Luka Hills used command '/CharFallOver 0'.
[18:35:51]	Luka Hills used command '/CharFallOver 0'.
[18:35:53]	Luka Hills used command '/CharFallOver 0'.
[18:35:55]	Luka Hills used command '/CharFallOver 0'.
[18:35:57]	Luka Hills used command '/CharFallOver 0'.
[18:35:59]	Luka Hills used command '/CharFallOver 0'.
[18:36:00]	Luka Hills used command '/CharFallOver 0'.
[18:36:03]	Luka Hills used command '/CharFallOver 0'.
[18:36:05]	Luka Hills used command '/CharFallOver 0'.
[18:36:12]	[Y] Luka Hills: Open this door u nigger.
[18:36:19]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:36:19]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:36:19]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:36:19]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:36:19]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:36:21]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:36:21]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:36:22]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:36:24]	Luka Hills used command '/CharFallOver 0'.
[18:36:25]	Bobby Nice ran 'take' on item 'Empty Shotgun Shells' (#6876)
[18:36:25]	Bobby Nice has gained a 'Empty Shotgun Shells' #6876.
[18:36:26]	Bobby Nice ran 'take' on item 'Empty Shotgun Shells' (#6877)
[18:36:26]	Bobby Nice has gained a 'Empty Shotgun Shells' #6877.
[18:36:27]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:36:27]	CCA.C17-UNION.i5.01477 has killed Luka Hills with weapon_pistol.
[18:36:27]	Bobby Nice ran 'take' on item 'Empty Shotgun Shells' (#6875)
[18:36:27]	Bobby Nice has gained a 'Empty Shotgun Shells' #6875.
[18:36:28]	Bobby Nice ran 'take' on item 'Empty Shotgun Shells' (#6878)
[18:36:28]	Bobby Nice has gained a 'Empty Shotgun Shells' #6878.
[18:36:31]	[OOC] Luka Hills: ur such a nigger
[18:36:35]	[OOC] CCA.C17-UNION.i5.01477: lol
[18:37:11]	[OOC] CCA.C17-UNION.i5.01477: wheres ur friend
[18:37:24]	[OOC] Luka Hills: in the  nexus, deeper in it than ur mom lol'
[18:37:32]	Luka Hills used command '/CharFallOver 0'.
[18:37:33]	[OOC] CCA.C17-UNION.i5.01477: now thats just swag
[18:37:38]	Luka Hills used command '/CharFallOver 0'.
[18:37:43]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:37:43]	Luka Hills used command '/CharFallOver 0'.
[18:37:45]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:37:45]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:37:46]	Luka Hills used command '/CharFallOver 0'.
[18:37:46]	Bobby Nice used command '/CharFallOver'.
[18:37:47]	Bobby Nice used command '/CharGetUp'.
[18:37:47]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:37:47]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:37:48]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:37:48]	Luka Hills has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:37:48]	Luka Hills used command '/CharFallOver 0'.
[18:37:48]	Bobby Nice used command '/CharGetUp'.
[18:37:48]	Bobby Nice used command '/CharGetUp'.
[18:37:49]	Luka Hills has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:37:49]	Bobby Nice used command '/CharGetUp'.
[18:37:50]	Bobby Nice used command '/CharGetUp'.
[18:37:52]	Bobby Nice used command '/CharGetUp'.
[18:38:03]	[OOC] CCA.C17-UNION.i5.01477: lol whered u go
[18:38:21]	[OOC] Luka Hills: up ur ass, than your moms throat
[18:38:33]	Luka Hills used command '/CharFallOver 0'.
[18:38:36]	Bobby Nice used command '/CharFallOver 0'.
[18:38:37]	Bobby Nice used command '/CharFallOver'.
[18:38:38]	Bobby Nice used command '/CharFallOver'.
[18:38:39]	Bobby Nice has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:38:39]	Bobby Nice has taken 12 damage from CCA.C17-UNION.i5.01477.
[18:38:39]	Bobby Nice used command '/CharFallOver'.
[18:38:41]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:38:41]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:38:41]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:38:41]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:38:42]	Bobby Nice used command '/CharGetUp'.
[18:38:42]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:38:42]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:38:42]	Bobby Nice used command '/CharGetUp'.
[18:38:42]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:38:42]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:38:43]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:38:43]	Bobby Nice used command '/CharGetUp'.
[18:38:43]	Bobby Nice used command '/CharGetUp'.
[18:38:44]	Bobby Nice used command '/CharGetUp'.
[18:38:45]	[OOC] CCA.C17-UNION.i5.01477: got u
[18:38:46]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:38:47]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:38:47]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:38:48]	[OOC] Bobby Nice: fuck im dead
[18:38:49]	Bobby Nice has taken 5 damage from CCA.C17-UNION.i5.01477.
[18:38:57]	[OOC] CCA.C17-UNION.i5.01477: right
[18:39:09]	[OOC] CCA.C17-UNION.i5.01477: oo spooky
[18:39:31]	Bobby Nice has taken 10 damage from CCA.C17-UNION.i5.01477.
[18:39:32]	Bobby Nice has taken 10 damage from CCA.C17-UNION.i5.01477.
[18:39:32]	CCA.C17-UNION.i5.01477 has killed Bobby Nice with ix_stunstick.
[18:39:34]	[OOC] Bobby Nice: fuck
[18:39:38]	[OOC] CCA.C17-UNION.i5.01477: cant trick me
[18:39:51]	Luka Hills used command '/CharFallOver 0'.
[18:39:52]	Luka Hills used command '/CharFallOver 0'.
[18:39:53]	[OOC] CCA.C17-UNION.i5.01477: i hear ya boy
[18:39:53]	Bobby Nice used command '/CharFallOver 0'.
[18:39:54]	Luka Hills used command '/CharFallOver 0'.
[18:40:00]	[OOC] Luka Hills: shut up nigger
[18:40:09]	[OOC] CCA.C17-UNION.i5.01477: gotta maze runner that shit 
[18:40:14]	[OOC] Luka Hills: the true citizen knows i ass raped your mom
[18:40:26]	Bobby Nice used command '/CharFallOver 0'.
[18:40:28]	CCA.C17-UNION.i5.01477 has gained 10 tokens.
[18:40:29]	Bobby Nice used command '/CharFallOver 0'.
[18:40:32]	Bobby Nice has taken 1 damage from worldspawn.
