[00:01:18]	[OOC] CCA.C17-GRID.i3.08313: I 
[21:35:57]	CCA.C17-GRID.i1.23710 used command '/ToggleRaise'.
[21:35:57]	Johnathan Whittmore has spawned a 'NPC [894][npc_fastzombie]'.
[21:36:02]	CCA.C17-GRID.i1.23710 has taken 5 damage from npc_fastzombie.
[21:36:13]	CCA.C17-GRID.i1.23710 used command '/ToggleRaise'.
[21:36:20]	[Y] CCA.C17-UNION.EpU.93347: <:: Citizens, Group up! Right here! ::>
[21:36:21]	Johnathan Whittmore exited observer at their location.
[21:36:25]	CCA.C17-UNION.i4.29852 used command '/Radio Deceased citizen.'.
[21:36:41]	[Y] CCA.C17-UNION.EpU.93347: <:: Get back. ::>
[21:36:49]	[ME] CCA.C17-UNION.i4.29852: stifles back a gag.
[21:36:51]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[21:36:51]	Johnathan Whittmore has gained 50 tokens.
[21:36:51]	CCA.C17-UNION.i2.51514 has gained 10 tokens.
[21:36:51]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[21:36:51]	CCA.C17-UNION.i4.29852 has gained 10 tokens.
[21:36:53]	matt saton created the character 'Steve Erkel'
[21:36:53]	Steve Erkel has gained a 'Conscript Hazmat Armor' #28103.
[21:36:58]	[ME] Alex Palovichov: Slips on the ground
[21:36:58]	matt saton loaded the character 'Recruit Steve Erkel'
[21:36:58]	Recruit Steve Erkel has taken 1 damage from worldspawn.
[21:36:59]	Alex Palovichov used command '/CharFallOver 4'.
[21:36:59]	Recruit Steve Erkel has taken 1 damage from worldspawn.
[21:37:00]	Recruit Steve Erkel has taken 1 damage from worldspawn.
[21:37:01]	Recruit Steve Erkel has taken 1 damage from worldspawn.
[21:37:01]	Recruit Steve Erkel entered observer.
[21:37:08]	CCA.C17-UNION.i4.29852 used command '/Radio .. Make it two expired.'.
[21:37:11]	[OOC] Matthew 'Matt' Miller: this map has a problem with ending pipes
[21:37:12]	[LOOC] CCA.C17-GRID.i1.23710: not actual doors
[21:37:24]	"David Delgado used command '/CharSetName steve "David Delgado'.
[21:37:36]	David Delgado used command '/CharSetName david David Delgado'.
[21:37:52]	[LOOC] Matthew 'Matt' Miller: bro the average hl2rp player omg
[21:37:54]	CCA.C17-UNION.i2.51514 ran 'View' on item 'Notepad' (#28101)
[21:37:58]	CCA.C17-GRID.i1.23710 entered observer.
[21:38:07]	CCA.C17-GRID.i1.23710 exited observer at their location.
[21:38:08]	CCA.C17-UNION.i2.51514 used command '/Radio Notepad found, written by a rebel.'.
[21:38:09]	[LOOC] CCA.C17-UNION.EpU.93347: peak barrl-
[21:38:09]	[OOC] David Delgado: the note is IC
[21:38:10]	[LOOC] CCA.C17-UNION.EpU.93347: fuck
[21:38:11]	CCA.C17-UNION.i2.51514 ran 'View' on item 'Notepad' (#28101)
[21:38:12]	[Y] Alex Palovichov: Officer! I think this is an ammo crate!
[21:38:28]	LCPL David Delgado used command '/CharSetName delgado LCPL David Delgado'.
[21:38:31]	[ME] CCA.C17-UNION.EpU.93347: he grabs the notepad reading it 
[21:38:34]	CCA.C17-UNION.EpU.93347 ran 'View' on item 'Notepad' (#28101)
[21:38:41]	Robbert Garth ran 'View' on item 'Notepad' (#28101)
[21:38:53]	[ME] Anastasia Ivanovich: goes to fucking lift it herself.
[21:39:02]	Anastasia Ivanovich rolled 48 (40 + 8) out of 100 on Strength.
[21:39:02]	Anastasia Ivanovich used command '/RollAttribute strength'.
[21:39:03]	LCPL David Delgado used command '/CharGiveFlag lcpl petncrC'.
[21:39:09]	LCPL David Delgado has spawned 'models/hunter/plates/plate025.mdl'.
[21:39:09]	[ME] Anastasia Ivanovich: struggled greatly.
[21:39:11]	CCA.C17-GRID.i1.23710 ran 'View' on item 'Notepad' (#28101)
[21:39:16]	[LOOC] LCPL David Delgado: stop
[21:39:23]	[LOOC] CCA.C17-UNION.i4.29852: void
[21:39:41]	LCPL David Delgado has spawned 'models/hunter/plates/plate025.mdl'.
[21:39:54]	[OOC] CCA.C17-UNION.EpU.93347: was that crate always there?
[21:40:00]	[OOC] Robbert Garth: tes
[21:40:03]	[OOC] Robbert Garth: Yes
[21:40:03]	[OOC] LCPL David Delgado: i didn't place it
[21:40:15]	[Y] Anastasia Ivanovich: STOP BLOCKING MY WAY.
[21:40:27]	[ME] Anastasia Ivanovich: just goes to open the crate.
[21:40:32]	[LOOC] Anastasia Ivanovich: break it?
[21:40:42]	LCPL David Delgado exited observer at their location.
[21:40:42]	LCPL David Delgado has taken 1 damage from worldspawn.
[21:40:43]	LCPL David Delgado entered observer.
[21:40:47]	LCPL David Delgado has gained a 'Respirator' #28104.
[21:40:47]	LCPL David Delgado used command '/CharGiveItem david respirator'.
[21:41:04]	LCPL David Delgado used command '/CharSetModel david models/wichacks/artnovest.mdl'.
[21:41:08]	CCA.C17-GRID.i1.23710 used command '/Radio Suggesting we move along'.
[21:41:09]	CCA.C17-UNION.i4.29852 used command '/Radio Grenade and armor battery confiscated.'.
[21:41:15]	[OOC] LCPL David Delgado: it's not
[21:41:16]	[OOC] LCPL David Delgado: an armor battery
[21:41:19]	[OOC] LCPL David Delgado: it's a battery
[21:41:20]	CCA.C17-UNION.i2.51514 used command '/Radio Copy, use of it is permitted in emergencies.'.
[21:41:25]	CCA.C17-UNION.i4.29852 used command '/Radio 10-4.'.
[21:41:35]	[OOC] LCPL David Delgado: it's only an armor battery to gordon freeman becuase his suit is powered by electricity
[21:41:35]	CCA.C17-UNION.EpU.93347 used command '/Radio 10-4. G-10 how should we proceed?'.
[21:41:50]	[OOC] LCPL David Delgado: are we gonna keep moving
[21:41:51]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[21:41:51]	CCA.C17-UNION.i2.51514 has gained 10 tokens.
[21:41:51]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[21:41:51]	CCA.C17-UNION.i4.29852 has gained 10 tokens.
[21:41:51]	CCA.C17-GRID.i1.23710 used command '/Radio follow me'.
[21:41:53]	[OOC] LCPL David Delgado: or 
[21:41:55]	[OOC] LCPL David Delgado: what's the deal
[21:41:56]	CCA.C17-UNION.EpU.93347 used command '/Radio Copy'.
[21:42:03]	[Y] CCA.C17-UNION.EpU.93347: <:: Let's move. ::>
[21:42:12]	LCPL David Delgado used command '/ToggleRaise'.
[21:42:46]	CCA.C17-UNION.i4.29852 used command '/Radio Two necrotics, expired.'.
[21:42:53]	CCA.C17-UNION.EpU.93347 used command '/Radio Recent?'.
[21:42:54]	[OOC] CCA.C17-GRID.i1.23710: afk getting a drinl
[21:42:54]	Matthew 'Matt' Miller has spawned 'models/Combine_Helicopter/helicopter_bomb01.mdl'.
[21:42:54]	CCA.C17-UNION.EpU.93347 has taken 10 damage from prop_physics.
[21:42:56]	matt saton loaded the character 'Johnathan Whittmore'
[21:42:56]	Johnathan Whittmore entered observer.
[21:42:57]	[ME] CCA.C17-UNION.i4.29852: stifles another gag from the smell.
[21:43:08]	Johnathan Whittmore exited observer at their location.
[21:43:12]	[LOOC] Matthew 'Matt' Miller: you either drip or drown spiderman
[21:43:46]	[ME] Alex Palovichov: Chuckles
[21:43:55]	Johnathan Whittmore entered observer.
[21:44:00]	[OOC] Johnathan Whittmore: oh
[21:44:01]	[OOC] Johnathan Whittmore: it is
[21:44:03]	[OOC] Johnathan Whittmore: fuck
[21:44:03]	[OOC] CCA.C17-UNION.EpU.93347: lol
[21:44:04]	[OOC] Matthew 'Matt' Miller: you guys
[21:44:06]	Johnathan Whittmore exited observer at their location.
[21:44:07]	[OOC] CCA.C17-UNION.i2.51514: duimb
[21:44:07]	[OOC] Matthew 'Matt' Miller: ARE SO DUMB
[21:44:10]	[OOC] Johnathan Whittmore: opposite vvay
[21:44:13]	[OOC] Johnathan Whittmore: IT'S CONFUSING IN HERE
[21:44:16]	[OOC] Matthew 'Matt' Miller: IV POINTED EVERYTHING OUT
[21:44:21]	[OOC] Matthew 'Matt' Miller: god damn
[21:44:22]	Johnathan Whittmore entered observer.
[21:44:31]	[OOC] Robbert Garth: ic
[21:44:33]	matt saton loaded the character 'LCPL David Delgado'
[21:44:33]	LCPL David Delgado has taken 1 damage from worldspawn.
[21:44:34]	LCPL David Delgado has taken 1 damage from worldspawn.
[21:44:35]	LCPL David Delgado entered observer.
[21:44:35]	LCPL David Delgado exited observer at their location.
[21:44:35]	LCPL David Delgado has taken 1 damage from worldspawn.
[21:44:35]	LCPL David Delgado entered observer.
[21:44:37]	LCPL David Delgado ran 'Equip' on item 'Respirator' (#28104)
[21:44:40]	LCPL David Delgado used command '/ToggleRaise'.
[21:44:46]	CCA.C17-UNION.i2.51514 used command '/Radio Exit found'.
[21:44:57]	CCA.C17-UNION.EpU.93347 used command '/Radio 10-4.'.
[21:45:08]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[21:45:17]	[LOOC] CCA.C17-UNION.i2.51514: nice*
[21:45:28]	LCPL David Delgado exited observer at their location.
[21:45:38]	LCPL David Delgado used command '/ToggleRaise'.
[21:45:40]	LCPL David Delgado entered observer.
[21:45:41]	LCPL David Delgado exited observer at their location.
[21:45:42]	LCPL David Delgado entered observer.
[21:45:52]	LCPL David Delgado used command '/ToggleRaise'.
[21:45:55]	LCPL David Delgado used command '/ToggleRaise'.
[21:45:56]	LCPL David Delgado exited observer at their location.
[21:45:59]	[Y] LCPL David Delgado: <:: Over here! ::>
[21:46:00]	LCPL David Delgado used command '/ToggleRaise'.
[21:46:04]	[Y] LCPL David Delgado: <:: HEY! HEY, OVER HERE! ::>
[21:46:05]	Matthew 'Matt' Miller has taken 17 damage from worldspawn.
[21:46:05]	Matthew 'Matt' Miller has taken 50 damage from worldspawn.
[21:46:05]	worldspawn has killed Matthew 'Matt' Miller.
[21:46:15]	CCA.C17-UNION.i2.51514 used command '/Radio Citizen down'.
[21:46:18]	[Y] LCPL David Delgado: <:: Over here! ::>
[21:46:20]	CCA.C17-GRID.i1.23710 used command '/Radio F;are'.
[21:46:20]	CCA.C17-UNION.i4.29852 used command '/Radio Flare sighted.'.
[21:46:20]	CCA.C17-UNION.i2.51514 used command '/Radio Suicide'.
[21:46:22]	CCA.C17-UNION.EpU.93347 used command '/Radio PT advised, Flare went out Forward.'.
[21:46:22]	[OOC] Matthew 'Matt' Miller: so this is were we started
[21:46:26]	CCA.C17-UNION.i2.51514 used command '/Radio Copy'.
[21:46:27]	LCPL David Delgado used command '/ToggleRaise'.
[21:46:29]	CCA.C17-GRID.i1.23710 used command '/Radio contact, looks like a conscript'.
[21:46:32]	[OOC] LCPL David Delgado: no
[21:46:33]	CCA.C17-UNION.EpU.93347 used command '/Radio Investigate 10-103.'.
[21:46:33]	CCA.C17-GRID.i1.23710 used command '/ToggleRaise'.
[21:46:34]	LCPL David Delgado used command '/ToggleRaise'.
[21:46:39]	CCA.C17-GRID.i1.23710 used command '/ToggleRaise'.
[21:46:47]	LCPL David Delgado used command '/CharEditBodygroup david'.
[21:46:48]	[Y] CCA.C17-UNION.EpU.93347: <:: Keep moving! ::>
[21:46:51]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[21:46:51]	CCA.C17-UNION.i2.51514 has gained 10 tokens.
[21:46:51]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[21:46:51]	CCA.C17-UNION.i4.29852 has gained 10 tokens.
[21:46:51]	LCPL David Delgado has changed LCPL David Delgado's bodygroups.
[21:46:53]	LCPL David Delgado has changed LCPL David Delgado's bodygroups.
[21:47:00]	[W] Alex Palovichov: One time I'd ever be happy to see one.
[21:47:46]	[ME] LCPL David Delgado: would be talking in a rushed voice. He sounds.. frantic? Not all there.
[21:47:53]	[LOOC] CCA.C17-GRID.i1.23710: your biosignal is a single line
[21:48:06]	[W] Anastasia Ivanovich: I don't like this.
[21:48:14]	[W] Anastasia Ivanovich: He's talking to voices.
[21:48:19]	[W] Ashley Adams: Me neither, I cant help but feel this is a trap.
[21:48:25]	CCA.C17-UNION.i4.29852 used command '/Radio Possible 10-103M.'.
[21:48:38]	[W] Alex Palovichov: A schizo connie...Great!
[21:48:55]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[21:49:06]	[LOOC] LCPL David Delgado: slowly puts on suit
[21:49:19]	[LOOC] LCPL David Delgado: no
[21:49:20]	[LOOC] LCPL David Delgado: it didn't
[21:49:24]	[LOOC] LCPL David Delgado: did you not read the message
[21:49:26]	[LOOC] LCPL David Delgado: that i sent twice
[21:49:26]	[LOOC] Robbert Garth: end of line on train
[21:49:28]	[LOOC] Anastasia Ivanovich: no
[21:49:28]	[LOOC] LCPL David Delgado: ^
[21:49:32]	[LOOC] LCPL David Delgado: we had tocontinue on wheels
[21:49:32]	[LOOC] Anastasia Ivanovich: whatever void
[21:49:54]	CCA.C17-UNION.i4.29852 used command '/Radio This conscript seems 10-103m.'.
[21:50:05]	[ME] LCPL David Delgado: would start pacing.
[21:50:07]	CCA.C17-UNION.i2.51514 used command '/Radio Thanks for literally saying that in front of him.'.
[21:50:17]	CCA.C17-UNION.i4.29852 used command '/Radio You're welcome.'.
[21:50:21]	[LOOC] LCPL David Delgado: the term
[21:50:23]	[LOOC] LCPL David Delgado: is 10-102m
[21:50:27]	[LOOC] CCA.C17-UNION.EpU.93347: rekt
[21:50:58]	[Y] LCPL David Delgado: <:: FRANK, KNOCK IT OFF. ::>
[21:51:05]	[ME] LCPL David Delgado: would noticeably be talking to the wrong unit.
[21:51:06]	[Y] Anastasia Ivanovich: There is no Frank Conscript. You are exposed.
[21:51:17]	[ME] CCA.C17-UNION.EpU.93347: he slings his weapon behind him and grabs the individual by the shoulders
[21:51:17]	[ME] LCPL David Delgado: would drop his MP7
[21:51:28]	[ME] Robbert Garth: Sits down against the rock side
[21:51:30]	LCPL David Delgado has gained a 'MP7' #28105.
[21:51:30]	LCPL David Delgado used command '/CharGiveItem david mp7'.
[21:51:32]	LCPL David Delgado ran 'drop' on item 'MP7' (#28105)
[21:51:32]	LCPL David Delgado has lost a 'MP7' #28105.
[21:51:51]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[21:51:51]	CCA.C17-UNION.i2.51514 has gained 10 tokens.
[21:51:51]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[21:51:51]	CCA.C17-UNION.i4.29852 has gained 10 tokens.
[21:52:10]	Robbert Garth ran 'View' on item 'UU Brand Cigarette Pack' (#20159)
[21:52:27]	Robbert Garth ran 'Take' on item 'UU Brand Cigarette Pack' (#20159)
[21:52:30]	Robbert Garth ran 'View' on item 'UU Brand Cigarette Pack' (#20159)
[21:52:53]	[W] CCA.C17-GRID.i1.23710: <:: It's quite pretty out here. ::>
[21:52:58]	[W] CCA.C17-UNION.i2.51514: <:: Affirmative. ::>
[21:53:02]	[W] CCA.C17-GRID.i1.23710: <:: You ever go to Poland, pre-war? ::>
[21:53:03]	[W] CCA.C17-UNION.i2.51514: <:: Almost wanna live out here, hah! ::>
[21:53:07]	[W] CCA.C17-UNION.i2.51514: <:: Negative, never. ::>
[21:53:09]	[ME] LCPL David Delgado: takes out their datapad and types a couple things in.
[21:53:12]	[LOOC] LCPL David Delgado: void that
[21:53:17]	[W] CCA.C17-UNION.i2.51514: <:: Was a good ol' New Yorkian back in pre-war. ::>
[21:53:22]	[ME] CCA.C17-UNION.EpU.93347: he sort of lets go and grabs his weapon once again
[21:53:32]	[W] CCA.C17-GRID.i1.23710: <:: The food, the cities, the scenery, beautiful. ::>
[21:53:35]	[W] CCA.C17-UNION.i2.51514: <:: Copy. ::>
[21:53:37]	[ME] Robbert Garth: Gets back up
[21:54:00]	[LOOC] CCA.C17-GRID.i1.23710: ugh
[21:54:37]	[LOOC] CCA.C17-GRID.i1.23710: void that
[21:54:40]	[LOOC] CCA.C17-UNION.EpU.93347: lol
[21:55:50]	[OOC] CCA.C17-GRID.i1.23710: i actually have to go, tired as fuck
[21:55:57]	[OOC] CCA.C17-UNION.EpU.93347: f :c
[21:56:04]	DRD (STEAM_0:0:193599766) has disconnected.
[21:56:05]	[OOC] LCPL David Delgado: goodnight DRD
[21:56:11]	Chicken (STEAM_0:0:143523274) has disconnected.
[21:56:16]	[OOC] LCPL David Delgado: rip chicken i guess?
[21:56:19]	[OOC] CCA.C17-UNION.i2.51514: Yeah
[21:56:43]	[W] LCPL David Delgado: <:: Hey. ::>
[21:56:51]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[21:56:51]	CCA.C17-UNION.i2.51514 has gained 10 tokens.
[21:56:51]	CCA.C17-UNION.i4.29852 has gained 10 tokens.
[21:56:55]	[W] LCPL David Delgado: <:: I'm not not not not not-not-not-not 10-102M. ::>
[21:57:01]	[W] LCPL David Delgado: <:: I'm mentally fit, I've had a hard go. ::>
[21:57:10]	[ME] CCA.C17-UNION.EpU.93347: he sort of leans in
[21:57:15]	[W] LCPL David Delgado: <:: I get if you have to get rid of me but I'm a loyal man. You won't hear from me again one way othe other. ::>
[21:57:22]	[W] CCA.C17-UNION.EpU.93347: <:: I figured. ::>
[21:57:23]	CCA.C17-UNION.i2.51514 ran 'take' on item 'MP7' (#28105)
[21:57:29]	CCA.C17-UNION.i2.51514 ran 'take' on item 'MP7' (#28105)
[21:57:29]	CCA.C17-UNION.i2.51514 has gained a 'MP7' #28105.
[21:57:35]	[W] LCPL David Delgado: <:: Please don't get rid of me. ::>
[21:58:00]	[ME] Alex Palovichov: Lays down on the grass
[21:58:04]	Alex Palovichov used command '/CharFallOver'.
[21:58:15]	[ME] CCA.C17-UNION.EpU.93347: he pulls out his PDA, and begins typing something
[21:58:21]	[ME] CCA.C17-UNION.EpU.93347: he tilts his head looking a bit curious
[21:58:28]	[LOOC] CCA.C17-UNION.EpU.93347: rank*
[21:58:42]	[ME] Alex Palovichov: Gets up off the ground
[21:58:42]	Alex Palovichov used command '/CharGetUp'.
[21:58:49]	[W] Anastasia Ivanovich: What's wrong?
[21:59:34]	Mr. Chief (STEAM_0:1:129270116) has disconnected.
[21:59:39]	[OOC] LCPL David Delgado: the fuck is going on
[21:59:46]	[OOC] CCA.C17-UNION.i2.51514: sadness 
[21:59:50]	[OOC] CCA.C17-UNION.i2.51514: or something 
[21:59:52]	[OOC] CCA.C17-UNION.EpU.93347: cp group is living
[21:59:53]	[OOC] CCA.C17-UNION.EpU.93347: :C
[21:59:54]	[OOC] CCA.C17-UNION.i2.51514: This works regardless 
[21:59:57]	[OOC] LCPL David Delgado: it does but 
[21:59:59]	[OOC] LCPL David Delgado: where are they goingf
[22:00:00]	[OOC] LCPL David Delgado: very strange
[22:00:04]	[OOC] CCA.C17-UNION.EpU.93347: sleep
[22:00:05]	[OOC] CCA.C17-UNION.i2.51514: It's late 
[22:00:07]	[OOC] CCA.C17-UNION.EpU.93347: fairly late
[22:00:07]	[OOC] CCA.C17-UNION.i2.51514: Yeah 
[22:00:12]	[OOC] LCPL David Delgado: it's 10:00 in chicekn's time
[22:00:15]	[OOC] LCPL David Delgado: same as chief
[22:00:23]	[OOC] LCPL David Delgado: it is midnight for DRd that make sense
[22:00:24]	[LOOC] CCA.C17-UNION.i2.51514: fuck 
[22:00:38]	[Y] LCPL David Delgado: <:: Cannibal! ::>
[22:00:41]	LCPL David Delgado entered observer.
[22:01:01]	matt saton loaded the character 'Johnathan Whittmore'
[22:01:03]	Johnathan Whittmore entered observer.
[22:01:37]	Johnathan Whittmore exited observer at their location.
[22:01:51]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[22:01:51]	CCA.C17-UNION.i2.51514 has gained 10 tokens.
[22:02:02]	[LOOC] Johnathan Whittmore: shhh void it
[22:02:06]	[LOOC] Alex Palovichov: lol
[22:02:18]	Johnathan Whittmore used command '/Radio Wrong way, what are you doing?'.
[22:02:20]	[OOC] CCA.C17-UNION.i2.51514: This is a pretty map 
[22:02:21]	Johnathan Whittmore used command '/Radio Did you listenm to the madman?'.
[22:02:33]	Johnathan Whittmore used command '/Radio He said it's back the way we came by the bridge.'.
[22:02:43]	CCA.C17-UNION.i2.51514 used command '/Radio Copy'.
[22:02:47]	Johnathan Whittmore used command '/Radio Once we get back to the bridge, then we turn away.'.
[22:03:08]	[OOC] Robbert Garth: I must go... Good luck squad
[22:03:12]	[OOC] CCA.C17-UNION.i2.51514: sad 
[22:03:14]	[OOC] Johnathan Whittmore: jesus
[22:03:15]	[OOC] Alex Palovichov: sadge
[22:03:18]	[OOC] Johnathan Whittmore: thanks for being on
[22:03:23]	[OOC] Johnathan Whittmore: sorry about the shitty event
[22:03:24]	[OOC] Robbert Garth: SChhool is a thing that must be attended
[22:03:35]	Global Defence Initiative (STEAM_0:0:49504081) has disconnected.
[22:03:37]	[OOC] Alex Palovichov: event aint shitty
[22:03:53]	[OOC] CCA.C17-UNION.EpU.93347: All the way back ree
[22:03:56]	[ME] Anastasia Ivanovich: climbed up
[22:04:01]	Anastasia Ivanovich rolled 14 (9 + 5) out of 100 on Acrobatics.
[22:04:01]	Anastasia Ivanovich used command '/RollSkill acrobatics'.
[22:04:02]	CCA.C17-UNION.i2.51514 has spawned 'models/props_c17/FurnitureCouch001a.mdl'.
[22:04:04]	[LOOC] Anastasia Ivanovich: fuck
[22:04:09]	[LOOC] Anastasia Ivanovich: fuck them rolls
[22:04:19]	[LOOC] CCA.C17-UNION.i2.51514: vvho needs em'
[22:06:01]	Johnathan Whittmore has gained 50 tokens.
[22:06:12]	Alex Palovichov ran 'take' on item 'Standard Grade Food Product (Water Flavor)' (#25140)
[22:06:12]	Alex Palovichov has gained a 'Standard Grade Food Product (Water Flavor)' #25140.
[22:06:19]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[22:06:46]	CCA.C17-UNION.i2.51514 used command '/Radio Hold'.
[22:06:50]	CCA.C17-UNION.i2.51514 used command '/Radio Back'.
[22:06:50]	CCA.C17-UNION.EpU.93347 used command '/Radio Copy'.
[22:06:51]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[22:06:51]	CCA.C17-UNION.i2.51514 has gained 10 tokens.
[22:06:58]	[Y] Johnathan Whittmore: Over here.
[22:07:22]	[Y] Johnathan Whittmore: OVER HERE!
[22:07:23]	CCA.C17-UNION.EpU.93347 used command '/Radio Why are we holding 515?'.
[22:07:33]	CCA.C17-UNION.i2.51514 used command '/Radio I-.....code void, get moving.'.
