[17:03:49]	wheat has connected.
[22:52:40]	Victor used command '/ToggleRaise'.
[22:52:45]	[LOOC] Victor: you there forst?
[22:52:47]	[LOOC] Victor: frost*
[22:52:53]	[LOOC] Victor: yep alright
[22:52:53]	[OOC] Ben Edge: my car is stuck too wtf
[22:52:54]	Hero exited observer at their location.
[22:52:54]	[LOOC] Cameron Nixon: Yup
[22:52:56]	Hero entered observer.
[22:53:01]	[Y] Victor: Try over here, maybe.
[22:53:06]	Victor used command '/ToggleRaise'.
[22:53:12]	Hero used command '/CharGiveFlag Hero pet'.
[22:53:22]	[OOC] Hero: Fixed
[22:53:24]	[OOC] Ben Edge: thx
[22:53:39]	Hero exited observer at their location.
[22:53:47]	[LOOC] Victor: fuck me
[22:53:51]	[LOOC] Victor: Over here*
[22:53:59]	[Y] Victor: Zombie combine.
[22:54:06]	[Y] Victor: WATHC THE RNEAD.
[22:54:06]	Simon Amsterdam has taken 14 damage from npc_zombine.
[22:54:27]	Simon Amsterdam has taken 1 damage from worldspawn.
[22:54:27]	Simon Amsterdam has taken 1 damage from worldspawn.
[22:54:28]	Simon Amsterdam has taken 1 damage from worldspawn.
[22:54:29]	Simon Amsterdam has taken 1 damage from worldspawn.
[22:54:30]	Simon Amsterdam has taken 1 damage from worldspawn.
[22:54:30]	Simon Amsterdam has taken 1 damage from worldspawn.
[22:54:31]	Simon Amsterdam has taken 1 damage from worldspawn.
[22:54:32]	Simon Amsterdam has taken 1 damage from worldspawn.
[22:54:33]	Simon Amsterdam has taken 1 damage from worldspawn.
[22:54:33]	Simon Amsterdam ran 'equip' on item 'Citizen Filter' (#11412)
[22:54:34]	Simon Amsterdam has gained a 'OTA Filter' #12484.
[22:54:34]	Victor used command '/CharGiveItem simon ota filter'.
[22:54:49]	[Y] Victor: Everyone fan out and try to find any bodies.
[22:54:55]	Victor used command '/ToggleRaise'.
[22:54:57]	Victor entered observer.
[22:55:08]	[Y] Hero: Come on!
[22:55:25]	Hero entered observer.
[22:55:35]	Victor exited observer at their location.
[22:55:36]	Hero has spawned a 'NPC [355][npc_fastzombie]'.
[22:55:40]	Hero has spawned a 'NPC [356][npc_poisonzombie]'.
[22:55:41]	Victor used command '/ToggleRaise'.
[22:55:43]	Victor has taken 3 damage from npc_fastzombie.
[22:55:43]	Victor has taken 3 damage from npc_fastzombie.
[22:55:51]	Hero has spawned a 'NPC [357][npc_zombine]'.
[22:56:04]	Cameron Nixon ran 'take' on item 'Wires' (#12478)
[22:56:04]	Cameron Nixon has gained a 'Wires' #12478.
[22:56:12]	Victor entered observer.
[22:56:13]	Victor exited observer at their location.
[22:56:14]	Victor entered observer.
[22:56:15]	Hero has spawned a 'NPC [355][npc_headcrab_fast]'.
[22:56:16]	Hero has spawned a 'NPC [398][npc_headcrab_fast]'.
[22:56:18]	Victor exited observer at their location.
[22:56:20]	Clarissa Harrison has taken 5 damage from npc_headcrab_fast.
[22:56:20]	Victor used command '/ToggleRaise'.
[22:56:21]	Victor used command '/ToggleRaise'.
[22:56:22]	Victor used command '/ToggleRaise'.
[22:56:22]	Clarissa Harrison has taken 5 damage from npc_headcrab_fast.
[22:56:24]	Victor has taken 5 damage from npc_headcrab_fast.
[22:56:24]	[Y] Victor: Headcrab.
[22:56:25]	Victor has taken 12 damage from Clarissa Harrison.
[22:56:39]	Hero has spawned a 'NPC [355][npc_zombie]'.
[22:56:40]	Cameron Nixon ran 'drop' on item 'Fingerless Gloves' (#12268)
[22:56:40]	Cameron Nixon has lost a 'Fingerless Gloves' #12268.
[22:56:42]	Hero has spawned a 'NPC [355][npc_zombie_torso]'.
[22:56:45]	Cameron Nixon destroyed a 'Fingerless Gloves' #12268.
[22:56:56]	Victor used command '/ToggleRaise'.
[22:57:01]	Hero has spawned a 'NPC [356][npc_headcrab_black]'.
[22:57:14]	[Y] Victor: We found the APC, we can just look around the area for where the units are.
[22:57:19]	[Y] Victor: If they're still in one piece.
[22:57:31]	Hero has spawned a 'NPC [355][npc_headcrab_black]'.
[22:57:39]	Victor used command '/ToggleRaise'.
[22:57:40]	Cameron Nixon has taken 5 damage from npc_headcrab_black.
[22:57:40]	Cameron Nixon has taken 94 damage from npc_headcrab_black.
[22:57:48]	Hero has spawned a 'NPC [355][npc_headcrab_black]'.
[22:57:59]	Hero has spawned a 'NPC [562][npc_zombie]'.
[22:58:01]	Hero has spawned a 'NPC [566][npc_zombie]'.
[22:58:09]	[Y] Victor: Simon, you good?
[22:58:10]	Victor used command '/ToggleRaise'.
[22:58:14]	Hero has spawned a 'NPC [355][npc_headcrab_black]'.
[22:58:14]	Cameron Nixon ran 'take' on item 'Pack of Screws' (#12486)
[22:58:14]	Cameron Nixon has gained a 'Pack of Screws' #12486.
[22:58:15]	Victor used command '/ToggleRaise'.
[22:58:21]	Clarissa Harrison has taken 5 damage from npc_headcrab_black.
[22:58:21]	Clarissa Harrison has taken 84 damage from npc_headcrab_black.
[22:58:40]	Cameron Nixon ran 'take' on item '4.6x30 Rounds' (#12485)
[22:58:40]	Cameron Nixon has gained a '4.6x30 Rounds' #12485.
[22:58:56]	Cameron Nixon ran 'drop' on item 'Pliers' (#12105)
[22:58:56]	Cameron Nixon has lost a 'Pliers' #12105.
[22:58:59]	Cameron Nixon destroyed a 'Pliers' #12105.
[22:59:00]	Cameron Nixon destroyed a 'Empty Paint Can' #12457.
[22:59:03]	Victor used command '/ToggleRaise'.
[22:59:04]	Victor used command '/ToggleRaise'.
[22:59:05]	Simon Amsterdam ran 'use' on item '12-Gauge Shells' (#12483)
[22:59:13]	Victor used command '/ToggleRaise'.
[22:59:14]	Cameron Nixon ran 'equip' on item 'Citizen Filter' (#12275)
[22:59:34]	[LOOC] Simon Amsterdam: wheres the other error
[22:59:38]	[LOOC] Victor: eh?
[22:59:47]	[LOOC] Simon Amsterdam: youre an error, wheres the other error
[22:59:56]	[LOOC] Victor: doing staff things
[23:00:03]	[LOOC] Victor: zombie spawning and al lthat
[23:00:05]	Hero has spawned a 'NPC [355][npc_headcrab_fast]'.
[23:00:05]	Hero has spawned a 'NPC [398][npc_headcrab_fast]'.
[23:00:06]	Hero has spawned a 'NPC [400][npc_headcrab_fast]'.
[23:00:06]	Hero has spawned a 'NPC [401][npc_headcrab_fast]'.
[23:00:10]	[LOOC] Victor: sorry, you can grab the models with /content
[23:00:16]	Hero exited observer at their location.
[23:00:18]	Hero has spawned a 'NPC [400][npc_fastzombie]'.
[23:00:19]	Hero has spawned a 'NPC [401][npc_fastzombie_torso]'.
[23:00:19]	Hero entered observer.
[23:00:20]	Victor used command '/ToggleRaise'.
[23:00:23]	Hero has spawned a 'NPC [401][npc_zombie]'.
[23:00:25]	Hero has spawned a 'NPC [402][npc_zombie]'.
[23:00:26]	Hero has spawned a 'NPC [405][npc_zombie]'.
[23:00:28]	Hero has spawned a 'NPC [405][npc_headcrab_black]'.
[23:00:30]	Victor used command '/ToggleRaise'.
[23:00:41]	Victor used command '/ToggleRaise'.
[23:00:44]	Hero has spawned a 'NPC [559][npc_poisonzombie]'.
[23:00:55]	Hero has spawned a 'NPC [559][npc_zombie]'.
[23:01:16]	[Y] Victor: We can try.
[23:01:16]	Hero exited observer at their location.
[23:01:18]	Hero entered observer.
[23:01:19]	Hero has spawned a 'NPC [561][npc_fastzombie_torso]'.
[23:01:28]	[Y] Victor: We're going down.
[23:01:42]	Hero has spawned a 'NPC [356][npc_headcrab]'.
[23:01:45]	Hero has spawned a 'NPC [562][npc_headcrab]'.
[23:01:49]	Victor used command '/ToggleRaise'.
[23:01:54]	[Y] Victor: Down-
[23:01:55]	[Y] Victor: Here.
[23:02:00]	Victor used command '/ToggleRaise'.
[23:02:02]	Victor used command '/ToggleRaise'.
[23:02:07]	Victor used command '/ToggleRaise'.
[23:02:17]	Victor used command '/ToggleRaise'.
[23:02:17]	Ben Edge has taken 2 damage from worldspawn.
[23:02:32]	Hero has spawned a 'NPC [355][npc_particlestorm]'.
[23:02:40]	Ben Edge has taken 2 damage from worldspawn.
[23:02:46]	[Y] Victor: This way.
[23:02:57]	Victor used command '/ToggleRaise'.
[23:03:09]	Victor used command '/ToggleRaise'.
[23:03:20]	Victor used command '/ToggleRaise'.
[23:03:27]	Victor used command '/ToggleRaise'.
[23:03:28]	Victor used command '/ToggleRaise'.
[23:03:37]	Hero exited observer at their location.
[23:03:39]	Hero entered observer.
[23:03:47]	[ME] Cameron Nixon: *he'd pick up the Grunt's Rifle.*
[23:03:48]	[OOC] Ben Edge: what if erp was allowed kek
[23:03:51]	[Y] Victor: I see something up there!
[23:03:56]	Victor used command '/ToggleRaise'.
[23:04:04]	Cameron Nixon used command '/PM victor picked up a tfa_psmg'.
[23:04:09]	[Y] Cameron Nixon: In here!
[23:04:10]	Victor used command '/PM cameron Genelocked.'.
[23:04:12]	[OOC] Clarissa Harrison: not funny. didn't laugh.
[23:04:21]	[Y] Cameron Nixon: Blue Building, up the Stairs.
[23:04:22]	Victor used command '/ToggleRaise'.
[23:04:27]	[Y] Cameron Nixon: Found some bodies.
[23:04:31]	[Y] Victor: Awesome.
[23:04:39]	Cameron Nixon ran 'take' on item 'Combine Datachip' (#12474)
[23:04:39]	Cameron Nixon has gained a 'Combine Datachip' #12474.
[23:04:47]	[ME] Simon Amsterdam: conserves oxygen
[23:04:48]	Victor used command '/ToggleRaise'.
[23:04:49]	[ME] Clarissa Harrison: kneels down, picking up the alien blaster.
[23:05:01]	Ben Edge has taken 2 damage from worldspawn.
[23:05:03]	[IT] Victor: You notice that it doesn't seem to react to your touch.
[23:05:15]	[ME] Cameron Nixon: *he'd shoot the gun with the EMP Blaster.*
[23:05:25]	[LOOC] Simon Amsterdam: AH YES, THE SACRED GENE SEED
[23:05:30]	[LOOC] Cameron Nixon: 40k?
[23:05:34]	[LOOC] Simon Amsterdam: yes
[23:05:41]	[OOC] Ben Edge: why are hte cars fucking burning oil
[23:05:46]	Ben Edge has taken 2 damage from worldspawn.
[23:05:52]	[LOOC] Simon Amsterdam: *a loud squelching sound is heard as the datachip is extracted*
[23:05:52]	[ME] Clarissa Harrison: packs it up
[23:05:59]	[LOOC] Victor: lmao i put it on the floor
[23:06:15]	[Y] Victor: Let's get going. we should have some equipment that can get something out of that chip.
[23:06:16]	[LOOC] Cameron Nixon: I said I got it a while ago, also. reaction to the Gun being, EMP'd?
[23:06:22]	[LOOC] Victor: oh, sorry
[23:06:28]	Hero exited observer at their location.
[23:06:36]	[LOOC] Victor: doesn't do anything, no
[23:06:50]	[LOOC] Cameron Nixon: damn, small jolts of electricity can open entire combine facilities
[23:06:52]	[LOOC] Cameron Nixon: not a gun doe
[23:07:01]	[LOOC] Clarissa Harrison: i mean it should but we'll go with that
[23:07:01]	Hero entered observer.
[23:07:02]	[LOOC] Victor: alyx vance has plot armor and is a living exception
[23:07:03]	Hero exited observer at their location.
[23:07:14]	Hero entered observer.
[23:07:15]	Hero exited observer at their location.
[23:07:17]	Hero entered observer.
[23:07:18]	Hero exited observer at their location.
[23:07:27]	[LOOC] Victor: and also technologically particular and not alien thing blah balh blah
[23:07:35]	Hero entered observer.
[23:07:35]	Hero exited observer at their location.
[23:07:58]	[LOOC] Cameron Nixon: The alien "Thing" fires an electric voltage far higher then alyx's spark stick lmao
[23:08:06]	[LOOC] Clarissa Harrison: ^
[23:08:25]	[LOOC] Hero: I would like to commit Warcrimes but also this.
[23:08:29]	[LOOC] Hero: Lets continue.
[23:08:30]	[LOOC] Cameron Nixon: the bane of this is I can't two-hand, the bane is that its an EMP lmao.
[23:08:40]	[LOOC] Cameron Nixon: the boon* of it, is that its an EMP
[23:08:55]	[LOOC] Victor: i don't think i ever said it was an EMP, did i?
[23:09:08]	[LOOC] Hero: It is just an electric bolt.
[23:09:09]	[LOOC] Simon Amsterdam: *did i fucking stutter*
[23:09:10]	[LOOC] Cameron Nixon: But it is doe.
[23:09:13]	[LOOC] Simon Amsterdam: lol
[23:09:15]	[LOOC] Hero: Okay
[23:09:34]	[LOOC] Victor: we'll worry about it later, for now, we progress so tihs doesn't go on for two more hurs
[23:09:39]	[Y] Victor: Let's get back to the cars.
[23:10:48]	Hero entered observer.
[23:10:58]	Victor has spawned a 'Entity [355][gmod_sent_vehicle_fphysics_base]'.
[23:11:16]	Hero used command '/CharGiveFlag Hero C'.
[23:11:18]	Hero has spawned a 'Entity [597][gmod_sent_vehicle_fphysics_base]'.
[23:11:20]	[ME] Simon Amsterdam: is tempted to fucking shoot the guy infront of him
[23:11:20]	Hero exited observer at their location.
[23:11:25]	[ME] Simon Amsterdam: does not
[23:11:33]	[IT] Cameron Nixon: good choice it wouldnt end well for you
[23:11:58]	Clarissa Harrison has taken 2 damage from worldspawn.
[23:11:58]	Simon Amsterdam has taken 2 damage from worldspawn.
[23:11:58]	Ben Edge has taken 2 damage from worldspawn.
[23:11:58]	Hero has taken 10 damage from gmod_sent_vehicle_fphysics_base.
[23:11:58]	Hero has taken 5 damage from gmod_sent_vehicle_fphysics_base.
[23:12:07]	Victor has spawned a 'Entity [621][gmod_sent_vehicle_fphysics_base]'.
[23:12:09]	[OOC] Cameron Nixon: damn lmao
[23:12:09]	[ME] Simon Amsterdam: grunts
[23:12:10]	[Y] Hero: Get out of here!
[23:12:11]	[OOC] Cameron Nixon: derby
[23:12:17]	Ben Edge has taken 2 damage from worldspawn.
[23:12:28]	[OOC] Ben Edge: lmao i get shot at s2k XD
[23:12:43]	[Y] Victor: Alright, let's get back to town.
[23:12:49]	[Y] Victor: Who wants to lead?
[23:12:52]	Ben Edge has taken 2 damage from worldspawn.
[23:12:56]	[Y] Victor: Follow the jalopy.
[23:13:46]	Victor has taken 2 damage from worldspawn.
[23:13:49]	[LOOC] Victor: fuck me
[23:14:02]	[Y] Victor: Over here?
[23:14:20]	Clarissa Harrison has taken 2 damage from worldspawn.
[23:14:20]	Simon Amsterdam has taken 2 damage from worldspawn.
[23:14:21]	Clarissa Harrison has taken 2 damage from worldspawn.
[23:14:21]	Simon Amsterdam has taken 2 damage from worldspawn.
[23:14:22]	Victor has taken 2 damage from worldspawn.
[23:14:25]	Victor has taken 2 damage from worldspawn.
[23:14:36]	Victor entered observer.
[23:14:51]	Victor has spawned 'models/hunter/triangles/1x1x3.mdl'.
[23:14:59]	Victor has spawned 'models/hunter/plates/plate3x3.mdl'.
[23:15:12]	[Y] Hero: Fuck off!
[23:15:19]	Victor exited observer at their location.
[23:15:28]	Victor has taken 2 damage from worldspawn.
[23:15:35]	[ME] Ben Edge: press horn
[23:15:39]	[IT] Ben Edge: you hear general lee horn
[23:15:45]	Ben Edge has taken 2 damage from worldspawn.
[23:15:46]	[LOOC] Cameron Nixon: what a momento
[23:15:53]	Victor has taken 2 damage from worldspawn.
[23:15:53]	[LOOC] Cameron Nixon: de bruh
[23:16:00]	[Y] Victor: DAMNIT.
[23:16:09]	[ME] Simon Amsterdam: presses his genitals with a firm hand
[23:16:13]	[LOOC] Simon Amsterdam: void
[23:16:30]	Ben Edge has taken 2 damage from worldspawn.
[23:16:30]	Clarissa Harrison has taken 2 damage from worldspawn.
[23:16:30]	Simon Amsterdam has taken 2 damage from worldspawn.
[23:16:40]	[Y] Ben Edge: Hold shift.
[23:16:51]	[Y] Victor: WATCH FOR THE MINE.
[23:17:21]	[Y] Victor: Head inside.
[23:17:33]	[Y] Simon Amsterdam: A working van!
[23:17:56]	[ME] Hero: Slings over his AR2 and sits on the metal table.
[23:18:06]	[Y] Victor: Simon!
[23:18:11]	[Y] Victor: This way.
[23:18:27]	Ben Edge ran 'take' on item 'Pan' (#12426)
[23:18:27]	Ben Edge has gained a 'Pan' #12426.
[23:19:25]	[ME] Cameron Nixon: *he'd hand over the Datachip*
[23:19:34]	[ME] Victor: would take the datachip.
[23:19:36]	Cameron Nixon ran 'drop' on item 'Combine Datachip' (#12474)
[23:19:36]	Cameron Nixon has lost a 'Combine Datachip' #12474.
[23:19:44]	Victor used command '/PlySearch'.
[23:19:50]	[LOOC] Victor: did you drop it?
[23:19:55]	[LOOC] Cameron Nixon: you're lookin at it
[23:20:00]	Victor entered observer.
[23:20:00]	Victor exited observer at their location.
[23:20:02]	[LOOC] Victor: oh fuck
[23:20:05]	Victor entered observer.
[23:20:05]	Victor exited observer at their location.
[23:20:08]	Victor entered observer.
[23:20:11]	Victor exited observer at their location.
[23:20:12]	Victor entered observer.
[23:20:12]	Victor exited observer at their location.
[23:20:12]	Victor entered observer.
[23:20:12]	Victor exited observer at their location.
[23:20:22]	[LOOC] Victor: it was invis for me
[23:20:24]	Victor entered observer.
[23:20:27]	Victor ran 'take' on item 'Combine Datachip' (#12474)
[23:20:27]	Victor has gained a 'Combine Datachip' #12474.
[23:20:28]	Victor exited observer at their location.
[23:20:29]	[LOOC] Victor: got it
[23:20:30]	[ME] Simon Amsterdam: raises his gun and shoots a box in a show of restlesness
[23:21:00]	[LOOC] Victor: spares.*
[23:21:24]	[LOOC] Simon Amsterdam: be like "simon youre too restless, give him your gun"
[23:22:04]	[ME] Cameron Nixon: *he'd pass him a Pulse SMG*
[23:22:18]	[ME] Victor: takes the IC pulse SMG item.
[23:22:27]	[Y] Victor: Hey, hero.
[23:22:40]	[Y] Victor: Try to keep them busy. Maybe show them the chess and checkers in the church. Your call.
[23:22:45]	Victor entered observer.
[23:22:54]	Victor has spawned a 'Entity [536][ent_chess_board]'.
[23:22:56]	Victor has spawned a 'Entity [536][ent_chess_board]'.
[23:22:59]	Victor has spawned a 'Entity [644][ent_draughts_board]'.
[23:23:00]	Victor has spawned a 'Entity [648][ent_draughts_board]'.
[23:23:06]	Victor has spawned a 'Entity [652][ent_chess_board]'.
[23:23:06]	[LOOC] Clarissa Harrison: actually im getting kinda tired
[23:23:11]	[LOOC] Clarissa Harrison: catch you guys later?
[23:23:13]	[LOOC] Simon Amsterdam: me too
[23:23:15]	[LOOC] Hero: Alright
[23:23:16]	[LOOC] Cameron Nixon: l8r
[23:23:20]	Opia ❦ (STEAM_0:1:205314685) has disconnected.
[23:23:21]	[LOOC] Simon Amsterdam: ill return the gun, here
[23:23:26]	[LOOC] Hero: Nah, no need.
[23:23:27]	[LOOC] Victor: yo simon
[23:23:28]	Simon Amsterdam ran 'unloadAmmo' on item 'SPAS-12' (#12481)
[23:23:28]	Simon Amsterdam has gained a '12-Gauge Shells' #12487.
[23:23:30]	Simon Amsterdam ran 'unloadAmmo' on item 'SPAS-12' (#12481)
[23:23:30]	Simon Amsterdam has gained a '12-Gauge Shells' #12488.
[23:23:31]	Simon Amsterdam ran 'unloadAmmo' on item 'SPAS-12' (#12481)
[23:23:31]	Simon Amsterdam has gained a '12-Gauge Shells' #12489.
[23:23:34]	Simon Amsterdam ran 'EquipUn' on item 'SPAS-12' (#12481)
[23:23:36]	[LOOC] Victor: make sure to hop in the discord, /discord. we'll continue this event tomorrow
[23:23:40]	Simon Amsterdam ran 'drop' on item 'SPAS-12' (#12481)
[23:23:40]	Simon Amsterdam has lost a 'SPAS-12' #12481.
[23:23:41]	Simon Amsterdam ran 'drop' on item '12-Gauge Shells' (#12482)
[23:23:41]	Simon Amsterdam has lost a '12-Gauge Shells' #12482.
[23:23:42]	Simon Amsterdam ran 'drop' on item '12-Gauge Shells' (#12487)
[23:23:42]	Simon Amsterdam has lost a '12-Gauge Shells' #12487.
[23:23:43]	Simon Amsterdam ran 'drop' on item '12-Gauge Shells' (#12488)
[23:23:43]	Simon Amsterdam has lost a '12-Gauge Shells' #12488.
[23:23:45]	Simon Amsterdam ran 'drop' on item '12-Gauge Shells' (#12489)
[23:23:45]	Simon Amsterdam has lost a '12-Gauge Shells' #12489.
[23:23:47]	[LOOC] Hero: No need to return the gun.
[23:23:48]	Ben Edge ran 'take' on item 'SPAS-12' (#12481)
[23:23:48]	Ben Edge has gained a 'SPAS-12' #12481.
[23:23:50]	Ben Edge ran 'take' on item '12-Gauge Shells' (#12487)
[23:23:50]	Ben Edge has gained a '12-Gauge Shells' #12487.
[23:23:51]	Ben Edge ran 'take' on item '12-Gauge Shells' (#12489)
[23:23:51]	Ben Edge has gained a '12-Gauge Shells' #12489.
[23:23:51]	Victor used command '/PlySearch'.
[23:23:52]	Victor has gained a 'SPAS-12' #12481.
[23:23:53]	Victor has gained a '12-Gauge Shells' #12487.
