[11:06:46]	Nums has connected.
[16:42:37]	James McKay has lost a 'Paper' #29666.
[16:42:37]	James McKay ran 'drop' on item 'Pin' (#28334)
[16:42:37]	James McKay has lost a 'Pin' #28334.
[16:42:41]	James McKay has gained a 'Small First Aid Kit' #29674.
[16:42:42]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:42:42]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:42:44]	James McKay ran 'combine' on item 'Suitcase' (#29605)
[16:42:46]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:42:53]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:42:55]	James McKay has gained a 'Empty Consulate Water Can' #29675.
[16:42:58]	James McKay ran 'drop' on item 'Empty Consulate Water Can' (#29675)
[16:42:58]	James McKay has lost a 'Empty Consulate Water Can' #29675.
[16:42:59]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:42:59]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:43:00]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:43:07]	[LOOC] Denford F. MacMillian: WAIT.
[16:43:08]	[LOOC] Denford F. MacMillian: WAIT.
[16:43:09]	[LOOC] Denford F. MacMillian: WAIT.
[16:43:13]	[ME] Denford F. MacMillian: RKOs the fucker.
[16:43:14]	Denford F. MacMillian rolled 46 out of 100.
[16:43:14]	Denford F. MacMillian used command '/Roll'.
[16:43:14]	James McKay has gained a 'Silicone Tube' #29676.
[16:43:16]	James McKay ran 'drop' on item 'Silicone Tube' (#29676)
[16:43:16]	James McKay has lost a 'Silicone Tube' #29676.
[16:43:19]	[ME] Otto Von Habsburg: eats him
[16:43:21]	Otto Von Habsburg rolled 66 out of 100.
[16:43:21]	Otto Von Habsburg used command '/Roll'.
[16:43:24]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:43:24]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:43:25]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:43:26]	James McKay has gained a 'Cinderblock' #29677.
[16:43:26]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:43:27]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:43:27]	James McKay ran 'drop' on item 'Cinderblock' (#29677)
[16:43:27]	James McKay has lost a 'Cinderblock' #29677.
[16:43:28]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:43:29]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:43:29]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:43:30]	[ME] Denford F. MacMillian: counters by ratioing him on twitter.
[16:43:30]	Denford F. MacMillian rolled 66 out of 100.
[16:43:30]	Denford F. MacMillian used command '/Roll'.
[16:43:30]	Denford F. MacMillian has taken 5 damage from Otto Von Habsburg.
[16:43:35]	James McKay has gained a 'Power Supply Unit' #29678.
[16:43:36]	[ME] Otto Von Habsburg: ratios back
[16:43:37]	James McKay ran 'drop' on item 'Power Supply Unit' (#29678)
[16:43:37]	James McKay has lost a 'Power Supply Unit' #29678.
[16:43:40]	Otto Von Habsburg rolled 34 out of 100.
[16:43:40]	Otto Von Habsburg used command '/Roll'.
[16:43:40]	Otto Von Habsburg has taken 5 damage from Denford F. MacMillian.
[16:43:40]	Denford F. MacMillian has killed Otto Von Habsburg with ix_hands.
[16:43:44]	James McKay destroyed a 'Cinderblock' #29677.
[16:43:44]	James McKay destroyed a 'Scrap Metal' #29668.
[16:43:45]	[OOC] Otto Von Habsburg: NOOOOOO
[16:43:46]	James McKay destroyed a 'Scrap Metal' #29654.
[16:43:47]	James McKay destroyed a 'Empty Consulate Water Can' #29670.
[16:43:49]	James McKay destroyed a 'Bolts' #29673.
[16:43:50]	[OOC] Denford F. MacMillian: YESSSSSSSSSSSSS!
[16:43:50]	James McKay destroyed a 'Scrap Metal' #29629.
[16:43:51]	James McKay destroyed a 'Scrap Metal' #29630.
[16:43:57]	James McKay destroyed a 'Empty Combine Air Tank' #29631.
[16:43:58]	James McKay destroyed a 'Antlion Carapace' #29610.
[16:43:59]	Painevan loaded the character 'Zombie'
[16:44:00]	James McKay destroyed a 'Broken LCD Monitor' #29628.
[16:44:01]	James McKay destroyed a 'Pipe' #29671.
[16:44:04]	James McKay has gained a 'Boot' #29679.
[16:44:05]	James McKay ran 'drop' on item 'Boot' (#29679)
[16:44:05]	James McKay has lost a 'Boot' #29679.
[16:44:06]	James McKay destroyed a 'Boot' #29679.
[16:44:07]	James McKay destroyed a 'Silicone Tube' #29676.
[16:44:08]	James McKay destroyed a 'Power Supply Unit' #29678.
[16:44:08]	[OOC] Zombie: better call paul
[16:44:14]	James McKay has gained a 'Empty Flavored Consulate Water Can' #29676.
[16:44:16]	James McKay ran 'drop' on item 'Empty Flavored Consulate Water Can' (#29676)
[16:44:16]	James McKay has lost a 'Empty Flavored Consulate Water Can' #29676.
[16:44:16]	James McKay destroyed a 'Empty Flavored Consulate Water Can' #29676.
[16:44:17]	Zombie has gained a 'Circuit Board' #29676.
[16:44:22]	Zombie has gained a 'AA Battery' #29677.
[16:44:32]	[OOC] James McKay: Thank god that zombie can't beat me
[16:44:36]	James McKay has gained a 'Pin' #29678.
[16:44:36]	Zombie has gained a 'Graphics Card' #29679.
[16:44:38]	James McKay ran 'drop' on item 'Pin' (#29678)
[16:44:38]	James McKay has lost a 'Pin' #29678.
[16:44:39]	James McKay destroyed a 'Pin' #29678.
[16:44:49]	James McKay has gained a 'Piece of Plexiglass' #29680.
[16:44:51]	James McKay ran 'drop' on item 'Piece of Plexiglass' (#29680)
[16:44:51]	James McKay has lost a 'Piece of Plexiglass' #29680.
[16:44:51]	[OOC] Zombie: You wish
[16:44:55]	Zombie has gained a 'Graphics Card' #29681.
[16:44:59]	[OOC] Denford F. MacMillian: Are we gonna have a round two/
[16:45:05]	James McKay has gained a 'Corrugated Hose' #29682.
[16:45:06]	James McKay ran 'drop' on item 'Corrugated Hose' (#29682)
[16:45:06]	James McKay has lost a 'Corrugated Hose' #29682.
[16:45:14]	[OOC] Zombie: You will trie
[16:45:17]	[OOC] Zombie: Try
[16:45:21]	[OOC] Denford F. MacMillian: Let's do this.
[16:45:23]	James McKay has gained a 'Circuit Board' #29683.
[16:45:24]	Zombie has gained a 'Box of Matches' #29684.
[16:45:25]	James McKay ran 'drop' on item 'Circuit Board' (#29683)
[16:45:25]	James McKay has lost a 'Circuit Board' #29683.
[16:45:37]	Denford F. MacMillian has gained a 'Empty Chinese Takeout' #29685.
[16:45:38]	James McKay has gained a 'Silicone Tube' #29686.
[16:45:38]	Zombie has gained a 'Cinderblock' #29687.
[16:45:41]	James McKay ran 'drop' on item 'Silicone Tube' (#29686)
[16:45:41]	James McKay has lost a 'Silicone Tube' #29686.
[16:45:48]	James McKay has gained a 'Nylon Cord' #29688.
[16:45:49]	James McKay ran 'drop' on item 'Nylon Cord' (#29688)
[16:45:49]	James McKay has lost a 'Nylon Cord' #29688.
[16:45:58]	Denford F. MacMillian has gained a 'Cloth Scrap' #29689.
[16:46:14]	Denford F. MacMillian has gained a 'Capacitors' #29690.
[16:46:16]	Zombie has taken 12 damage from James McKay.
[16:46:16]	James McKay has taken 5 damage from Zombie.
[16:46:17]	James McKay has taken 5 damage from Zombie.
[16:46:17]	Zombie has taken 12 damage from James McKay.
[16:46:18]	Zombie has taken 12 damage from James McKay.
[16:46:18]	James McKay has taken 5 damage from Zombie.
[16:46:18]	Zombie has taken 12 damage from James McKay.
[16:46:19]	James McKay has taken 5 damage from Zombie.
[16:46:19]	Zombie has taken 12 damage from James McKay.
[16:46:19]	Zombie has taken 12 damage from James McKay.
[16:46:20]	James McKay has taken 5 damage from Zombie.
[16:46:20]	Zombie has taken 12 damage from James McKay.
[16:46:20]	Zombie has taken 12 damage from James McKay.
[16:46:21]	Zombie has taken 12 damage from James McKay.
[16:46:21]	James McKay has killed Zombie with weapon_crowbar.
[16:46:28]	[OOC] Zombie: crowbar op nerf
[16:46:36]	[OOC] James McKay: #1 Bozo
[16:46:39]	Zombie has gained a 'Spark Plug' #29691.
[16:46:40]	Denford F. MacMillian opened the '' #2549 container.
[16:46:40]	Denford F. MacMillian closed the '' #2549 container.
[16:46:41]	Denford F. MacMillian opened the '' #2549 container.
[16:46:51]	Denford F. MacMillian closed the '' #2549 container.
[16:46:53]	Denford F. MacMillian opened the '' #240 container.
[16:46:53]	Denford F. MacMillian closed the '' #240 container.
[16:46:53]	[OOC] James McKay: Why you so damn fast tho
[16:46:54]	Denford F. MacMillian opened the '' #240 container.
[16:46:57]	Zombie has gained a 'Refined Metal' #29692.
[16:46:59]	Denford F. MacMillian closed the '' #240 container.
[16:47:03]	[OOC] Zombie: quicc
[16:47:11]	[OOC] Denford F. MacMillian: fest
[16:47:15]	Denford F. MacMillian ran 'take' on item 'Powercord' (#29500)
[16:47:15]	Denford F. MacMillian has gained a 'Powercord' #29500.
[16:47:21]	Zombie has gained a 'Boot' #29693.
[16:47:22]	[Y] James McKay: Hello there!
[16:47:27]	[Y] Denford F. MacMillian: Wha?
[16:47:31]	[Y] James McKay: How goes it!
[16:47:31]	[Y] Denford F. MacMillian: Hello!
[16:47:34]	Zombie ran 'drop' on item 'Spark Plug' (#29691)
[16:47:34]	Zombie has lost a 'Spark Plug' #29691.
[16:47:36]	Zombie ran 'drop' on item 'Boot' (#29693)
[16:47:36]	Zombie has lost a 'Boot' #29693.
[16:47:38]	[Y] James McKay: Watch it.
[16:47:40]	[Y] Denford F. MacMillian: I'm trying to look for something, how does it-
[16:47:42]	[Y] James McKay: Zombie!
[16:48:04]	[Y] James McKay: Run for your Life!
[16:48:08]	[Y] Denford F. MacMillian: Give me your belt!
[16:48:36]	Zombie opened the '' #235 container.
[16:48:41]	Zombie closed the '' #235 container.
[16:48:56]	[LOOC] Denford F. MacMillian: Hold.
[16:48:59]	Denford F. MacMillian has taken 5 damage from Zombie.
[16:49:09]	[LOOC] Denford F. MacMillian: Actual RP or just S2K.
[16:49:22]	[LOOC] Zombie: bro I don't even have a pill
[16:49:27]	[LOOC] Denford F. MacMillian: ;-;
[16:49:36]	[LOOC] Zombie: sadge
[16:49:44]	[LOOC] Zombie: I am fast as fuck boy
[16:49:58]	[ME] Denford F. MacMillian: Charges at the zombie, attempting to tackle it to the floor.
[16:50:03]	[LOOC] Denford F. MacMillian: What's the strength thing again?
[16:50:07]	Denford F. MacMillian rolled 63 (55 + 8) out of 100 on Strength.
[16:50:07]	Denford F. MacMillian used command '/RollAttribute strength'.
[16:50:09]	James McKay has gained a 'AA Battery' #29694.
[16:50:12]	James McKay ran 'drop' on item 'AA Battery' (#29694)
[16:50:12]	James McKay has lost a 'AA Battery' #29694.
[16:50:17]	[ME] Zombie: slashes at him before he can do so.
[16:50:26]	Zombie rolled 51 (41 + 10) out of 100 on Strength.
[16:50:26]	Zombie used command '/RollAttribute strength'.
[16:50:28]	Zombie has taken 5 damage from Denford F. MacMillian.
[16:50:37]	James McKay opened the '' #2679 container.
[16:50:38]	James McKay closed the '' #2679 container.
[16:50:55]	[LOOC] Denford F. MacMillian: Do you have a headcrab on or...
[16:51:10]	[LOOC] Zombie: I wasn't even thinking this was gonna be IC
[16:51:14]	[LOOC] Denford F. MacMillian: Ah.
[16:51:27]	[LOOC] Denford F. MacMillian: It does give us something to do so.
[16:51:31]	[LOOC] Zombie: I was just gonna run around town and do cool things like eat someone
[16:51:36]	[LOOC] Denford F. MacMillian: LMAO.
[16:51:55]	[ME] Zombie: gets out from under and does a full fucking sprint like the corpse just ran a damn marathon
[16:52:04]	Zombie rolled 35 (33 + 2) out of 100 on Agility.
[16:52:04]	Zombie used command '/RollAttribute agility'.
[16:52:14]	[ME] Denford F. MacMillian: Attempts to grab the corpse by the leg, trying to stop him from running./
[16:52:18]	Denford F. MacMillian rolled 37 (31 + 6) out of 100 on Agility.
[16:52:18]	Denford F. MacMillian used command '/RollAttribute agility'.
[16:52:24]	[ME] Zombie: is sad
[16:52:31]	James McKay has gained a 'Scrap Electronics' #29695.
[16:52:31]	[ME] Zombie: attempts to slash at him.
[16:52:33]	James McKay ran 'drop' on item 'Scrap Electronics' (#29695)
[16:52:33]	James McKay has lost a 'Scrap Electronics' #29695.
[16:52:36]	[Y] Denford F. MacMillian: You're not going any-where mother fucker!
[16:52:41]	James McKay has gained a 'Circuit Board' #29696.
[16:52:43]	James McKay ran 'drop' on item 'Circuit Board' (#29696)
[16:52:43]	James McKay has lost a 'Circuit Board' #29696.
[16:52:43]	Zombie rolled 105 (95 + 10) out of 100 on Strength.
[16:52:43]	Zombie used command '/RollAttribute strength'.
[16:52:50]	[LOOC] Denford F. MacMillian: I can't beat that.
[16:52:53]	[LOOC] Denford F. MacMillian: So auto hit.
[16:52:56]	[LOOC] Zombie: Its also a crit
[16:52:58]	James McKay has gained a 'Broken Computer Monitor' #29697.
[16:53:01]	James McKay ran 'drop' on item 'Broken Computer Monitor' (#29697)
[16:53:01]	James McKay has lost a 'Broken Computer Monitor' #29697.
[16:53:07]	[ME] Zombie: hits them so hard they fall off of the zombie
[16:53:08]	Denford F. MacMillian has taken 5 damage from Zombie.
[16:53:09]	Denford F. MacMillian has taken 5 damage from Zombie.
[16:53:10]	Denford F. MacMillian has taken 5 damage from Zombie.
[16:53:11]	Denford F. MacMillian has taken 5 damage from Zombie.
[16:53:19]	James McKay has gained a 'Paper' #29698.
[16:53:20]	James McKay ran 'drop' on item 'Paper' (#29698)
[16:53:20]	James McKay has lost a 'Paper' #29698.
[16:53:21]	[ME] Denford F. MacMillian: Falls off of the zombie, the man groaning before getting up.
[16:53:25]	James McKay has gained a 'Broken Clock' #29699.
[16:53:28]	James McKay ran 'drop' on item 'Broken Clock' (#29699)
[16:53:28]	James McKay has lost a 'Broken Clock' #29699.
[16:53:30]	[OOC] Zombie: evasive
[16:53:47]	James McKay has gained a 'Capacitors' #29700.
[16:53:49]	James McKay ran 'drop' on item 'Nylon Cord' (#29667)
[16:53:49]	James McKay has lost a 'Nylon Cord' #29667.
[16:53:51]	James McKay ran 'drop' on item 'Capacitors' (#29700)
[16:53:51]	James McKay has lost a 'Capacitors' #29700.
[16:54:15]	James McKay has gained a 'Empty Milk Gallon' #29701.
[16:54:15]	Denford F. MacMillian used the 'Shopkeeper Jim' vendor.
[16:54:16]	James McKay ran 'drop' on item 'Empty Milk Gallon' (#29701)
[16:54:16]	James McKay has lost a 'Empty Milk Gallon' #29701.
[16:54:17]	Denford F. MacMillian has lost 3 tokens.
[16:54:17]	Denford F. MacMillian has gained a 'UU Brand Chips' #29702.
[16:54:17]	Denford F. MacMillian has lost 3 tokens.
[16:54:17]	Denford F. MacMillian has gained a 'UU Brand Chips' #29703.
[16:54:21]	Denford F. MacMillian ran 'Consume' on item 'UU Brand Chips' (#29702)
[16:54:22]	[OOC] Zombie: You'll never catch me coppers
[16:54:34]	James McKay has gained a 'Horse Statue' #29704.
[16:54:37]	James McKay ran 'drop' on item 'Horse Statue' (#29704)
[16:54:37]	James McKay has lost a 'Horse Statue' #29704.
[16:54:47]	Zombie opened the '' #252 container.
[16:54:51]	Zombie closed the '' #252 container.
[16:54:52]	Zombie opened the '' #252 container.
[16:54:52]	[OOC] James McKay: Bruh my CID name is different from my IC name...
[16:54:52]	Zombie closed the '' #252 container.
[16:54:53]	Zombie opened the '' #252 container.
[16:54:56]	Zombie closed the '' #252 container.
[16:54:59]	[OOC] Zombie: based
[16:55:00]	James McKay has gained a 'Scrap Metal' #29705.
[16:55:00]	Zombie opened the '' #2548 container.
[16:55:00]	[OOC] Denford F. MacMillian: Gonna get off for today, got classes today.
[16:55:01]	James McKay ran 'drop' on item 'Scrap Metal' (#29705)
[16:55:01]	James McKay has lost a 'Scrap Metal' #29705.
[16:55:03]	[OOC] Denford F. MacMillian: Cya guys!
[16:55:04]	Zombie closed the '' #2548 container.
[16:55:08]	James McKay has gained a 'Empty Sparkling Consulate Water Can' #29706.
[16:55:08]	Apex (STEAM_0:0:170921441) has disconnected.
[16:55:09]	James McKay ran 'drop' on item 'Empty Sparkling Consulate Water Can' (#29706)
[16:55:09]	James McKay has lost a 'Empty Sparkling Consulate Water Can' #29706.
[16:55:10]	[OOC] Zombie: Alright, cya
[16:55:22]	Painevan loaded the character 'Jonathan Jackson'
[16:57:18]	James McKay has gained a 'Screw Nuts' #29707.
[16:57:19]	James McKay ran 'drop' on item 'Screw Nuts' (#29707)
[16:57:19]	James McKay has lost a 'Screw Nuts' #29707.
[16:57:25]	James McKay has gained a 'Scrap Plastic' #29708.
[16:57:28]	James McKay ran 'drop' on item 'Scrap Plastic' (#29708)
[16:57:28]	James McKay has lost a 'Scrap Plastic' #29708.
[16:57:43]	James McKay has gained a 'Pan' #29709.
[16:57:46]	James McKay ran 'drop' on item 'Pan' (#29709)
[16:57:46]	James McKay has lost a 'Pan' #29709.
[16:57:52]	James McKay destroyed a 'Horse Statue' #29704.
[16:57:52]	James McKay destroyed a 'Empty Paint Can' #29645.
[16:57:55]	James McKay destroyed a 'Pan' #29709.
[16:57:55]	James McKay destroyed a 'Broken Computer Monitor' #29697.
[16:58:17]	James McKay has gained a 'Conscript Filter' #29709.
[16:58:20]	James McKay ran 'combine' on item 'Suitcase' (#29605)
[16:58:25]	James McKay has gained a 'AA Battery' #29710.
[16:58:27]	James McKay ran 'drop' on item 'AA Battery' (#29710)
[16:58:27]	James McKay has lost a 'AA Battery' #29710.
[16:58:35]	James McKay destroyed a 'Empty Milk Gallon' #29701.
[16:58:37]	James McKay destroyed a 'Paper' #29698.
[16:58:37]	James McKay destroyed a 'Corrugated Hose' #29682.
[16:58:41]	James McKay destroyed a 'Broken LCD Monitor' #29653.
[16:58:42]	James McKay destroyed a 'Broken Clock' #29642.
[16:58:45]	James McKay has gained a 'Screw Nuts' #29711.
[16:58:52]	James McKay ran 'drop' on item 'Screw Nuts' (#29711)
[16:58:52]	James McKay has lost a 'Screw Nuts' #29711.
[16:58:53]	James McKay destroyed a 'Screw Nuts' #29711.
[16:58:59]	James McKay has gained a 'Circuit Board' #29711.
[16:59:00]	James McKay ran 'drop' on item 'Circuit Board' (#29711)
[16:59:00]	James McKay has lost a 'Circuit Board' #29711.
[16:59:02]	James McKay destroyed a 'Circuit Board' #29711.
[16:59:03]	James McKay destroyed a 'Nylon Cord' #29667.
[16:59:04]	James McKay destroyed a 'Capacitors' #29700.
[16:59:05]	James McKay destroyed a 'Broken Clock' #29699.
[16:59:06]	James McKay destroyed a 'Cloth Scrap' #29332.
[16:59:08]	James McKay destroyed a 'Empty Consulate Water Can' #29675.
[16:59:19]	James McKay has gained a 'Human Science Eye Poster' #29711.
[16:59:22]	James McKay ran 'place' on item 'Human Science Eye Poster' (#29711)
[16:59:29]	James McKay ran 'view' on item 'Human Science Eye Poster' (#29711)
[16:59:30]	James McKay ran 'drop' on item 'Human Science Eye Poster' (#29711)
[16:59:30]	James McKay has lost a 'Human Science Eye Poster' #29711.
[16:59:40]	[Y] James McKay: .hold it.
[16:59:53]	[OOC] James McKay: Well thats enough sewer ratting for today, Cya yall
[17:00:01]	Bean (STEAM_0:1:591779303) has disconnected.
[17:03:01]	[OOC] Finan O'Conall: SHUT UP
[17:03:36]	Finan O'Conall destroyed a 'Empty Tin Can' #29713.
[17:03:42]	Finan O'Conall ran 'drop' on item 'Weapon Parts' (#28961)
[17:03:42]	Finan O'Conall has lost a 'Weapon Parts' #28961.
[17:03:47]	Finan O'Conall ran 'take' on item 'Scrap Metal' (#29705)
[17:03:47]	Finan O'Conall has gained a 'Scrap Metal' #29705.
[17:03:51]	Finan O'Conall ran 'drop' on item 'Scrap Metal' (#29705)
[17:03:51]	Finan O'Conall has lost a 'Scrap Metal' #29705.
[17:03:52]	Finan O'Conall ran 'take' on item 'Weapon Parts' (#28961)
[17:03:52]	Finan O'Conall has gained a 'Weapon Parts' #28961.
[17:03:53]	Finan O'Conall destroyed a 'Scrap Metal' #29705.
[17:03:55]	Finan O'Conall destroyed a 'Silicone Tube' #29646.
[17:03:58]	Finan O'Conall destroyed a 'Corrugated Hose' #29657.
[17:04:01]	Finan O'Conall destroyed a 'Silicone Tube' #29686.
[17:04:10]	Finan O'Conall destroyed a 'Bar of Soap' #29380.
[17:04:13]	Finan O'Conall destroyed a 'Circuit Board' #29696.
[17:12:13]	Painevan (STEAM_0:0:68118061) has disconnected.
[17:58:03]	Finan O'Conall opened the '' #2778 container.
