[00:00:01]	[LOOC] CCA.C17-UNION.i5.83253: ffs...
[22:06:31]	Ava Carter closed the 'File Cabinet' #2423 container.
[22:06:38]	CCA.C17-GRID.EpU.06912 has gained 10 tokens.
[22:06:39]	[OOC] Ava Carter: WHIO THE FUCK TOOK MY THERMOBAG
[22:06:49]	[ME] Jack Kingston: nods.
[22:06:59]	Derrek Thornberry ran 'drop' on item 'Nylon Cord' (#33536)
[22:06:59]	Derrek Thornberry has lost a 'Nylon Cord' #33536.
[22:06:59]	CCA.C17-GRID.EpU.06912 used command '/Radio Timer started for a cycle'.
[22:06:59]	Derrek Thornberry ran 'drop' on item 'Circuit Board' (#24835)
[22:06:59]	Derrek Thornberry has lost a 'Circuit Board' #24835.
[22:07:00]	Derrek Thornberry ran 'drop' on item 'Rope' (#30867)
[22:07:00]	Derrek Thornberry has lost a 'Rope' #30867.
[22:07:01]	Derrek Thornberry ran 'drop' on item 'Empty Soda Bottle' (#33740)
[22:07:01]	Derrek Thornberry has lost a 'Empty Soda Bottle' #33740.
[22:07:02]	Derrek Thornberry ran 'drop' on item 'Wires' (#31207)
[22:07:02]	Derrek Thornberry has lost a 'Wires' #31207.
[22:07:03]	Derrek Thornberry ran 'drop' on item 'Bar of Soap' (#33704)
[22:07:03]	Derrek Thornberry has lost a 'Bar of Soap' #33704.
[22:07:03]	Derrek Thornberry ran 'drop' on item 'Empty Soda Bottle' (#33578)
[22:07:03]	Derrek Thornberry has lost a 'Empty Soda Bottle' #33578.
[22:07:07]	Derrek Thornberry used the 'Work Cycle Supply' vendor.
[22:07:09]	Derrek Thornberry has gained 0 tokens.
[22:07:09]	Derrek Thornberry has gained a 'Scrap Electronics' #40287.
[22:07:10]	Derrek Thornberry has gained 0 tokens.
[22:07:10]	Derrek Thornberry has gained a 'Scrap Electronics' #40288.
[22:07:10]	Derrek Thornberry has gained 0 tokens.
[22:07:10]	Derrek Thornberry has gained a 'Scrap Electronics' #40289.
[22:07:11]	Derrek Thornberry has gained 0 tokens.
[22:07:11]	Derrek Thornberry has gained a 'Scrap Electronics' #40290.
[22:07:11]	Derrek Thornberry has gained 0 tokens.
[22:07:11]	Derrek Thornberry has gained a 'Scrap Electronics' #40291.
[22:07:12]	Derrek Thornberry has gained 0 tokens.
[22:07:12]	Derrek Thornberry has gained a 'Scrap Electronics' #40292.
[22:07:12]	[ME] CCA.C17-QrM.98240: he'd switch on the PDA within his hands, it's screen turning to a blue tinted digital interface  as he started typing along it, humming softly through his vocoder.
[22:07:12]	Derrek Thornberry has gained 0 tokens.
[22:07:12]	Derrek Thornberry has gained a 'Scrap Electronics' #40293.
[22:07:13]	Derrek Thornberry has gained 0 tokens.
[22:07:13]	Derrek Thornberry has gained a 'Scrap Electronics' #40294.
[22:07:14]	Derrek Thornberry has gained 0 tokens.
[22:07:14]	Derrek Thornberry has gained a 'Scrap Electronics' #40295.
[22:07:14]	Derrek Thornberry has gained 0 tokens.
[22:07:14]	Derrek Thornberry has gained a 'Scrap Electronics' #40296.
[22:07:15]	CCA.C17-JUDGE.i4.77460 used command '/Radio Xray I am not sure Thornberry understands still..'.
[22:07:15]	Derrek Thornberry has gained 0 tokens.
[22:07:15]	Derrek Thornberry has gained a 'Scrap Electronics' #40297.
[22:07:16]	Derrek Thornberry has gained 0 tokens.
[22:07:16]	Derrek Thornberry has gained a 'Scrap Electronics' #40298.
[22:07:17]	Derrek Thornberry has gained 0 tokens.
[22:07:17]	Derrek Thornberry has gained a 'Scrap Electronics' #40299.
[22:07:17]	Derrek Thornberry has gained 0 tokens.
[22:07:17]	Derrek Thornberry has gained a 'Scrap Electronics' #40300.
[22:07:17]	wendigo loaded the character 'zombie'
[22:07:17]	Derrek Thornberry has gained 0 tokens.
[22:07:17]	Derrek Thornberry has gained a 'Scrap Electronics' #40301.
[22:07:18]	Derrek Thornberry has gained 0 tokens.
[22:07:18]	Derrek Thornberry has gained a 'Scrap Electronics' #40302.
[22:07:18]	CCA.C17-QrM.98240 used command '/ViewData Yuh'.
[22:07:22]	Major-General Sir Issac Brock KB exited observer at their location.
[22:07:36]	Major-General Sir Issac Brock KB entered observer.
[22:07:36]	[OOC] Jacob Desmone: someone
[22:07:37]	Derrek Thornberry has gained a 'Refined Electronics' #40303.
[22:07:38]	[OOC] Jacob Desmone: not me
[22:07:38]	Derrek Thornberry has gained a 'Refined Electronics' #40304.
[22:07:38]	Derrek Thornberry has gained a 'Refined Electronics' #40305.
[22:07:39]	Derrek Thornberry has gained a 'Refined Electronics' #40306.
[22:07:39]	Clarence Booth has gained a 'Cyclopic Citizen Suit' #40307.
[22:07:39]	Clarence Booth has gained a 'Citizen Filter' #40308.
[22:07:39]	gaghhg created the character 'Clarence Booth'
[22:07:39]	Clarence Booth has gained a 'Suitcase' #40309.
[22:07:39]	Clarence Booth has gained a 'Relocation Coupon' #40310.
[22:07:39]	Derrek Thornberry has gained a 'Refined Electronics' #40311.
[22:07:39]	CCA.C17-GRID.EpU.06912 used command '/Radio Call me one if you're talking to me'.
[22:07:39]	Derrek Thornberry has gained a 'Refined Electronics' #40312.
[22:07:39]	gaghhg loaded the character 'Clarence Booth'
[22:07:40]	[ME] Yuhnanna alSalibi: nods, tapping his foot on the railing
[22:07:40]	Derrek Thornberry has gained a 'Refined Electronics' #40313.
[22:07:40]	Derrek Thornberry has gained a 'Refined Electronics' #40314.
[22:07:45]	Clarence Booth has taken 1 damage from worldspawn.
[22:07:46]	Clarence Booth has taken 1 damage from worldspawn.
[22:07:47]	Clarence Booth has taken 1 damage from worldspawn.
[22:07:47]	Clarence Booth has taken 1 damage from worldspawn.
[22:07:48]	[OOC] zombie: imma find u jacob
[22:07:51]	CCA.C17-GRID.EpU.06912 used command '/Radio We're all XRAY.'.
[22:07:51]	[LOOC] Major-General Sir Issac Brock KB: say please
[22:07:51]	[OOC] Jacob Desmone: WHY
[22:07:57]	[LOOC] zombie: pretty please
[22:08:02]	Clarence Booth ran 'Equip' on item 'Cyclopic Citizen Suit' (#40307)
[22:08:03]	Derrek Thornberry ran 'drop' on item 'Refined Electronics' (#40314)
[22:08:03]	Derrek Thornberry has lost a 'Refined Electronics' #40314.
[22:08:04]	Major-General Sir Issac Brock KB used command '/ToggleRaise'.
[22:08:05]	Clarence Booth ran 'equip' on item 'Citizen Filter' (#40308)
[22:08:16]	Derrek Thornberry ran 'take' on item 'Refined Electronics' (#40314)
[22:08:16]	Derrek Thornberry has gained a 'Refined Electronics' #40314.
[22:08:23]	Derrek Thornberry ran 'drop' on item 'Refined Electronics' (#40314)
[22:08:23]	Derrek Thornberry has lost a 'Refined Electronics' #40314.
[22:08:24]	Derrek Thornberry ran 'drop' on item 'Refined Electronics' (#40306)
[22:08:24]	Derrek Thornberry has lost a 'Refined Electronics' #40306.
[22:08:25]	Derrek Thornberry ran 'drop' on item 'Refined Electronics' (#40303)
[22:08:25]	Derrek Thornberry has lost a 'Refined Electronics' #40303.
[22:08:25]	Derrek Thornberry ran 'drop' on item 'Refined Electronics' (#40313)
[22:08:25]	Derrek Thornberry has lost a 'Refined Electronics' #40313.
[22:08:26]	Derrek Thornberry ran 'drop' on item 'Refined Electronics' (#40312)
[22:08:26]	Derrek Thornberry has lost a 'Refined Electronics' #40312.
[22:08:27]	Derrek Thornberry ran 'drop' on item 'Refined Electronics' (#40311)
[22:08:27]	Derrek Thornberry has lost a 'Refined Electronics' #40311.
[22:08:27]	Derrek Thornberry ran 'drop' on item 'Refined Electronics' (#40305)
[22:08:27]	Derrek Thornberry has lost a 'Refined Electronics' #40305.
[22:08:28]	Derrek Thornberry ran 'drop' on item 'Refined Electronics' (#40304)
[22:08:28]	Derrek Thornberry has lost a 'Refined Electronics' #40304.
[22:08:33]	[OOC] Major-General Sir Issac Brock KB: Come cheer up, my lads! 'tis to glory we steer,
[22:08:34]	[ME] CCA.C17-QrM.98240: stopped typing along it, switching off the PDA and latching it to his black utility belt. - "Right uh, think that's about it, give me your relocation coupon, yeah?
[22:08:37]	Derrek Thornberry used the 'Work Cycle Supply' vendor.
[22:08:39]	[ME] CCA.C17-JUDGE.i4.77460: bows.
[22:08:39]	Derrek Thornberry has gained 0 tokens.
[22:08:39]	Derrek Thornberry has gained a 'Scrap Metal' #40315.
[22:08:40]	Derrek Thornberry has gained 0 tokens.
[22:08:40]	Derrek Thornberry has gained a 'Scrap Metal' #40316.
[22:08:40]	Derrek Thornberry has gained 0 tokens.
[22:08:40]	Derrek Thornberry has gained a 'Scrap Metal' #40317.
[22:08:41]	Derrek Thornberry has gained 0 tokens.
[22:08:41]	Derrek Thornberry has gained a 'Scrap Metal' #40318.
[22:08:41]	Derrek Thornberry has gained 0 tokens.
[22:08:41]	Derrek Thornberry has gained a 'Scrap Metal' #40319.
[22:08:41]	Derrek Thornberry has gained 0 tokens.
[22:08:41]	Derrek Thornberry has gained a 'Scrap Metal' #40320.
[22:08:42]	Derrek Thornberry has gained 0 tokens.
[22:08:42]	Derrek Thornberry has gained a 'Scrap Metal' #40321.
[22:08:42]	Derrek Thornberry has gained 0 tokens.
[22:08:42]	Derrek Thornberry has gained a 'Scrap Metal' #40322.
[22:08:43]	Derrek Thornberry has gained 0 tokens.
[22:08:43]	Derrek Thornberry has gained a 'Scrap Metal' #40323.
[22:08:43]	Derrek Thornberry has gained 0 tokens.
[22:08:43]	Derrek Thornberry has gained a 'Scrap Metal' #40324.
[22:08:44]	[OOC] zombie: imma go glory your mom
[22:08:44]	Derrek Thornberry has gained 0 tokens.
[22:08:44]	Derrek Thornberry has gained a 'Scrap Metal' #40325.
[22:08:44]	Derrek Thornberry has gained 0 tokens.
[22:08:44]	Derrek Thornberry has gained a 'Scrap Metal' #40326.
[22:08:44]	[OOC] Major-General Sir Issac Brock KB: To add something more to this wonderful year;
[22:08:45]	Derrek Thornberry has gained 0 tokens.
[22:08:45]	Derrek Thornberry has gained a 'Scrap Metal' #40327.
[22:08:45]	Derrek Thornberry has gained 0 tokens.
[22:08:45]	Derrek Thornberry has gained a 'Scrap Metal' #40328.
[22:08:46]	Derrek Thornberry has gained 0 tokens.
[22:08:46]	Derrek Thornberry has gained a 'Scrap Metal' #40329.
[22:08:47]	[OOC] OTA.C17-ECHO.OHZ.74152: drunkard
[22:08:52]	Yuhnanna alSalibi ran 'drop' on item 'Relocation Coupon' (#40278)
[22:08:52]	Yuhnanna alSalibi has lost a 'Relocation Coupon' #40278.
[22:08:59]	[ME] CCA.C17-QrM.98240: reached out, grasping the Relocation Coupon and pocketing it. - "Cool."
[22:08:59]	gaghhg (STEAM_0:0:54294999) has disconnected.
[22:09:01]	[OOC] Major-General Sir Issac Brock KB: okay fine, pain
[22:09:01]	CCA.C17-QrM.98240 ran 'take' on item 'Relocation Coupon' (#40278)
[22:09:01]	CCA.C17-QrM.98240 has gained a 'Relocation Coupon' #40278.
[22:09:10]	CCA.C17-JUDGE.i4.77460 has gained 10 tokens.
[22:09:10]	[ME] Yuhnanna alSalibi: salutes
[22:09:12]	[IT] Jack Kingston: The man sets down the tongs, scraper, and the scrap he got from the cabinet and opens the top of the refinery. As the refinery is ready to go, he places scrap metal into the top and waits for the scrap to melt. After a short amount of time (or however long it will take for the metal to liquify), he takes the scraper and removes the slag.
[22:09:13]	CCA.C17-QrM.98240 opened the 'File Cabinet' #2585 container.
[22:09:15]	[OOC] OTA.C17-ECHO.OHZ.74152: See? It's true
[22:09:16]	Derrek Thornberry has gained a 'Refined Metal' #40330.
[22:09:16]	Derrek Thornberry has gained a 'Refined Metal' #40331.
[22:09:17]	Derrek Thornberry has gained a 'Refined Metal' #40332.
[22:09:17]	Derrek Thornberry has gained a 'Refined Metal' #40333.
[22:09:17]	Derrek Thornberry has gained a 'Refined Metal' #40334.
[22:09:17]	Derrek Thornberry has gained a 'Refined Metal' #40335.
[22:09:17]	CCA.C17-QrM.98240 closed the 'File Cabinet' #2585 container.
[22:09:18]	Derrek Thornberry has gained a 'Refined Metal' #40336.
[22:09:18]	Derrek Thornberry has gained a 'Refined Metal' #40337.
[22:09:20]	[OOC] Major-General Sir Issac Brock KB: Some talk of Alexander, and some of Hercules
[22:09:23]	CCA.C17-QrM.98240 ran 'take' on item 'Citizen ID' (#40338)
[22:09:23]	CCA.C17-QrM.98240 has gained a 'Citizen ID' #40338.
[22:09:23]	[OOC] zombie: zombin time
[22:09:27]	[OOC] Major-General Sir Issac Brock KB: Of Hector and Lysander, and such great names as these.
[22:09:30]	[OOC] Jacob Desmone: I put avas thermobag on the high shelf
[22:09:33]	OTA.C17-ECHO.OHZ.74152 has taken 10 damage from zombie.
[22:09:33]	[OOC] Jacob Desmone: so she can't get it
[22:09:33]	OTA.C17-ECHO.OHZ.74152 has taken 10 damage from zombie.
[22:09:33]	OTA.C17-ECHO.OHZ.74152 has taken 10 damage from zombie.
[22:09:33]	OTA.C17-ECHO.OHZ.74152 has taken 10 damage from zombie.
[22:09:33]	[ME] Derrek Thornberry: I'd proceed to put the metal in the forge
[22:09:34]	OTA.C17-ECHO.OHZ.74152 has taken 10 damage from zombie.
[22:09:34]	OTA.C17-ECHO.OHZ.74152 has taken 10 damage from zombie.
[22:09:35]	OTA.C17-ECHO.OHZ.74152 has taken 10 damage from zombie.
[22:09:35]	OTA.C17-ECHO.OHZ.74152 has taken 10 damage from zombie.
[22:09:36]	CCA.C17-GRID.EpU.06912 used command '/Radio XRAY-2, what's your status?'.
[22:09:37]	zombie has taken 72 damage from OTA.C17-ECHO.OHZ.74152.
[22:09:37]	zombie has taken 72 damage from OTA.C17-ECHO.OHZ.74152.
[22:09:37]	OTA.C17-ECHO.OHZ.74152 has killed zombie with weapon_smg1.
[22:09:39]	[OOC] Major-General Sir Issac Brock KB: But of all the world's brave heroes, there's none that can compare.
[22:09:42]	[OOC] zombie: ahhaha
[22:09:45]	[ME] CCA.C17-QrM.98240: held out a freshly printed CID, shaking it lightly. - "Come on, I'm busy."
[22:09:46]	[OOC] Major-General Sir Issac Brock KB: With a tow, row, row, row, row, row, to the British Grenadiers.
[22:09:46]	Major-General Sir Issac Brock KB has gained 10 tokens.
[22:09:47]	CCA.C17-QrM.98240 ran 'drop' on item 'Citizen ID' (#40338)
[22:09:47]	CCA.C17-QrM.98240 has lost a 'Citizen ID' #40338.
[22:09:48]	CCA.C17-QrM.98240 used command '/Radio Finished'.
[22:09:49]	OTA.C17-ECHO.OHZ.74152 used command '/Radio Necrotics. Bodypack holding'.
[22:09:51]	Yuhnanna alSalibi ran 'take' on item 'Citizen ID' (#40338)
[22:09:51]	Yuhnanna alSalibi has gained a 'Citizen ID' #40338.
[22:09:56]	CCA.C17-QrM.98240 used command '/Radio Inbound on 10-20'.
[22:09:59]	[OOC] zombie: i attacked OTA lmaooo
[22:10:00]	[ME] Derrek Thornberry: takes the glowing red hot metal out of the forge with their bare hand
[22:10:01]	[LOOC] CCA.C17-GRID.EpU.06912: my sound is off, is something happening
[22:10:08]	[LOOC] Jack Kingston: shooting and zombie noise
[22:10:11]	CCA.C17-GRID.EpU.06912 used command '/Radio 10-9? Necrotics?'.
[22:10:11]	[ME] Derrek Thornberry: an audible sizzle could be heard
[22:10:12]	[LOOC] CCA.C17-JUDGE.i4.77460: no
[22:10:21]	OTA.C17-ECHO.OHZ.74152 used command '/Radio Unit is damaged, life limited.'.
[22:10:24]	[ME] Derrek Thornberry: holds up the glowing red hot metal
[22:10:26]	CCA.C17-QrM.98240 has gained 10 tokens.
[22:10:27]	CCA.C17-GRID.EpU.06912 used command '/Radio Possible 10-102M.'.
[22:10:31]	Yuhnanna alSalibi ran 'EquipUn' on item 'Green Citizen Suit' (#40275)
[22:10:31]	Yuhnanna alSalibi has taken 1 damage from worldspawn.
[22:10:31]	Yuhnanna alSalibi has taken 1 damage from worldspawn.
[22:10:32]	Yuhnanna alSalibi ran 'Equip' on item 'Green Citizen Suit' (#40275)
[22:10:34]	[LOOC] Derrek Thornberry: lmao
[22:10:46]	CCA.C17-QrM.98240 used command '/Radio Solid copy, I'll take your place, ripcord to Nexus point for medical aid.'.
[22:10:52]	[IT] CCA.C17-GRID.EpU.06912: You take 5 damage from the burning and your epidermis cooking.
[22:10:54]	CCA.C17-GRID.EpU.06912 entered observer.
[22:10:55]	CCA.C17-GRID.EpU.06912 exited observer at their location.
[22:10:56]	OTA.C17-ECHO.OHZ.74152 used command '/Radio Affirmative.'.
[22:10:58]	[LOOC] Derrek Thornberry: fair
[22:11:01]	ܝܘܣܦ (STEAM_0:1:19100080) has disconnected.
[22:11:02]	wendigo created the character 'AWAITING ASSIGNMENT'
[22:11:05]	wendigo loaded the character 'AWAITING ASSIGNMENT'
[22:11:14]	[OOC] AWAITING ASSIGNMENT: cremator time
[22:11:15]	Major-General Sir Issac Brock KB used command '/PM await making a new crm?'.
[22:11:19]	Derrek Thornberry used the 'Work Cycle Supply' vendor.
[22:11:21]	[ME] Jack Kingston: grabs three pieces of scrap, which seems to be enough to make two from the looks of how large the forge is.
[22:11:22]	Major-General Sir Issac Brock KB used command '/CharSetClass await crem'.
[22:11:22]	CAC.C17-CRM.21190 used command '/PM major yesh'.
[22:11:23]	Jack Kingston used the 'Work Cycle Supply' vendor.
[22:11:26]	Jack Kingston has gained 0 tokens.
[22:11:26]	Jack Kingston has gained a 'Scrap Metal' #40339.
[22:11:28]	CAC.C17-CRM.21190 has killed CAC.C17-CRM.21190.
[22:11:28]	Jack Kingston has gained 0 tokens.
[22:11:28]	Jack Kingston has gained a 'Scrap Metal' #40340.
[22:11:29]	Derrek Thornberry used the 'Output Return' vendor.
[22:11:30]	Jack Kingston has gained 0 tokens.
[22:11:30]	Jack Kingston has gained a 'Scrap Metal' #40341.
[22:11:31]	Derrek Thornberry has gained 1 token.
[22:11:31]	Derrek Thornberry has gained 1 token.
[22:11:32]	Derrek Thornberry has gained 1 token.
[22:11:32]	Derrek Thornberry has gained 1 token.
[22:11:33]	Derrek Thornberry has gained 1 token.
[22:11:33]	Derrek Thornberry has gained 1 token.
[22:11:33]	CCA.C17-GRID.EpU.06912 used command '/Radio Cremator down.'.
[22:11:34]	Derrek Thornberry has gained 1 token.
[22:11:35]	Derrek Thornberry has gained 1 token.
[22:11:37]	Derrek Thornberry used the 'Work Cycle Supply' vendor.
[22:11:38]	Major-General Sir Issac Brock KB used command '/rooc nother guy waitinf for process'.
[22:11:38]	CCA.C17-GRID.EpU.06912 has gained 10 tokens.
[22:11:40]	Derrek Thornberry has gained 0 tokens.
[22:11:40]	Derrek Thornberry has gained a 'Scrap Metal' #40342.
[22:11:40]	Derrek Thornberry has gained 0 tokens.
[22:11:40]	Derrek Thornberry has gained a 'Scrap Metal' #40343.
[22:11:40]	Derrek Thornberry has gained 0 tokens.
[22:11:40]	Derrek Thornberry has gained a 'Scrap Metal' #40344.
[22:11:41]	CAC.C17-CRM.21190 used command '/PM major am i allowed to go in sewers'.
[22:11:41]	Derrek Thornberry has gained 0 tokens.
[22:11:41]	Derrek Thornberry has gained a 'Scrap Metal' #40345.
[22:11:41]	Derrek Thornberry has gained 0 tokens.
[22:11:41]	Derrek Thornberry has gained a 'Scrap Metal' #40346.
[22:11:41]	CCA.C17-QrM.98240 used command '/rooc AGHGHGHG'.
[22:11:42]	Derrek Thornberry has gained 0 tokens.
[22:11:42]	Derrek Thornberry has gained a 'Scrap Metal' #40347.
[22:11:42]	Derrek Thornberry has gained 0 tokens.
[22:11:42]	Derrek Thornberry has gained a 'Scrap Metal' #40348.
[22:11:42]	Major-General Sir Issac Brock KB used command '/rooc also void cremator death'.
[22:11:43]	Derrek Thornberry has gained 0 tokens.
[22:11:43]	Derrek Thornberry has gained a 'Scrap Metal' #40349.
[22:11:43]	Derrek Thornberry has gained 0 tokens.
[22:11:43]	Derrek Thornberry has gained a 'Scrap Metal' #40350.
[22:11:44]	Derrek Thornberry has gained 0 tokens.
[22:11:44]	Derrek Thornberry has gained a 'Scrap Metal' #40351.
[22:11:44]	Derrek Thornberry has gained 0 tokens.
[22:11:44]	Derrek Thornberry has gained a 'Scrap Metal' #40352.
[22:11:44]	Derrek Thornberry has gained 0 tokens.
[22:11:44]	Derrek Thornberry has gained a 'Scrap Metal' #40353.
[22:11:45]	Derrek Thornberry has gained 0 tokens.
[22:11:45]	Derrek Thornberry has gained a 'Scrap Metal' #40354.
[22:11:45]	Major-General Sir Issac Brock KB used command '/PM crm no'.
[22:11:45]	Derrek Thornberry has gained 0 tokens.
[22:11:45]	Derrek Thornberry has gained a 'Scrap Metal' #40355.
[22:11:46]	Derrek Thornberry has gained 0 tokens.
[22:11:46]	Derrek Thornberry has gained a 'Scrap Metal' #40356.
[22:11:46]	Derrek Thornberry has gained 0 tokens.
[22:11:46]	Derrek Thornberry has gained a 'Scrap Metal' #40357.
[22:11:47]	Derrek Thornberry has gained 0 tokens.
[22:11:47]	Derrek Thornberry has gained a 'Scrap Metal' #40358.
[22:11:47]	Derrek Thornberry has gained 0 tokens.
[22:11:47]	Derrek Thornberry has gained a 'Scrap Metal' #40359.
[22:11:47]	Derrek Thornberry has gained 0 tokens.
[22:11:47]	Derrek Thornberry has gained a 'Scrap Metal' #40360.
[22:11:48]	Derrek Thornberry has gained 0 tokens.
[22:11:50]	[LOOC] Jack Kingston: did that guy just dip?
[22:11:52]	CCA.C17-GRID.EpU.06912 used command '/Radio XRAY-2, can you please?'.
[22:11:55]	[LOOC] Jack Kingston: oh nvm
[22:12:00]	[LOOC] Major-General Sir Issac Brock KB: someones coming to let you out
[22:12:05]	CCA.C17-QrM.98240 used command '/Radio ..... Fine.'.
[22:12:14]	[ME] Derrek Thornberry: I'd proceed to put more scrap into the forge
[22:12:17]	Major-General Sir Issac Brock KB exited observer at their location.
[22:12:17]	CCA.C17-JUDGE.i4.77460 used the 'Work Cycle Supply' vendor.
[22:12:19]	Derrek Thornberry has gained a 'Refined Metal' #40362.
[22:12:19]	Major-General Sir Issac Brock KB entered observer.
[22:12:19]	Derrek Thornberry has gained a 'Refined Metal' #40363.
[22:12:19]	Major-General Sir Issac Brock KB exited observer at their location.
