[00:02:50]	Bean has connected.
[21:05:49]	Denford F. MacMillian has taken 1 damage from worldspawn.
[21:05:50]	Denford F. MacMillian has taken 1 damage from worldspawn.
[21:05:51]	Denford F. MacMillian has taken 1 damage from worldspawn.
[21:05:51]	Denford F. MacMillian ran 'Equip' on item 'Respirator' (#27421)
[21:05:53]	[LOOC] Paul-Henri Cartier: mostly TG sprites
[21:05:59]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[21:05:59]	[LOOC] Kal'Taar: boring
[21:06:03]	[LOOC] Kal'Taar: shit server
[21:06:06]	[LOOC] Paul-Henri Cartier: i like bay derived servers
[21:06:08]	[ME] Anastasia Ivanovich: sets down the milk crate before the officer including the keys.
[21:06:09]	[LOOC] Paul-Henri Cartier: hestia
[21:06:17]	Anastasia Ivanovich used command '/Apply'.
[21:06:18]	[LOOC] Kal'Taar: anyways lets annihilate dilly
[21:06:22]	[LOOC] Paul-Henri Cartier: yes
[21:06:40]	[ME] CCA.C17-UNION.EpU.93347: he reaches for the items and swiftly moves them under the desk
[21:06:51]	[ME] CCA.C17-UNION.EpU.93347: with his off-hand he begins typing something into his PDA
[21:06:57]	CCA.C17-UNION.EpU.93347 used command '/ViewData Anastasia'.
[21:07:10]	Paul-Henri Cartier opened the '' #2422 container.
[21:07:13]	Ethan King opened the '' #2422 container.
[21:07:13]	Paul-Henri Cartier closed the '' #2422 container.
[21:07:14]	Ethan King opened the '' #2423 container.
[21:07:16]	Ethan King closed the '' #2423 container.
[21:07:20]	Paul-Henri Cartier used command '/CharGiveItem paul ict'.
[21:07:25]	Paul-Henri Cartier used command '/CharGiveItem paul supervisor'.
[21:07:28]	Ethan King opened the '' #2423 container.
[21:07:29]	Paul-Henri Cartier has gained a 'CWU Commerce Shirt' #27505.
[21:07:29]	Paul-Henri Cartier used command '/CharGiveItem paul cwu'.
[21:07:30]	Ethan King closed the '' #2423 container.
[21:07:38]	Paul-Henri Cartier ran 'Equip' on item 'CWU Commerce Shirt' (#27505)
[21:07:40]	Paul-Henri Cartier ran 'drop' on item 'CWU Commerce Shirt' (#27505)
[21:07:40]	Paul-Henri Cartier has lost a 'CWU Commerce Shirt' #27505.
[21:07:48]	Paul-Henri Cartier used command '/adminspawnmenu'.
[21:07:56]	Paul-Henri Cartier has gained a 'CWU Leadership Suit' #27505.
[21:07:56]	Paul-Henri Cartier used command '/CharGiveItem paul leadership'.
[21:07:59]	Kal'Taar has gained a 'Small Thermos' #27506.
[21:08:02]	Kal'Taar ran 'take' on item 'Broken Computer Monitor' (#27475)
[21:08:02]	Kal'Taar has gained a 'Broken Computer Monitor' #27475.
[21:08:04]	Paul-Henri Cartier ran 'drop' on item 'CWU Leadership Suit' (#27505)
[21:08:04]	Paul-Henri Cartier has lost a 'CWU Leadership Suit' #27505.
[21:08:05]	[ME] CAC.C17-VORTIPODE.24999: Continues sweeping around the sides of the building
[21:08:07]	Ethan King ran 'take' on item 'CWU Leadership Suit' (#27505)
[21:08:07]	Ethan King has gained a 'CWU Leadership Suit' #27505.
[21:08:12]	[OOC] Kal'Taar: cool, errors
[21:08:30]	[ME] Anastasia Ivanovich: nodded and goes to leave.
[21:08:49]	Ethan King ran 'drop' on item 'CWU Leadership Suit' (#27505)
[21:08:49]	Ethan King has lost a 'CWU Leadership Suit' #27505.
[21:08:54]	Paul-Henri Cartier ran 'take' on item 'CWU Leadership Suit' (#27505)
[21:08:54]	Paul-Henri Cartier has gained a 'CWU Leadership Suit' #27505.
[21:08:57]	Paul-Henri Cartier ran 'Equip' on item 'CWU Leadership Suit' (#27505)
[21:08:59]	Paul-Henri Cartier ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#19478)
[21:08:59]	Paul-Henri Cartier ran 'Equip' on item 'CWU Leadership Suit' (#27505)
[21:09:01]	Paul-Henri Cartier ran 'equip' on item 'CCA Filter' (#23819)
[21:09:02]	[ME] Denford F. MacMillian: shimmered towards the left as he kept on cleaning the walls, he would jump onto the railing to get the upper areas...He looked towards the offer and nodded to him like a chad, he stepped down after and cleaned the lower part of the wall. Cleaning the area where he stood very well.
[21:09:13]	[LOOC] Denford F. MacMillian: denford is monke
[21:09:15]	Paul-Henri Cartier has gained a 'Request Device' #27507.
[21:09:15]	Paul-Henri Cartier used command '/CharGiveItem paul request'.
[21:09:16]	[LOOC] Denford F. MacMillian: he use bar to get up
[21:09:19]	[LOOC] Denford F. MacMillian: ooo ooo oooooo
[21:09:24]	[LOOC] CCA.C17-UNION.EpU.93347: oooo ooo aaaa aaaaaa
[21:09:31]	[LOOC] CCA.C17-UNION.EpU.93347: give me a dandy roll
[21:09:35]	[LOOC] CCA.C17-UNION.EpU.93347: just for shits n giggles
[21:09:37]	[LOOC] Denford F. MacMillian: which one.
[21:09:39]	[LOOC] CCA.C17-UNION.EpU.93347: to see how good
[21:09:40]	[LOOC] CCA.C17-UNION.EpU.93347: hmm
[21:09:46]	Denford F. MacMillian rolled 26 (21 + 5) out of 100 on Stamina.
[21:09:46]	Denford F. MacMillian used command '/RollSkill stamina'.
[21:09:50]	[LOOC] CCA.C17-UNION.EpU.93347: I guess whichever seems
[21:09:51]	[ME] Denford F. MacMillian: fucking fell off.
[21:09:53]	[LOOC] CCA.C17-UNION.EpU.93347: lmao
[21:09:55]	Paul-Henri Cartier entered observer.
[21:10:00]	Ethan King used command '/Radio I'll be behind the Grizzly Grotto door, be aware.'.
[21:10:06]	Spooky Wolf (STEAM_0:1:58209231) has disconnected.
[21:10:07]	[ME] CAC.C17-VORTIPODE.24999: Hurts himself
[21:10:07]	Ethan King used command '/Radio I'll be behind the Grizzly Grotto door, be aware.'.
[21:10:08]	Paul-Henri Cartier exited observer at their location.
[21:10:08]	[LOOC] CAC.C17-VORTIPODE.24999: void
[21:10:14]	[ME] Denford F. MacMillian: nodded and gave a thumbs up, he got up snd wiped off some dust from his hazmat suit.
[21:10:33]	Paul-Henri Cartier used command '/Request I found contraband in front of the grizzly grotto'.
[21:10:37]	Paul-Henri Cartier entered observer.
[21:10:37]	Paul-Henri Cartier exited observer at their location.
[21:10:52]	Paul-Henri Cartier used command '/Radio test'.
[21:10:59]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[21:11:23]	Paul-Henri Cartier entered observer.
[21:11:54]	[OOC] Kal'Taar: I realized something unfortunate.
[21:11:57]	[OOC] Ethan King: what 
[21:12:02]	[OOC] Kal'Taar: you will find out.
[21:12:13]	[OOC] Paul-Henri Cartier: that should of been openm
[21:12:21]	[OOC] Kal'Taar: I still dont know why gabe made it do this
[21:12:27]	Spooky Wolf has connected.
[21:12:29]	[ME] Denford F. MacMillian: walked over to the bucket and picked it up, he then walked over to the other wall and began to do his thang.
[21:12:30]	[OOC] CAC.C17-VORTIPODE.24999: Define "it"
[21:12:41]	[OOC] Kal'Taar: no
[21:12:44]	Paul-Henri Cartier used command '/Request I found contraband in front of the grizzly grotto'.
[21:13:04]	[OOC] Ethan King: Void that shot 
[21:13:10]	[OOC] Kal'Taar: what shot?
[21:13:11]	[OOC] Ethan King: C menu go brrrttt
[21:13:12]	[OOC] Ethan King: Oh 
[21:13:14]	[OOC] CAC.C17-VORTIPODE.24999: If ethan *KING* is not a rebel i dont know who is
[21:13:14]	[OOC] Ethan King: Okay cool 
[21:13:25]	[OOC] Ethan King: I have made it very fucking clear he is a rebel lmao 
[21:13:28]	[OOC] Kal'Taar: Ethan King is Gordon Feetman.
[21:13:29]	[OOC] Denford F. MacMillian: Why the fuck is there a commerical relating to Pringles where the kid asks his dad how his wife's pussy taste like wtf.
[21:13:36]	[OOC] Paul-Henri Cartier: beg pardon?
[21:13:39]	[OOC] Kal'Taar: What?
[21:13:39]	[OOC] Ethan King: Because Pringles is built different 
[21:13:45]	[OOC] Ethan King: You guys didn't know about that?
[21:13:46]	[OOC] Ethan King: Lmao 
[21:13:55]	[OOC] Kal'Taar: I dont watch TV.
[21:14:26]	Paul-Henri Cartier used command '/PM epu did request devices break?'.
[21:14:31]	CCA.C17-UNION.EpU.93347 used command '/PM Paul ye'.
[21:14:36]	[OOC] Denford F. MacMillian: https://www.youtube.com/watch?v=7MUSqNXnXNo This is the one.
[21:14:43]	[OOC] Ethan King: It's so fucking dumb I love it 
[21:14:49]	Paul-Henri Cartier used command '/PM epu /request I found contraband in front of the grizzly grotto'.
[21:14:49]	[OOC] Denford F. MacMillian: LMFAO.
[21:14:53]	[OOC] CAC.C17-VORTIPODE.24999: Anyone else think this was abit *TOO* easy? Something's not right
[21:15:04]	Spooky Wolf loaded the character 'Anastasia Ivanovich'
[21:15:10]	[OOC] Kal'Taar: what are you referring to?
[21:15:20]	[OOC] CAC.C17-VORTIPODE.24999: Black mesa
[21:15:26]	[ME] Denford F. MacMillian: continued to clean up the wall, the man cleaning the rag from time to time while remaining silent, only breaking the silence for when he's grunting to reach up towards the top area.
[21:15:29]	Denford F. MacMillian rolled 39 (34 + 5) out of 100 on Stamina.
[21:15:29]	Denford F. MacMillian used command '/RollSkill stamina'.
[21:15:31]	[OOC] Ethan King: *balls*
[21:15:33]	[ME] Denford F. MacMillian: fell down...Again.
[21:15:38]	Paul-Henri Cartier used command '/PM epu thats what i put, but it appearantly one show up'.
[21:15:55]	Paul-Henri Cartier exited observer at their location.
[21:15:57]	Paul-Henri Cartier entered observer.
[21:15:59]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[21:16:06]	[OOC] Ethan King: Me being 90% sure Dilly is AFK 
[21:16:11]	[OOC] CCA.C17-UNION.EpU.93347: wdym?
[21:16:13]	[OOC] Ethan King: oh 
[21:16:14]	[OOC] Ethan King: cool 
[21:16:32]	[ME] Denford F. MacMillian: got up and began to clean up the rest of the wall, doing it in a pattern as he focused on the wall...he felt guilty on cheating on the wall in the Nexus...Life is hurtful.
[21:16:33]	[OOC] Kal'Taar: what the fuck does this have to do with pussy
[21:16:37]	[OOC] Denford F. MacMillian: It does.
[21:16:41]	[OOC] Ethan King: Pringles tastes like pussy 
[21:16:43]	[OOC] Denford F. MacMillian: It does!
[21:16:50]	[OOC] CAC.C17-VORTIPODE.24999: Do we have server rule doc?
[21:16:51]	[OOC] Paul-Henri Cartier: what
[21:17:00]	[OOC] Paul-Henri Cartier: server rules are in the discord
[21:17:03]	[OOC] CAC.C17-VORTIPODE.24999: Nothing on website for any-
[21:17:04]	[OOC] CAC.C17-VORTIPODE.24999: Oh
[21:17:19]	[OOC] CAC.C17-VORTIPODE.24999: Oh
[21:17:21]	[OOC] Kal'Taar: this has nothing to do with pussy.
[21:17:22]	[OOC] CAC.C17-VORTIPODE.24999: Just 6 isee
[21:17:34]	Paul-Henri Cartier exited observer at their location.
[21:17:44]	[ME] Ethan King: sniffles 
[21:17:49]	Paul-Henri Cartier entered observer.
[21:17:59]	[ME] Denford F. MacMillian: would clean up the final areas of the wall while staring into the EpU's eyes..........................
[21:18:15]	Kal'Taar used command '/PM Paul I'm going to go ape shit.'.
[21:18:20]	[OOC] Anastasia Ivanovich: metagame and rdm isn't illegal :troll:
[21:18:25]	Paul-Henri Cartier used command '/PM kal AAAAAAAAAAAAAAA'.
[21:18:32]	Paul-Henri Cartier used command '/ToggleRaise'.
[21:18:39]	[OOC] Ethan King: Don't be a jackass is pretty much the rules 
[21:18:43]	[ME] Denford F. MacMillian: points to the mark on the EpU's mask, mainly under the left eye visor.
[21:18:46]	[OOC] Ethan King: And of course don't metagame or RDM 
[21:18:52]	[OOC] Kal'Taar: metagaming is pretty ass.
[21:18:59]	[OOC] Ethan King: I LOVE metagaming 
[21:19:04]	[OOC] Anastasia Ivanovich: powergaming isn't illegal :troll:
[21:19:15]	[OOC] Ethan King: Ana is literally just powergaming as a character 
[21:19:32]	[OOC] Anastasia Ivanovich: my powergaming is interesting because I use it to help others
[21:19:38]	[OOC] Ethan King: True 
[21:19:38]	[ME] CCA.C17-UNION.EpU.93347: he moves his off-hand over to his visor, and begins to wipe something?
[21:19:39]	[OOC] Anastasia Ivanovich: hence why most people overlook it
[21:19:52]	[OOC] Ethan King: To be fair I like Ana as a char most of the time 
[21:19:58]	Kal'Taar used command '/PM Paul tell him you found something and lead him here so I can pew pew.'.
[21:20:00]	[ME] Denford F. MacMillian: took a step away, showing the wall was spick and span.
[21:20:03]	[OOC] Kal'Taar: wait how is ana powergame
[21:20:10]	[OOC] Anastasia Ivanovich: what did he mean by *most of the time*?
[21:20:19]	Paul-Henri Cartier exited observer at their location.
[21:20:19]	Ethan King used command '/Radio If he isn't coming, it's whatever, we'll get going.'.
[21:20:29]	[ME] Denford F. MacMillian: grabs the bucket and the rag, nodding.
[21:20:42]	[ME] Denford F. MacMillian: places the bucket and rag onto the table, his hands to his side.
[21:20:59]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[21:21:13]	CAC.C17-VORTIPODE.24999 ran 'View' on item 'Notepad' (#26790)
[21:21:21]	[OOC] Ethan King: now I hop off 
[21:21:24]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[21:21:26]	[IT] Denford F. MacMillian: Bucket and rag appears on the table, it's a bruh momento...
[21:21:27]	[OOC] Kal'Taar: mf
[21:21:29]	[Y] Paul-Henri Cartier: We're calling it off.
[21:21:34]	[Y] Kal'Taar: Oh.
[21:21:35]	[OOC] Anastasia Ivanovich: coward...
[21:21:40]	[Y] Kal'Taar: That is unfortunate!
[21:21:42]	[OOC] CAC.C17-VORTIPODE.24999: it
[21:21:52]	[OOC] Anastasia Ivanovich: I will follow him to his grave.
[21:21:52]	Paul-Henri Cartier entered observer.
[21:21:58]	Kal'Taar has gained a 'Scrap Electronics' #27508.
[21:21:58]	Kal'Taar has gained a 'Scrap Electronics' #27509.
[21:21:58]	Kal'Taar has gained a 'Scrap Plastic' #27510.
[21:21:59]	[ME] CCA.C17-UNION.EpU.93347: he slides the bucket and items off the table, placing them carefully down
[21:22:09]	Spooky Wolf (STEAM_0:1:58209231) has disconnected.
[21:22:10]	Denford F. MacMillian used command '/Apply'.
[21:22:12]	[ME] CCA.C17-UNION.EpU.93347: he begins typing on his PDA
[21:22:17]	CCA.C17-UNION.EpU.93347 used command '/ViewData Denford'.
[21:22:25]	[OOC] Paul-Henri Cartier: gonna hop off too
[21:22:28]	[OOC] Paul-Henri Cartier: ss13 gaming time
[21:22:34]	[OOC] Kal'Taar: fuck you your server sucks
[21:22:46]	[OOC] Paul-Henri Cartier: bwoink
[21:22:55]	[ME] Denford F. MacMillian: nods.
[21:22:57]	[OOC] Kal'Taar: Bwoinking me changes nothing!
[21:23:01]	DRD (STEAM_0:0:193599766) has disconnected.
[21:23:09]	Kal'Taar ran 'take' on item 'Empty Paint Can' (#27448)
[21:23:09]	Kal'Taar has gained a 'Empty Paint Can' #27448.
[21:23:16]	Kal'Taar has gained a 'Broken Computer Monitor' #27511.
[21:23:21]	[OOC] CAC.C17-VORTIPODE.24999: forever sweep
[21:23:24]	[OOC] Denford F. MacMillian: I need air.
[21:23:25]	Kal'Taar has gained a 'Scrap Electronics' #27511.
[21:23:25]	Kal'Taar has gained a 'Scrap Electronics' #27512.
[21:23:25]	Kal'Taar has gained a 'Scrap Plastic' #27513.
[21:23:33]	[OOC] Kal'Taar: unfortunate.
[21:23:34]	[OOC] Kal'Taar: die
[21:23:34]	[OOC] Denford F. MacMillian: EPU wanna see something funny?
[21:23:38]	Denford F. MacMillian used the 'Shopkeeper' vendor.
[21:23:40]	Denford F. MacMillian has lost 2 tokens.
[21:23:40]	Denford F. MacMillian has gained a 'Citizen Filter' #27514.
[21:23:55]	Denford F. MacMillian ran 'equip' on item 'Citizen Filter' (#27514)
[21:24:01]	Denford F. MacMillian ran 'EquipUn' on item 'Respirator' (#27421)
[21:24:02]	CCA.C17-UNION.EpU.93347 used command '/Radio U-47 is 10-76 to possible 10-103 at Grotto. 10-0.'.
[21:24:04]	[DG] Roach (STEAM_0:0:170921441) has disconnected.
[21:24:14]	LynxQueen (STEAM_0:1:70540942) has disconnected.
[21:24:16]	[OOC] CAC.C17-VORTIPODE.24999: Wasn't funny
[21:24:23]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[21:24:26]	[OOC] CCA.C17-UNION.EpU.93347: everyone gone
[21:24:37]	[OOC] CAC.C17-VORTIPODE.24999: Didnt take long
[21:24:48]	[OOC] CCA.C17-UNION.EpU.93347: legit was gonna go check
[21:24:50]	[OOC] CAC.C17-VORTIPODE.24999: The hell they doing?
[21:24:51]	[OOC] CCA.C17-UNION.EpU.93347: but they all left lmao
[21:25:00]	[OOC] CAC.C17-VORTIPODE.24999: Check what?
[21:25:17]	[OOC] CCA.C17-UNION.EpU.93347: "/request found contraband at Grotto" 
[21:25:23]	[LOOC] CAC.C17-VORTIPODE.24999: What?
[21:25:26]	[OOC] CCA.C17-UNION.EpU.93347: oki... where you at... I'm at the desk
[21:25:28]	[LOOC] CAC.C17-VORTIPODE.24999: Is that what they said
[21:25:49]	[OOC] CCA.C17-UNION.EpU.93347: Was going to be a me going over there... them jumping me in an ally and I could tell from a mile away but I first had to deal with other dudes
[21:25:59]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[21:26:02]	[OOC] CCA.C17-UNION.EpU.93347: You finding contraband aint an urgent situation
[21:26:04]	[OOC] CAC.C17-VORTIPODE.24999: Is ture
[21:26:42]	[OOC] CCA.C17-UNION.EpU.93347: legit was gonna flash em
[21:26:49]	[OOC] CAC.C17-VORTIPODE.24999: Why?
[21:27:06]	[OOC] CCA.C17-UNION.EpU.93347: suspicous 
[21:27:14]	[OOC] CAC.C17-VORTIPODE.24999: What would be sus?
[21:27:20]	[OOC] CCA.C17-UNION.EpU.93347: You report contraband and you're not bringing it to me?
[21:27:28]	[OOC] CAC.C17-VORTIPODE.24999: Very true
[21:27:32]	[OOC] CCA.C17-UNION.EpU.93347: huge difference between saying that and
[21:27:42]	[OOC] CCA.C17-UNION.EpU.93347: HELP IM BEING ATTACKED BY A ZOMBIE!
[21:27:59]	[OOC] CAC.C17-VORTIPODE.24999: Got a very VERY Good point
[21:28:10]	[LOOC] CCA.C17-UNION.EpU.93347: gonna mark that character down now
[21:28:13]	[OOC] CAC.C17-VORTIPODE.24999: Seemed like they were all in a group looking at that
[21:28:15]	[LOOC] CCA.C17-UNION.EpU.93347: false request or whatever
[21:28:21]	[LOOC] CCA.C17-UNION.EpU.93347: I already knew they were
[21:28:23]	[LOOC] CCA.C17-UNION.EpU.93347: bad ratio
[21:28:25]	[LOOC] CCA.C17-UNION.EpU.93347: ethen king
[21:28:31]	[LOOC] CAC.C17-VORTIPODE.24999: Very true...
[21:28:37]	[LOOC] CCA.C17-UNION.EpU.93347: them trying to get me out of the sewers from the event / gunshot
[21:28:44]	[LOOC] CCA.C17-UNION.EpU.93347: literally read them like a book
[21:28:48]	[LOOC] CCA.C17-UNION.EpU.93347: IC as well
[21:29:01]	[LOOC] CCA.C17-UNION.EpU.93347: another thing
[21:29:02]	[LOOC] CCA.C17-UNION.EpU.93347: I'm alone
[21:29:06]	[LOOC] CCA.C17-UNION.EpU.93347: can't go out without a group
[21:29:13]	[LOOC] CCA.C17-UNION.EpU.93347: especially in the GROTTO
[21:29:18]	[LOOC] CCA.C17-UNION.EpU.93347: Q said something about that
[21:29:23]	[LOOC] CCA.C17-UNION.EpU.93347: *when the song plays*
[21:29:40]	[LOOC] CAC.C17-VORTIPODE.24999: yesh
[21:29:43]	[LOOC] CCA.C17-UNION.EpU.93347: also tracker?
[21:29:45]	[LOOC] CCA.C17-UNION.EpU.93347: :C 
[21:29:46]	[LOOC] CAC.C17-VORTIPODE.24999: Where did Q say anything about that?
[21:29:46]	[LOOC] CCA.C17-UNION.EpU.93347: where at
[21:29:48]	[OOC] CAC.C17-VORTIPODE.24999: Tracker
[21:29:53]	[LOOC] CAC.C17-VORTIPODE.24999: link?
[21:29:53]	[LOOC] CCA.C17-UNION.EpU.93347: oh
[21:29:55]	[LOOC] CCA.C17-UNION.EpU.93347: ye ye
[21:30:00]	[LOOC] CCA.C17-UNION.EpU.93347: Q said it before multiple times
[21:30:06]	[LOOC] CCA.C17-UNION.EpU.93347: not officially in the guide
[21:30:09]	[LOOC] CCA.C17-UNION.EpU.93347: but implied IC
[21:30:25]	[LOOC] CAC.C17-VORTIPODE.24999: Anything extra guides in the CCA discord?
[21:30:59]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[21:31:35]	[LOOC] CCA.C17-UNION.EpU.93347: dunno actually
[21:31:38]	[LOOC] CCA.C17-UNION.EpU.93347: yknow what
[21:31:41]	[LOOC] CCA.C17-UNION.EpU.93347: thats prob where I'll find
[21:31:44]	[LOOC] CCA.C17-UNION.EpU.93347: hey wait a sec
[21:31:51]	[LOOC] CCA.C17-UNION.EpU.93347: also get CP
[21:31:56]	[LOOC] CAC.C17-VORTIPODE.24999: No
[21:32:07]	[LOOC] CCA.C17-UNION.EpU.93347: I need help
[21:32:10]	[LOOC] CCA.C17-UNION.EpU.93347: with situations like
[21:32:11]	[LOOC] CCA.C17-UNION.EpU.93347: this
[21:32:11]	[LOOC] CAC.C17-VORTIPODE.24999: Unless i get without 
[21:32:12]	[LOOC] CAC.C17-VORTIPODE.24999: LP
[21:32:16]	[LOOC] CCA.C17-UNION.EpU.93347: k
[21:32:16]	[LOOC] CAC.C17-VORTIPODE.24999: Becuase that gay
[21:32:20]	[LOOC] CCA.C17-UNION.EpU.93347: create new char
[21:32:23]	[LOOC] CAC.C17-VORTIPODE.24999: No offence
[21:32:27]	[LOOC] CCA.C17-UNION.EpU.93347: rn
