[05:57:53]	MegamanNick has connected.
[19:43:22]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #35535.
[19:43:22]	CCA.C17-GRID.i2.36307 has gained a '12 Gauge Shells' #35540.
[19:43:22]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #35536.
[19:43:22]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35534.
[19:43:22]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #35537.
[19:43:22]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35551)
[19:43:23]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35552)
[19:43:24]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35546)
[19:43:24]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:43:25]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#35537)
[19:43:26]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:26]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35549.
[19:43:26]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:26]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35550.
[19:43:26]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#35538)
[19:43:27]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:27]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35551.
[19:43:27]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:27]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35552.
[19:43:27]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#35534)
[19:43:28]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#35533)
[19:43:29]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35550)
[19:43:29]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35551)
[19:43:30]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35549)
[19:43:30]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#35535)
[19:43:30]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35552)
[19:43:31]	CCA.C17-GRID.i2.36307 ran 'drop' on item 'Magazine Case' (#35327)
[19:43:31]	CCA.C17-GRID.i2.36307 has lost a 'Magazine Case' #35327.
[19:43:31]	CCA.C17-GRID.i2.36307 has lost a '12 Gauge Shells' #35542.
[19:43:31]	CCA.C17-GRID.i2.36307 has lost a '12 Gauge Shells' #35539.
[19:43:31]	CCA.C17-GRID.i2.36307 has lost a '9mm Pistol Magazine' #35531.
[19:43:31]	CCA.C17-GRID.i2.36307 has lost a '4.6x30 Rounds' #35536.
[19:43:31]	CCA.C17-GRID.i2.36307 has lost a '12 Gauge Shells' #35540.
[19:43:31]	CCA.C17-GRID.i2.36307 has lost a '9mm Pistol Magazine' #35532.
[19:43:31]	CCA.C17-GRID.i2.36307 has lost a '12 Gauge Shells' #35541.
[19:43:35]	CCA.C17-QrM.98240 ran 'take' on item 'Magazine Case' (#35327)
[19:43:35]	CCA.C17-QrM.98240 has gained a 'Magazine Case' #35327.
[19:43:35]	CCA.C17-QrM.98240 has gained a '12 Gauge Shells' #35542.
[19:43:35]	CCA.C17-QrM.98240 has gained a '12 Gauge Shells' #35539.
[19:43:35]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35531.
[19:43:35]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35536.
[19:43:35]	CCA.C17-QrM.98240 has gained a '12 Gauge Shells' #35540.
[19:43:35]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35532.
[19:43:35]	CCA.C17-QrM.98240 has gained a '12 Gauge Shells' #35541.
[19:43:38]	OTA.C17-HAMMER.OSS.20954 used command '/ToggleRaise'.
[19:43:40]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:43:44]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:44]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35549.
[19:43:45]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:45]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35550.
[19:43:46]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:46]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35551.
[19:43:47]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:47]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35552.
[19:43:47]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:47]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35553.
[19:43:49]	[OOC] CCA.C17-GRID.i2.36307: hello there
[19:43:52]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[19:43:55]	[OOC] CCA.C17-GRID.i2.36307: im coming to process you
[19:43:55]	CCA.C17-QrM.98240 has gained 0 tokens.
[19:43:55]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35554.
[19:43:56]	[OOC] Jamei Armstrong: ayoo can ya open tha gate?
[19:43:58]	CCA.C17-QrM.98240 ran 'use' on item '9mm Pistol Magazine' (#35554)
[19:44:00]	[OOC] Jamei Armstrong: ty
[19:44:07]	CCA.C17-QrM.98240 has gained 10 tokens.
[19:44:09]	[OOC] CCA.C17-GRID.i2.36307: you need content and stuff?
[19:44:11]	Mr. Chief loaded the character 'CAC.C17-BIOTIC.45914'
[19:44:12]	[OOC] Jamei Armstrong: na
[19:44:15]	[OOC] CCA.C17-QrM.98240: Hold on, gotta restart my app
[19:44:18]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[19:44:21]	[OOC] CCA.C17-GRID.i2.36307: /discord for the discord
[19:44:29]	[OOC] Jamei Armstrong: I know, I'm chrios
[19:44:34]	[OOC] CCA.C17-GRID.i2.36307: o
[19:44:36]	[OOC] Jamei Armstrong: chris*
[19:45:12]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[19:46:04]	Jamei Armstrong used command '/Apply'.
[19:46:24]	FB|| light ROOM has connected.
[19:46:28]	[ME] Jamei Armstrong: digs into her pocket, pulling out the Coupon, you could see some coffee split on it.
[19:46:32]	Jamei Armstrong ran 'drop' on item 'Relocation Coupon' (#35522)
[19:46:32]	Jamei Armstrong has lost a 'Relocation Coupon' #35522.
[19:46:43]	[ME] CCA.C17-GRID.i2.36307: would take the coupon, wiping it off on his pants
[19:46:57]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Relocation Coupon' (#35522)
[19:46:57]	CCA.C17-GRID.i2.36307 has gained a 'Relocation Coupon' #35522.
[19:46:58]	FB|| light ROOM loaded the character 'Theban 'Simmons' Revolt'
[19:46:59]	[LOOC] CCA.C17-GRID.i2.36307: oops
[19:47:08]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35433)
[19:47:29]	CCA.C17-GRID.i2.36307 used command '/Radio What the *FUCK*'.
[19:47:39]	[OOC] CCA.C17-GRID.i2.36307: SOMEONE STOLE A CABINET LMFAO
[19:47:44]	FB|| light ROOM loaded the character 'CCA.C17-UNION.SqL.72633'
[19:47:48]	[OOC] CCA.C17-UNION.SqL.72633: What
[19:47:50]	CCA.C17-GRID.i2.36307 opened the '' #2481 container.
[19:47:52]	CCA.C17-GRID.i2.36307 closed the '' #2481 container.
[19:47:53]	CCA.C17-GRID.i2.36307 opened the '' #2366 container.
[19:47:55]	CCA.C17-GRID.i2.36307 closed the '' #2366 container.
[19:47:59]	[OOC] CCA.C17-GRID.i2.36307: oh they got moved
[19:48:03]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Citizen ID' (#35554)
[19:48:03]	CCA.C17-GRID.i2.36307 has gained a 'Citizen ID' #35554.
[19:48:10]	CCA.C17-GRID.i2.36307 used command '/Radio Someone moved the cabinets around'.
[19:48:11]	[OOC] CCA.C17-UNION.SqL.72633: Congratulations, you've earned dumb.
[19:48:12]	CCA.C17-GRID.i2.36307 opened the '' #2482 container.
[19:48:16]	CCA.C17-GRID.i2.36307 closed the '' #2482 container.
[19:48:19]	CCA.C17-UNION.SqL.72633 used command '/Radio 10-20?'.
[19:48:26]	CCA.C17-GRID.i2.36307 used command '/Radio Trainstation security area'.
[19:48:47]	CCA.C17-UNION.SqL.72633 used command '/Radio Copy, moving to see what you're talking about.'.
[19:48:58]	[ME] CCA.C17-GRID.i2.36307: would sling his SMG, it would hang at his chest
[19:49:04]	[ME] CCA.C17-GRID.i2.36307: hands the woman her CID
[19:49:09]	CCA.C17-GRID.i2.36307 ran 'drop' on item 'Citizen ID' (#35554)
[19:49:09]	CCA.C17-GRID.i2.36307 has lost a 'Citizen ID' #35554.
[19:49:12]	[ME] Jamei Armstrong: takes the CID, shaking her head
[19:49:15]	Jamei Armstrong ran 'take' on item 'Citizen ID' (#35554)
[19:49:15]	Jamei Armstrong has gained a 'Citizen ID' #35554.
[19:49:36]	CCA.C17-UNION.SqL.72633 opened the '' #2482 container.
[19:49:38]	CCA.C17-UNION.SqL.72633 closed the '' #2482 container.
[19:49:51]	CCA.C17-UNION.SqL.72633 used command '/Radio I believe these are supposed to be like this.'.
[19:50:07]	CCA.C17-GRID.i2.36307 used command '/Radio Hmm'.
[19:50:12]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[19:50:27]	[LOOC] CCA.C17-GRID.i2.36307: 19xx??
[19:50:40]	[LOOC] CCA.C17-GRID.i2.36307: its 2006
[19:50:42]	[OOC] Jamei Armstrong: Can't be bothered to think of a date
[19:50:55]	[OOC] CCA.C17-GRID.i2.36307: i need an actual year dude
[19:51:03]	[OOC] Jamei Armstrong: What about no
[19:51:08]	[LOOC] Jamei Armstrong: void xx
[19:51:11]	[OOC] CCA.C17-GRID.i2.36307: i have to fill it in :(
[19:51:16]	[OOC] Jamei Armstrong: Well lie
[19:51:22]	[OOC] CCA.C17-GRID.i2.36307: its 2006
[19:51:25]	[OOC] CCA.C17-GRID.i2.36307: how old is ur char
[19:51:41]	Co tě ro zajímá has connected.
[19:51:50]	[OOC] Jamei Armstrong: My char as amnesia
[19:52:11]	CCA.C17-GRID.i2.36307 used command '/Radio 10-103M at Train station'.
[19:52:26]	CCA.C17-UNION.SqL.72633 used command '/Radio Copy, I authorize the amputation of 10-103M.'.
[19:52:32]	CCA.C17-GRID.i2.36307 used command '/Radio Doesn't know her own ag0'.
[19:52:38]	CCA.C17-GRID.i2.36307 used command '/Radio .// ag-*'.
[19:52:41]	CCA.C17-GRID.i2.36307 used command '/Radio Copy.'.
[19:52:44]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[19:53:44]	Co tě ro zajímá (STEAM_0:1:43784824) has disconnected.
[19:53:47]	CCA.C17-GRID.i2.36307 used command '/Radio Citizen just said she was born in 1998, then changed her story to she was born in 1975, please advise on what to do.'.
[19:54:23]	CCA.C17-UNION.SqL.72633 used command '/Radio You just said she can't remember who age.'.
[19:54:30]	CCA.C17-GRID.i2.36307 used command '/Radio 10-9?'.
[19:54:51]	CCA.C17-UNION.SqL.72633 used command '/Radio You just said she can't remember who age.'.
[19:54:56]	CCA.C17-UNION.SqL.72633 used command '/Radio // her*'.
[19:55:09]	CCA.C17-UNION.SqL.72633 used command '/Radio I authorize amputation if you find she is 10-103M.'.
[19:55:12]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[19:55:15]	CCA.C17-UNION.SqL.72633 used command '/Radio This is up to you.'.
[19:55:22]	CCA.C17-GRID.i2.36307 used command '/Radio Now appearantly she can, but she said she was 8 years old, then she said she was 31'.
[19:55:22]	CCA.C17-UNION.SqL.72633 used command '/Radio // code for i'm lazy.'.
[19:55:25]	CCA.C17-GRID.i2.36307 used command '/Radio Copy'.
[19:55:42]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[19:56:35]	CCA.C17-QrM.98240 has taken 3 damage from template_npc.
[19:56:35]	CCA.C17-QrM.98240 ran 'Equip' on item 'Grenade' (#35543)
[19:56:41]	CCA.C17-QrM.98240 has taken 3 damage from template_npc.
[19:56:44]	[ME] CCA.C17-GRID.i2.36307: attempts to tie the woman (resist?)
[19:56:48]	CCA.C17-QrM.98240 has taken 3 damage from template_npc.
[19:57:01]	[ME] Jamei Armstrong: would not resist
[19:57:03]	CCA.C17-QrM.98240 has taken 3 damage from template_npc.
[19:57:04]	CCA.C17-QrM.98240 has taken 3 damage from template_npc.
[19:57:05]	CCA.C17-GRID.i2.36307 ran 'Use' on item 'Zip Tie' (#35515)
[19:57:09]	CCA.C17-QrM.98240 has taken 3 damage from template_npc.
[19:57:16]	[ME] CCA.C17-GRID.i2.36307: gently pulls the woman
[19:57:35]	FB|| light ROOM loaded the character 'Theban 'Simmons' Revolt'
[19:57:58]	[ME] Jamei Armstrong: sits down on the confy seat
[19:58:00]	[ME] CCA.C17-GRID.i2.36307: ties the woman down
[19:58:11]	Luke Porkstick used command '/CharGetUp'.
[19:58:49]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35433)
[19:58:50]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combat Knife' (#31497)
[19:58:57]	[ME] CCA.C17-GRID.i2.36307: unholsters his handgun
[19:59:01]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:59:11]	[ME] CCA.C17-GRID.i2.36307: aims his gun at the womans head, pulling the triggert
[19:59:14]	Jamei Armstrong has taken 72 damage from CCA.C17-GRID.i2.36307.
[19:59:19]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[19:59:20]	[LOOC] Jamei Armstrong: Get gud
[19:59:21]	Jamei Armstrong has taken 10 damage from CCA.C17-GRID.i2.36307.
[19:59:21]	Jamei Armstrong has taken 10 damage from CCA.C17-GRID.i2.36307.
[19:59:22]	Jamei Armstrong has taken 10 damage from CCA.C17-GRID.i2.36307.
[19:59:22]	CCA.C17-GRID.i2.36307 has killed Jamei Armstrong with weapon_knife.
[19:59:48]	CCA.C17-GRID.i2.36307 used command '/Radio Amputated.'.
[20:00:12]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[20:00:14]	Sneaby created the character 'Wayn McNane'
[20:00:14]	Wayn McNane has gained a 'Suitcase' #35555.
[20:00:14]	Wayn McNane has gained a 'Relocation Coupon' #35556.
[20:00:21]	Sneaby loaded the character 'Wayn McNane'
[20:01:25]	[ME] Wayn McNane: Hands the CCA his Coupon
[20:01:29]	Wayn McNane ran 'drop' on item 'Relocation Coupon' (#35556)
[20:01:29]	Wayn McNane has lost a 'Relocation Coupon' #35556.
[20:01:33]	[ME] CCA.C17-GRID.i2.36307: takes his coupon
[20:01:36]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Relocation Coupon' (#35556)
[20:01:36]	CCA.C17-GRID.i2.36307 has gained a 'Relocation Coupon' #35556.
[20:01:52]	CCA.C17-GRID.i2.36307 opened the '' #2481 container.
[20:01:57]	CCA.C17-GRID.i2.36307 closed the '' #2481 container.
[20:02:10]	Luke Porkstick ran 'Equip' on item 'Pan' (#35088)
[20:02:11]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Citizen ID' (#35557)
[20:02:11]	CCA.C17-GRID.i2.36307 has gained a 'Citizen ID' #35557.
[20:02:19]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combat Knife' (#31497)
[20:02:22]	Luke Porkstick has taken 5 damage from Theban 'Simmons' Revolt.
[20:02:23]	Luke Porkstick has taken 5 damage from Theban 'Simmons' Revolt.
[20:02:37]	Theban 'Simmons' Revolt has taken 5 damage from Luke Porkstick.
[20:02:38]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[20:02:50]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[20:02:52]	CCA.C17-QrM.98240 has gained 0 tokens.
[20:02:52]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35558.
[20:02:52]	CCA.C17-QrM.98240 has gained 0 tokens.
[20:02:52]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35559.
[20:02:53]	CCA.C17-QrM.98240 has gained 0 tokens.
[20:02:57]	CAC.C17-BIOTIC.45914 has taken 5 damage from Luke Porkstick.
[20:02:58]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[20:03:07]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35560)
[20:03:07]	Luke Porkstick ran 'EquipUn' on item 'Pan' (#35088)
[20:03:11]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35558)
[20:03:13]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[20:03:15]	CCA.C17-QrM.98240 has gained 0 tokens.
[20:03:15]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35561.
[20:03:18]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35561)
[20:03:24]	CCA.C17-QrM.98240 ran 'Apply' on item 'Health Vial' (#35544)
[20:03:24]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[20:03:26]	CCA.C17-QrM.98240 has gained 0 tokens.
[20:03:26]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35561.
[20:03:27]	CCA.C17-QrM.98240 has gained 0 tokens.
[20:03:27]	CCA.C17-QrM.98240 has gained a 'Pulse Ammunition' #35562.
[20:03:27]	[LOOC] Wayn McNane:  mental conditions : Being black
[20:03:28]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35562)
[20:03:29]	CCA.C17-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#35561)
[20:03:34]	CCA.C17-GRID.i2.36307 used command '/ViewData wayn'.
[20:03:43]	Luke Porkstick ran 'drop' on item 'Gray Jeans' (#33379)
[20:03:43]	Luke Porkstick has lost a 'Gray Jeans' #33379.
[20:03:47]	FB|| light ROOM loaded the character 'CCA.C17-UNION.SqL.72633'
[20:03:48]	Luke Porkstick ran 'take' on item 'Gray Jeans' (#33379)
[20:03:48]	Luke Porkstick has gained a 'Gray Jeans' #33379.
[20:03:52]	Luke Porkstick ran 'drop' on item 'Gray Jeans' (#33379)
[20:03:52]	Luke Porkstick has lost a 'Gray Jeans' #33379.
[20:03:56]	CAC.C17-BIOTIC.45914 ran 'take' on item 'Gray Jeans' (#33379)
[20:03:56]	CAC.C17-BIOTIC.45914 has gained a 'Gray Jeans' #33379.
[20:04:00]	CAC.C17-BIOTIC.45914 ran 'drop' on item 'Gray Jeans' (#33379)
[20:04:00]	CAC.C17-BIOTIC.45914 has lost a 'Gray Jeans' #33379.
[20:04:02]	Luke Porkstick ran 'take' on item 'Gray Jeans' (#33379)
[20:04:02]	Luke Porkstick has gained a 'Gray Jeans' #33379.
[20:04:06]	CCA.C17-UNION.SqL.72633 used command '/Radio SqL.72633 reporting: unit is 10-8, status is green.'.
[20:04:28]	CCA.C17-GRID.i2.36307 used command '/Radio Copy'.
[20:04:38]	CCA.C17-GRID.i2.36307 ran 'drop' on item 'Citizen ID' (#35557)
[20:04:38]	CCA.C17-GRID.i2.36307 has lost a 'Citizen ID' #35557.
[20:04:46]	Wayn McNane ran 'take' on item 'Citizen ID' (#35557)
[20:04:46]	Wayn McNane has gained a 'Citizen ID' #35557.
[20:04:54]	Luke Porkstick ran 'Equip' on item 'Pan' (#35088)
[20:05:07]	[Y] CCA.C17-UNION.SqL.72633: <:: WALL. ::>
[20:05:12]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[20:05:20]	Wayn McNane used the 'Paper Stash' vendor.
[20:05:25]	CCA.C17-GRID.i2.36307 used command '/Radio Updating 10-20 to plaza'.
[20:05:46]	[ME] Luke Porkstick: hits on head with pan
[20:05:47]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[20:05:57]	[ME] CCA.C17-UNION.SqL.72633: Dodges to the right while aiming on the mans chest.
[20:06:03]	CCA.C17-UNION.SqL.72633 has taken 5 damage from Luke Porkstick.
[20:06:13]	[ME] CCA.C17-UNION.SqL.72633: Sprays the man directly in the chest.
[20:06:22]	Luke Porkstick has taken 72 damage from CCA.C17-UNION.SqL.72633.
[20:06:22]	CCA.C17-UNION.SqL.72633 has killed Luke Porkstick with weapon_smg1.
[20:06:24]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[20:06:30]	Chicken (STEAM_0:0:143523274) deleted character 'Luke Porkstick'
[20:06:33]	Wayn McNane has lost 5 tokens.
[20:06:34]	Chicken loaded the character 'BIRDMAN'
[20:06:36]	Wayn McNane ran 'take' on item 'Breen's Water' (#35561)
[20:06:36]	Wayn McNane has gained a 'Breen's Water' #35561.
[20:06:36]	CCA.C17-UNION.SqL.72633 used command '/Radio Anti-citizen amputated.'.
[20:06:43]	[ME] CCA.C17-GRID.i2.36307: would click to the BIOTIC like a horse
[20:07:09]	BIRDMAN has taken 7 damage from CAC.C17-BIOTIC.45914.
[20:07:09]	CAC.C17-BIOTIC.45914 has killed BIRDMAN with ix_hands.
[20:07:17]	[ME] CAC.C17-BIOTIC.45914: picks up the bird corpse.
[20:07:31]	[ME] BIRDMAN: pecks leg
[20:07:34]	BIRDMAN has taken 12 damage from CCA.C17-UNION.SqL.72633.
[20:07:34]	CCA.C17-UNION.SqL.72633 has killed BIRDMAN with weapon_smg1.
[20:07:42]	[LOOC] CCA.C17-UNION.SqL.72633: Fuck you
[20:07:56]	[ME] BIRDMAN: pecks grid
[20:07:57]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[20:07:57]	BIRDMAN has taken 7 damage from CAC.C17-BIOTIC.45914.
[20:07:57]	CAC.C17-BIOTIC.45914 has killed BIRDMAN with ix_hands.
[20:08:02]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[20:08:13]	[ME] BIRDMAN: poops on head
[20:08:15]	BIRDMAN has taken 5 damage from CCA.C17-UNION.SqL.72633.
[20:08:15]	CCA.C17-UNION.SqL.72633 has killed BIRDMAN with ix_stunstick.
[20:08:35]	[LOOC] CCA.C17-UNION.SqL.72633: Wanna see magic?
[20:08:38]	Sneaby (STEAM_0:1:46917400) has disconnected.
[20:08:42]	FB|| light ROOM loaded the character 'Theban 'Simmons' Revolt'
[20:08:56]	[ME] BIRDMAN: sits on grid and shits
[20:09:02]	[ME] CAC.C17-BIOTIC.45914: grabs the bird.
[20:09:10]	BIRDMAN has taken 7 damage from CAC.C17-BIOTIC.45914.
[20:09:10]	CAC.C17-BIOTIC.45914 has killed BIRDMAN with ix_hands.
[20:09:22]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35433)
[20:09:32]	[ME] BIRDMAN: poops on head
[20:09:33]	[ME] CCA.C17-GRID.i2.36307: pats the fucking biotic
[20:09:40]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[20:09:44]	[ME] CAC.C17-BIOTIC.45914: grabs the bird.
[20:09:44]	BIRDMAN has taken 10 damage from CCA.C17-GRID.i2.36307.
[20:09:44]	CCA.C17-GRID.i2.36307 has killed BIRDMAN with weapon_knife.
[20:09:48]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[20:09:48]	[LOOC] Theban 'Simmons' Revolt: LMAO
[20:10:02]	Sneaby has connected.
[20:10:08]	BIRDMAN has taken 5 damage from Theban 'Simmons' Revolt.
[20:10:08]	Theban 'Simmons' Revolt has killed BIRDMAN with ix_hands.
[20:10:09]	[ME] BIRDMAN: pecks foot
[20:10:12]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[20:10:21]	[OOC] CCA.C17-GRID.i2.36307: should i get on my scanner and rp combat with the crow
[20:10:22]	Sneaby loaded the character 'Wayn McNane'
[20:10:42]	[ME] BIRDMAN: pecks foor
[20:10:42]	BIRDMAN has taken 5 damage from Theban 'Simmons' Revolt.
[20:10:42]	Theban 'Simmons' Revolt has killed BIRDMAN with ix_hands.
[20:10:47]	[OOC] BIRDMAN: LIGHT YOUR GAY
[20:10:51]	[OOC] Theban 'Simmons' Revolt: Okay
[20:10:59]	[LOOC] Wayn McNane: /me smacks tha ass
[20:11:07]	[ME] BIRDMAN: pecks foot
[20:11:09]	BIRDMAN has taken 5 damage from Theban 'Simmons' Revolt.
[20:11:09]	Theban 'Simmons' Revolt has killed BIRDMAN with ix_hands.
[20:11:41]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[20:11:45]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[20:11:48]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[20:11:52]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[20:12:03]	[ME] CAC.C17-BIOTIC.45914: picks up the 5-7 bird corpses.
[20:12:05]	BIRDMAN has taken 7 damage from CAC.C17-BIOTIC.45914.
[20:12:05]	CAC.C17-BIOTIC.45914 has killed BIRDMAN with ix_hands.
[20:12:13]	[ME] CAC.C17-BIOTIC.45914: picks up the eighth.
[20:12:17]	[ME] CCA.C17-GRID.i2.36307: erases the entire population of crows from existance
[20:12:28]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[20:12:34]	[ME] BIRDMAN: shits on head
[20:12:39]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[20:12:43]	[LOOC] Wayn McNane: /me kicks i2's balls to disarm him
[20:12:44]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[20:12:45]	Wayn McNane rolled 37 out of 100.
[20:12:45]	Wayn McNane used command '/Roll'.
[20:13:04]	[ME] Theban 'Simmons' Revolt: Erase the GRID from just thinking about him.
[20:13:06]	Theban 'Simmons' Revolt rolled 34 out of 100.
[20:13:06]	Theban 'Simmons' Revolt used command '/Roll'.
[20:13:12]	Wayn McNane rolled 86 out of 100.
[20:13:12]	Wayn McNane used command '/Roll strengh'.
[20:13:17]	[ME] CAC.C17-BIOTIC.45914: throws the corpses except 1 in the dumpster.
