[03:18:23]	Bonkusgoosus has connected.
[22:57:57]	[ME] SQUAK: gently coos
[22:57:59]	[LOOC] Jacob Desmone: when you craft them which I crafted like 50 of them it makes filters
[22:58:15]	[Y] Ava Carter: I KEEP HEARING THIS DAMN BIRD WHERE IS IT.
[22:58:15]	[LOOC] Jacob Desmone: so I just had like a ton of hand made filters
[22:58:36]	[ME] Qul'jal: would keep all his eyes on seperate people
[22:58:49]	[ME] Paul-Henri Cartier: would click his tongue, with a cock of his head, he'd motion for the group to follow. "Come with me. I have something you four might find useful."
[22:59:05]	[ME] SQUAK: pecks at the ground
[22:59:10]	[ME] SQUAK: pecks at the ground
[22:59:43]	[Y] Qul'jal: Baron. You have recived injury no?
[22:59:56]	[ME] SQUAK: pecks at the dead antlion
[23:00:03]	[ME] SQUAK: pecks at the dead antlion
[23:00:12]	[OOC] Ava Carter: :troll:
[23:00:27]	[ME] Qul'jal: would shine his hands, before releasing green magic from his hands
[23:00:43]	Tiger Shark loaded the character 'Jackson Johnson'
[23:00:51]	[ME] SQUAK: eats a soft squishy bit from the antlion
[23:00:52]	[ME] Qul'jal: claps his hands together.
[23:00:56]	[OOC] Jackson Johnson: i can't make more than 2 characters :(
[23:00:59]	[OOC] Jacob Desmone: L
[23:01:03]	[OOC] Jackson Johnson: fuck you
[23:01:05]	[OOC] Jacob Desmone: we doing some rebel shit rn
[23:01:06]	[OOC] Jacob Desmone: come
[23:01:06]	[LOOC] Ava Carter: why did i spell it like that lmao
[23:01:11]	[OOC] Jackson Johnson: nah it's midnight
[23:01:14]	[LOOC] Daniel J. Cutter: I didn't drop so I just sorta spawned one
[23:01:17]	[OOC] Jackson Johnson: i was just gonna make michael jackson
[23:01:26]	Daniel J. Cutter used command '/CharGiveItem Cutter Mp7'.
[23:01:30]	Daniel J. Cutter has gained a 'MP7' #39043.
[23:01:30]	Daniel J. Cutter used command '/CharGiveItem Cutter Mp7'.
[23:01:39]	[ME] Paul-Henri Cartier: would shake his head
[23:01:50]	Tiger Shark (STEAM_0:0:50130649) has disconnected.
[23:01:52]	[ME] SQUAK: flys off with flappy wings
[23:02:00]	[ME] Qul'jal: would look around. Carefully observing the surronding area
[23:02:22]	Daniel J. Cutter ran 'drop' on item 'Suitcase' (#30930)
[23:02:22]	Daniel J. Cutter has lost a 'Suitcase' #30930.
[23:02:22]	Daniel J. Cutter has lost a 'Green Citizen Suit' #31668.
[23:02:22]	Daniel J. Cutter has lost a 'Paper' #31346.
[23:02:22]	Daniel J. Cutter has lost a 'Small First Aid Kit' #34795.
[23:02:22]	Daniel J. Cutter has lost a 'Stimshot' #34763.
[23:02:22]	Daniel J. Cutter has lost a 'Bandage' #38214.
[23:02:22]	Daniel J. Cutter has lost a 'Scrap Metal' #37350.
[23:02:24]	Daniel J. Cutter ran 'take' on item 'Suitcase' (#30930)
[23:02:24]	Daniel J. Cutter has gained a 'Suitcase' #30930.
[23:02:24]	Daniel J. Cutter has gained a 'Green Citizen Suit' #31668.
[23:02:24]	Daniel J. Cutter has gained a 'Paper' #31346.
[23:02:24]	Daniel J. Cutter has gained a 'Small First Aid Kit' #34795.
[23:02:24]	Daniel J. Cutter has gained a 'Stimshot' #34763.
[23:02:24]	Daniel J. Cutter has gained a 'Bandage' #38214.
[23:02:24]	Daniel J. Cutter has gained a 'Scrap Metal' #37350.
[23:02:40]	[ME] Qul'jal: releases a blast of lighting toward the antlion
[23:03:10]	[ME] Paul-Henri Cartier: shakes his head
[23:03:46]	REEFER brownie <3 has connected.
[23:03:55]	Daniel J. Cutter ran 'combine' on item 'Suitcase' (#30930)
[23:04:03]	SQUAK has taken 10 damage from npc_antlion.
[23:04:03]	npc_antlion has killed SQUAK.
[23:04:21]	[LOOC] Jacob Desmone: also if you hear the lightning on repeat
[23:04:21]	Paul-Henri Cartier used command '/Radio King, you awake?'.
[23:04:26]	[LOOC] Jacob Desmone: do STOPSOUND
[23:04:27]	Ava Carter has gained a 'Padlock' #39045.
[23:04:28]	[LOOC] Jacob Desmone: in console
[23:04:35]	[LOOC] Paul-Henri Cartier: guh, im lost
[23:06:03]	[ME] Paul-Henri Cartier: would lean against the wall, flicking a wrist-mounted PDA on, and typing a few numerals in.
[23:06:18]	Daniel J. Cutter ran 'EquipUn' on item 'Respirator' (#31347)
[23:06:19]	Ava Carter opened the 'Metal Cabinet' #2420 container.
[23:06:21]	Ava Carter closed the 'Metal Cabinet' #2420 container.
[23:06:24]	[ME] Qul'jal: would look around
[23:06:29]	Paul-Henri Cartier opened the 'Metal Cabinet' #2421 container.
[23:06:29]	Ava Carter opened the 'File Cabinet' #2423 container.
[23:06:31]	Qul'jal opened the 'Metal Cabinet' #2420 container.
[23:06:32]	Ava Carter closed the 'File Cabinet' #2423 container.
[23:06:32]	Qul'jal closed the 'Metal Cabinet' #2420 container.
[23:06:33]	Ava Carter opened the 'Metal Cabinet' #2422 container.
[23:06:33]	Qul'jal opened the 'Metal Cabinet' #2420 container.
[23:06:35]	Ava Carter closed the 'Metal Cabinet' #2422 container.
[23:06:36]	Qul'jal closed the 'Metal Cabinet' #2420 container.
[23:06:40]	Jacob Desmone opened the 'Refrigerator' #2424 container.
[23:06:42]	Jacob Desmone closed the 'Refrigerator' #2424 container.
[23:06:43]	Jacob Desmone opened the 'Metal Cabinet' #2806 container.
[23:06:44]	Ava Carter opened the 'Metal Cabinet' #2806 container.
[23:06:45]	Ava Carter opened the 'Metal Cabinet' #2806 container.
[23:06:46]	Jacob Desmone closed the 'Metal Cabinet' #2806 container.
[23:06:47]	Ava Carter opened the 'Metal Cabinet' #2806 container.
[23:06:48]	Mal0 v0.9 created the character 'Raw Chicken'
[23:06:49]	Ava Carter closed the 'Metal Cabinet' #2806 container.
[23:06:50]	Paul-Henri Cartier has gained a 'MP5K' #27502.
[23:06:51]	Mal0 v0.9 loaded the character 'Raw Chicken'
[23:06:56]	Paul-Henri Cartier has gained a 'USP Match' #27503.
[23:06:56]	Paul-Henri Cartier closed the 'Metal Cabinet' #2421 container.
[23:06:57]	[Y] Jacob Desmone: This is my bosses bathroom!?
[23:07:02]	Qul'jal opened the 'File Cabinet' #2423 container.
[23:07:04]	Qul'jal closed the 'File Cabinet' #2423 container.
[23:07:05]	Qul'jal opened the 'Metal Cabinet' #2422 container.
[23:07:07]	Qul'jal closed the 'Metal Cabinet' #2422 container.
[23:07:18]	[Y] Jacob Desmone: YOU GUYSH AVE BEEN  HIDING IN MY BOSSES BATHROOM AT WORK!?
[23:07:30]	[ME] Paul-Henri Cartier: would pull an SMG from the locker, pulling the bolt back and inspecting it, before absently holding the gun out, not caring who took it
[23:07:31]	Ava Carter ran 'EquipUn' on item 'Respirator' (#37249)
[23:07:35]	Qul'jal opened the 'Metal Cabinet' #2806 container.
[23:07:38]	Qul'jal closed the 'Metal Cabinet' #2806 container.
[23:07:39]	Mal0 v0.9 (STEAM_0:1:207594832) has disconnected.
[23:07:39]	Paul-Henri Cartier ran 'drop' on item 'MP5K' (#27502)
[23:07:39]	Paul-Henri Cartier has lost a 'MP5K' #27502.
[23:07:41]	[LOOC] Jacob Desmone: error
[23:07:43]	[LOOC] Jacob Desmone: what is it
[23:07:45]	[LOOC] Paul-Henri Cartier: oh, nice
[23:07:46]	[LOOC] Jacob Desmone: grunt smg?
[23:07:47]	Daniel J. Cutter ran 'drop' on item 'MP7' (#39043)
[23:07:47]	Daniel J. Cutter has lost a 'MP7' #39043.
[23:07:49]	Ava Carter ran 'take' on item 'MP7' (#39043)
[23:07:55]	[LOOC] Daniel J. Cutter: GUH
[23:08:01]	Daniel J. Cutter ran 'take' on item 'MP7' (#39046)
[23:08:01]	Daniel J. Cutter has gained a 'MP7' #39046.
[23:08:09]	[ME] Daniel J. Cutter: Would grab the SMG inspecting it
[23:08:11]	Daniel J. Cutter ran 'Equip' on item 'MP7' (#39046)
[23:08:12]	Ava Carter ran 'drop' on item 'Reinforced Padlock' (#38896)
[23:08:12]	Ava Carter has lost a 'Reinforced Padlock' #38896.
[23:08:14]	Ava Carter ran 'drop' on item 'Zip Tie' (#38894)
[23:08:14]	Ava Carter has lost a 'Zip Tie' #38894.
[23:08:17]	[ME] Paul-Henri Cartier: would do the same with a pistol, holding it by the barrel
[23:08:21]	Paul-Henri Cartier ran 'drop' on item 'USP Match' (#27503)
[23:08:21]	Paul-Henri Cartier has lost a 'USP Match' #27503.
[23:08:23]	Jacob Desmone opened the 'File Cabinet' #2423 container.
[23:08:28]	[LOOC] Daniel J. Cutter: Legit almost everyone here has a gun
[23:08:28]	Jacob Desmone closed the 'File Cabinet' #2423 container.
[23:08:34]	[ME] Paul-Henri Cartier: would, as well, pull out a /flashbang/
[23:08:35]	Paul-Henri Cartier opened the 'Metal Cabinet' #2421 container.
[23:08:35]	[LOOC] Daniel J. Cutter: I have a USP, AND a SMG now
[23:08:39]	Paul-Henri Cartier has gained a 'Flashbang' #24574.
[23:08:41]	Paul-Henri Cartier closed the 'Metal Cabinet' #2421 container.
[23:08:44]	Paul-Henri Cartier ran 'drop' on item 'Flashbang' (#24574)
[23:08:44]	Paul-Henri Cartier has lost a 'Flashbang' #24574.
[23:08:44]	Ava Carter ran 'drop' on item 'Circuit Board' (#39013)
[23:08:44]	Ava Carter has lost a 'Circuit Board' #39013.
[23:08:45]	Ava Carter ran 'drop' on item 'Horse Statue' (#38915)
[23:08:45]	Ava Carter has lost a 'Horse Statue' #38915.
[23:08:50]	Ava Carter ran 'take' on item 'MP7' (#39043)
[23:08:50]	Ava Carter has gained a 'MP7' #39043.
[23:08:50]	[ME] Qul'jal: would look at the weapons, glancing around at the room.
[23:08:51]	Daniel J. Cutter ran 'take' on item 'Flashbang' (#24574)
[23:08:51]	Daniel J. Cutter has gained a 'Flashbang' #24574.
[23:08:55]	REEFER brownie <3 (STEAM_0:1:49398153) has disconnected.
[23:09:09]	Jacob Desmone ran 'take' on item 'USP Match' (#27503)
[23:09:09]	Jacob Desmone has gained a 'USP Match' #27503.
[23:09:10]	Ava Carter ran 'drop' on item 'MP7' (#39043)
[23:09:10]	Ava Carter has lost a 'MP7' #39043.
[23:09:13]	[LOOC] Qul'jal: btw My swep does have damage fall off. DRD. It just does hella damage if your close to me 
[23:09:31]	[ME] Paul-Henri Cartier: would motion to the air vents on the wall with a thumb
[23:09:40]	Jacob Desmone ran 'EquipUn' on item 'CWU Worker Suit' (#34125)
[23:10:05]	Daniel J. Cutter ran 'drop' on item 'CWU Worker Suit' (#29250)
[23:10:05]	Daniel J. Cutter has lost a 'CWU Worker Suit' #29250.
[23:10:06]	Paul-Henri Cartier opened the 'Metal Cabinet' #2422 container.
[23:10:10]	Paul-Henri Cartier closed the 'Metal Cabinet' #2422 container.
[23:10:12]	Paul-Henri Cartier opened the 'File Cabinet' #2423 container.
[23:10:15]	Paul-Henri Cartier closed the 'File Cabinet' #2423 container.
[23:10:19]	Ava Carter ran 'take' on item 'CWU Worker Suit' (#29250)
[23:10:19]	Ava Carter has gained a 'CWU Worker Suit' #29250.
[23:10:20]	Qul'jal opened the 'Metal Cabinet' #2806 container.
[23:10:22]	Qul'jal closed the 'Metal Cabinet' #2806 container.
[23:10:23]	Qul'jal opened the 'Refrigerator' #2424 container.
[23:10:24]	Paul-Henri Cartier opened the 'Metal Cabinet' #2420 container.
[23:10:25]	Qul'jal closed the 'Refrigerator' #2424 container.
[23:10:27]	Ava Carter ran 'Equip' on item 'CCA JUDGE i5 Armor' (#34262)
[23:10:27]	Paul-Henri Cartier closed the 'Metal Cabinet' #2420 container.
[23:10:35]	Ava Carter ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#37805)
[23:10:36]	Ava Carter ran 'Equip' on item 'CCA JUDGE i5 Armor' (#34262)
[23:11:10]	Jacob Desmone ran 'drop' on item 'Medical Case' (#34257)
[23:11:10]	Jacob Desmone has lost a 'Medical Case' #34257.
[23:11:10]	Jacob Desmone has lost a 'Request Device' #38705.
[23:11:10]	Jacob Desmone has lost a 'Pliers' #31609.
[23:11:10]	Jacob Desmone has lost a 'Screwdriver' #35499.
[23:11:10]	Jacob Desmone has lost a 'Flavored Consulate Water' #39038.
[23:11:10]	Jacob Desmone has lost a 'Flashlight' #34097.
[23:11:10]	Jacob Desmone has lost a 'Consulate Water' #39035.
[23:11:10]	Jacob Desmone has lost a 'Standard Grade Supplements (Lettuce Flavor)' #39034.
[23:11:10]	Jacob Desmone has lost a 'Rope' #39032.
[23:11:19]	Jacob Desmone ran 'take' on item 'Medical Case' (#34257)
[23:11:19]	Jacob Desmone has gained a 'Medical Case' #34257.
[23:11:19]	Jacob Desmone has gained a 'Request Device' #38705.
[23:11:19]	Jacob Desmone has gained a 'Pliers' #31609.
[23:11:19]	Jacob Desmone has gained a 'Screwdriver' #35499.
[23:11:19]	Jacob Desmone has gained a 'Flavored Consulate Water' #39038.
[23:11:19]	Jacob Desmone has gained a 'Flashlight' #34097.
[23:11:19]	Jacob Desmone has gained a 'Consulate Water' #39035.
[23:11:19]	Jacob Desmone has gained a 'Standard Grade Supplements (Lettuce Flavor)' #39034.
[23:11:19]	Jacob Desmone has gained a 'Rope' #39032.
[23:11:53]	Jacob Desmone opened the 'Metal Cabinet' #2420 container.
[23:11:59]	Jacob Desmone closed the 'Metal Cabinet' #2420 container.
[23:12:17]	Ava Carter opened the 'Refrigerator' #2424 container.
[23:12:17]	Ava Carter has taken 1 damage from worldspawn.
[23:12:18]	Ava Carter has taken 1 damage from worldspawn.
[23:12:19]	Ava Carter has taken 1 damage from worldspawn.
[23:12:19]	Ava Carter closed the 'Refrigerator' #2424 container.
[23:12:19]	Ava Carter has taken 1 damage from worldspawn.
[23:12:24]	[LOOC] Paul-Henri Cartier: no air?
[23:12:29]	[LOOC] Ava Carter: gas mask shit in that corner
[23:12:32]	Ava Carter ran 'Equip' on item 'Respirator' (#37249)
[23:12:37]	Ava Carter opened the 'Metal Cabinet' #2806 container.
[23:12:43]	Paul-Henri Cartier has spawned a 'Entity [4501][ix_airvent]'.
[23:12:45]	Ava Carter ran 'Consume' on item 'Consulate Water' (#30281)
[23:12:45]	Ava Carter has gained a 'Empty Consulate Water Can' #39047.
[23:12:45]	Ava Carter ran 'Consume' on item 'Consulate Water' (#30280)
[23:12:45]	Ava Carter has gained a 'Empty Consulate Water Can' #39048.
[23:12:46]	Ava Carter closed the 'Metal Cabinet' #2806 container.
[23:12:51]	Ava Carter ran 'EquipUn' on item 'Respirator' (#37249)
[23:13:15]	Ava Carter opened the 'Metal Cabinet' #2422 container.
[23:13:18]	Ava Carter closed the 'Metal Cabinet' #2422 container.
[23:13:50]	[ME] Paul-Henri Cartier: would look Carter up and down, "I knew a few JUDGEs. Some of them were decent fellows."
[23:14:43]	[ME] Qul'jal: nods "Qui already plans that"
[23:14:51]	[LOOC] Paul-Henri Cartier: honestly cant find them
[23:15:05]	[LOOC] Daniel J. Cutter: So much stuff...Want...Vending machine meta base...
[23:15:07]	Paul-Henri Cartier used command '/adminspawnmenu'.
[23:15:15]	Paul-Henri Cartier has spawned "4.6x30 Rounds"
[23:15:16]	Paul-Henri Cartier has spawned "4.6x30 Rounds"
[23:15:19]	Paul-Henri Cartier has spawned "9mm Pistol Magazine"
[23:15:19]	Paul-Henri Cartier has spawned "9mm Pistol Magazine"
[23:15:25]	Ava Carter ran 'take' on item '4.6x30 Rounds' (#39049)
[23:15:25]	Ava Carter has gained a '4.6x30 Rounds' #39049.
[23:15:26]	[LOOC] Paul-Henri Cartier: guh
[23:15:27]	Paul-Henri Cartier entered observer.
[23:15:33]	Paul-Henri Cartier exited observer at their location.
[23:15:38]	Ava Carter ran 'take' on item '4.6x30 Rounds' (#39050)
[23:15:38]	Ava Carter has gained a '4.6x30 Rounds' #39050.
[23:15:50]	Ava Carter ran 'drop' on item '4.6x30 Rounds' (#39049)
[23:15:50]	Ava Carter has lost a '4.6x30 Rounds' #39049.
[23:15:55]	Ava Carter ran 'take' on item '9mm Pistol Magazine' (#39051)
[23:15:55]	Ava Carter has gained a '9mm Pistol Magazine' #39051.
[23:15:58]	Daniel J. Cutter ran 'combine' on item 'Suitcase' (#30930)
[23:16:00]	Daniel J. Cutter ran 'take' on item '4.6x30 Rounds' (#39049)
[23:16:00]	Daniel J. Cutter has gained a '4.6x30 Rounds' #39049.
[23:16:04]	Daniel J. Cutter ran 'use' on item '4.6x30 Rounds' (#39049)
[23:16:05]	Ava Carter ran 'take' on item '9mm Pistol Magazine' (#39052)
[23:16:05]	Ava Carter has gained a '9mm Pistol Magazine' #39052.
[23:16:08]	Ava Carter ran 'drop' on item '4.6x30 Rounds' (#39050)
[23:16:08]	Ava Carter has lost a '4.6x30 Rounds' #39050.
[23:16:11]	Daniel J. Cutter ran 'take' on item '4.6x30 Rounds' (#39050)
[23:16:11]	Daniel J. Cutter has gained a '4.6x30 Rounds' #39050.
[23:16:15]	[ME] Paul-Henri Cartier: would put his hand to his head, pulling his mask off with a click.
[23:16:43]	[LOOC] Qul'jal: ignore what im about to do 
[23:16:47]	Ava Carter ran 'drop' on item '357' (#34275)
[23:16:47]	Ava Carter has lost a '357' #34275.
[23:17:19]	[ME] Paul-Henri Cartier: would reach into his pocket, pulling out a revolver speedload
[23:17:21]	[LOOC] Paul-Henri Cartier: er
[23:17:25]	Paul-Henri Cartier used command '/adminspawnmenu'.
[23:17:30]	Ava Carter ran 'take' on item '357' (#34275)
[23:17:30]	Ava Carter has gained a '357' #34275.
[23:17:30]	Paul-Henri Cartier has spawned ".357 Rounds"
[23:17:36]	Daniel J. Cutter ran 'drop' on item 'Scrap Metal' (#37350)
[23:17:36]	Daniel J. Cutter has lost a 'Scrap Metal' #37350.
[23:17:37]	Ava Carter ran 'take' on item '.357 Rounds' (#39053)
[23:17:37]	Ava Carter has gained a '.357 Rounds' #39053.
[23:17:39]	Jacob Desmone ran 'take' on item 'Scrap Metal' (#37350)
[23:17:39]	Jacob Desmone has gained a 'Scrap Metal' #37350.
[23:18:02]	[ME] Jacob Desmone: Would set out the scrap metal on the workbench and start working
[23:18:04]	[LOOC] Qul'jal: oh. I created a light
[23:18:08]	Ava Carter ran 'drop' on item 'Capacitors' (#39008)
[23:18:08]	Ava Carter has lost a 'Capacitors' #39008.
[23:18:08]	[LOOC] Qul'jal: thats what that does
[23:18:11]	[ME] Jacob Desmone: Would mold them into some kind of BOLTS
[23:18:17]	Ava Carter ran 'EquipUn' on item 'USP Match' (#30693)
[23:18:25]	Jacob Desmone rolled 45 (28 + 17) out of 100 on Engineering.
[23:18:25]	Jacob Desmone used command '/RollSkill engineering'.
[23:18:27]	Paul-Henri Cartier opened the 'Metal Cabinet' #2422 container.
[23:18:30]	[ME] Jacob Desmone: Would keep working
[23:18:30]	Paul-Henri Cartier closed the 'Metal Cabinet' #2422 container.
[23:18:32]	Paul-Henri Cartier opened the 'File Cabinet' #2423 container.
[23:18:34]	Jacob Desmone rolled 41 (24 + 17) out of 100 on Engineering.
[23:18:34]	Jacob Desmone used command '/RollSkill Engineering'.
[23:18:36]	[LOOC] Jacob Desmone: FUCK
[23:18:39]	[LOOC] Jacob Desmone: my rolllssss
[23:18:39]	Paul-Henri Cartier closed the 'File Cabinet' #2423 container.
[23:18:50]	[LOOC] Ava Carter: skillissue
[23:18:53]	[LOOC] Ava Carter: tbh
[23:18:53]	[LOOC] Qul'jal: anyidea how to do the groundpound?
[23:19:00]	[LOOC] Qul'jal: I can't figure that one out
[23:19:09]	[ME] Jacob Desmone: Would apply a bit of metal shaping the rest of the metal into a bolt like ammo
[23:19:15]	Jacob Desmone rolled 53 (36 + 17) out of 100 on Engineering.
[23:19:15]	Jacob Desmone used command '/RollSkill Engineering'.
[23:19:20]	[LOOC] Jacob Desmone: idk what I gotta roll
[23:19:21]	[ME] Paul-Henri Cartier: would pull the huge-ass radio from his back, fiddle with some controls before putting a hand to his headset
[23:19:25]	[LOOC] Daniel J. Cutter: for rebar ammo?
[23:19:29]	Paul-Henri Cartier used command '/Radio Met some friends, not sure where you are.'.
[23:19:33]	[LOOC] Jacob Desmone: yea
[23:19:51]	[ME] Jacob Desmone: Would keep molding slowly
[23:19:56]	Jacob Desmone rolled 19 (2 + 17) out of 100 on Engineering.
[23:19:56]	Jacob Desmone used command '/RollSkill Engineering'.
[23:19:58]	[LOOC] Jacob Desmone: GAH DAMN
[23:20:01]	[LOOC] Jacob Desmone: EVEN WITH MY BONUS
[23:20:09]	Ava Carter opened the 'Metal Cabinet' #2420 container.
[23:20:09]	[LOOC] Jacob Desmone: actually it might be fabrication
[23:20:12]	[LOOC] Jacob Desmone: now that I tihnk about it
[23:20:15]	[LOOC] Jacob Desmone: or is it engineering
[23:20:15]	Ava Carter closed the 'Metal Cabinet' #2420 container.
[23:20:21]	Paul-Henri Cartier used command '/ActLean'.
[23:20:25]	Ava Carter opened the 'File Cabinet' #2423 container.
[23:20:26]	[LOOC] Daniel J. Cutter: Your legit needing rebar, YOu don't really need to craft it, you could probably just go to the CZ and find some
[23:20:27]	Ava Carter closed the 'File Cabinet' #2423 container.
[23:20:29]	Ava Carter opened the 'Metal Cabinet' #2422 container.
[23:20:34]	[LOOC] Jacob Desmone: Rebar as in like what materials
[23:20:35]	[LOOC] Daniel J. Cutter: You CAN craft it
[23:20:39]	Ava Carter closed the 'Metal Cabinet' #2422 container.
[23:20:48]	[Y] Jacob Desmone: We got any rebar.
[23:20:51]	[LOOC] Daniel J. Cutter: Just...Rebar, not really needing materials, just a pipe of rebar
[23:20:56]	[LOOC] Daniel J. Cutter: Thats all it shoots
[23:20:57]	Ava Carter ran 'take' on item 'Stimshot' (#25890)
[23:20:57]	Ava Carter has gained a 'Stimshot' #25890.
[23:21:00]	[Y] Jacob Desmone: The metal rebar.
[23:21:14]	Paul-Henri Cartier used command '/ExitAct'.
[23:21:26]	[ME] Paul-Henri Cartier: would place a hand on Jacob's shoulder
[23:21:57]	[ME] Paul-Henri Cartier: would reel his off-hand back, slapping the man.
[23:21:58]	Ava Carter ran 'drop' on item 'Cyclopic Citizen Suit' (#37805)
[23:21:58]	Ava Carter has lost a 'Cyclopic Citizen Suit' #37805.
[23:22:05]	[ME] Daniel J. Cutter: Would rub his chin "Man...Wonder how the rest of the Exiles are doing...I doubt the Commander will leave us alone for too long without support"
[23:22:08]	[ME] Jacob Desmone: Would look back at him
