[00:00:03]	[LOOC] Amahle Osthuizen: SAME
[21:36:42]	CCA.C08-UNION.i5.65473 used command '/Radio Judge?'.
[21:36:47]	CCA.C08-UNION.i5.65473 has gained 10 tokens.
[21:36:49]	James Jacob exited observer at their location.
[21:36:52]	CCA.C08-UNION.i5.65473 used command '/Radio Judge, do you read?'.
[21:36:56]	CCA.C08-JUDGE.i1.91412 used command '/Radio Affirmative.'.
[21:36:57]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:36:59]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:37:11]	James Jacob has lost 1000 tokens.
[21:37:11]	James Jacob used command '/DropTokens 1000'.
[21:37:23]	[OOC] CCA.C08-JUDGE.i1.91412: bruh are you not getting my messages?
[21:37:28]	[OOC] CCA.C08-UNION.i5.65473: nope
[21:37:31]	[OOC] Ethan King: F
[21:37:32]	[OOC] CCA.C08-JUDGE.i1.91412: fucking wild
[21:37:36]	[OOC] CCA.C08-JUDGE.i1.91412: it was just working
[21:37:41]	CCA.C08-JUDGE.i1.91412 used command '/Radio Test'.
[21:37:48]	[ME] James Jacob: Doesn't resist
[21:37:51]	CCA.C08-UNION.i5.65473 used command '/CharSearch'.
[21:37:55]	CCA.C08-UNION.i5.65473 used command '/CharSearch'.
[21:38:06]	CCA.C08-JUDGE.i1.91412 ran 'Activate' on item 'Hybrid Radio' (#141)
[21:38:08]	CCA.C08-JUDGE.i1.91412 ran 'Activate' on item 'Hybrid Radio' (#141)
[21:38:12]	CCA.C08-JUDGE.i1.91412 used command '/Radio testing'.
[21:38:18]	[OOC] Gregory Smith: So how much is that give me a minute?
[21:38:48]	FB|| light ROOM loaded the character 'Gordo Kin'
[21:38:56]	CCA.C08-JUDGE.i1.91412 has gained 1000 tokens.
[21:39:23]	James Jacob ran 'drop' on item 'Relocation Coupon' (#17502)
[21:39:23]	James Jacob has lost a 'Relocation Coupon' #17502.
[21:39:27]	CCA.C08-JUDGE.i1.91412 ran 'take' on item 'Relocation Coupon' (#17502)
[21:39:27]	CCA.C08-JUDGE.i1.91412 has gained a 'Relocation Coupon' #17502.
[21:40:40]	CCA.C08-JUDGE.i1.91412 has gained 10 tokens.
[21:40:48]	[OOC] Gregory Smith: So, do i wait?
[21:41:47]	CCA.C08-UNION.i5.65473 has gained 10 tokens.
[21:42:13]	HorridEnforcer has connected.
[21:42:31]	James Jacob entered observer.
[21:42:32]	James Jacob exited observer at their location.
[21:42:33]	James Jacob entered observer.
[21:42:46]	CCA.C08-JUDGE.i1.91412 opened the '' #895 container.
[21:42:48]	CCA.C08-JUDGE.i1.91412 closed the '' #895 container.
[21:42:52]	CCA.C08-UNION.i5.65473 ran 'Equip' on item '.9mm Pistol' (#17595)
[21:42:55]	CCA.C08-JUDGE.i1.91412 has taken 85 damage from worldspawn.
[21:42:58]	CCA.C08-JUDGE.i1.91412 ran 'Apply' on item 'Health Kit' (#17531)
[21:43:01]	Gordo Kin opened the '' #1534 container.
[21:43:03]	CCA.C08-JUDGE.i1.91412 opened the '' #894 container.
[21:43:03]	Gordo Kin closed the '' #1534 container.
[21:43:04]	CCA.C08-JUDGE.i1.91412 closed the '' #894 container.
[21:43:10]	CCA.C08-JUDGE.i1.91412 ran 'Apply' on item 'Health Kit' (#17532)
[21:43:18]	[OOC] Gregory Smith: lag!!!
[21:43:30]	[OOC] Gregory Smith: lag spike
[21:43:34]	[OOC] Gordo Kin: Imagine finding parasites.
[21:43:36]	CCA.C08-UNION.i5.65473 ran 'Activate' on item 'Hybrid Radio' (#17610)
[21:43:39]	CCA.C08-UNION.i5.65473 ran 'Activate' on item 'Hybrid Radio' (#17610)
[21:43:42]	CCA.C08-UNION.i5.65473 ran 'AdMode' on item 'Hybrid Radio' (#17610)
[21:43:48]	CCA.C08-UNION.i5.65473 ran 'AdMode' on item 'Hybrid Radio' (#17610)
[21:43:53]	[OOC] Gregory Smith: Parasites of hl ep 2?
[21:43:54]	James Jacob exited observer at their location.
[21:43:54]	CCA.C08-UNION.i5.65473 ran 'Channel' on item 'Hybrid Radio' (#17610)
[21:43:56]	HorridEnforcer loaded the character 'Sakura Yamato'
[21:43:59]	CCA.C08-UNION.i5.65473 used command '/SetChan 1'.
[21:44:02]	[OOC] CCA.C08-JUDGE.i1.91412: half life 2
[21:44:04]	Sakura Yamato ran 'EquipUn' on item 'Combine Worker Outfit' (#9837)
[21:44:04]	Sakura Yamato ran 'drop' on item 'Combine Worker Outfit' (#9837)
[21:44:04]	Sakura Yamato has lost a 'Combine Worker Outfit' #9837.
[21:44:04]	CCA.C08-UNION.i5.65473 ran 'Toggle' on item 'Hybrid Radio' (#17610)
[21:44:05]	James Jacob entered observer.
[21:44:07]	CCA.C08-UNION.i5.65473 ran 'Toggle' on item 'Hybrid Radio' (#17610)
[21:44:09]	CCA.C08-UNION.i5.65473 ran 'Silence' on item 'Hybrid Radio' (#17610)
[21:44:11]	CCA.C08-UNION.i5.65473 ran 'Silence' on item 'Hybrid Radio' (#17610)
[21:44:11]	James Jacob ran 'take' on item 'Reinforced Padlock' (#17618)
[21:44:11]	James Jacob has gained a 'Reinforced Padlock' #17618.
[21:44:13]	CCA.C08-UNION.i5.65473 ran 'Listen' on item 'Hybrid Radio' (#17610)
[21:44:13]	James Jacob exited observer at their location.
[21:44:14]	James Jacob entered observer.
[21:44:14]	James Jacob exited observer at their location.
[21:44:16]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:44:17]	[OOC] Gregory Smith: i mean HL2 ep 2
[21:44:19]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:44:23]	CCA.C08-UNION.i5.65473 ran 'Listen' on item 'Hybrid Radio' (#17610)
[21:44:24]	[OOC] Gregory Smith: or ep1?
[21:44:26]	James Jacob entered observer.
[21:44:37]	James Jacob exited observer at their location.
[21:44:39]	James Jacob entered observer.
[21:44:52]	Gordo Kin opened the '' #1497 container.
[21:44:54]	Gordo Kin closed the '' #1497 container.
[21:45:04]	James Jacob exited observer at their location.
[21:45:05]	James Jacob entered observer.
[21:45:05]	James Jacob exited observer at their location.
[21:45:14]	CCA.C08-JUDGE.i1.91412 used command '/ToggleRaise'.
[21:45:40]	CCA.C08-JUDGE.i1.91412 has gained 10 tokens.
[21:45:41]	FB|| light ROOM loaded the character 'Ethan King'
[21:45:54]	[OOC] Ethan King: Imma vibe on Ethan
[21:46:09]	[OOC] Gregory Smith: Imagine being Ethan, uhg
[21:46:09]	[Y] James Jacob: I had a question!
[21:46:12]	[LOOC] Sakura Yamato: HELP IM STUCK
[21:46:14]	[OOC] Gregory Smith: ugh*
[21:46:47]	CCA.C08-UNION.i5.65473 has gained 10 tokens.
[21:46:56]	[LOOC] Sakura Yamato: Pulls out datapad out of dick 
[21:47:28]	James Jacob ran 'drop' on item 'Empty Can' (#6550)
[21:47:28]	James Jacob has lost a 'Empty Can' #6550.
[21:47:29]	James Jacob ran 'drop' on item 'Cars for Dummies, Vol. 1' (#9325)
[21:47:29]	James Jacob has lost a 'Cars for Dummies, Vol. 1' #9325.
[21:47:31]	CCA.C08-JUDGE.i1.91412 ran 'take' on item 'Empty Can' (#6550)
[21:47:31]	CCA.C08-JUDGE.i1.91412 has gained a 'Empty Can' #6550.
[21:47:34]	CCA.C08-JUDGE.i1.91412 ran 'read' on item 'Cars for Dummies, Vol. 1' (#9325)
[21:47:38]	CCA.C08-JUDGE.i1.91412 ran 'take' on item 'Cars for Dummies, Vol. 1' (#9325)
[21:47:38]	CCA.C08-JUDGE.i1.91412 has gained a 'Cars for Dummies, Vol. 1' #9325.
[21:47:40]	CCA.C08-JUDGE.i1.91412 ran 'read' on item 'Cars for Dummies, Vol. 1' (#9325)
[21:47:47]	CCA.C08-JUDGE.i1.91412 ran 'drop' on item 'Cars for Dummies, Vol. 1' (#9325)
[21:47:47]	CCA.C08-JUDGE.i1.91412 has lost a 'Cars for Dummies, Vol. 1' #9325.
[21:47:48]	CCA.C08-JUDGE.i1.91412 ran 'drop' on item 'Empty Can' (#6550)
[21:47:48]	CCA.C08-JUDGE.i1.91412 has lost a 'Empty Can' #6550.
[21:47:49]	CCA.C08-JUDGE.i1.91412 ran 'drop' on item 'Relocation Coupon' (#17502)
[21:47:49]	CCA.C08-JUDGE.i1.91412 has lost a 'Relocation Coupon' #17502.
[21:47:49]	Sakura Yamato ran 'take' on item 'Cars for Dummies, Vol. 1' (#9325)
[21:47:49]	Sakura Yamato has gained a 'Cars for Dummies, Vol. 1' #9325.
[21:47:55]	Sakura Yamato ran 'read' on item 'Cars for Dummies, Vol. 1' (#9325)
[21:47:57]	CCA.C08-JUDGE.i1.91412 destroyed a 'Empty Can' #6550.
[21:47:58]	CCA.C08-JUDGE.i1.91412 destroyed a 'Relocation Coupon' #17502.
[21:48:03]	[OOC] Ethan King: Be back later.
[21:48:06]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[21:48:25]	[OOC] Sakura Yamato: OH SHIT LAG
[21:48:38]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:48:40]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:48:41]	[OOC] Gregory Smith: *Gets corrupted* help---- e-f e me meeee
[21:48:42]	James Jacob entered observer.
[21:48:43]	James Jacob exited observer at their location.
[21:48:48]	[OOC] Gregory Smith: *dies*
[21:48:55]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:48:56]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:49:01]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:49:02]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:49:04]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:49:05]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:49:10]	James Jacob entered observer.
[21:49:10]	James Jacob exited observer at their location.
[21:49:12]	James Jacob entered observer.
[21:49:12]	James Jacob exited observer at their location.
[21:49:12]	James Jacob entered observer.
[21:49:12]	James Jacob exited observer at their location.
[21:49:13]	James Jacob entered observer.
[21:49:13]	James Jacob exited observer at their location.
[21:49:14]	James Jacob entered observer.
[21:49:14]	James Jacob exited observer at their location.
[21:49:14]	James Jacob entered observer.
[21:49:14]	James Jacob exited observer at their location.
[21:49:15]	James Jacob entered observer.
[21:49:15]	James Jacob exited observer at their location.
[21:49:15]	James Jacob entered observer.
[21:49:15]	James Jacob exited observer at their location.
[21:49:15]	James Jacob entered observer.
[21:49:15]	James Jacob exited observer at their location.
[21:49:16]	James Jacob entered observer.
[21:49:16]	James Jacob exited observer at their location.
[21:49:17]	James Jacob entered observer.
[21:49:18]	James Jacob exited observer at their location.
[21:49:24]	James Jacob entered observer.
[21:49:27]	James Jacob exited observer at their location.
[21:49:33]	Sakura Yamato has spawned 'models/props_c17/GasPipes006a.mdl'.
[21:49:34]	Sakura Yamato has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[21:49:54]	[OOC] Gregory Smith: HAHAH you small ping, i have like 163 ping, hahah
[21:49:54]	[Y] Sakura Yamato: GORDAN HELP.
[21:50:03]	James Jacob has taken 21 damage from worldspawn.
[21:50:03]	James Jacob entered observer.
[21:50:04]	James Jacob exited observer at their location.
[21:50:20]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:50:22]	James Jacob entered observer.
[21:50:24]	James Jacob exited observer at their location.
[21:50:24]	James Jacob entered observer.
[21:50:25]	James Jacob exited observer at their location.
[21:50:29]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:50:29]	James Jacob entered observer.
[21:50:31]	James Jacob exited observer at their location.
[21:50:34]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:50:34]	James Jacob entered observer.
[21:50:35]	James Jacob exited observer at their location.
[21:50:36]	James Jacob entered observer.
[21:50:37]	James Jacob exited observer at their location.
[21:50:38]	James Jacob entered observer.
[21:50:39]	James Jacob exited observer at their location.
[21:50:39]	James Jacob entered observer.
[21:50:40]	James Jacob exited observer at their location.
[21:50:40]	CCA.C08-JUDGE.i1.91412 has gained 10 tokens.
[21:50:41]	James Jacob entered observer.
[21:50:42]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:50:42]	James Jacob exited observer at their location.
[21:50:42]	Sakura Yamato has taken 3 damage from worldspawn.
[21:50:43]	Sakura Yamato opened the '' #1534 container.
[21:50:43]	Sakura Yamato closed the '' #1534 container.
[21:50:44]	CCA.C08-UNION.i5.65473 used command '/Radio Testing... Can you hear me?'.
[21:50:45]	Sakura Yamato opened the '' #1534 container.
[21:50:46]	Sakura Yamato closed the '' #1534 container.
[21:50:50]	CCA.C08-JUDGE.i1.91412 used command '/Radio Affirmative.'.
[21:50:53]	James Jacob entered observer.
[21:50:54]	James Jacob exited observer at their location.
[21:50:55]	James Jacob entered observer.
[21:50:55]	CCA.C08-UNION.i5.65473 used command '/Radio Nice.'.
[21:50:55]	James Jacob exited observer at their location.
[21:51:04]	James Jacob entered observer.
[21:51:04]	James Jacob exited observer at their location.
[21:51:06]	James Jacob entered observer.
[21:51:06]	James Jacob exited observer at their location.
[21:51:09]	[Y] Sakura Yamato: FURNITURE MAN IS BACK.
[21:51:12]	James Jacob entered observer.
[21:51:12]	James Jacob exited observer at their location.
[21:51:13]	James Jacob entered observer.
[21:51:13]	James Jacob exited observer at their location.
[21:51:16]	James Jacob entered observer.
[21:51:17]	James Jacob exited observer at their location.
[21:51:17]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:51:18]	James Jacob entered observer.
[21:51:18]	James Jacob exited observer at their location.
[21:51:20]	James Jacob has taken 18 damage from worldspawn.
[21:51:20]	James Jacob entered observer.
[21:51:20]	James Jacob exited observer at their location.
[21:51:22]	James Jacob entered observer.
[21:51:22]	James Jacob exited observer at their location.
[21:51:22]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:51:22]	James Jacob entered observer.
[21:51:22]	James Jacob exited observer at their location.
[21:51:23]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:51:23]	James Jacob entered observer.
[21:51:23]	James Jacob exited observer at their location.
[21:51:23]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:51:24]	James Jacob entered observer.
[21:51:24]	James Jacob exited observer at their location.
[21:51:24]	James Jacob entered observer.
[21:51:24]	James Jacob exited observer at their location.
[21:51:25]	James Jacob entered observer.
[21:51:27]	[OOC] Sakura Yamato: WHERE IS THE FURNITURE
[21:51:30]	James Jacob exited observer at their location.
[21:51:30]	James Jacob entered observer.
[21:51:35]	James Jacob exited observer at their location.
[21:51:35]	[OOC] Gregory Smith: In front of Kato Cafe
[21:51:40]	Sakura Yamato has spawned 'models/props_combine/breendesk.mdl'.
[21:51:41]	James Jacob has taken 100 damage from Sakura Yamato.
[21:51:41]	Sakura Yamato has killed James Jacob with weapon_physgun.
[21:51:45]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:51:47]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:51:47]	CCA.C08-UNION.i5.65473 has gained 10 tokens.
[21:51:53]	[OOC] Gregory Smith: They don't have ny job, so lets wait for a crime
[21:52:00]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:52:00]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:52:03]	[OOC] Gregory Smith: any*
[21:52:07]	Sakura Yamato has spawned 'models/props_combine/breenglobe.mdl'.
[21:52:09]	James Jacob entered observer.
[21:52:09]	James Jacob exited observer at their location.
[21:52:10]	James Jacob entered observer.
[21:52:12]	James Jacob exited observer at their location.
[21:52:12]	James Jacob entered observer.
[21:52:13]	James Jacob exited observer at their location.
[21:52:13]	James Jacob entered observer.
[21:52:15]	James Jacob exited observer at their location.
[21:52:17]	Sakura Yamato has taken 500 damage from CCA.C08-JUDGE.i1.91412.
[21:52:17]	CCA.C08-JUDGE.i1.91412 has killed Sakura Yamato with weapon_physgun.
[21:52:18]	[OOC] Gregory Smith: I am wishing somebody to die
[21:52:28]	[OOC] CCA.C08-UNION.i5.65473: okay gordon
[21:52:39]	CCA.C08-UNION.i5.65473 has taken 18 damage from worldspawn.
[21:53:07]	CCA.C08-UNION.i5.65473 has taken 9 damage from worldspawn.
[21:53:08]	[OOC] Gregory Smith: Somebody die please 
[21:53:12]	James Jacob entered observer.
[21:53:12]	Sakura Yamato has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[21:53:13]	James Jacob exited observer at their location.
[21:53:23]	CCA.C08-UNION.i5.65473 has taken 1 damage from worldspawn.
[21:53:23]	James Jacob has taken 2 damage from worldspawn.
[21:53:24]	Sakura Yamato has taken 500 damage from CCA.C08-JUDGE.i1.91412.
[21:53:24]	CCA.C08-JUDGE.i1.91412 has killed Sakura Yamato with weapon_physgun.
[21:53:31]	[OOC] CCA.C08-UNION.i5.65473: happy?
[21:53:33]	[OOC] Gregory Smith: Oh no, OH N---- *TRIES TO RESIST* HEG--- L ELOF-- HELLO GORDON!
[21:53:34]	CCA.C08-UNION.i5.65473 has taken 5 damage from worldspawn.
[21:53:35]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:53:40]	James Jacob has taken 5 damage from CCA.C08-JUDGE.i1.91412.
[21:53:44]	CCA.C08-UNION.i5.65473 has taken 1 damage from worldspawn.
[21:53:46]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:53:48]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:53:48]	James Jacob entered observer.
[21:53:49]	James Jacob exited observer at their location.
[21:53:49]	James Jacob entered observer.
[21:53:49]	James Jacob exited observer at their location.
[21:53:50]	[OOC] Gregory Smith: wait hhahah
[21:53:50]	James Jacob entered observer.
[21:53:50]	James Jacob exited observer at their location.
[21:53:51]	James Jacob entered observer.
[21:53:51]	James Jacob exited observer at their location.
[21:53:51]	Sakura Yamato has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[21:53:52]	James Jacob entered observer.
[21:53:52]	James Jacob exited observer at their location.
[21:53:52]	James Jacob entered observer.
[21:53:52]	James Jacob exited observer at their location.
[21:53:53]	Sakura Yamato opened the 'Dumpster' #1543 container.
[21:53:53]	James Jacob entered observer.
[21:53:53]	James Jacob exited observer at their location.
[21:53:53]	Sakura Yamato closed the 'Dumpster' #1543 container.
[21:53:55]	James Jacob entered observer.
[21:53:56]	CCA.C08-UNION.i5.65473 has taken 9 damage from worldspawn.
[21:53:56]	James Jacob exited observer at their location.
[21:53:56]	James Jacob has taken 240 damage from worldspawn.
[21:53:56]	worldspawn has killed James Jacob.
[21:53:56]	Sakura Yamato has spawned 'models/props_wasteland/laundry_cart002.mdl'.
[21:54:00]	[OOC] Gregory Smith: you need to die in secret
[21:54:01]	James Jacob entered observer.
[21:54:02]	Sakura Yamato has spawned 'models/props_wasteland/laundry_cart002.mdl'.
[21:54:04]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:54:04]	Sakura Yamato has spawned 'models/props_wasteland/laundry_cart002.mdl'.
[21:54:04]	James Jacob exited observer at their location.
[21:54:09]	[OOC] Gregory Smith: and  then i found you
[21:54:10]	James Jacob entered observer.
[21:54:11]	CCA.C08-UNION.i5.65473 has taken 7 damage from worldspawn.
[21:54:11]	Sakura Yamato has taken 500 damage from CCA.C08-JUDGE.i1.91412.
[21:54:11]	CCA.C08-JUDGE.i1.91412 has killed Sakura Yamato with weapon_physgun.
[21:54:11]	James Jacob exited observer at their location.
[21:54:16]	[OOC] CCA.C08-JUDGE.i1.91412: NO MORE
[21:54:24]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:54:31]	CCA.C08-UNION.i5.65473 has taken 7 damage from worldspawn.
[21:54:34]	[OOC] Sakura Yamato: THIS IS A BUCKET
[21:54:37]	Sakura Yamato has spawned 'models/props_junk/TrashDumpster02b.mdl'.
[21:54:38]	Sakura Yamato has spawned 'models/props_junk/MetalBucket01a.mdl'.
[21:54:39]	[OOC] Gregory Smith: that's not a RP situation, STO JIMMY *CRIES*
[21:54:44]	CCA.C08-UNION.i5.65473 has taken 5 damage from worldspawn.
[21:54:45]	CCA.C08-JUDGE.i1.91412 entered observer.
[21:54:47]	James Jacob entered observer.
[21:54:50]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[21:54:52]	James Jacob exited observer at their location.
[21:54:53]	James Jacob entered observer.
[21:54:55]	James Jacob exited observer at their location.
[21:54:56]	James Jacob entered observer.
[21:54:56]	James Jacob exited observer at their location.
[21:55:08]	Sakura Yamato has spawned 'models/props_junk/garbage_plasticbottle001a.mdl'.
[21:55:16]	James Jacob entered observer.
[21:55:18]	James Jacob exited observer at their location.
[21:55:18]	James Jacob entered observer.
[21:55:18]	James Jacob exited observer at their location.
[21:55:33]	Sakura Yamato has spawned 'models/props_junk/garbage_plasticbottle001a.mdl'.
[21:55:33]	Sakura Yamato has spawned 'models/props_junk/garbage_plasticbottle001a.mdl'.
